name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalAssets,"39,400,378,000","38,469,399,000","36,523,936,000","35,412,309,000","35,299,705,000","34,932,860,000","33,824,931,000","33,342,112,000","29,264,180,000","27,805,496,000","27,547,834,000","26,540,355,000","25,557,858,000","25,031,044,000","24,557,545,000","23,988,370,000","22,935,174,000","22,205,699,847","21,790,371,081","20,886,153,778","11,724,600,995","11,194,622,599","10,978,389,661","9,735,667,860","9,261,387,632","8,715,414,180","8,549,063,852","6,516,543,776","6,314,346,368","6,018,247,797","5,865,703,491","5,788,791,593","5,600,932,590","5,563,775,857","5,391,200,588","5,373,167,925","5,070,935,114","5,040,548,616","4,871,386,070","4,931,877,736","4,789,582,580","4,863,950,704","4,868,905,222","4,831,332,779","4,820,990,591","4,909,003,880","4,961,603,277","4,958,478,263","5,021,689,344","5,128,811,004","5,094,709,862","5,036,741,545","4,952,151,431","4,754,074,764","4,337,552,379","4,106,054,952","3,889,286,108","3,794,170,461","2,368,078,909","2,315,327,198","2,193,132,422","2,142,186,863","2,052,252,174","1,985,624,791","1,828,212,371","1,016,771,730","978,538,840","872,075,792","787,435,618","727,139,450","685,407,759","586,313,144","541,051,503","498,420,658","440,693,407","403,229,363","348,366,432","305,278,974","278,750,242","229,794,568","192,476,431","175,439,361","130,157,747","101,187,222","66,140,786"
TotalLiabilitiesNetMinorityInterest,"34,119,428,000","33,158,792,000","31,332,138,000","30,311,078,000","30,340,181,000","30,028,249,000","29,037,623,000","28,646,465,000","24,879,052,000","23,449,748,000","23,253,204,000","22,363,994,000","21,501,919,000","21,065,104,000","20,660,504,000","20,161,693,000","19,185,871,000","18,497,747,816","18,117,021,896","17,270,826,939","10,001,525,518","9,697,926,487","9,502,745,691","8,473,514,050","8,032,607,791","7,559,802,880","7,414,838,298","5,675,153,715","5,490,195,722","5,215,554,416","5,083,769,340","5,024,409,608","4,858,435,937","4,840,068,196","4,678,984,726","4,676,599,106","4,379,501,372","4,361,477,257","4,198,561,599","4,272,591,181","4,070,917,132","4,153,806,136","4,144,531,331","4,132,104,757","4,139,764,215","4,231,546,595","4,275,074,504","4,276,563,126","4,321,428,330","4,427,790,823","4,384,618,734","4,332,969,600","4,320,505,201","4,126,776,368","3,824,983,671","3,624,345,518","3,412,127,675","3,327,560,167","2,093,442,479","2,050,132,704","1,930,215,901","1,886,169,842","1,803,192,786","1,746,886,272","1,591,885,610","953,335,305","915,647,961","810,574,988","729,778,638","669,259,275","628,740,023","551,188,047","504,785,216","464,084,277","407,448,683","369,602,023","315,963,191","272,875,327","246,660,430","198,392,819","174,304,476","157,148,559","113,475,709","87,553,518","51,556,888"
TotalEquityGrossMinorityInterest,"5,280,950,000","5,310,607,000","5,191,798,000","5,101,231,000","4,959,524,000","4,904,611,000","4,787,308,000","4,695,647,000","4,385,128,000","4,355,748,000","4,294,630,000","4,176,361,000","4,055,939,000","3,965,940,000","3,897,041,000","3,826,677,000","3,749,303,000","3,707,952,031","3,673,349,185","3,615,326,839","1,723,075,477","1,496,696,112","1,475,643,970","1,262,153,810","1,228,779,841","1,155,611,300","1,134,225,554","841,390,061","824,150,646","802,693,381","781,934,151","764,381,985","742,496,653","723,707,661","712,215,862","696,568,819","691,433,742","679,071,359","672,824,471","659,286,555","718,665,448","710,144,568","724,373,891","699,228,022","681,226,376","677,457,285","686,528,773","681,915,137","700,261,014","701,020,181","710,091,128","703,771,945","631,646,230","627,298,396","512,568,708","481,709,434","477,158,433","466,610,294","274,636,430","265,194,494","262,916,521","256,017,021","249,059,388","238,738,519","236,326,761","63,436,425","62,890,879","61,500,804","57,656,980","57,880,175","56,667,736","35,125,097","36,266,287","34,336,381","33,244,724","33,627,340","32,403,241","32,403,647","32,089,812","31,401,749","18,171,955","18,290,802","16,682,038","13,633,704","14,583,898"
	StockholdersEquity,"5,280,950,000","5,310,607,000","5,191,798,000","5,101,231,000","4,959,524,000","4,904,611,000","4,787,308,000","4,695,647,000","4,385,128,000","4,355,748,000","4,294,630,000","4,176,361,000","4,055,939,000","3,965,940,000","3,897,041,000","3,826,677,000","3,749,303,000","3,707,952,031","3,673,349,185","3,615,326,839","1,723,075,477","1,496,696,112","1,475,643,970","1,262,153,810","1,228,779,841","1,155,611,300","1,134,225,554","841,390,061","824,150,646","802,693,381","781,934,151","764,381,985","742,496,653","723,707,661","712,215,862","696,568,819","691,433,742","679,071,359","672,824,471","659,286,555","718,665,448","710,144,568","724,373,891","699,228,022","681,226,376","677,457,285","686,528,773","681,915,137","700,261,014","701,020,181","710,091,128","703,771,945","631,646,230","627,298,396","512,568,708","481,709,434","477,158,433","466,610,294","274,636,430","265,194,494","262,916,521","256,017,021","249,059,388","238,738,519","236,326,761","63,436,425","62,890,879","61,500,804","57,656,980","57,880,175","56,667,736","35,125,097","36,266,287","34,336,381","33,244,724","33,627,340","32,403,241","32,403,647","32,089,812","31,401,749","18,171,955","18,290,802","16,682,038","13,633,704","14,583,898"
		CapitalStock,"293,503,000","293,269,000","293,241,000","293,214,000","293,214,000","292,976,000","292,961,000","293,468,000","75,800,000","76,564,000","76,736,000","76,929,000","77,064,000","77,484,000","77,867,000","77,855,000","77,853,000","77,739,636","77,652,143","77,646,512","49,789,649","46,359,377","46,159,832","42,184,120","41,994,955","40,906,064","40,802,904","35,977,987","35,864,667","35,732,483","35,654,541","35,601,495","35,567,268","35,221,941","35,133,733","35,073,763","35,022,487","34,696,597","34,691,659","34,675,913","103,971,488","103,451,788","126,079,057","125,558,476","125,226,912","124,659,062","124,115,591","123,548,833","123,171,745","122,492,352","122,124,443","121,807,347","112,668,692","112,110,771","23,699,790","22,587,564","22,467,263","22,264,817","15,553,037","15,545,581","15,530,975","15,446,074","15,409,341","15,370,916","15,300,629","8,426,551","8,424,217","8,405,891","8,391,371","8,389,232","8,389,232","7,404,586","3,692,053","3,692,053","3,692,053","3,692,053","3,692,053","3,692,053","3,692,053","3,692,053","2,312,053","2,312,053","5,507,479","1,910,000","1,910,000"
			PreferredStock,"217,126,000","217,126,000","217,126,000","217,126,000","217,126,000","217,126,000","217,126,000","217,632,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69,355,475","69,096,828","91,772,130","91,422,313","91,094,656","90,788,682","90,455,129","90,127,092","89,820,627","89,462,633","89,167,706","88,877,600","88,607,989","88,348,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"76,377,000","76,143,000","76,115,000","76,088,000","76,088,000","75,850,000","75,835,000","75,836,000","75,800,000","76,564,000","76,736,000","76,929,000","77,064,000","77,484,000","77,867,000","77,855,000","77,853,000","77,739,636","77,652,143","77,646,512","49,789,649","46,359,377","46,159,832","42,184,120","41,994,955","40,906,064","40,802,904","35,977,987","35,864,667","35,732,483","35,654,541","35,601,495","35,567,268","35,221,941","35,133,733","35,073,763","35,022,487","34,696,597","34,691,659","34,675,913","34,616,013","34,354,960","34,306,927","34,136,163","34,132,256","33,870,380","33,660,462","33,421,741","33,351,118","33,029,719","32,956,737","32,929,747","24,060,703","23,762,124","23,699,790","22,587,564","22,467,263","22,264,817","15,553,037","15,545,581","15,530,975","15,446,074","15,409,341","15,370,916","15,300,629","8,426,551","8,424,217","8,405,891","8,391,371","8,389,232","8,389,232","7,404,586","3,692,053","3,692,053","3,692,053","3,692,053","3,692,053","3,692,053","3,692,053","3,692,053","2,312,053","2,312,053","5,507,479","1,910,000","1,910,000"
		AdditionalPaidInCapital,"3,045,914,000","3,045,802,000","3,038,800,000","3,032,338,000","3,027,311,000","3,028,063,000","3,023,430,000","3,019,286,000","3,015,521,000","3,064,467,000","3,070,235,000","3,076,486,000","3,079,358,000","3,107,431,000","3,123,323,000","3,119,461,000","3,115,990,000","3,115,303,675","3,105,577,594","3,100,154,656","1,274,762,698","1,083,490,728","1,074,112,218","889,468,015","884,015,506","839,617,050","835,279,986","567,945,383","563,831,066","561,431,449","558,070,636","555,428,349","551,461,564","550,212,135","547,641,227","545,963,974","544,619,717","543,760,439","543,042,267","539,462,366","537,860,446","536,227,537","534,971,880","533,557,342","532,311,827","530,829,019","528,956,550","527,003,530","525,823,682","524,366,603","523,232,882","522,567,295","418,216,850","417,040,974","416,105,723","393,742,295","391,942,152","390,977,308","213,644,006","212,922,658","212,333,180","211,502,516","210,752,785","210,106,788","208,914,892","44,890,912","44,904,859","44,484,410","44,388,278","44,376,307","44,376,307","27,071,090","30,682,947","30,682,947","30,682,947","30,682,947","30,682,947","30,682,947","30,682,947","30,656,947","19,317,947","19,317,947","16,122,521","16,122,521","16,122,521"
		RetainedEarnings,"1,972,686,000","1,864,350,000","1,748,491,000","1,629,580,000","1,515,451,000","1,407,723,000","1,312,929,000","1,218,367,000","1,168,301,000","1,184,183,000","1,100,517,000","1,002,434,000","914,545,000","833,130,000","750,363,000","667,594,000","591,680,000","519,144,543","503,270,311","449,762,022","413,700,739","381,072,505","351,484,480","325,608,051","300,746,837","278,573,408","256,648,129","237,243,866","218,909,667","201,371,081","185,496,234","170,155,642","155,840,829","142,298,199","129,792,296","115,145,346","100,834,814","87,386,689","75,656,530","64,307,405","56,999,267","49,783,584","44,427,826","19,864,142","15,007,452","12,996,202","10,721,466","10,146,029","38,004,024","43,372,743","47,322,426","52,147,201","85,380,063","84,380,447","76,373,045","67,577,903","59,616,770","54,150,679","47,908,839","42,137,029","36,711,165","31,109,324","25,455,618","20,108,848","15,794,187","13,182,291","10,944,188","8,858,134","6,906,776","5,127,023","3,440,875","2,050,342","881,867","-189,155","-1,047,380","-1,833,947","-237,015","-2,743,794","-3,028,617","-3,240,095","-3,347,270","-3,391,854","-5,123,569","-4,472,229","-3,536,801"
		GainsLossesNotAffectingRetainedEarnings,"-31,153,000","107,186,000","111,266,000","146,099,000","123,548,000","175,849,000","157,988,000","164,526,000","125,506,000","30,534,000","47,142,000","20,512,000","-15,028,000","-52,105,000","-54,512,000","-38,233,000","-36,220,000","-4,235,823","-13,150,863","-12,236,351","-15,177,609","-14,226,498","3,887,440","4,893,624","2,022,543","-3,485,222","1,494,535","222,825","5,545,246","4,158,368","2,712,740","3,196,499","-373,008","-4,024,614","-351,394","385,736","10,956,724","13,227,634","19,434,015","17,492,469","16,485,845","17,333,257","15,546,726","16,899,660","5,331,783","5,624,600","19,386,764","17,868,343","9,913,161","7,440,081","14,062,975","3,901,700","8,683,821","7,069,400","-3,609,850","-2,198,328","3,132,248","-782,510","-2,469,452","-5,410,774","-1,658,799","-2,040,893","-2,558,356","-6,848,033","-3,682,947","-3,063,329","-1,382,385","-247,631","-2,029,445","-12,387","461,322","-1,400,921","1,009,420","150,536","-82,896","1,086,287","399,056","772,441","743,429","292,844","-110,775","52,656","175,607","73,412","88,178"
