name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,06/30/2013
		PrepaidAssets,"23,430,000","22,795,000","21,903,000","15,966,000","14,198,000","15,633,000","15,202,000","13,188,000","13,337,000","12,876,000","13,941,000","13,895,000","21,922,000","12,553,000","14,220,000","11,980,000","16,921,000","7,456,000","13,494,000","14,879,000","13,094,000","11,291,000","6,432,000","7,409,000","7,059,000","5,521,000","5,051,000","4,416,000","4,844,000","2,978,000","3,072,000","2,694,000","3,160,000","2,176,000","1,875,000"
		RestrictedCash,"4,324,567,000","1,920,063,000","3,185,520,000","1,759,677,000","2,051,914,000","2,204,286,000","1,378,975,000","1,327,304,000","1,729,176,000","1,845,294,000","1,154,527,000","1,394,469,000","1,722,309,000","1,258,773,000","1,168,156,000","1,225,614,000","1,347,522,000","1,345,702,000","941,989,000","942,459,000","1,170,341,000","1,092,471,000","770,948,000","1,239,622,000","1,422,976,000","883,137,000","542,612,000","591,219,000","731,616,000","858,139,000","432,225,000","417,261,000","541,723,000","491,763,000","355,905,000"
		CurrentDeferredAssets,"54,735,000","50,294,000","46,928,000","44,230,000","40,721,000","37,447,000","34,124,000","32,332,000","29,086,000","26,150,000","23,703,000","21,677,000","19,765,000","17,665,000","16,215,000",,,,,,,,,"0","387,000","397,000","389,000","775,000","684,000","684,000","706,000","706,000","563,000","564,000","602,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,"0","387,000","397,000","389,000","775,000","684,000","684,000","706,000","706,000","563,000","564,000","602,000"
	TotalNonCurrentAssets,"562,247,000","501,504,000","479,510,000","382,002,000","365,232,000","355,146,000","331,810,000","322,494,000","298,935,000","289,015,000","272,738,000","207,752,000","186,848,000","183,046,000","177,633,000","129,359,000","113,521,000","82,404,000","78,821,000","74,595,000","67,874,000","64,855,000","58,307,000","55,481,000","52,773,000","48,308,000","43,892,000","41,765,000","30,919,000","30,117,000","29,080,000","27,886,000","16,286,000","17,217,000","11,200,000"
		NetPPE,"114,812,000","112,036,000","106,514,000","103,819,000","107,299,000","109,495,000","113,148,000","115,395,000","118,878,000","122,749,000","123,449,000","70,056,000","64,893,000","62,662,000","61,823,000","62,029,000","50,380,000","48,354,000","44,968,000","40,756,000","34,297,000","33,633,000","28,681,000","26,787,000","24,934,000","21,121,000","17,195,000","16,061,000","15,715,000","15,216,000","14,038,000","13,125,000","12,142,000","10,990,000","8,586,000"
			GrossPPE,"184,092,000","179,719,000","173,032,000","166,573,000","168,771,000","167,225,000","168,086,000","166,704,000","166,789,000","167,403,000","165,124,000","108,422,000","102,490,000","97,340,000","93,077,000","90,758,000","83,636,000","79,006,000","72,952,000","66,169,000","58,509,000","55,735,000","48,865,000","45,244,000","42,406,000","37,089,000","33,528,000","31,155,000","31,073,000","29,347,000","26,842,000","24,874,000","22,792,000","20,600,000","16,841,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"79,606,000","76,877,000","75,823,000","70,376,000","72,017,000","70,566,000","69,464,000","66,887,000","66,336,000","66,154,000","64,848,000","59,393,000","55,431,000","54,678,000","51,659,000","49,858,000","46,464,000","45,193,000","43,006,000","40,503,000","38,405,000","37,491,000","31,883,000","30,034,000","28,027,000","26,130,000","23,080,000","21,299,000","21,332,000","20,259,000","18,276,000","16,455,000","15,156,000","14,020,000","11,275,000"
				OtherProperties,"57,231,000","55,650,000","50,018,000","49,383,000","50,236,000","50,151,000","52,007,000","53,625,000","55,087,000","56,552,000","55,620,000","4,679,000","4,617,000","4,619,000","4,508,000","4,534,000","4,551,000","4,489,000","4,318,000","4,240,000","4,352,000","4,349,000","4,202,000","4,046,000","3,914,000","3,729,000","3,318,000","3,217,000","3,014,000","2,698,000","2,460,000","2,360,000","2,328,000","1,693,000","1,649,000"
				Leases,"47,255,000","47,192,000","47,191,000","46,814,000","46,518,000","46,508,000","46,615,000","46,192,000","45,366,000","44,697,000","44,656,000","44,350,000","42,442,000","38,043,000","36,910,000","36,366,000","32,621,000","29,324,000","25,628,000","21,426,000","15,752,000","13,895,000","12,780,000","11,164,000","10,465,000","7,230,000","7,130,000","6,639,000","6,727,000","6,390,000","6,106,000","6,059,000","5,308,000","4,887,000","3,917,000"
			AccumulatedDepreciation,"-69,280,000","-67,683,000","-66,518,000","-62,754,000","-61,472,000","-57,730,000","-54,938,000","-51,309,000","-47,911,000","-44,654,000","-41,675,000","-38,366,000","-37,597,000","-34,678,000","-31,254,000","-28,729,000","-33,256,000","-30,652,000","-27,984,000","-25,413,000","-24,212,000","-22,102,000","-20,184,000","-18,457,000","-17,472,000","-15,968,000","-16,333,000","-15,094,000","-15,358,000","-14,131,000","-12,804,000","-11,749,000","-10,650,000","-9,610,000","-8,255,000"
		GoodwillAndOtherIntangibleAssets,"208,141,000","156,608,000","153,916,000","91,695,000","89,943,000","88,890,000","73,402,000","71,516,000","52,720,000","50,835,000","49,412,000","47,827,000","45,488,000","44,629,000","44,063,000","43,686,000","43,213,000","32,978,000","32,530,000","32,304,000","31,985,000","30,604,000","29,093,000","27,849,000","26,983,000","26,492,000","26,288,000","25,301,000","14,991,000","14,679,000","14,739,000","14,448,000","3,800,000","3,244,000","2,614,000"
			Goodwill,"102,183,000","68,326,000","68,022,000","33,650,000","33,184,000","33,184,000","21,655,000","21,655,000","9,590,000","9,590,000","9,590,000","9,590,000","9,590,000","9,590,000","9,590,000","9,590,000","9,754,000","6,003,000","6,003,000","6,003,000","6,003,000","6,003,000","6,003,000","6,003,000","6,003,000","6,003,000","6,003,000","6,003,000","3,035,000","3,035,000","3,035,000","3,035,000",,,
			OtherIntangibleAssets,"105,958,000","88,282,000","85,894,000","58,045,000","56,759,000","55,706,000","51,747,000","49,861,000","43,130,000","41,245,000","39,822,000","38,237,000","35,898,000","35,039,000","34,473,000","34,096,000","33,459,000","26,975,000","26,527,000","26,301,000","25,982,000","24,601,000","23,090,000","21,846,000","20,980,000","20,489,000","20,285,000","19,298,000","11,956,000","11,644,000","11,704,000","11,413,000","3,800,000","3,244,000","2,614,000"
		NonCurrentDeferredAssets,"231,384,000","226,082,000","211,681,000","182,265,000","164,217,000","153,543,000","140,244,000","130,666,000","119,071,000","107,141,000","96,497,000","87,894,000","73,701,000","72,489,000","68,615,000","22,140,000","18,906,000",,,,,,,,,,,,,,,,,"2,569,000",
			NonCurrentDeferredTaxesAssets,"21,804,000","34,697,000","32,602,000","11,602,000","7,274,000","9,516,000","5,916,000","4,955,000","7,229,000","7,758,000","7,114,000","6,472,000","0","7,891,000","9,554,000","22,140,000","18,906,000",,,,,,,,,,,,,,,,,"1,008,000",
		NonCurrentPrepaidAssets,"7,910,000","6,778,000","7,399,000","4,223,000","3,773,000","3,218,000","5,016,000","4,917,000","8,266,000","8,290,000","3,380,000","1,975,000","2,766,000","3,266,000","3,132,000","1,504,000","1,022,000","1,072,000","1,323,000","1,535,000","1,592,000","618,000","533,000","845,000","856,000","695,000","409,000","403,000","213,000","222,000","303,000","313,000","344,000","414,000",
TotalLiabilitiesNetMinorityInterest,"4,513,819,000","2,081,897,000","3,343,964,000","1,937,955,000","2,208,943,000","2,442,745,000","1,618,031,000","1,592,740,000","1,882,553,000","1,991,868,000","1,289,015,000","1,495,977,000","1,808,771,000","1,329,415,000","1,231,477,000","1,294,775,000","1,406,330,000","1,391,175,000","985,548,000","989,828,000","1,209,087,000","1,127,600,000","796,795,000","1,271,117,000","1,454,033,000","908,066,000","565,571,000","612,968,000","753,494,000","877,287,000","448,955,000","437,017,000","558,202,000","506,459,000","367,935,000"
	CurrentLiabilities,"4,438,438,000","2,006,170,000","3,273,447,000","1,867,016,000","2,138,372,000","2,271,261,000","1,444,527,000","1,408,940,000","1,796,804,000","1,911,861,000","1,211,084,000","1,456,048,000","1,776,049,000","1,305,478,000","1,207,393,000","1,270,845,000","1,385,367,000","1,376,624,000","970,581,000","974,806,000","1,199,110,000","1,117,701,000","791,992,000","1,266,222,000","1,448,791,000","904,022,000","561,740,000","609,487,000","749,723,000","873,651,000","445,132,000","433,128,000","555,383,000","503,041,000","364,411,000"
		PayablesAndAccruedExpenses,"91,275,000","67,865,000","70,031,000","90,348,000","69,004,000","50,111,000","48,791,000","64,776,000","51,365,000","51,468,000","42,587,000","54,525,000","47,372,000","45,237,000","37,429,000","43,088,000","37,845,000","30,922,000","28,592,000","32,347,000","28,410,000","24,987,000","20,232,000","26,096,000","25,448,000","20,395,000","18,547,000","17,030,000","17,426,000","14,443,000","11,683,000","12,305,000","13,150,000","10,653,000","7,881,000"
			Payables,"5,051,000","6,600,000","6,910,000","4,230,000","3,319,000","2,771,000","3,209,000","1,755,000","3,626,000","3,714,000","5,061,000","3,954,000","5,344,000","3,498,000","3,559,000","2,990,000","2,371,000","1,794,000","1,864,000","2,046,000","1,633,000","3,134,000","2,784,000","1,621,000","851,000","2,889,000","1,973,000","1,327,000","2,122,000","3,392,000","1,530,000","2,138,000","3,088,000","3,265,000","1,087,000"
				AccountsPayable,"5,051,000","6,600,000","6,910,000","4,230,000","3,319,000","2,771,000","3,209,000","1,755,000","3,626,000","3,714,000","5,061,000","3,954,000","5,344,000","3,498,000","3,559,000","2,990,000","2,371,000","1,794,000","1,864,000","2,046,000","1,633,000","3,134,000","2,784,000","1,621,000","851,000","2,889,000","1,973,000","1,327,000","2,122,000","3,373,000","1,520,000","2,133,000","3,088,000","3,253,000","880,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","19,000","10,000","5,000","0","12,000","207,000"
			CurrentAccruedExpenses,"86,224,000","61,265,000","63,121,000","86,118,000","65,685,000","47,340,000","45,582,000","63,021,000","47,739,000","47,754,000","37,526,000","50,571,000","42,028,000","41,739,000","33,870,000","40,098,000","35,474,000","29,128,000","26,728,000","30,301,000","26,777,000","21,853,000","17,448,000","24,475,000","24,597,000","17,506,000","16,574,000","15,703,000","15,304,000","11,051,000","10,153,000","10,167,000","10,062,000","7,388,000","6,794,000"
		CurrentDebtAndCapitalLeaseObligation,"8,270,000","6,450,000","7,729,000","7,549,000","7,834,000","7,774,000","7,977,000","8,083,000","7,955,000","7,694,000","7,731,000","1,482,000","1,122,000","1,468,000","1,808,000","2,143,000",,,,,,,,,,,,,,,,,,"625,000","625,000"
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"625,000","625,000"
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"625,000","625,000"
			CurrentCapitalLeaseObligation,"8,270,000","6,450,000","7,729,000","7,549,000","7,834,000","7,774,000","7,977,000","8,083,000","7,955,000","7,694,000","7,731,000","1,482,000","1,122,000","1,468,000","1,808,000","2,143,000",,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"14,326,000","11,792,000","10,167,000","9,442,000","9,620,000","9,090,000","8,784,000","8,777,000","8,308,000","7,405,000","6,239,000","5,572,000","5,246,000",,,,,,,,"359,000","243,000","812,000","504,000","367,000","190,000","281,000","727,000","681,000","669,000","624,000","577,000","510,000",,
			CurrentDeferredRevenue,"14,326,000","11,792,000","10,167,000","9,442,000","9,620,000","9,090,000","8,784,000","8,777,000","8,308,000","7,405,000","6,239,000","5,572,000","5,246,000",,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"4,324,567,000","1,920,063,000","3,185,520,000","1,759,677,000","2,051,914,000","2,204,286,000","1,378,975,000","1,327,304,000","1,729,176,000","1,845,294,000","1,154,527,000","1,394,469,000","1,722,309,000","1,258,773,000","1,168,156,000","1,225,614,000","1,347,522,000","1,345,702,000","941,989,000","942,459,000","1,170,341,000","1,092,471,000","770,948,000","1,239,622,000","1,422,976,000","883,437,000","542,912,000","591,730,000","731,616,000","858,539,000","432,825,000","420,246,000","541,723,000","491,763,000","355,905,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"75,381,000","75,727,000","70,517,000","70,939,000","70,571,000","171,484,000","173,504,000","183,800,000","85,749,000","80,007,000","77,931,000","39,929,000","32,722,000","23,937,000","24,084,000","23,930,000","20,963,000","14,551,000","14,967,000","15,022,000","9,977,000","9,899,000","4,803,000","4,895,000","5,242,000","4,044,000","3,831,000","3,481,000","3,771,000","3,636,000","3,823,000","3,889,000","2,819,000","3,418,000","3,524,000"
		LongTermDebtAndCapitalLeaseObligation,"71,178,000","71,877,000","66,684,000","67,201,000","68,661,000","169,672,000","171,460,000","173,299,000","74,912,000","76,929,000","76,347,000",,,,,,,,,,,,,,,,,,,,,,,"625,000","938,000"
			LongTermDebt,,,,,,"100,000,000","100,000,000","100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"625,000","938,000"
			LongTermCapitalLeaseObligation,"71,178,000","71,877,000","66,684,000","67,201,000","68,661,000","69,672,000","71,460,000","73,299,000","74,912,000","76,929,000","76,347,000",,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,781,000","1,781,000","1,928,000","1,780,000","0","0","368,000","8,754,000","9,169,000","1,718,000","154,000","38,206,000","30,797,000","22,342,000","22,660,000","22,812,000","20,963,000","14,551,000","14,967,000","15,022,000","9,977,000","9,899,000","4,803,000","4,895,000","5,242,000","4,044,000","3,831,000","3,481,000","3,771,000","3,636,000","3,823,000","3,889,000","2,819,000","2,793,000","2,586,000"
			NonCurrentDeferredTaxesLiabilities,"1,781,000","1,781,000","1,928,000","1,780,000","0","0","368,000","8,754,000","9,169,000","1,718,000","154,000","6,943,000","890,000",,,"0","0","308,000","438,000","401,000","376,000","351,000","327,000","249,000","599,000","647,000","572,000","874,000","751,000","731,000","734,000","714,000","172,000","0","269,000"
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
		OtherNonCurrentLiabilities,"2,422,000","2,069,000","1,905,000","1,958,000","1,910,000","1,812,000","1,676,000","1,747,000","1,668,000","1,360,000","1,430,000","1,723,000","1,925,000","1,595,000","1,424,000","1,118,000",,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"565,419,000","506,693,000","467,573,000","476,930,000","454,609,000","408,218,000","386,820,000","392,908,000","374,375,000","331,564,000","309,459,000","307,964,000","286,225,000","250,937,000","232,626,000","212,824,000","204,548,000","158,153,000","148,720,000","147,613,000","145,849,000","125,341,000","118,647,000","119,572,000","120,594,000","109,789,000","106,392,000","107,580,000","108,866,000","105,141,000","89,770,000","91,134,000","93,396,000","8,774,000","9,981,000"
	StockholdersEquity,"565,419,000","506,693,000","467,573,000","476,930,000","454,609,000","408,218,000","386,820,000","392,908,000","374,375,000","331,564,000","309,459,000","307,964,000","286,225,000","250,937,000","232,626,000","212,824,000","204,548,000","158,153,000","148,720,000","147,613,000","145,849,000","125,341,000","118,647,000","119,572,000","120,594,000","109,789,000","106,392,000","107,580,000","108,866,000","105,141,000","89,770,000","91,134,000","93,396,000","8,774,000","9,981,000"
		CapitalStock,"55,000","55,000","55,000","55,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","52,000","52,000","51,000","51,000","51,000","51,000","51,000","51,000","51,000","51,000","51,000","50,000","50,000","50,000","50,000","44,000","36,605,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","36,573,000"
			CommonStock,"55,000","55,000","55,000","55,000","54,000","54,000","54,000","54,000","54,000","54,000","54,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","52,000","52,000","51,000","51,000","51,000","51,000","51,000","51,000","51,000","51,000","51,000","50,000","50,000","50,000","50,000","44,000","32,000"
		AdditionalPaidInCapital,"256,204,000","231,106,000","201,504,000","241,718,000","231,208,000","221,525,000","209,582,000","227,907,000","215,101,000","212,240,000","195,566,000","207,982,000","196,574,000","189,473,000","176,851,000","219,588,000","209,791,000","202,512,000","193,406,000","192,837,000","187,230,000","181,523,000","173,158,000","171,515,000","167,125,000","162,481,000","157,919,000","155,672,000","152,529,000","150,557,000","128,766,000","125,255,000","120,813,000","37,698,000","437,000"
		RetainedEarnings,"310,722,000","275,876,000","266,023,000","235,091,000","223,208,000","186,374,000","176,732,000","164,272,000","159,322,000","119,190,000","113,723,000","99,817,000","89,576,000","61,550,000","55,846,000","-6,678,000","-5,125,000","-44,302,000","-44,733,000","-45,276,000","-41,432,000","-56,233,000","-54,562,000","-51,994,000","-46,582,000","-52,743,000","-51,578,000","-48,143,000","-43,714,000","-45,466,000","-39,046,000","-34,171,000","-27,467,000","-28,968,000","-27,061,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,562,000","-344,000","-9,000","66,000","139,000","265,000","452,000","675,000","-102,000","80,000","116,000","112,000","22,000","-139,000","-124,000","-139,000","-171,000","-110,000","-5,000",,,,,,,,,,,,,,,,
TotalCapitalization,"565,419,000","506,693,000","467,573,000","476,930,000","454,609,000","508,218,000","486,820,000","492,908,000","374,375,000","331,564,000","309,459,000","307,964,000","286,225,000","250,937,000","232,626,000","212,824,000","204,548,000","158,153,000","148,720,000","147,613,000","145,849,000","125,341,000","118,647,000","119,572,000","120,594,000","109,789,000","106,392,000","107,580,000","108,866,000","105,141,000","89,770,000","91,134,000","93,396,000","9,399,000","10,919,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,573,000"
CommonStockEquity,"565,419,000","506,693,000","467,573,000","476,930,000","454,609,000","408,218,000","386,820,000","392,908,000","374,375,000","331,564,000","309,459,000","307,964,000","286,225,000","250,937,000","232,626,000","212,824,000","204,548,000","158,153,000","148,720,000","147,613,000","145,849,000","125,341,000","118,647,000","119,572,000","120,594,000","109,789,000","106,392,000","107,580,000","108,866,000","105,141,000","89,770,000","91,134,000","93,396,000","8,774,000","-26,592,000"
CapitalLeaseObligations,"79,448,000","78,327,000","74,413,000","74,750,000","76,495,000","77,446,000","79,437,000","81,382,000","82,867,000","84,623,000","84,078,000","1,482,000","1,122,000","1,468,000","1,808,000","2,143,000",,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"357,278,000","350,085,000","313,657,000","385,235,000","364,666,000","319,328,000","313,418,000","321,392,000","321,655,000","280,729,000","260,047,000","260,137,000","240,737,000","206,308,000","188,563,000","169,138,000","161,335,000","125,175,000","116,190,000","115,309,000","113,864,000","94,737,000","89,554,000","91,723,000","93,611,000","83,297,000","80,104,000","82,279,000","93,875,000","90,462,000","75,031,000","76,686,000","89,596,000","5,530,000","7,367,000"
WorkingCapital,"78,553,000","80,916,000","58,580,000","165,867,000","159,948,000","224,556,000","228,514,000","254,214,000","161,189,000","122,556,000","114,652,000","140,141,000","132,099,000","91,828,000","79,077,000","107,395,000","111,990,000","90,300,000","84,866,000","88,040,000","87,952,000","70,385,000","65,143,000","68,986,000","73,063,000","65,525,000","66,331,000","69,296,000","81,718,000","78,660,000","64,513,000","67,137,000","79,929,000","-5,025,000","2,305,000"
InvestedCapital,"565,419,000","506,693,000","467,573,000","476,930,000","454,609,000","508,218,000","486,820,000","492,908,000","374,375,000","331,564,000","309,459,000","307,964,000","286,225,000","250,937,000","232,626,000","212,824,000","204,548,000","158,153,000","148,720,000","147,613,000","145,849,000","125,341,000","118,647,000","119,572,000","120,594,000","109,789,000","106,392,000","107,580,000","108,866,000","105,141,000","89,770,000","91,134,000","93,396,000","10,024,000","-25,029,000"
TangibleBookValue,"357,278,000","350,085,000","313,657,000","385,235,000","364,666,000","319,328,000","313,418,000","321,392,000","321,655,000","280,729,000","260,047,000","260,137,000","240,737,000","206,308,000","188,563,000","169,138,000","161,335,000","125,175,000","116,190,000","115,309,000","113,864,000","94,737,000","89,554,000","91,723,000","93,611,000","83,297,000","80,104,000","82,279,000","93,875,000","90,462,000","75,031,000","76,686,000","89,596,000","5,530,000","-29,206,000"
TotalDebt,"79,448,000","78,327,000","74,413,000","74,750,000","76,495,000","177,446,000","179,437,000","181,382,000","82,867,000","84,623,000","84,078,000","1,482,000","1,122,000","1,468,000","1,808,000","2,143,000",,,,,,,,,,,,,,,,,,"1,250,000","1,563,000"
ShareIssued,"55,120,000","55,105,000","55,019,000","54,594,000","54,451,000","54,370,000","53,792,000","53,792,000","53,660,000","53,573,000","53,075,000","53,075,000","52,964,000","52,887,000","52,796,000","52,758,000","52,649,000","52,590,000","52,075,000","51,738,000","51,489,000","51,430,000","51,332,000","51,132,000","50,984,000","50,953,000","50,833,000","50,703,000","50,616,000","50,487,000","49,577,000","49,564,000","49,564,000","48,921,626","48,921,626"
OrdinarySharesNumber,"55,120,000","55,105,000","55,019,000","54,594,000","54,451,000","54,370,000","53,792,000","53,792,000","53,660,000","53,573,000","53,075,000","53,075,000","52,964,000","52,887,000","52,796,000","52,758,000","52,649,000","52,590,000","52,075,000","51,738,000","51,489,000","51,430,000","51,332,000","51,132,000","50,984,000","50,953,000","50,833,000","50,703,000","50,616,000","50,487,000","49,577,000","49,564,000","49,564,000","48,921,626","48,921,626"
