name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,03/31/2000
TotalRevenue,"1,666,717,000","409,863,000","417,416,000","412,345,000","427,093,000","361,646,000","386,642,000","362,591,000","339,540,000","392,791,000","399,694,000","378,056,000","372,445,000","486,469,000","509,309,000","490,363,000","486,204,000","475,881,000","450,535,000","440,566,000","435,488,000","487,430,000","471,757,000","441,418,000","437,804,000","405,703,000","464,919,000","493,566,000","570,611,000","554,944,000","681,738,000","794,422,000","749,745,000","849,213,000","779,816,000","780,010,000","904,196,000","999,710,000","573,313,000","1,744,766,000","1,901,905,000","1,735,692,000","1,927,105,000","1,824,350,000","1,589,184,000","1,234,616,000","1,194,212,000","1,138,379,000","1,124,941,000","945,529,000","982,778,000","1,251,247,000","987,842,000","634,004,000","1,033,190,000","1,825,226,000","1,377,580,000","592,774,000","463,142,000","394,542,000","320,506,000","296,824,000","290,679,000","291,023,000","279,968,000","274,004,000","281,070,000","263,546,000","58,306,000","56,635,000","54,686,000","58,075,000","55,707,000","52,324,000","50,397,000","51,695,000","47,542,000","31,816,000","30,243,000","32,161,000","30,030,000","26,024,000","24,911,000","26,857,000","23,637,000","23,422,000","21,406,000"
	OperatingRevenue,"1,666,717,000","409,863,000","417,416,000","412,345,000","427,093,000","361,646,000","386,642,000","362,591,000","339,540,000","392,791,000","399,694,000","378,056,000","372,445,000","486,469,000","509,309,000","490,363,000","486,204,000","475,881,000","450,535,000","440,566,000","435,488,000","487,430,000","471,757,000","441,418,000","437,804,000","405,703,000","464,919,000","493,566,000","570,611,000","554,944,000","681,738,000","794,422,000","749,745,000","849,213,000","779,816,000","780,010,000","904,196,000","999,710,000","573,313,000","1,744,766,000","1,901,905,000","1,735,692,000","1,927,105,000","1,824,350,000","1,589,184,000","1,234,616,000","1,194,212,000","1,138,379,000","1,124,941,000","945,529,000","982,778,000","1,251,247,000","987,842,000","634,004,000","1,033,190,000","1,825,226,000","1,377,580,000","592,774,000","463,142,000","394,542,000","320,506,000","296,824,000","290,679,000","291,023,000","279,968,000","274,004,000","281,070,000","263,546,000","58,306,000","56,635,000","54,686,000","58,075,000","55,707,000","52,324,000","50,397,000","51,695,000","47,542,000","31,816,000","30,243,000","32,161,000","30,030,000","26,024,000","24,911,000","26,857,000","23,637,000","23,422,000","21,406,000"
CostOfRevenue,"1,111,681,000","276,420,000","279,847,000","273,316,000","282,098,000","236,818,000","249,475,000","229,985,000","220,968,000","235,693,000","252,300,000","248,064,000","252,475,000","363,013,000","386,483,000","364,993,000","376,134,000","355,509,000","231,825,000","207,256,000","212,080,000","264,670,000","247,914,000","209,075,000","211,268,000","182,132,000","222,187,000","246,259,000","334,375,000","314,963,000","437,963,000","558,393,000","521,691,000","641,189,000","567,496,000","574,814,000","695,428,000","795,180,000","53,836,000","1,629,404,000","1,796,452,000","1,615,503,000","1,272,616,000","1,671,224,000","1,404,074,000","1,112,606,000","927,678,000","860,942,000","962,531,000","1,559,779,000","412,646,000","1,108,058,000","842,366,000","416,795,000","828,233,000","1,467,152,000","1,282,844,000","481,459,000","366,559,000","291,004,000","233,505,000","209,139,000","195,893,000","200,261,000","197,438,000","185,288,000","200,510,000","172,575,000","21,645,000","19,685,000","18,552,000","21,626,000","20,212,000","17,908,000","17,168,000","19,445,000","16,335,000","11,661,000","8,713,000","10,376,000","9,565,000","9,184,000","6,598,000","8,033,000","7,726,000",,
GrossProfit,"555,036,000","133,443,000","137,569,000","139,029,000","144,995,000","124,828,000","137,167,000","132,606,000","118,572,000","157,098,000","147,394,000","129,992,000","119,970,000","123,456,000","122,826,000","125,370,000","110,070,000","120,372,000","218,710,000","233,310,000","223,408,000","222,760,000","223,843,000","232,343,000","226,536,000","223,571,000","242,732,000","247,307,000","236,236,000","239,981,000","243,775,000","236,029,000","228,054,000","208,024,000","212,320,000","205,196,000","208,768,000","204,530,000","519,477,000","115,362,000","105,453,000","120,189,000","654,489,000","153,126,000","185,110,000","122,010,000","266,534,000","277,437,000","162,410,000","-614,250,000","570,132,000","143,189,000","145,476,000","217,209,000","204,957,000","358,074,000","94,736,000","111,315,000","96,583,000","103,538,000","87,001,000","87,685,000","94,786,000","90,762,000","82,530,000","88,716,000","80,560,000","90,971,000","36,661,000","36,950,000","36,134,000","36,449,000","35,495,000","34,416,000","33,229,000","32,250,000","31,207,000","20,155,000","21,530,000","21,785,000","20,465,000","16,840,000","18,313,000","18,824,000","15,911,000",,
OperatingExpense,"123,355,000","28,895,000","35,824,000","29,246,000","29,390,000","26,539,000","32,751,000","27,562,000","25,871,000","25,157,000","23,338,000","30,020,000","26,687,000","28,115,000","32,858,000","30,093,000","30,232,000","21,892,000","144,692,000","141,593,000","150,004,000","125,621,000","138,470,000","144,389,000","135,319,000","129,006,000","144,708,000","146,313,000","143,831,000","140,700,000","162,429,000","140,931,000","138,700,000","126,921,000","126,367,000","139,322,000","134,725,000","145,068,000","442,301,000","64,640,000","68,711,000","71,868,000","606,554,000","60,149,000","67,759,000","66,279,000","196,070,000","187,147,000","60,380,000","65,198,000","523,516,000","55,999,000","61,400,000","161,775,000","172,406,000","182,596,000","54,374,000","46,129,000","48,865,000","45,652,000","45,441,000","42,250,000","41,137,000","36,382,000","35,214,000","32,749,000","32,568,000","34,293,000","12,352,000","-210,203,000","11,701,000","12,001,000","10,895,000","9,873,000","10,015,000","8,723,000","8,939,000","6,127,000","5,732,000","5,940,000","5,574,000","6,144,000","5,918,000","5,394,000","5,592,000","13,061,000","12,802,000"
	SellingGeneralAndAdministration,"115,786,000","27,071,000","33,873,000","27,365,000","27,477,000","24,492,000","30,588,000","25,457,000","23,700,000","22,971,000","29,492,000","27,804,000","24,868,000","25,996,000","30,628,000","27,817,000","27,981,000","19,774,000","29,038,000","25,003,000","33,604,000","24,595,000","25,418,000","26,957,000","22,657,000","23,785,000","27,096,000","23,679,000","26,693,000","25,053,000","27,070,000","24,967,000","23,163,000","20,856,000","25,108,000","18,831,000","19,653,000","27,494,000","29,480,000","24,954,000","23,135,000","27,187,000","562,622,000","17,731,000","26,119,000","25,983,000","519,949,000","26,860,000","22,195,000","27,269,000","27,204,000","19,213,000","25,852,000","22,464,000","-305,532,000","147,453,000","19,544,000","16,083,000","19,308,000","16,118,000","17,581,000","14,908,000","14,893,000","11,388,000","10,375,000","8,560,000","9,098,000","10,391,000","3,561,000","3,503,000","3,088,000","3,588,000","2,646,000","1,999,000","2,435,000","1,588,000","1,670,000","1,844,000","1,680,000","1,783,000","1,699,000","1,789,000","1,520,000","1,326,000","1,331,000","1,172,000","901,000"
		GeneralAndAdministrativeExpense,"115,786,000","27,071,000","33,873,000","27,365,000","27,477,000","24,492,000","30,588,000","25,457,000","23,700,000","22,971,000","29,492,000","27,804,000","24,868,000","25,996,000","30,628,000","27,817,000","27,981,000","19,774,000","29,038,000","25,003,000","33,604,000","24,595,000","25,418,000","26,957,000","22,657,000","23,785,000","27,096,000","23,679,000","26,693,000","25,053,000","27,070,000","24,967,000","23,163,000","20,856,000","25,108,000","18,831,000","19,653,000","27,494,000",,"167,373,000","158,398,000","27,187,000",,"17,731,000","160,745,000",,"33,917,000",,"22,195,000","27,269,000","27,204,000","19,213,000","25,852,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"115,786,000","27,071,000","33,873,000","27,365,000","27,477,000","24,492,000","30,588,000","25,457,000","23,700,000","22,971,000","29,492,000","27,804,000","24,868,000","25,996,000","30,628,000","27,817,000","27,981,000","19,774,000","29,038,000","25,003,000","33,604,000","24,595,000","25,418,000","26,957,000","22,657,000","23,785,000","27,096,000","23,679,000","26,693,000","25,053,000","27,070,000","24,967,000","23,163,000","20,856,000","25,108,000","18,831,000","19,653,000","27,494,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"7,569,000","1,824,000","1,951,000","1,881,000","1,913,000","2,047,000","2,163,000","2,105,000","2,171,000","2,186,000",,"2,216,000","1,819,000","2,119,000","2,230,000","2,276,000","2,251,000","2,118,000","70,589,000","69,178,000","67,601,000","56,864,000",,"53,946,000","53,651,000","53,142,000","52,687,000",,"52,765,000",,"48,943,000",,,"46,230,000","45,805,000","47,597,000","46,662,000","42,926,000",,"39,686,000","45,576,000","44,681,000","43,932,000","42,418,000","41,640,000","40,296,000","39,149,000","38,539,000","38,185,000","37,929,000","37,420,000","36,786,000","35,548,000","35,989,000","35,690,000","35,143,000","34,830,000","30,046,000","29,557,000","29,534,000","27,860,000","27,342,000","26,244,000","24,994,000","24,839,000","24,189,000","23,470,000","23,902,000","8,791,000","8,732,000","8,613,000","8,413,000","8,249,000","7,874,000","7,580,000","7,135,000","7,269,000","4,283,000","4,052,000","4,157,000","3,875,000","4,355,000","3,449,000","3,452,000","3,251,000","3,238,000","3,220,000"
		DepreciationAndAmortizationInIncomeStatement,"7,569,000","1,824,000","1,951,000","1,881,000","1,913,000","2,047,000","2,163,000","2,105,000","2,171,000","2,186,000",,"2,216,000","1,819,000","2,119,000","2,230,000","2,276,000","2,251,000","2,118,000","70,589,000","69,178,000","67,601,000","56,864,000",,"53,946,000","53,651,000","53,142,000","52,687,000",,"52,765,000",,"48,943,000",,,"46,230,000","45,805,000","47,597,000","46,662,000","42,926,000",,"39,686,000","45,576,000","44,681,000","43,932,000","42,418,000","41,640,000","40,296,000","39,149,000","38,539,000","38,185,000","37,929,000","37,420,000","36,786,000","35,548,000","35,989,000","35,690,000","35,143,000","34,830,000","30,046,000","29,557,000","29,534,000","27,860,000","27,342,000","26,244,000","24,994,000","24,839,000","24,189,000","23,470,000","23,902,000","8,791,000","8,732,000","8,613,000","8,413,000","8,249,000","7,874,000","7,580,000","7,135,000","7,269,000","4,283,000","4,052,000","4,157,000","3,875,000","4,355,000","3,449,000","3,452,000","3,251,000","3,238,000","3,220,000"
