name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
OperatingCashFlow,"366,534,000","-16,713,000","154,556,000","132,722,000","95,969,000","-21,318,000","190,830,000","156,338,000","100,632,000","-38,931,000","173,341,000","147,895,000","46,624,000","-30,676,000","138,811,000","104,275,000","17,649,000","-51,367,000","159,750,000","121,284,000","56,688,000","-45,539,000","160,340,000","111,023,000","15,458,000","-41,958,000","117,130,000","61,157,000","-18,576,000","-61,508,000","89,925,000","35,044,000","4,495,000","-50,375,000","66,289,000"
	CashFlowFromContinuingOperatingActivities,"366,534,000","-16,713,000","154,556,000","132,722,000","95,969,000","-21,318,000","190,830,000","156,338,000","100,632,000","-38,931,000","173,341,000","147,895,000","46,624,000","-30,676,000","138,811,000","104,275,000","17,649,000","-51,367,000","159,750,000","121,284,000","56,688,000","-45,539,000","160,340,000","111,023,000","15,458,000","-41,958,000","117,130,000","61,157,000","-18,576,000","-61,508,000","89,925,000","35,044,000","4,495,000","-50,375,000","66,289,000"
		NetIncomeFromContinuingOperations,"142,726,000","-34,800,000","44,390,000","75,378,000","57,758,000","-23,245,000","36,310,000","92,769,000","58,887,000","-46,726,000","36,397,000","58,237,000","37,990,000","-71,501,000","-18,627,000","73,992,000","36,913,000","-55,948,000","46,722,000","82,075,000","52,088,000","-55,108,000","6,049,000","61,106,000","21,505,000","-42,534,000","47,416,000","33,872,000","33,000","-79,837,000","4,468,000","28,117,000","14,201,000","-53,068,000","-70,462,000"
		OperatingGainsLosses,"-25,255,000","-15,660,000","-6,264,000","-905,000","-2,426,000","-15,964,000","-1,802,000","-1,615,000","-2,198,000","-1,933,000","-2,264,000","-4,093,000","-2,202,000","-1,735,000","-2,832,000","-19,753,000","-3,431,000","-4,077,000","-1,575,000","-2,011,000","-2,387,000","-1,665,000","2,742,000","-2,127,000","-2,034,000","-1,683,000","-18,097,000","-1,503,000","-1,653,000","-1,834,000","6,719,000","-143,000","-28,000","-48,000","4,710,000"
		DepreciationAmortizationDepletion,"231,009,000","54,838,000","57,437,000","59,411,000","59,323,000","59,107,000","63,420,000","53,119,000","56,000,000","55,278,000","55,865,000","56,015,000","53,943,000","57,039,000","55,943,000","54,267,000","53,003,000","45,559,000","52,473,000","49,853,000","47,438,000","43,343,000","42,607,000","41,774,000","39,435,000","36,817,000","34,230,000","33,658,000","29,773,000","27,358,000","27,239,000","24,206,000","22,977,000","20,789,000","19,102,000"
			DepreciationAndAmortization,"231,009,000","54,838,000","57,437,000","59,411,000","59,323,000","59,107,000","63,420,000","53,119,000","56,000,000","55,278,000","55,865,000","56,015,000","53,943,000","57,039,000","55,943,000","54,267,000","53,003,000","45,559,000","52,473,000","49,853,000","47,438,000","43,343,000","42,607,000","41,774,000","39,435,000","36,817,000","34,230,000","33,658,000","29,773,000","27,358,000","27,239,000","24,206,000","22,977,000","20,789,000","19,102,000"
				Depreciation,"231,009,000","54,838,000","57,437,000","59,411,000","59,323,000","59,107,000","63,420,000","53,119,000","56,000,000","55,278,000","55,865,000","56,015,000","53,943,000","57,039,000","55,943,000","54,267,000","53,003,000","45,559,000","52,473,000","49,853,000","47,438,000","43,343,000","42,607,000","41,774,000","39,435,000","36,817,000","34,230,000","33,658,000","29,773,000","27,358,000","27,239,000","24,206,000","22,977,000","20,789,000","19,102,000"
		DeferredTax,"27,060,000","-7,770,000","4,871,000","17,071,000","12,888,000","-10,145,000","10,584,000","-20,793,000","16,019,000","-24,194,000","-16,724,000","45,286,000","15,478,000","-28,028,000","44,913,000","19,511,000","10,439,000","-17,373,000","-293,987,000","4,394,000","2,728,000","-2,354,000","405,000","1,046,000","-10,023,000","-17,000","-19,838,000","-23,000","23,000","0","-5,402,000","0","0","-525,000","-1,723,000"
			DeferredIncomeTax,"27,060,000","-7,770,000","4,871,000","17,071,000","12,888,000","-10,145,000","10,584,000","-20,793,000","16,019,000","-24,194,000","-16,724,000","45,286,000","15,478,000","-28,028,000","44,913,000","19,511,000","10,439,000","-17,373,000","-293,987,000","4,394,000","2,728,000","-2,354,000","405,000","1,046,000","-10,023,000","-17,000","-19,838,000","-23,000","23,000","0","-5,402,000","0","0","-525,000","-1,723,000"
		StockBasedCompensation,"19,764,000","5,422,000","4,830,000","4,685,000","4,827,000","5,363,000","5,738,000","13,322,000","4,892,000","4,905,000","4,979,000","4,819,000","4,699,000","5,906,000","5,545,000","5,643,000","5,683,000","8,507,000","6,992,000","4,724,000","4,676,000","4,748,000","3,817,000","16,306,000","27,781,000","2,036,000","1,310,000","1,569,000","1,803,000","15,217,000","489,000","608,000","572,000","566,000","572,000"
