name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalLiabilitiesNetMinorityInterest,"5,945,000,000","5,733,000,000","5,793,000,000","5,756,000,000","5,725,000,000","5,769,000,000","7,467,000,000","10,610,000,000","10,385,000,000","14,280,000,000","14,974,000,000","14,885,000,000","14,796,000,000","14,552,000,000","14,421,000,000","14,480,000,000","14,655,000,000","15,030,000,000","15,345,000,000","15,433,000,000","15,570,000,000","15,997,000,000"
	CurrentLiabilities,"941,000,000","819,000,000","849,000,000","823,000,000","777,000,000","739,000,000","741,000,000","1,403,000,000","1,401,000,000","4,907,000,000","2,001,000,000","1,970,000,000","1,946,000,000","1,884,000,000","1,978,000,000","1,956,000,000","1,932,000,000","1,918,000,000","1,957,000,000","1,991,000,000","2,249,000,000","2,313,000,000"
		PayablesAndAccruedExpenses,"683,000,000","574,000,000","630,000,000","618,000,000","583,000,000","534,000,000","556,000,000","730,000,000","742,000,000","1,005,000,000","1,073,000,000","1,218,000,000","1,236,000,000","1,190,000,000","1,315,000,000","1,298,000,000","1,302,000,000","1,160,000,000","1,240,000,000","1,254,000,000","1,241,000,000","1,228,000,000"
			Payables,"449,000,000","382,000,000","410,000,000","414,000,000","374,000,000","333,000,000","334,000,000","730,000,000","742,000,000","1,005,000,000","1,073,000,000","1,218,000,000","1,236,000,000","1,190,000,000","1,315,000,000","1,298,000,000","1,302,000,000","1,160,000,000","1,240,000,000","1,254,000,000","1,241,000,000","1,228,000,000"
				AccountsPayable,"433,000,000","364,000,000","390,000,000","396,000,000","356,000,000","313,000,000","297,000,000","714,000,000","732,000,000","975,000,000","1,050,000,000","1,196,000,000","1,186,000,000","1,163,000,000","1,254,000,000","1,252,000,000","1,232,000,000","1,116,000,000","1,180,000,000","1,197,000,000","1,162,000,000","1,182,000,000"
				TotalTaxPayable,"5,000,000","8,000,000","10,000,000","10,000,000","10,000,000","10,000,000","16,000,000","16,000,000","10,000,000","30,000,000","23,000,000","22,000,000","50,000,000","27,000,000","61,000,000","46,000,000","70,000,000","44,000,000","60,000,000","57,000,000","79,000,000","46,000,000"
					IncomeTaxPayable,"5,000,000","8,000,000","10,000,000","10,000,000","10,000,000","10,000,000","16,000,000","17,000,000",,"16,000,000",,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,"11,000,000","10,000,000","10,000,000","8,000,000","8,000,000","10,000,000","21,000,000","48,000,000",,"30,000,000",,,,,,,,,,,,
			CurrentAccruedExpenses,"234,000,000","192,000,000","220,000,000","204,000,000","209,000,000","201,000,000","222,000,000","215,000,000",,"261,000,000",,,,,,,,,,,,
				InterestPayable,"44,000,000","19,000,000","34,000,000","13,000,000","34,000,000","16,000,000","41,000,000","76,000,000",,"115,000,000",,,,,,,,,,,,
		CurrentProvisions,,,,,,,,"29,000,000","37,000,000","42,000,000","33,000,000","39,000,000","37,000,000","43,000,000","43,000,000","35,000,000","37,000,000","39,000,000","54,000,000","53,000,000","60,000,000","65,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,"137,000,000","105,000,000","187,000,000","173,000,000","171,000,000","129,000,000","178,000,000","159,000,000","164,000,000","130,000,000","213,000,000","191,000,000","172,000,000","137,000,000","248,000,000"
		CurrentDebtAndCapitalLeaseObligation,"92,000,000","91,000,000","85,000,000","74,000,000","71,000,000","72,000,000","57,000,000","498,000,000","494,000,000","3,668,000,000","533,000,000","537,000,000","532,000,000","455,000,000","455,000,000","455,000,000","455,000,000","470,000,000","470,000,000","503,000,000","803,000,000","746,000,000"
			CurrentDebt,"30,000,000","30,000,000","27,000,000","17,000,000","15,000,000","15,000,000","2,000,000","415,000,000","414,000,000","3,587,000,000","454,000,000","454,000,000","453,000,000","455,000,000","455,000,000","455,000,000","455,000,000","470,000,000","470,000,000","503,000,000","803,000,000","746,000,000"
				OtherCurrentBorrowings,"30,000,000","30,000,000","27,000,000","17,000,000","15,000,000","15,000,000","2,000,000","415,000,000","414,000,000","3,587,000,000","454,000,000","454,000,000","453,000,000","455,000,000","455,000,000","455,000,000","455,000,000","470,000,000","470,000,000","503,000,000","803,000,000","746,000,000"
			CurrentCapitalLeaseObligation,"62,000,000","61,000,000","58,000,000","57,000,000","56,000,000","57,000,000","55,000,000","83,000,000","80,000,000","81,000,000","79,000,000","83,000,000","79,000,000",,,,,,,,,
		OtherCurrentLiabilities,"166,000,000","154,000,000","134,000,000","131,000,000","123,000,000","133,000,000","128,000,000","9,000,000","23,000,000","5,000,000","189,000,000","5,000,000","12,000,000","18,000,000","6,000,000","4,000,000","8,000,000","36,000,000","2,000,000","9,000,000","8,000,000","26,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,004,000,000","4,914,000,000","4,944,000,000","4,933,000,000","4,948,000,000","5,030,000,000","6,726,000,000","9,207,000,000","8,984,000,000","9,373,000,000","12,973,000,000","12,915,000,000","12,850,000,000","12,668,000,000","12,443,000,000","12,524,000,000","12,723,000,000","13,112,000,000","13,388,000,000","13,442,000,000","13,321,000,000","13,684,000,000"
		LongTermProvisions,,,,,,,,"67,000,000","62,000,000","69,000,000","73,000,000","75,000,000","74,000,000","80,000,000","87,000,000","91,000,000","91,000,000","89,000,000","71,000,000","73,000,000","74,000,000","75,000,000"
		LongTermDebtAndCapitalLeaseObligation,"4,435,000,000","4,449,000,000","4,433,000,000","4,144,000,000","4,139,000,000","4,182,000,000","5,394,000,000","7,336,000,000","7,337,000,000","7,348,000,000","10,826,000,000","10,856,000,000","10,851,000,000","10,580,000,000","10,592,000,000","10,598,000,000","10,621,000,000","10,919,000,000","11,022,000,000","11,021,000,000","11,010,000,000","11,325,000,000"
			LongTermDebt,"4,213,000,000","4,220,000,000","4,220,000,000","3,918,000,000","3,903,000,000","3,965,000,000","5,196,000,000","7,026,000,000","7,021,000,000","7,053,000,000","10,531,000,000","10,548,000,000","10,551,000,000","10,580,000,000","10,592,000,000","10,598,000,000","10,621,000,000","10,919,000,000","11,022,000,000","11,021,000,000","11,010,000,000","11,325,000,000"
			LongTermCapitalLeaseObligation,"222,000,000","229,000,000","213,000,000","226,000,000","236,000,000","217,000,000","198,000,000","310,000,000","316,000,000","295,000,000","295,000,000","308,000,000","300,000,000",,,,,,,,,
		NonCurrentDeferredLiabilities,"231,000,000","246,000,000","217,000,000","168,000,000","170,000,000","193,000,000","504,000,000","533,000,000","354,000,000","1,025,000,000","929,000,000","972,000,000","961,000,000","922,000,000","1,089,000,000","1,024,000,000","990,000,000","1,014,000,000","1,154,000,000","1,113,000,000","1,075,000,000","1,082,000,000"
			NonCurrentDeferredTaxesLiabilities,"231,000,000","246,000,000","217,000,000","168,000,000","170,000,000","193,000,000","504,000,000","533,000,000","354,000,000","1,025,000,000","929,000,000","972,000,000","961,000,000","922,000,000","1,089,000,000","1,024,000,000","990,000,000","1,014,000,000","1,154,000,000","1,113,000,000","1,075,000,000","1,082,000,000"
		TradeandOtherPayablesNonCurrent,,,,,,,,"38,000,000","33,000,000","36,000,000","37,000,000","39,000,000","41,000,000","45,000,000","43,000,000","46,000,000","44,000,000","45,000,000","41,000,000","42,000,000","40,000,000","40,000,000"
		EmployeeBenefits,"194,000,000","79,000,000","152,000,000","472,000,000","496,000,000","519,000,000","678,000,000","1,231,000,000","1,195,000,000","895,000,000","1,108,000,000","973,000,000","923,000,000","1,041,000,000","632,000,000","765,000,000","977,000,000","1,045,000,000","1,100,000,000","1,193,000,000","1,122,000,000","1,162,000,000"
		DerivativeProductLiabilities,,,,,,,,"2,000,000","3,000,000",,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,"0","0","0",,"431,000,000",,,,,,,,,,,,
		OtherNonCurrentLiabilities,"144,000,000","140,000,000","142,000,000","149,000,000","143,000,000","136,000,000","150,000,000","199,000,000",,"183,000,000",,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"1,217,000,000","1,288,000,000","1,214,000,000","1,025,000,000","1,026,000,000","1,074,000,000","750,000,000","1,641,000,000","1,836,000,000","1,977,000,000","1,755,000,000","1,869,000,000","1,810,000,000","1,626,000,000","2,166,000,000","1,870,000,000","1,736,000,000","1,652,000,000","1,463,000,000","1,270,000,000","1,087,000,000","957,000,000"
	StockholdersEquity,"1,213,000,000","1,284,000,000","1,210,000,000","1,021,000,000","1,022,000,000","1,071,000,000","748,000,000","1,638,000,000","1,834,000,000","1,974,000,000","1,750,000,000","1,864,000,000","1,801,000,000","1,617,000,000","2,157,000,000","1,860,000,000","1,726,000,000","1,642,000,000","1,453,000,000","1,261,000,000","1,078,000,000","948,000,000"
		CapitalStock,"0","0","0","0","0","0","0","1,616,000,000","1,616,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000"
			PreferredStock,"0","0","0","0","0","0","0",,,,,,,,,,,,,,,
			CommonStock,"0","0","0","0","0","0","0","1,616,000,000","1,616,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000","1,664,000,000"
		AdditionalPaidInCapital,"628,000,000","625,000,000","623,000,000","620,000,000","618,000,000","614,000,000","580,000,000","55,000,000",,"103,000,000",,,,,,,,,,,,
		RetainedEarnings,"783,000,000","758,000,000","745,000,000","763,000,000","773,000,000","806,000,000","554,000,000","1,375,000,000","1,630,000,000","1,547,000,000","1,870,000,000","1,830,000,000","1,755,000,000","1,687,000,000","1,925,000,000","1,726,000,000","1,682,000,000","1,706,000,000","1,608,000,000","1,475,000,000","1,310,000,000","1,272,000,000"
		GainsLossesNotAffectingRetainedEarnings,"-198,000,000","-99,000,000","-158,000,000","-362,000,000","-369,000,000","-349,000,000","-386,000,000","-1,353,000,000","-1,412,000,000","-1,237,000,000","-1,784,000,000","-1,630,000,000","-1,618,000,000","-1,734,000,000","-1,432,000,000","-1,530,000,000","-1,620,000,000","-1,728,000,000","-1,819,000,000","-1,878,000,000","-1,896,000,000","-1,988,000,000"
	MinorityInterest,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","3,000,000","2,000,000","3,000,000","2,000,000","3,000,000","5,000,000","5,000,000","9,000,000","9,000,000","9,000,000","10,000,000","10,000,000","10,000,000","10,000,000","9,000,000","9,000,000","9,000,000"
TotalCapitalization,"5,426,000,000","5,504,000,000","5,430,000,000","4,939,000,000","4,925,000,000","5,036,000,000","5,944,000,000","8,664,000,000","8,855,000,000","9,027,000,000","12,281,000,000","12,412,000,000","12,352,000,000","12,197,000,000","12,749,000,000","12,458,000,000","12,347,000,000","12,561,000,000","12,475,000,000","12,282,000,000","12,088,000,000","12,273,000,000"
CommonStockEquity,"1,213,000,000","1,284,000,000","1,210,000,000","1,021,000,000","1,022,000,000","1,071,000,000","748,000,000","1,638,000,000","1,834,000,000","1,974,000,000","1,750,000,000","1,864,000,000","1,801,000,000","1,617,000,000","2,157,000,000","1,860,000,000","1,726,000,000","1,642,000,000","1,453,000,000","1,261,000,000","1,078,000,000","948,000,000"
CapitalLeaseObligations,"284,000,000","290,000,000","271,000,000","283,000,000","292,000,000","274,000,000","253,000,000","393,000,000","396,000,000","376,000,000","374,000,000","391,000,000","379,000,000",,,,,,,,,
NetTangibleAssets,"-1,711,000,000","-1,655,000,000","-1,602,000,000","-1,805,000,000","-1,817,000,000","-1,780,000,000","-2,116,000,000","-3,808,000,000","-3,641,000,000","-6,587,000,000","-6,821,000,000","-7,247,000,000","-7,366,000,000","-7,605,000,000","-7,319,000,000","-7,668,000,000","-7,884,000,000","-8,017,000,000","-8,304,000,000","-8,549,000,000","-8,776,000,000","-8,954,000,000"
WorkingCapital,"1,100,000,000","1,043,000,000","1,219,000,000","971,000,000","991,000,000","1,134,000,000","2,436,000,000","2,032,000,000","1,994,000,000","-1,192,000,000","2,251,000,000","1,663,000,000","1,532,000,000","1,544,000,000","1,404,000,000","1,299,000,000","1,184,000,000","1,414,000,000","1,218,000,000","996,000,000","805,000,000","1,019,000,000"
InvestedCapital,"5,456,000,000","5,534,000,000","5,457,000,000","4,956,000,000","4,940,000,000","5,051,000,000","5,946,000,000","9,079,000,000","9,269,000,000","12,614,000,000","12,735,000,000","12,866,000,000","12,805,000,000","12,652,000,000","13,204,000,000","12,913,000,000","12,802,000,000","13,031,000,000","12,945,000,000","12,785,000,000","12,891,000,000","13,019,000,000"
TangibleBookValue,"-1,711,000,000","-1,655,000,000","-1,602,000,000","-1,805,000,000","-1,817,000,000","-1,780,000,000","-2,116,000,000","-3,808,000,000","-3,641,000,000","-6,587,000,000","-6,821,000,000","-7,247,000,000","-7,366,000,000","-7,605,000,000","-7,319,000,000","-7,668,000,000","-7,884,000,000","-8,017,000,000","-8,304,000,000","-8,549,000,000","-8,776,000,000","-8,954,000,000"
TotalDebt,"4,527,000,000","4,540,000,000","4,518,000,000","4,218,000,000","4,210,000,000","4,254,000,000","5,451,000,000","7,834,000,000","7,831,000,000","11,016,000,000","11,359,000,000","11,393,000,000","11,383,000,000","11,035,000,000","11,047,000,000","11,053,000,000","11,076,000,000","11,389,000,000","11,492,000,000","11,524,000,000","11,813,000,000","12,071,000,000"
NetDebt,"3,960,000,000","4,053,000,000","3,620,000,000","3,585,000,000","3,590,000,000","3,522,000,000","3,442,000,000","5,832,000,000","5,928,000,000","9,349,000,000","10,136,000,000","10,274,000,000","10,364,000,000","10,252,000,000","10,509,000,000","10,615,000,000","10,686,000,000","10,772,000,000","11,049,000,000","11,196,000,000","11,320,000,000","11,139,000,000"
ShareIssued,"177,668,402","177,250,974","177,250,974","177,157,710","177,157,710","177,157,710","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000"
OrdinarySharesNumber,"177,668,402","177,250,974","177,250,974","177,157,710","177,157,710","177,157,710","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000","175,434,000"
