name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,12/31/2012
TotalAssets,"3,007,600,000","3,051,000,000","3,116,700,000","3,060,100,000","2,947,900,000","3,069,400,000","3,027,700,000","2,833,900,000","2,757,700,000","2,967,200,000","2,865,400,000","2,849,300,000","2,800,800,000","2,810,200,000","2,730,100,000","2,631,700,000","2,628,100,000","2,542,000,000","2,447,300,000","2,334,600,000","2,185,400,000","2,247,400,000","2,306,600,000","2,345,500,000","2,270,000,000","2,285,300,000","2,409,000,000","1,989,600,000","1,927,400,000","2,015,900,000","1,992,200,000","1,968,100,000","1,977,900,000","1,979,900,000","1,925,100,000","1,983,800,000"
	CurrentAssets,"1,077,300,000","1,117,600,000","1,202,400,000","1,144,200,000","1,048,000,000","1,145,000,000","1,121,000,000","977,100,000","922,000,000","1,001,800,000","933,100,000","883,200,000","850,200,000","931,600,000","873,300,000","852,500,000","802,600,000","1,032,700,000","924,600,000","839,200,000","742,200,000","829,300,000","802,300,000","827,900,000","710,400,000","735,100,000","875,700,000","923,200,000","903,700,000","973,800,000","934,000,000","887,600,000","913,900,000","923,200,000","1,003,100,000","909,900,000"
		CashCashEquivalentsAndShortTermInvestments,"305,100,000","397,900,000","503,900,000","460,200,000","394,300,000","480,400,000","428,900,000","302,400,000","245,300,000","355,300,000","232,900,000","157,800,000","153,800,000","283,800,000","189,700,000","189,600,000","151,800,000","466,200,000","334,900,000","245,500,000","189,600,000","312,400,000","214,500,000","169,100,000","125,500,000","199,700,000","175,200,000","201,000,000","229,600,000","290,500,000","251,400,000","193,200,000","205,400,000","227,400,000","368,500,000","317,500,000"
			CashAndCashEquivalents,"305,100,000","397,900,000","503,900,000","460,200,000","394,300,000","480,400,000","428,900,000","302,400,000","245,300,000","355,300,000","232,900,000","157,800,000","153,800,000","283,800,000","189,700,000","189,600,000","151,800,000","466,200,000","334,900,000","245,500,000","189,600,000","312,400,000","214,500,000","169,100,000","125,500,000","199,700,000","175,200,000","201,000,000","229,600,000","290,500,000","251,400,000","193,200,000","205,400,000","227,400,000","368,500,000","317,500,000"
		Receivables,"324,300,000","312,400,000","307,400,000","316,900,000","312,600,000","347,600,000","350,900,000","329,200,000","343,100,000","344,000,000","367,500,000","380,000,000","359,600,000","340,300,000","361,400,000","366,000,000","336,400,000","308,800,000","302,800,000","310,900,000","268,900,000","271,900,000","277,100,000","348,300,000","325,800,000","303,400,000","273,100,000","461,100,000","432,900,000","441,000,000","440,900,000","443,800,000","427,900,000","424,900,000","425,100,000","381,900,000"
			AccountsReceivable,"324,300,000","283,300,000","307,400,000","316,900,000","312,600,000","321,800,000","350,900,000","329,200,000","343,100,000","329,800,000","367,500,000","380,000,000","359,600,000","324,900,000","361,400,000","366,000,000","336,400,000","296,600,000","302,800,000","310,900,000","268,900,000","260,000,000","277,100,000","348,300,000","325,800,000","303,400,000","273,100,000","274,700,000","255,800,000","259,900,000","287,300,000","295,600,000","284,100,000","266,100,000","306,400,000","288,200,000"
			TaxesReceivable,,"29,100,000",,,,"25,800,000",,,,"14,200,000",,,,"15,400,000",,,,"12,200,000",,,,"11,900,000",,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,"186,400,000","177,100,000","181,100,000","153,600,000","148,200,000","143,800,000","158,800,000","118,700,000","93,700,000"
		Inventory,"402,900,000","380,400,000","345,700,000","310,000,000","289,900,000","283,100,000","289,600,000","293,600,000","275,500,000","269,900,000","293,900,000","304,700,000","296,800,000","280,300,000","278,300,000","265,400,000","271,500,000","239,800,000","257,100,000","247,800,000","238,000,000","220,600,000","228,300,000","225,300,000","216,500,000","204,100,000","216,300,000","205,900,000","184,900,000","179,500,000","180,700,000","174,100,000","167,200,000","155,800,000","163,200,000","166,400,000"
			RawMaterials,"166,200,000","144,400,000","131,900,000","121,000,000","116,300,000","114,000,000","131,200,000","133,600,000","121,200,000","116,800,000","127,000,000","125,200,000","124,700,000","117,200,000","60,500,000","84,700,000","84,800,000","66,600,000","71,300,000","70,300,000","63,600,000","56,700,000","59,400,000","58,200,000","57,100,000","58,900,000","63,000,000","65,000,000","59,700,000","54,800,000","62,800,000","61,200,000","62,100,000","68,300,000","76,400,000","80,400,000"
			WorkInProcess,"46,200,000","42,200,000","42,400,000","42,200,000","37,500,000","42,300,000","38,200,000","40,600,000","38,400,000","33,100,000","34,600,000","38,100,000","36,800,000","34,400,000","25,700,000","31,400,000","33,700,000","29,800,000","30,500,000","28,400,000","26,200,000","23,600,000","25,800,000","26,600,000","27,400,000","30,000,000","34,300,000","45,400,000","34,700,000","32,100,000","46,900,000","44,400,000","40,300,000","34,500,000","32,500,000","22,200,000"
			FinishedGoods,"190,500,000","193,800,000","171,400,000","146,800,000","136,100,000","126,800,000","120,200,000","119,400,000","115,900,000","120,000,000","132,300,000","141,400,000","135,300,000","128,700,000","192,100,000","149,300,000","153,000,000","143,400,000","155,300,000","149,100,000","148,200,000","140,300,000","143,100,000","140,500,000","132,000,000","115,200,000","119,000,000","95,500,000","90,500,000","92,600,000","105,400,000","102,400,000","99,000,000","86,800,000","87,100,000","95,500,000"
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-34,400,000","-33,900,000","-34,200,000","-33,800,000","-32,800,000","-31,700,000"
		RestrictedCash,,,,,,"0","1,900,000","1,900,000","3,400,000","3,400,000","3,400,000","3,400,000","6,800,000","6,800,000","6,800,000",,,,,,,,,,,,,,,"0","0","0","40,100,000","40,200,000",,"0"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"10,500,000",,,,"36,600,000",,,,"51,200,000",,"37,200,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"10,500,000",,,,"36,600,000",,,,"51,200,000",,"37,200,000"
		AssetsHeldForSaleCurrent,,"0","0","0","0","5,800,000",,,,"0","2,900,000",,,"800,000",,,,"900,000",,,,"2,200,000",,,,"0","154,300,000",,,,"0","3,900,000",,,,
		OtherCurrentAssets,"45,000,000","26,900,000","45,400,000","57,100,000","51,200,000","28,100,000","49,700,000","50,000,000","54,700,000","29,200,000","32,500,000","37,300,000","33,200,000","19,600,000","37,100,000","31,500,000","42,900,000","17,000,000","29,800,000","35,000,000","45,700,000","22,200,000","82,400,000","85,200,000","42,600,000","17,400,000","56,800,000","55,200,000","56,300,000","26,200,000","61,000,000","72,600,000","73,300,000","23,700,000","46,300,000","6,900,000"
	TotalNonCurrentAssets,"1,930,300,000","1,934,300,000","1,914,300,000","1,915,900,000","1,899,900,000","1,924,400,000","1,906,700,000","1,856,800,000","1,835,700,000","1,965,400,000","1,932,300,000","1,966,100,000","1,950,600,000","1,878,600,000","1,856,800,000","1,779,200,000","1,825,500,000","1,509,300,000","1,522,700,000","1,495,400,000","1,443,200,000","1,418,100,000","1,504,300,000","1,517,600,000","1,559,600,000","1,550,200,000","1,533,300,000","1,066,400,000","1,023,700,000","1,042,100,000","1,058,200,000","1,080,500,000","1,064,000,000","1,056,700,000","922,000,000","1,073,900,000"
		NetPPE,"280,800,000","283,700,000","278,600,000","286,800,000","285,700,000","294,900,000","293,700,000","292,500,000","289,200,000","291,400,000","281,900,000","281,700,000","275,100,000","276,700,000","273,300,000","272,500,000","277,400,000","252,200,000","246,100,000","241,300,000","232,100,000","226,600,000","226,400,000","227,100,000","226,100,000","224,800,000","227,900,000","207,800,000","206,300,000","211,200,000","212,500,000","210,300,000","208,900,000","203,000,000","206,600,000","232,000,000"
			GrossPPE,,"827,700,000",,,,"830,100,000",,,,"786,000,000",,,,"748,800,000",,,,"707,900,000",,,,"640,400,000",,,,"616,500,000",,,,"586,800,000",,,,"569,200,000",,"586,800,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0"
				LandAndImprovements,,"16,500,000",,,,"17,200,000",,,,"16,600,000",,,,"15,600,000",,,,"16,000,000",,,,"14,500,000",,,,"14,500,000",,,,"14,000,000",,,,"16,500,000",,"16,500,000"
				BuildingsAndImprovements,,"177,000,000",,,,"179,800,000",,,,"154,800,000",,,,"148,400,000",,,,"142,200,000",,,,"127,600,000",,,,"125,900,000",,,,"120,500,000",,,,"126,300,000",,"132,700,000"
				MachineryFurnitureEquipment,,"603,700,000",,,,"612,900,000",,,,"572,100,000",,,,"553,700,000",,,,"525,300,000",,,,"480,100,000",,,,"442,000,000",,,,"452,300,000",,,,"426,400,000",,"437,600,000"
				ConstructionInProgress,,"30,500,000",,,,"20,200,000",,,,"42,500,000",,,,"31,100,000",,,,"24,400,000",,,,"18,200,000",,,,"34,100,000",,,,,,,,,,
			AccumulatedDepreciation,,"-544,000,000",,,,"-535,200,000",,,,"-494,600,000",,,,"-472,100,000",,,,"-455,700,000",,,,"-413,800,000",,,,"-391,700,000",,,,"-375,600,000",,,,"-366,200,000",,"-354,800,000"
		GoodwillAndOtherIntangibleAssets,"1,230,400,000","1,252,200,000","1,268,500,000","1,275,000,000","1,275,200,000","1,306,100,000","1,284,400,000","1,266,600,000","1,258,300,000","1,384,200,000","1,372,100,000","1,411,700,000","1,415,000,000","1,430,100,000","1,436,400,000","1,373,400,000","1,423,800,000","1,155,500,000","1,149,100,000","1,132,500,000","1,092,800,000","1,074,200,000","1,126,100,000","1,118,700,000","1,111,700,000","1,086,500,000","1,083,700,000","650,000,000","610,300,000","631,700,000","643,000,000","662,700,000","650,600,000","651,000,000","650,800,000","788,400,000"
			Goodwill,"796,400,000","803,800,000","808,700,000","810,800,000","807,800,000","819,000,000","790,100,000","777,700,000","773,000,000","873,300,000","860,400,000","878,100,000","878,700,000","883,000,000","878,000,000","857,000,000","878,000,000","761,200,000","755,900,000","745,700,000","724,600,000","716,800,000","736,100,000","728,800,000","727,200,000","714,100,000","823,400,000","527,500,000","498,600,000","506,000,000","509,900,000","517,800,000","507,100,000","504,900,000","505,400,000","637,900,000"
			OtherIntangibleAssets,"434,000,000","448,400,000","459,800,000","464,200,000","467,400,000","487,100,000","494,300,000","488,900,000","485,300,000","510,900,000","511,700,000","533,600,000","536,300,000","547,100,000","558,400,000","516,400,000","545,800,000","394,300,000","393,200,000","386,800,000","368,200,000","357,400,000","390,000,000","389,900,000","384,500,000","372,400,000","260,300,000","122,500,000","111,700,000","125,700,000","133,100,000","144,900,000","143,500,000","146,100,000","145,400,000","150,500,000"
		NonCurrentDeferredAssets,,"154,500,000",,,,"126,700,000",,,,"112,500,000",,,,"84,600,000",,,,"35,400,000",,,,"72,300,000",,,,"91,900,000",,,,"72,300,000",,,,,,
			NonCurrentDeferredTaxesAssets,,"154,500,000",,,,"126,700,000",,,,"112,500,000",,,,"84,600,000",,,,"35,400,000",,,,"72,300,000",,,,"91,900,000",,,,"72,300,000",,,,,,
		OtherNonCurrentAssets,"419,100,000","243,900,000","367,200,000","354,100,000","339,000,000","196,700,000","328,600,000","297,700,000","288,200,000","177,300,000","278,300,000","272,700,000","260,500,000","87,200,000","147,100,000","133,300,000","124,300,000","66,200,000","127,500,000","121,600,000","118,300,000","45,000,000","151,800,000","171,800,000","221,800,000","147,000,000","221,700,000","208,600,000","207,100,000","126,900,000","202,700,000","207,500,000","204,500,000","202,700,000","64,600,000","53,500,000"
TotalLiabilitiesNetMinorityInterest,"2,262,600,000","2,288,600,000","2,249,100,000","2,272,700,000","2,216,900,000","2,236,800,000","2,200,600,000","2,153,900,000","2,143,900,000","2,206,800,000","2,178,200,000","2,185,700,000","2,163,400,000","2,156,200,000","2,131,100,000","2,123,000,000","2,167,000,000","2,136,500,000","2,075,200,000","2,065,200,000","2,030,400,000","2,131,000,000","2,151,100,000","2,202,700,000","2,192,300,000","2,255,600,000","2,381,000,000","1,916,900,000","1,925,900,000","1,997,400,000","1,986,200,000","1,979,300,000","2,006,200,000","2,035,600,000","624,100,000","617,600,000"
	CurrentLiabilities,"581,500,000","601,200,000","793,900,000","564,100,000","505,600,000","521,500,000","489,100,000","463,700,000","456,700,000","507,000,000","491,200,000","517,100,000","485,400,000","520,800,000","486,900,000","473,100,000","452,100,000","460,800,000","432,200,000","436,800,000","398,500,000","429,600,000","432,300,000","469,700,000","406,100,000","447,100,000","517,200,000","479,000,000","482,100,000","531,300,000","464,200,000","437,400,000","461,500,000","490,500,000","371,600,000","382,700,000"
		PayablesAndAccruedExpenses,"568,900,000","470,900,000","555,500,000","564,000,000","505,500,000","428,000,000","488,900,000","462,900,000","453,300,000","408,500,000","491,100,000","482,000,000","450,300,000","390,200,000","451,900,000","437,900,000","416,800,000","341,100,000","397,200,000","389,900,000","351,400,000","300,400,000","385,100,000","421,100,000","357,000,000","300,000,000","376,500,000","417,200,000","432,700,000","369,900,000","433,900,000","406,700,000","391,000,000","322,900,000","308,000,000","319,900,000"
			Payables,"258,400,000","271,000,000","212,400,000","233,000,000","209,800,000","238,600,000","191,100,000","195,500,000","198,700,000","233,800,000","208,800,000","206,500,000","198,300,000","255,200,000","208,000,000","210,200,000","197,500,000","206,500,000","177,700,000","194,600,000","173,100,000","182,600,000","165,100,000","175,700,000","162,300,000","175,100,000","180,200,000","233,800,000","231,500,000","249,500,000","222,900,000","219,800,000","213,600,000","211,300,000","209,600,000","227,200,000"
				AccountsPayable,"258,400,000","259,100,000","212,400,000","233,000,000","209,800,000","220,400,000","191,100,000","195,500,000","198,700,000","221,000,000","208,800,000","206,500,000","198,300,000","235,000,000","208,000,000","210,200,000","197,500,000","188,300,000","177,700,000","194,600,000","173,100,000","179,900,000","165,100,000","175,700,000","162,300,000","175,100,000","180,200,000","233,800,000","231,500,000","249,500,000","222,900,000","219,800,000","213,600,000","211,300,000","209,600,000","227,200,000"
