name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalRevenue,"3,646,000,000","965,000,000","884,000,000","870,000,000","927,000,000","891,000,000","783,000,000","675,000,000","578,000,000","722,000,000","693,000,000","768,000,000","791,000,000","390,000,000","429,000,000","456,000,000","492,000,000","442,000,000","464,000,000","435,000,000","622,000,000","569,000,000","548,000,000","533,000,000","537,000,000","475,000,000","535,000,000","575,000,000","617,000,000","385,000,000","400,000,000","429,000,000","490,000,000","418,000,000","436,000,000","491,000,000","525,000,000","470,000,000","482,200,000","487,300,000","428,900,000","433,600,000","465,400,000","428,300,000","267,100,000","325,800,000","312,300,000","300,800,000","74,600,000","418,300,000","403,800,000","349,100,000","357,600,000","363,100,000","366,500,000","339,100,000","326,300,000","376,200,000","372,900,000","336,200,000","346,500,000","339,167,000"
	OperatingRevenue,"3,646,000,000","965,000,000","884,000,000","870,000,000","927,000,000","891,000,000","783,000,000","675,000,000","578,000,000","722,000,000","693,000,000","768,000,000","791,000,000","390,000,000","429,000,000","456,000,000","492,000,000","442,000,000","464,000,000","435,000,000","622,000,000","569,000,000","548,000,000","533,000,000","537,000,000","475,000,000","535,000,000","575,000,000","617,000,000","385,000,000","400,000,000","429,000,000","490,000,000","418,000,000","436,000,000","491,000,000","525,000,000","470,000,000","482,200,000","487,300,000","428,900,000","433,600,000","465,400,000","428,300,000","267,100,000","325,800,000","312,300,000","300,800,000","74,600,000","418,300,000","403,800,000","349,100,000","357,600,000","363,100,000","366,500,000","339,100,000","326,300,000","376,200,000","372,900,000","336,200,000","346,500,000","339,167,000"
CostOfRevenue,"2,725,000,000","733,000,000","666,000,000","626,000,000","700,000,000","685,000,000","605,000,000","536,000,000","449,000,000","547,000,000","545,000,000","635,000,000","691,000,000","307,000,000","311,000,000","335,000,000","348,000,000","327,000,000","339,000,000","329,000,000","498,000,000","479,000,000","458,000,000","453,000,000","480,000,000","455,000,000","513,000,000","536,000,000","593,000,000","350,000,000","346,000,000","361,000,000","430,000,000","393,000,000","382,000,000","437,000,000","475,000,000","438,000,000","519,800,000","465,800,000","306,100,000","276,300,000","322,400,000","309,900,000","229,800,000","265,000,000","249,600,000","246,700,000","7,000,000","399,200,000","403,600,000","323,600,000","339,800,000","332,000,000","337,100,000","301,300,000","292,700,000","334,100,000","341,900,000","276,000,000","296,200,000","282,533,000"
GrossProfit,"921,000,000","232,000,000","218,000,000","244,000,000","227,000,000","206,000,000","178,000,000","139,000,000","129,000,000","175,000,000","148,000,000","133,000,000","100,000,000","83,000,000","118,000,000","121,000,000","144,000,000","115,000,000","125,000,000","106,000,000","124,000,000","90,000,000","90,000,000","80,000,000","57,000,000","20,000,000","22,000,000","39,000,000","24,000,000","35,000,000","54,000,000","68,000,000","60,000,000","25,000,000","54,000,000","54,000,000","50,000,000","32,000,000","-37,600,000","21,500,000","122,800,000","157,300,000","143,000,000","118,400,000","37,300,000","60,800,000","62,700,000","54,100,000","67,600,000","19,100,000","200,000","25,500,000","17,800,000","31,100,000","29,400,000","37,800,000","33,600,000","42,100,000","31,000,000","60,200,000","50,300,000","56,634,000"
OperatingExpense,"315,000,000","78,000,000","84,000,000","76,000,000","77,000,000","81,000,000","84,000,000","89,000,000","80,000,000","94,000,000","95,000,000","82,000,000","103,000,000","67,000,000","50,000,000","62,000,000","79,000,000","76,000,000","65,000,000","55,000,000","69,000,000","74,000,000","59,000,000","54,000,000","50,000,000","47,000,000","46,000,000","55,000,000","72,000,000","44,000,000","54,000,000","47,000,000","45,000,000","46,000,000","50,000,000","45,000,000","41,000,000","51,000,000","32,800,000","59,600,000","102,300,000","44,300,000","53,800,000","37,900,000","19,500,000","16,000,000","16,100,000","15,500,000","54,100,000","22,900,000","27,700,000","27,600,000","26,200,000","27,300,000","29,400,000","35,600,000","29,400,000","28,100,000","25,500,000","15,200,000","29,400,000","34,300,000"
	SellingGeneralAndAdministration,"315,000,000","78,000,000","84,000,000","76,000,000","77,000,000","81,000,000","84,000,000","89,000,000","80,000,000","94,000,000","95,000,000","82,000,000","103,000,000","67,000,000","50,000,000","62,000,000","79,000,000","76,000,000","65,000,000","55,000,000","69,000,000","74,000,000","59,000,000","54,000,000","50,000,000","47,000,000","46,000,000","55,000,000","72,000,000","44,000,000","54,000,000","47,000,000","45,000,000","46,000,000","50,000,000","45,000,000","41,000,000","51,000,000","32,800,000","59,600,000","102,300,000","44,300,000","53,800,000","37,900,000","19,500,000","16,000,000","16,100,000","15,500,000","29,000,000","30,300,000","27,700,000","27,600,000","26,200,000","27,300,000","29,400,000","35,600,000","29,400,000","28,100,000","25,500,000","15,200,000","29,400,000","34,300,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"50,000,000","62,000,000","79,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,"50,000,000","62,000,000","79,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,"19,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,400,000",,,,,,,,,,,,
OperatingIncome,"606,000,000","154,000,000","134,000,000","168,000,000","150,000,000","125,000,000","94,000,000","50,000,000","49,000,000","81,000,000","53,000,000","51,000,000","-3,000,000","16,000,000","68,000,000","59,000,000","65,000,000","39,000,000","60,000,000","51,000,000","55,000,000","16,000,000","31,000,000","26,000,000","7,000,000","-27,000,000","-24,000,000","-16,000,000","-48,000,000","-9,000,000","0","21,000,000","15,000,000","-21,000,000","4,000,000","9,000,000","9,000,000","-19,000,000","-70,400,000","-38,100,000","20,500,000","113,000,000","89,200,000","80,500,000","17,800,000","44,800,000","46,600,000","38,600,000","13,500,000","-3,800,000","-27,500,000","-2,100,000","-8,400,000","3,800,000","0","2,200,000","4,200,000","14,000,000","5,500,000","45,000,000","20,900,000","22,334,000"
