name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"4,350,500,000","4,300,000,000","4,095,700,000","4,154,100,000","4,137,500,000","4,286,100,000"
	CurrentAssets,"1,153,800,000","1,088,200,000","915,600,000","921,100,000","903,100,000","950,300,000"
		CashCashEquivalentsAndShortTermInvestments,"216,200,000","207,600,000","68,800,000","70,700,000","113,000,000","192,900,000"
			CashAndCashEquivalents,"216,200,000","207,600,000","68,800,000","70,700,000","113,000,000","192,900,000"
		Receivables,"499,300,000","493,800,000","483,500,000","475,800,000","427,400,000","435,200,000"
			AccountsReceivable,"410,200,000","414,300,000","403,900,000","372,800,000","332,800,000","342,000,000"
				GrossAccountsReceivable,"433,900,000","437,800,000","429,300,000","399,200,000","359,900,000","370,700,000"
				AllowanceForDoubtfulAccountsReceivable,"-23,700,000","-23,500,000","-25,400,000","-26,400,000","-27,100,000","-28,700,000"
			TaxesReceivable,"24,900,000","20,200,000","27,800,000","44,800,000","33,800,000","22,200,000"
			OtherReceivables,"64,200,000","59,300,000","51,800,000","58,200,000","60,800,000","71,000,000"
		Inventory,"378,200,000","337,600,000","327,500,000","331,200,000","317,500,000","282,400,000"
			RawMaterials,"82,400,000","74,200,000","66,400,000","65,800,000","63,600,000","60,800,000"
			WorkInProcess,"3,500,000","2,800,000","2,600,000","2,600,000","2,500,000","3,700,000"
			FinishedGoods,"292,300,000","260,600,000","258,500,000","262,800,000","251,400,000","217,900,000"
		PrepaidAssets,"40,500,000","36,100,000","32,000,000","38,600,000","40,600,000","35,200,000"
		RestrictedCash,,"300,000","2,300,000","3,200,000","3,200,000","3,200,000"
		HedgingAssetsCurrent,"17,600,000","11,300,000",,,,
		OtherCurrentAssets,"2,000,000","1,500,000","1,500,000","1,600,000","1,400,000","1,400,000"
	TotalNonCurrentAssets,"3,196,700,000","3,211,800,000","3,180,100,000","3,233,000,000","3,234,400,000","3,335,800,000"
		NetPPE,"455,800,000","451,600,000","390,500,000","387,900,000","391,400,000","409,000,000"
			GrossPPE,"552,300,000","534,000,000","472,900,000","464,100,000","462,300,000","474,900,000"
				Properties,"0","0","0","0","0","0"
				LandAndImprovements,"42,200,000","41,300,000","43,200,000","43,500,000","43,000,000","44,000,000"
				BuildingsAndImprovements,"58,200,000","55,400,000","52,200,000","52,600,000","51,600,000","51,900,000"
				MachineryFurnitureEquipment,"106,600,000","95,400,000","91,900,000","87,600,000","85,500,000","81,900,000"
