name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
TotalAssets,"18,841,000,000","19,242,000,000","19,315,000,000","19,089,000,000","18,739,000,000","18,557,000,000","18,395,000,000","18,179,000,000","16,635,000,000","18,156,000,000","16,254,731,000","17,702,598,000","17,797,156,000","12,389,278,000","12,197,467,000","11,804,477,000","10,394,677,000","10,112,127,000","9,975,661,000","10,316,436,000","10,187,327,000","10,037,122,000","10,726,277,000","10,570,469,000","8,359,474,000","8,329,978,000","8,427,050,000","8,350,382,000","7,226,212,000","6,913,572,000","6,756,848,000","6,710,991,000","6,399,338,000","6,292,487,000","6,148,879,000","5,812,660,000","5,694,092,000","5,549,616,000","5,459,617,000","5,305,942,000","5,199,863,000","4,545,336,000","4,513,636,000","4,385,019,000","4,386,468,000","4,212,912,000","2,677,818,000","2,615,956,000","2,545,272,000","2,504,894,000","2,454,440,000","2,373,092,000","2,324,953,000","2,319,811,000","2,255,821,000","2,222,096,000","2,136,168,000","2,107,952,000","2,061,053,000","2,031,461,000","1,968,104,000","1,448,714,000","1,416,712,000","1,395,524,000","1,370,093,000","1,353,667,000"
	CurrentAssets,"6,564,000,000","6,971,000,000","7,030,000,000","6,723,000,000","6,358,000,000","7,074,000,000","6,960,000,000","6,771,000,000","5,200,000,000","6,652,000,000","4,865,247,000","5,411,195,000","5,595,529,000","3,926,618,000","3,657,287,000","3,385,402,000","2,470,104,000","2,271,333,000","2,133,552,000","2,387,030,000","2,320,429,000","2,235,418,000","2,930,697,000","2,932,134,000","1,758,000,000","1,860,775,000","1,831,962,000","2,029,486,000","1,467,322,000","1,876,351,000","1,689,576,000","1,624,771,000","1,328,017,000","1,221,093,000","1,320,495,000","1,040,878,000","1,327,658,000","1,155,396,000","1,050,531,000","914,251,000","815,082,000","840,041,000","870,292,000","996,868,000","964,044,000","677,705,000","583,508,000","581,360,000","505,887,000","468,293,000","494,754,000","491,203,000","439,902,000","429,996,000","423,434,000","454,217,000","449,705,000","417,559,000","365,599,000","360,870,000","297,822,000","227,216,000","234,181,000","213,086,000","200,586,000","181,131,000"
		CashCashEquivalentsAndShortTermInvestments,"4,216,000,000","4,813,000,000","4,787,000,000","4,529,000,000","4,072,000,000","4,907,000,000","4,717,000,000","4,549,000,000","2,668,000,000","4,194,000,000","1,467,486,000","2,716,812,000","2,441,336,000","2,337,316,000","2,073,017,000","1,853,373,000","1,011,007,000","857,862,000","650,561,000","970,556,000","985,389,000","972,360,000","1,586,994,000","1,666,695,000","612,015,000","805,291,000","714,033,000","915,350,000","392,519,000","1,011,629,000","819,548,000","729,134,000","475,691,000","410,924,000","564,740,000","269,172,000","680,024,000","554,431,000","440,524,000","302,718,000","201,481,000","359,900,000","376,183,000","549,251,000","505,337,000","234,308,000","234,112,000","258,389,000","187,349,000","161,956,000","190,167,000","203,648,000","154,610,000","149,309,000","159,062,000","189,193,000","193,987,000","170,315,000","105,946,000","120,195,000","64,795,000","54,556,000","61,217,000","22,091,000","32,377,000","29,556,000"
			CashAndCashEquivalents,"4,216,000,000","4,813,000,000","4,787,000,000","4,529,000,000","4,072,000,000","4,907,000,000","4,717,000,000","4,549,000,000","2,668,000,000","4,194,000,000","1,467,486,000","2,716,812,000","2,441,336,000","2,337,316,000","2,073,017,000","1,853,373,000","1,011,007,000","857,862,000","650,561,000","970,556,000","985,389,000","972,360,000","1,586,994,000","1,666,695,000","612,015,000","805,291,000","714,033,000","915,350,000","392,519,000","1,011,629,000","819,548,000","729,134,000","475,691,000","410,924,000","564,740,000","269,172,000","680,024,000","554,431,000","440,524,000","302,718,000","201,481,000","359,900,000","376,183,000","549,251,000","505,337,000","234,308,000","234,112,000","258,389,000","187,349,000","161,956,000","190,167,000","203,648,000","154,610,000","149,309,000","159,062,000","189,193,000","193,987,000","170,315,000","105,946,000","120,195,000","64,795,000","54,556,000","61,217,000","22,091,000","32,377,000","29,556,000"
		Receivables,"794,000,000","673,000,000","791,000,000","694,000,000","682,000,000","627,000,000","720,000,000","726,000,000","999,000,000","1,025,000,000","1,067,603,000","1,162,345,000","1,141,249,000","657,684,000","704,310,000","658,168,000","644,985,000","556,743,000","636,127,000","606,005,000","573,952,000","512,784,000","576,339,000","525,815,000","480,579,000","427,265,000","444,072,000","419,955,000","419,636,000","333,510,000","351,307,000","353,318,000","342,379,000","322,439,000","290,449,000","287,895,000","243,072,000","218,660,000","235,783,000","250,701,000","252,658,000","174,698,000","189,293,000","164,582,000","162,389,000","158,427,000","134,461,000","120,447,000","112,348,000","103,406,000","106,446,000","104,529,000","99,931,000","103,128,000","96,196,000","100,947,000","101,786,000","92,279,000","104,566,000","90,966,000","89,686,000","68,495,000","74,934,000","86,726,000","76,154,000","61,757,000"
			AccountsReceivable,"794,000,000","673,000,000","791,000,000","694,000,000","682,000,000","627,000,000","720,000,000","726,000,000","999,000,000","1,025,000,000","1,067,603,000","1,162,345,000","1,141,249,000","657,684,000","704,310,000","658,168,000","644,985,000","556,743,000","636,127,000","606,005,000","573,952,000","512,784,000","576,339,000","525,815,000","480,579,000","427,265,000","444,072,000","419,955,000","419,636,000","333,510,000","351,307,000","353,318,000","342,379,000","322,439,000","290,449,000","287,895,000","243,072,000","218,660,000","235,783,000","237,718,000","240,458,000","174,698,000","189,293,000","164,582,000","162,389,000","158,427,000","134,461,000","120,447,000","112,348,000","103,406,000","106,446,000","104,529,000","99,931,000","103,128,000","96,196,000","100,947,000","101,415,000","92,279,000","100,094,000","88,581,000","89,686,000","66,818,000","65,568,000","64,084,000","65,329,000","61,757,000"
				GrossAccountsReceivable,"827,000,000","703,000,000","821,000,000","731,000,000",,,"757,000,000",,,,"1,085,005,000",,,,"708,984,000",,,,"639,946,000",,,,"580,753,000",,,,"447,873,000",,,,"355,398,000",,,,"295,934,000",,,,"240,743,000",,,,"192,166,000",,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-33,000,000","-30,000,000","-30,000,000","-37,000,000",,,"-37,000,000",,,,"-17,402,000",,,,"-4,674,000",,,,"-3,819,000",,,,"-4,414,000",,,,"-3,801,000",,,,"-4,091,000",,,,"-5,485,000",,,,"-4,960,000",,,,"-2,873,000",,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,983,000","12,200,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"371,000",,"4,472,000","2,385,000",,"1,677,000","9,366,000","22,642,000","10,825,000",
