name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalRevenue,"1,502,000,000","189,000,000","289,000,000","368,000,000","656,000,000","772,000,000","794,000,000","606,000,000","701,000,000","440,000,000","576,000,000"
	OperatingRevenue,"1,502,000,000","189,000,000","289,000,000","368,000,000","656,000,000","772,000,000","794,000,000","606,000,000","701,000,000","440,000,000","576,000,000"
CostOfRevenue,"767,000,000","125,000,000","169,000,000","201,000,000","272,000,000","335,000,000","342,000,000","241,000,000","208,000,000","156,000,000","188,000,000"
GrossProfit,"735,000,000","64,000,000","120,000,000","167,000,000","384,000,000","437,000,000","452,000,000","365,000,000","493,000,000","284,000,000","388,000,000"
OperatingExpense,"1,038,000,000","126,000,000","184,000,000","230,000,000","498,000,000","563,000,000","963,000,000","443,000,000","481,000,000","338,000,000","508,000,000"
	SellingGeneralAndAdministration,"815,000,000","60,000,000","133,000,000","176,000,000","446,000,000","512,000,000","813,000,000","419,000,000","458,000,000","313,000,000","486,000,000"
		GeneralAndAdministrativeExpense,"138,000,000","15,000,000","44,000,000","29,000,000","50,000,000","42,000,000","230,000,000","33,000,000","14,000,000","18,000,000","18,000,000"
			OtherGandA,"138,000,000","15,000,000","44,000,000","29,000,000","50,000,000","42,000,000","230,000,000","33,000,000","14,000,000","18,000,000","18,000,000"
		SellingAndMarketingExpense,"677,000,000","45,000,000","89,000,000","147,000,000","396,000,000","470,000,000","583,000,000","386,000,000","444,000,000","295,000,000","468,000,000"
	ResearchAndDevelopment,"223,000,000","66,000,000","51,000,000","54,000,000","52,000,000","51,000,000","150,000,000","24,000,000","23,000,000","25,000,000","22,000,000"
OperatingIncome,"-303,000,000","-62,000,000","-64,000,000","-63,000,000","-114,000,000","-126,000,000","-511,000,000","-78,000,000","12,000,000","-54,000,000","-120,000,000"
NetNonOperatingInterestIncomeExpense,"18,000,000","2,000,000","5,000,000","3,000,000","8,000,000","0","-2,000,000","-8,000,000","5,000,000","3,000,000","3,000,000"
	TotalOtherFinanceCost,,"-2,000,000","-5,000,000","-3,000,000","-8,000,000",,"2,000,000","8,000,000","-5,000,000","-3,000,000","-3,000,000"
OtherIncomeExpense,,,,,,,"-55,000,000","-12,000,000","-28,000,000","-15,000,000","-6,000,000"
	GainOnSaleOfSecurity,,,,,,,"-55,000,000","-12,000,000","-28,000,000","-15,000,000","-6,000,000"
PretaxIncome,"-285,000,000","-60,000,000","-59,000,000","-60,000,000","-106,000,000","-126,000,000","-568,000,000","-98,000,000","-11,000,000","-66,000,000","-123,000,000"
TaxProvision,"8,000,000","0","-1,000,000","4,000,000","5,000,000","2,000,000","1,000,000","1,000,000","0","0","1,000,000"
NetIncomeCommonStockholders,"-293,000,000","-60,000,000","-58,000,000","-64,000,000","-111,000,000","-128,000,000","-569,000,000","-99,000,000","-11,000,000","-66,000,000","-117,000,000"
	NetIncome,"-293,000,000","-60,000,000","-58,000,000","-64,000,000","-111,000,000","-128,000,000","-569,000,000","-99,000,000","-11,000,000","-66,000,000","-124,000,000"
		NetIncomeIncludingNoncontrollingInterests,"-293,000,000","-60,000,000","-58,000,000","-64,000,000","-111,000,000","-128,000,000","-569,000,000","-99,000,000","-11,000,000","-66,000,000","-124,000,000"
			NetIncomeContinuousOperations,"-293,000,000","-60,000,000","-58,000,000","-64,000,000","-111,000,000","-128,000,000","-569,000,000","-99,000,000","-11,000,000","-66,000,000","-124,000,000"
	PreferredStockDividends,,,,,,,,,,,"0"
DilutedNIAvailtoComStockholders,"-293,000,000","-60,000,000","-58,000,000","-64,000,000","-111,000,000","-128,000,000","-569,000,000","-99,000,000","-11,000,000","-66,000,000","-117,000,000"
