name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,06/30/1999
TotalRevenue,"226,092,000","64,477,000","60,929,000","52,061,000","48,625,000","54,521,000","57,252,000","52,979,000","48,470,000","49,774,000","47,966,000","51,337,000","54,357,000","52,887,000","57,122,000","50,703,000","47,268,000","46,483,000","47,286,000","48,164,000","44,764,000","36,628,000","38,205,000","38,525,000","31,337,000","20,555,000","18,035,000","19,972,000","19,516,000","18,799,000","21,037,000","17,387,000","6,647,000","10,899,000","10,532,330","7,836,222","6,151,539","145,040","1,967,573","110,383","108,780","114,000","114,373","182,784","81,003","57,000","143,032","51,331","0","2,279,874","1,063,971","10,492","115,163","68,428","3,609,751","82,212","25,869","45,597","329,207","43,793","69,446","50,608","14,038,367","140,324","175,251","84,679","96,971","87,106","45,596","28,677","54,832","10,762","4,976","7,316","-55,708","25,399",,"84,313","1,841,324","962,556",,,"0","1,747,386","50,843","1","1","1","1","1","0"
	OperatingRevenue,"226,092,000","64,477,000","60,929,000","52,061,000","48,625,000","54,521,000","57,252,000","52,979,000","48,470,000","49,774,000","47,966,000","51,337,000","54,357,000","52,887,000","57,122,000","50,703,000","47,268,000","46,483,000","47,286,000","48,164,000","44,764,000","36,628,000","38,205,000","38,525,000","31,337,000","20,555,000","18,035,000","19,972,000","19,516,000","18,799,000","21,037,000","17,387,000","6,647,000","10,899,000","10,532,330","7,836,222","6,151,539","145,040","1,967,573","110,383","108,780","114,000","114,373","182,784","81,003","57,000","143,032","51,331","0","2,279,874","1,063,971","10,492","115,163","68,428","3,609,751","82,212","25,869","45,597","329,207","43,793","69,446","50,608","14,093,367","140,324","120,251","84,679","96,971","87,106","45,596","28,677","54,832","10,762","4,976","7,316","0","25,399",,"84,313","1,820,063","950,000",,,"0","1,747,386","50,843","1","1","1","1","1","0"
CostOfRevenue,"114,896,000","34,271,000","33,898,000","24,413,000","22,314,000","19,985,000","24,540,000","20,118,000","20,695,000","21,804,000","17,795,000","15,002,000","15,632,000","14,725,000","20,133,000","15,605,000","16,593,000","20,693,000","20,446,000","21,078,000","21,122,000","16,386,000","16,906,000","16,669,000","11,795,000","3,410,000","3,540,000","3,260,000","3,141,000","2,751,000","3,673,000","3,061,000","2,117,000","2,622,000","2,907,805","2,629,119","2,098,540","0","0","0","0","0","50,000","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"111,196,000","30,206,000","27,031,000","27,648,000","26,311,000","34,536,000","32,712,000","32,861,000","27,775,000","27,970,000","30,171,000","36,335,000","38,725,000","38,162,000","36,989,000","35,098,000","30,675,000","25,790,000","26,840,000","27,086,000","23,642,000","20,242,000","21,299,000","21,856,000","19,542,000","17,145,000","14,495,000","16,712,000","16,375,000","16,048,000","17,364,000","14,326,000","4,530,000","8,277,000","7,624,525","5,207,103","4,052,999","145,040","1,967,573","110,383","108,780","114,000","64,373","182,784","81,003","57,000","143,032","51,331","0","2,279,874","1,063,971","10,492","115,163","68,428","3,609,751","82,212","25,869","45,597","329,207","43,793","69,446",,"14,038,367","140,324","175,251","84,679","96,971",,"45,596","28,677","54,832",,"4,976","7,316","-55,708","25,399",,,"1,841,324","962,556",,,"0","1,747,386","50,843","1","24,291","1",,"1",
OperatingExpense,"160,852,000","48,648,000","47,530,000","31,210,000","33,464,000","31,491,000","31,935,000","30,059,000","39,082,000","35,812,000","34,767,000","29,007,000","29,433,000","33,760,000","25,544,000","24,984,000","23,412,000","19,253,000","18,558,000","17,755,000","16,648,000","15,617,000","13,316,000","13,935,000","14,348,000","11,479,000","8,227,000","8,261,000","7,961,000","6,481,000","6,592,000","6,127,000","6,990,000","4,782,000","4,164,702","4,396,812","7,827,833","3,087,549","5,602,801","5,445,349","7,378,233","7,045,935","8,455,132","13,210,991","13,145,945","16,499,921","13,311,445","11,291,508","10,240,352","11,239,293","24,436,007","6,381,048","4,735,864","4,130,688","5,468,629","6,773,047","5,539,583","4,013,212","2,342,149","2,190,951","2,700,243","1,939,155","4,111,328","1,007,869","2,470,309","3,409,353","1,889,637","2,044,713","2,729,107","2,897,117","4,264,985","2,964,981","2,634,733","2,479,817","1,690,549","1,464,304","1,627,590","1,328,994","2,252,723","1,763,557","1,502,076","1,102,926","1,440,347","1,461,051","909,756","722,009","996,400","680,923","1,495,678","516,202","326,167"
	SellingGeneralAndAdministration,"95,524,000","28,817,000","30,706,000","17,181,000","18,820,000","17,587,000","14,365,000","15,725,000","21,213,000","13,683,000","14,014,000","14,357,000","14,188,000","13,284,000","13,376,000","11,769,000","9,962,000","8,956,000","8,885,000","8,022,000","7,380,000","7,293,000","7,369,000","6,928,000","7,628,000","5,904,000","5,455,000","5,399,000","5,551,000","4,751,000","4,742,000","4,057,000","5,433,000","3,703,000","3,202,991","3,561,216","7,244,126","1,949,114","2,901,812","1,546,864","1,948,995","1,831,852","1,723,637","1,675,268","1,989,103","1,593,557","1,367,491","1,534,417","1,540,200","1,767,002","1,929,347","1,506,056","1,208,956","1,029,202","1,603,889","1,438,816","1,593,156","1,325,493","1,119,602","1,027,194","1,324,282","992,387","3,123,235","210,552","1,328,612","2,363,019","849,920","704,966","775,174","720,495","848,582","488,298","743,244","1,000,011","678,806","481,073","664,918","502,293","400,840","413,804","491,851","459,129","615,168","720,461","497,972","465,058","653,907","416,219","307,280","301,175","157,539"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,561,216","7,244,126","1,949,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,729,066","5,713,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,742,000",,"5,433,000",,"3,427,000","1,832,150","1,530,622","1,949,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"13,675,000","5,274,000","3,140,000","2,456,000","2,805,000","2,968,000","3,683,000","2,939,000","3,035,000","6,344,000","4,678,000","4,982,000","5,773,000","4,373,000","3,482,000","4,667,000","5,137,000","2,102,000","2,651,000","2,634,000","2,167,000","1,618,000","135,000","1,041,000","764,000","966,000","661,000","815,000","995,000","403,000","568,000","883,000","851,000","376,000","524,539","453,897","437,184","972,049","2,434,591","3,872,736","5,398,305","5,183,217","6,701,387","11,500,053","11,116,323","14,864,420","11,904,935","9,716,091","8,657,606","9,426,870","3,743,540","3,371,217","3,493,576","3,072,240","3,855,444","5,322,472","3,934,118","2,677,946","1,212,232","1,145,764","1,347,361","913,852","955,603","766,592","1,114,588","1,018,877","1,015,228","1,314,283","1,927,890","2,151,679","3,389,681","2,450,486","1,865,749","1,456,523","988,938","960,205","939,124","803,153","1,828,340","1,326,556","987,528","644,394","802,587","719,132","387,236","232,989","293,070","239,548","1,164,039","191,175","145,509"
