name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"893,000,000","-179,000,000","510,000,000","13,000,000","549,000,000","153,000,000","600,000,000","657,000,000","1,026,000,000","172,000,000","374,000,000","317,000,000","447,000,000","146,000,000","277,000,000","285,000,000","423,000,000","288,000,000","321,000,000","241,000,000","215,000,000","445,000,000","380,000,000","248,000,000","405,000,000","240,000,000","212,000,000","198,000,000","344,000,000","227,000,000","389,000,000","245,000,000","395,000,000","175,000,000","430,000,000","160,000,000","236,000,000","146,000,000","435,000,000","305,000,000","400,000,000","330,000,000","398,000,000","194,000,000","538,000,000","88,000,000","305,000,000","751,000,000","37,000,000","163,000,000","388,000,000","180,000,000","412,000,000","107,000,000","166,000,000","77,000,000","177,000,000","88,000,000","310,000,000","69,000,000","112,000,000","113,000,000","316,000,000","-36,000,000","94,000,000","179,000,000"
	CashFlowFromContinuingOperatingActivities,"893,000,000","-179,000,000","510,000,000","13,000,000","549,000,000","153,000,000","600,000,000","657,000,000","1,026,000,000","172,000,000","374,000,000","317,000,000","447,000,000","146,000,000","277,000,000","285,000,000","423,000,000","288,000,000","321,000,000","241,000,000","215,000,000","445,000,000","380,000,000","248,000,000","405,000,000","240,000,000","212,000,000","198,000,000","344,000,000","227,000,000","389,000,000","245,000,000","395,000,000","175,000,000","430,000,000","160,000,000","236,000,000","146,000,000","435,000,000","305,000,000","400,000,000","330,000,000","398,000,000","-110,000,000","538,000,000","88,000,000","305,000,000","751,000,000","37,000,000","163,000,000","388,000,000","180,000,000","412,000,000","107,000,000","166,000,000","77,000,000","177,000,000","88,000,000","310,000,000","69,000,000","112,000,000","113,000,000","316,000,000","-36,000,000","94,000,000","179,000,000"
		NetIncomeFromContinuingOperations,"210,000,000","13,000,000","-203,000,000","150,000,000","250,000,000","224,000,000","685,000,000","352,000,000","234,000,000","-9,000,000","154,000,000","-755,000,000","130,000,000","66,000,000","287,000,000","82,000,000","198,000,000","256,000,000","900,000,000","131,000,000","120,000,000","103,000,000","198,000,000","77,000,000","138,000,000","98,000,000","232,000,000","162,000,000","120,000,000","160,000,000","234,000,000","106,000,000","114,000,000","120,000,000","169,000,000","85,000,000","122,000,000","107,000,000","193,000,000","-18,000,000","249,000,000","105,000,000","304,000,000","-385,000,000","615,000,000","53,000,000","414,000,000","120,000,000","65,000,000","320,000,000","206,000,000","3,000,000","136,000,000","-48,000,000","-715,000,000","-283,000,000","92,000,000","125,000,000","170,000,000","78,000,000","102,000,000","91,000,000","283,000,000","114,000,000","58,000,000","56,000,000"
		OperatingGainsLosses,"-34,000,000","-29,000,000","9,000,000","-17,000,000","3,000,000","-9,000,000","83,000,000","-180,000,000","5,000,000","174,000,000","68,000,000","81,000,000","136,000,000","126,000,000","112,000,000","56,000,000","26,000,000","-85,000,000","-7,000,000","-12,000,000","-8,000,000","-11,000,000","-9,000,000","-2,000,000","-14,000,000","-20,000,000","-23,000,000","-22,000,000","-17,000,000","-14,000,000","21,000,000","33,000,000","-13,000,000","-22,000,000","53,000,000","5,000,000","-7,000,000","-29,000,000","-22,000,000","86,000,000","-150,000,000","7,000,000","-159,000,000","140,000,000","-247,000,000","64,000,000","-180,000,000","6,000,000","-33,000,000","-412,000,000","-68,000,000","75,000,000","-48,000,000","134,000,000","1,458,000,000","-37,000,000","76,000,000","-59,000,000","262,000,000","-125,000,000","-132,000,000","-59,000,000","-94,000,000","-5,000,000","58,000,000","9,000,000"
			GainLossOnSaleOfBusiness,,,"-10,000,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-364,000,000",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-88,000,000","-30,000,000","2,000,000","-41,000,000","-19,000,000","-41,000,000","-17,000,000","12,000,000","-23,000,000","138,000,000","12,000,000","45,000,000","113,000,000","81,000,000","16,000,000","27,000,000","-20,000,000","-99,000,000","0","-1,000,000","0","1,000,000","-4,000,000","6,000,000","-5,000,000","1,000,000","-14,000,000","-30,000,000","-8,000,000","10,000,000","31,000,000","-2,000,000","-6,000,000","-1,000,000","11,000,000","18,000,000","-4,000,000","-13,000,000","-12,000,000","-217,000,000","160,000,000","18,000,000","-145,000,000","247,000,000","-265,000,000","79,000,000","-8,000,000","68,000,000","-7,000,000","-25,000,000",,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"63,000,000","1,000,000","16,000,000","24,000,000","22,000,000","32,000,000","60,000,000","32,000,000","28,000,000","36,000,000","56,000,000","36,000,000","23,000,000","45,000,000","73,000,000","29,000,000","46,000,000","14,000,000","-7,000,000","-11,000,000","-6,000,000","-14,000,000","-4,000,000","-8,000,000","-9,000,000","-21,000,000","-9,000,000","-13,000,000","-9,000,000","-24,000,000","-10,000,000","-13,000,000","-7,000,000","-21,000,000","-15,000,000","-13,000,000","-4,000,000","-16,000,000","-10,000,000","15,000,000","-22,000,000","-11,000,000","-14,000,000","-107,000,000","18,000,000","-15,000,000","-33,000,000","-32,000,000","-26,000,000","-23,000,000","-26,000,000","78,000,000",,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"539,000,000","130,000,000","141,000,000","139,000,000","129,000,000","128,000,000","135,000,000","141,000,000","144,000,000","142,000,000","149,000,000","146,000,000","158,000,000","153,000,000","148,000,000","167,000,000","159,000,000","163,000,000","129,000,000","180,000,000","205,000,000","207,000,000","208,000,000","219,000,000","214,000,000","209,000,000","215,000,000","141,000,000","149,000,000","152,000,000","150,000,000","164,000,000","166,000,000","163,000,000","165,000,000","156,000,000","158,000,000","153,000,000","159,000,000","147,000,000","147,000,000","143,000,000","193,000,000","110,000,000","189,000,000","149,000,000","150,000,000","141,000,000","139,000,000","141,000,000","145,000,000","139,000,000","135,000,000","147,000,000","143,000,000","143,000,000","136,000,000","139,000,000","139,000,000","135,000,000","137,000,000","125,000,000","124,000,000","122,000,000","130,000,000","115,000,000"
			DepreciationAndAmortization,"539,000,000","130,000,000","141,000,000","139,000,000","129,000,000","128,000,000","135,000,000","141,000,000","144,000,000","142,000,000","149,000,000","146,000,000","158,000,000","153,000,000","148,000,000","167,000,000","159,000,000","163,000,000","129,000,000","180,000,000","205,000,000","207,000,000","208,000,000","219,000,000","214,000,000","209,000,000","215,000,000","141,000,000","149,000,000","152,000,000","150,000,000","164,000,000","166,000,000","163,000,000","165,000,000","156,000,000","158,000,000","153,000,000","159,000,000","147,000,000","147,000,000","143,000,000","193,000,000","110,000,000","189,000,000","149,000,000","150,000,000","141,000,000","139,000,000","141,000,000",,"139,000,000","135,000,000","147,000,000","143,000,000","143,000,000","136,000,000","139,000,000","139,000,000","135,000,000","137,000,000","125,000,000","124,000,000","122,000,000","130,000,000","115,000,000"
		DeferredTax,"23,000,000","29,000,000","31,000,000","-25,000,000","-12,000,000","2,000,000","-375,000,000","18,000,000","44,000,000","-43,000,000","-78,000,000","-144,000,000","10,000,000","-31,000,000","-101,000,000","-83,000,000","6,000,000","-7,000,000","-306,000,000","-37,000,000","-53,000,000","-25,000,000","-32,000,000","-73,000,000","-64,000,000","-30,000,000","-19,000,000","-12,000,000","-12,000,000","-79,000,000","-14,000,000","-45,000,000","-52,000,000","-49,000,000","12,000,000","-57,000,000","-59,000,000","-27,000,000","-60,000,000","-145,000,000","50,000,000","-24,000,000","105,000,000","-240,000,000","236,000,000","-57,000,000","-94,000,000","-10,000,000","24,000,000","42,000,000","-41,000,000","-66,000,000","6,000,000","-102,000,000","-514,000,000","-205,000,000","-41,000,000","-68,000,000","-24,000,000","-58,000,000","-22,000,000","-24,000,000","-150,000,000","-29,000,000","-38,000,000","-45,000,000"
			DeferredIncomeTax,"23,000,000","29,000,000","31,000,000","-25,000,000","-12,000,000","2,000,000","-375,000,000","18,000,000","44,000,000","-43,000,000","-78,000,000","-144,000,000","10,000,000","-31,000,000","-101,000,000","-83,000,000","6,000,000","-7,000,000","-306,000,000","-37,000,000","-53,000,000","-25,000,000","-32,000,000","-73,000,000","-64,000,000","-30,000,000","-19,000,000","-12,000,000","-12,000,000","-79,000,000","-14,000,000","-45,000,000","-52,000,000","-49,000,000","12,000,000","-57,000,000","-59,000,000","-27,000,000","-60,000,000","-145,000,000","50,000,000","-24,000,000","105,000,000","-240,000,000","236,000,000","-57,000,000","-94,000,000","-10,000,000","24,000,000","42,000,000","-41,000,000","-66,000,000","6,000,000","-102,000,000","-514,000,000","-205,000,000","-41,000,000","-68,000,000","-24,000,000","-58,000,000","-22,000,000","-24,000,000","-150,000,000","-29,000,000","-38,000,000","-45,000,000"
		AssetImpairmentCharge,,,,,,,"0",,,,"147,000,000",,,,,,,,,,,,,,,,"0","0",,,"0","0",,,"14,000,000",,,,"53,000,000",,,,,,,,,,,,"0",,,,,,,,,,,,,,,
		StockBasedCompensation,"71,000,000","15,000,000","18,000,000","19,000,000","19,000,000","16,000,000","18,000,000","19,000,000","16,000,000","11,000,000","17,000,000","17,000,000","18,000,000","19,000,000","21,000,000","21,000,000","23,000,000","23,000,000","49,000,000","18,000,000","18,000,000","12,000,000","18,000,000","20,000,000","19,000,000","18,000,000","20,000,000","16,000,000","12,000,000","12,000,000","17,000,000","18,000,000","24,000,000","24,000,000","35,000,000","22,000,000","29,000,000","24,000,000","42,000,000","10,000,000","16,000,000","17,000,000","16,000,000","-10,000,000","24,000,000","16,000,000","18,000,000","3,000,000","4,000,000","22,000,000","14,000,000","12,000,000",,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000,000","-5,000,000","-7,000,000","-3,000,000","-1,000,000","-13,000,000","-10,000,000","-1,000,000","-1,000,000","-8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"101,000,000","-25,000,000","117,000,000","8,000,000","1,000,000","6,000,000","-37,000,000","48,000,000","0","4,000,000","3,000,000","2,000,000","0","9,000,000","13,000,000","5,000,000","21,000,000","3,000,000","-402,000,000","3,000,000","16,000,000","9,000,000","-54,000,000","16,000,000","32,000,000","4,000,000","-2,000,000","-23,000,000","41,000,000","-2,000,000","10,000,000","-8,000,000","7,000,000","3,000,000","-56,000,000","30,000,000","29,000,000","13,000,000","-3,000,000","36,000,000","-30,000,000","5,000,000","8,000,000","337,000,000","-290,000,000","-51,000,000","127,000,000","-33,000,000","-73,000,000","62,000,000","145,000,000","-27,000,000","-9,000,000","40,000,000","-65,000,000","480,000,000","-105,000,000","47,000,000","22,000,000","42,000,000","-33,000,000","-19,000,000","104,000,000","-109,000,000","17,000,000","14,000,000"
