name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"2,814,648,000","625,421,000","793,470,000","726,951,000","668,806,000","603,877,000","509,837,000","381,740,000","299,331,000","260,178,000"
	OperatingRevenue,"2,814,648,000","625,421,000","793,470,000","726,951,000","668,806,000","603,877,000","509,837,000","381,740,000","299,331,000","260,178,000"
CostOfRevenue,"1,046,814,000","281,780,000","265,129,000","254,052,000","245,853,000","223,061,000","198,014,000","163,060,000","118,051,000","76,453,000"
GrossProfit,"1,767,834,000","343,641,000","528,341,000","472,899,000","422,953,000","380,816,000","311,823,000","218,680,000","181,280,000","183,725,000"
OperatingExpense,"1,757,270,000","471,628,000","469,816,000","427,851,000","387,975,000","369,351,000","316,673,000","219,426,000","180,191,000","158,589,000"
	SellingGeneralAndAdministration,"1,325,494,000","345,378,000","350,275,000","319,328,000","310,513,000","308,475,000","235,971,000","168,290,000","150,489,000","139,477,000"
		GeneralAndAdministrativeExpense,"170,982,000","55,245,000","36,583,000","34,104,000","45,050,000","42,962,000","25,175,000","15,276,000","15,170,000","10,810,000"
			OtherGandA,"170,982,000","55,245,000","36,583,000","34,104,000","45,050,000","42,962,000","25,175,000","15,276,000","15,170,000","10,810,000"
		SellingAndMarketingExpense,"1,154,512,000","290,133,000","313,692,000","285,224,000","265,463,000","265,513,000","210,796,000","153,014,000","135,319,000","128,667,000"
	ResearchAndDevelopment,"431,776,000","126,250,000","119,541,000","108,523,000","77,462,000","60,876,000","80,702,000","51,136,000","29,702,000","19,112,000"
OperatingIncome,"10,564,000","-127,987,000","58,525,000","45,048,000","34,978,000","11,465,000","-4,850,000","-746,000","1,089,000","25,136,000"
NetNonOperatingInterestIncomeExpense,"-100,169,000","-32,009,000","-30,374,000","-18,756,000","-19,030,000","-35,010,000","-20,325,000","-20,110,000","-18,809,000","-18,629,000"
	InterestExpenseNonOperating,"100,169,000","32,009,000","30,374,000","18,756,000","19,030,000","35,010,000","20,325,000","20,110,000","18,809,000","18,629,000"
OtherIncomeExpense,"-8,311,000","2,014,000","462,000","-9,217,000","-1,570,000","9,790,000","-1,246,000","-73,543,000","-4,694,000","1,021,000"
	SpecialIncomeCharges,,,"0","0","0",,"-108,000","-74,712,000","-7,851,000",
		RestructuringAndMergernAcquisition,,,"0","0",,,"108,000","74,712,000",,
		OtherSpecialCharges,,,,,,,"0",,"7,851,000",
	OtherNonOperatingIncomeExpenses,"-8,311,000","2,014,000","462,000","-9,217,000","-1,570,000","9,790,000","-1,138,000","1,169,000","3,157,000","1,021,000"
PretaxIncome,"-97,916,000","-157,982,000","28,613,000","17,075,000","14,378,000","-13,755,000","-26,421,000","-94,399,000","-22,414,000","7,528,000"
TaxProvision,"-28,531,000","-42,684,000","-2,794,000","16,933,000","14,000","-3,180,000","-7,448,000","-4,485,000","-703,000","2,864,000"
NetIncomeCommonStockholders,"-73,033,000","-115,257,000","28,191,000","177,000","13,295,000","-10,521,000","-18,772,000","-89,688,000","-21,391,000","2,987,000"
	NetIncome,"-69,290,000","-115,257,000","31,366,000","178,000","14,423,000","-10,521,000","-18,772,000","-89,688,000","-21,391,000","4,664,000"
		NetIncomeIncludingNoncontrollingInterests,"-69,385,000","-115,298,000","31,407,000","142,000","14,364,000","-10,575,000","-18,973,000","-89,914,000","-21,711,000","4,664,000"
			NetIncomeContinuousOperations,"-69,385,000","-115,298,000","31,407,000","142,000","14,364,000","-10,575,000","-18,973,000","-89,914,000","-21,711,000","4,664,000"
		MinorityInterests,"95,000","41,000","-41,000","36,000","59,000","54,000","201,000","226,000","320,000","0"
	OtherunderPreferredStockDividend,,,"3,175,000","1,000","1,128,000","0","0","0","0","1,677,000"
AverageDilutionEarnings,,,"14,000","0",,,,"0",,
DilutedNIAvailtoComStockholders,"-73,033,000","-115,257,000","28,164,000","177,000","13,295,000","-10,521,000","-18,772,000","-89,688,000","-21,391,000","2,987,000"
BasicEPS,,"-0.31","0.08","0","0.04","-0.029",,"-0.277","-0.066","0.009"
DilutedEPS,,"-0.31","0.08","0","0.04","-0.029",,"-0.277","-0.066","0.009"
BasicAverageShares,,"371,967,881","370,779,521","368,427,532","335,619,207","357,955,309",,"324,102,590","324,102,590","324,102,590"
