name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"1,153,315,000","1,243,508,000","1,311,771,000","1,229,783,000","692,391,000","796,155,000","840,715,000","885,365,000","676,525,000","742,299,000","763,117,000","802,783,000","595,915,000","604,556,000","661,513,000","724,244,000","773,153,000","462,047,000","506,206,000","165,640,000","200,659,000","237,956,000","276,644,000","299,677,000","327,706,000","356,556,000","385,741,000","408,509,000","206,152,000","230,864,000","235,443,000","150,110,000","166,620,000","176,498,000","189,950,000","138,725,000","143,016,000","153,561,000","152,457,000","136,052,000","133,253,000","139,833,000","146,069,000","180,288,000","190,470,000","196,265,000","127,404,000","126,890,000","126,695,000","124,629,000","125,300,000","129,820,000","4,758,000","8,148,000","11,956,000","14,812,000","19,500,000","22,582,000","25,923,000","15,708,000","28,348,000","45,081,000","56,854,000","62,640,000","22,870,000","25,741,000","33,736,000","41,125,000","13,011,000","11,607,000","18,860,000","25,338,000","29,812,000","32,610,000","22,573,000","25,370,000","28,308,000","49,345,000","55,306,000","62,638,000","71,606,000","77,811,000","86,366,000","93,239,000","102,718,000","50,150,000","51,507,000","6,643,000"
	CurrentAssets,"756,140,000","837,040,000","958,981,000","1,038,195,000","501,004,000","622,892,000","667,149,000","707,312,000","492,510,000","555,194,000","595,604,000","648,914,000","454,632,000","518,946,000","577,495,000","645,258,000","696,413,000","389,444,000","437,480,000","96,534,000","131,624,000","168,407,000","206,296,000","229,310,000","258,490,000","288,118,000","319,258,000","342,089,000","140,243,000","164,714,000","170,843,000","86,712,000","106,209,000","116,163,000","129,745,000","78,566,000","83,025,000","93,578,000","90,353,000","73,850,000","70,960,000","77,399,000","83,983,000","92,619,000","103,062,000","108,797,000","125,319,000","124,805,000","124,608,000","122,537,000","123,202,000","127,684,000","2,593,000","5,961,000","9,690,000","12,467,000","16,973,000","19,669,000","22,963,000","12,675,000","25,423,000","37,484,000","50,733,000","59,525,000","19,203,000","21,093,000","28,930,000","36,156,000","9,681,000","8,274,000","15,526,000","25,291,000","29,751,000","32,534,000","22,474,000","25,243,000","28,151,000","33,772,000","38,981,000","46,199,000","55,049,000","60,585,000","68,899,000","75,465,000","84,620,000","31,405,000","38,071,000","5,470,000"
		CashCashEquivalentsAndShortTermInvestments,"635,119,000","716,782,000","846,556,000","928,327,000","409,751,000","532,756,000","588,753,000","641,911,000","428,942,000","487,429,000","535,632,000","601,260,000","420,231,000","495,072,000","567,574,000","634,329,000","686,581,000","381,165,000","430,678,000","91,064,000","125,839,000","162,591,000","200,518,000","223,109,000","252,872,000","282,876,000","310,969,000","335,027,000","134,554,000","159,226,000","167,311,000","82,697,000","101,251,000","113,894,000","128,025,000","76,783,000","81,607,000","92,935,000","89,748,000","73,135,000","70,782,000","76,272,000","83,200,000","91,962,000","102,724,000","108,049,000","124,788,000","122,511,000","122,181,000","121,982,000",,,"2,397,000","5,771,000","9,447,000","12,030,000","16,479,000","18,913,000","22,259,000","12,036,000","24,112,000","34,989,000","48,356,000","59,207,000","18,835,000","20,676,000","28,455,000","35,771,000","9,222,000","7,509,000","14,055,000","24,907,000","29,526,000","32,189,000","22,008,000","25,116,000","27,337,000","31,179,000","36,264,000","42,365,000","51,250,000","57,339,000","66,860,000","72,421,000","83,083,000","29,873,000","37,575,000","5,427,000"
			CashAndCashEquivalents,"515,704,000","716,782,000","846,556,000","928,327,000","409,751,000","532,756,000","588,753,000","641,911,000","428,942,000","487,429,000","535,632,000","601,260,000","420,231,000","495,072,000","567,574,000","634,329,000","686,581,000","381,165,000","430,678,000","91,064,000","125,839,000","162,591,000","200,518,000","223,109,000","252,872,000","282,876,000","310,969,000","335,027,000","134,554,000","159,226,000","167,311,000","82,697,000","101,251,000","113,894,000","128,025,000","74,588,000","79,434,000","90,782,000","44,989,000","28,575,000","22,043,000","14,848,000","10,449,000","9,839,000","22,100,000","10,743,000","11,316,000","19,364,000","12,740,000","26,838,000",,,"2,145,000","5,771,000","9,447,000","12,030,000","16,479,000","18,913,000","22,259,000","12,036,000","24,112,000","34,989,000","48,356,000","59,207,000","18,835,000","20,676,000","28,455,000","35,771,000","9,222,000","7,509,000","14,055,000","24,907,000","29,526,000","32,189,000","22,008,000","25,116,000","27,337,000","31,179,000","36,264,000","42,365,000","51,250,000","57,339,000","66,860,000","72,121,000","71,628,000","29,374,000","35,139,000","2,615,000"
			OtherShortTermInvestments,"119,415,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","2,195,000","2,173,000","2,153,000","44,759,000","44,560,000","48,739,000","61,424,000","72,751,000","82,123,000","80,624,000","97,306,000","113,472,000","103,147,000","109,441,000","95,144,000",,,"252,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","11,455,000","499,000","2,436,000","2,812,000"
		Receivables,"25,722,000","24,351,000","19,317,000","18,417,000","17,628,000","16,562,000","15,196,000","15,173,000","17,154,000","19,232,000","15,346,000","11,638,000","9,347,000","5,515,000",,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","757,000","440,000","303,000","169,000","471,000","190,000","2,212,000","2,268,000","319,000","211,000","114,000","122,000","72,000","50,000","327,000","250,000","25,000",,"111,000","241,000","250,000","105,000",,,,,,,,,,,,,,"199,000","1,733,000","2,266,000","3,659,000","3,521,000","2,863,000","1,264,000","2,760,000",,,,
			AccountsReceivable,"25,722,000","24,351,000","19,317,000","18,417,000","17,628,000","16,562,000","15,196,000","15,173,000","17,154,000","19,232,000","15,346,000","11,638,000","9,347,000","5,515,000",,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","757,000","440,000","303,000","169,000","471,000","190,000","189,000","245,000","319,000","211,000","114,000","122,000","72,000","50,000","327,000","250,000","25,000",,"111,000","241,000","250,000","105,000",,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","2,023,000","2,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"64,145,000","67,009,000","67,453,000","60,385,000","52,060,000","49,592,000","43,483,000","35,473,000","30,645,000","28,313,000","23,313,000","20,160,000","12,682,000","7,032,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"576,000","1,821,000","1,797,000",,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,"30,598,000","29,541,000","27,386,000","27,071,000","23,052,000","21,601,000","18,937,000","17,270,000","16,992,000","16,048,000","10,556,000","9,216,000","4,454,000","2,145,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"555,000","400,000",,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"10,607,000","18,528,000","20,509,000","17,468,000","18,901,000","18,754,000","14,546,000","9,089,000","6,761,000","6,420,000","6,199,000","9,008,000","7,059,000","4,567,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"515,000","997,000",,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"22,940,000","18,940,000","19,558,000","15,846,000","10,107,000","9,237,000","10,000,000","9,114,000","6,892,000","5,845,000","6,558,000","1,936,000","1,169,000","320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"751,000","400,000",,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"31,154,000","28,898,000","25,655,000","31,066,000","21,565,000","23,982,000","19,717,000","14,755,000","15,769,000","20,220,000","21,313,000","15,856,000","12,372,000","11,327,000","9,921,000","10,929,000","9,832,000","8,279,000","6,802,000","5,470,000","5,785,000","5,816,000","5,778,000","6,201,000","5,618,000","5,242,000","8,289,000","7,062,000","5,689,000","5,488,000","3,532,000","4,015,000","4,958,000","2,269,000","1,720,000","1,783,000","1,418,000","643,000","605,000","715,000","178,000","370,000","343,000","354,000","169,000","277,000","341,000","82,000","159,000","236,000","145,000","30,000","74,000","118,000","193,000","110,000","244,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"492,000","493,000","493,000","407,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000",,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,982,000","122,846,000","127,540,000",,,,,,"239,000","211,000","35,000","87,000","139,000","190,000","33,000","83,000","132,000","190,000","100,000","174,000","480,000","1,186,000","384,000","225,000","345,000","466,000","127,000","615,000","860,000","451,000","175,000","278,000","383,000","775,000","284,000","1,537,000","1,532,000","496,000","43,000"
