name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"348,296,000","347,695,000","373,175,000","404,232,000","298,072,000","324,468,000","217,320,000","224,980,000","134,901,000","154,917,000","154,627,000","148,105,000","132,248,000","139,472,000","148,856,000","137,473,000","149,239,000","163,734,000","110,415,000","70,479,000","82,673,000","93,990,000","102,843,000","24,516,000","31,856,000","14,845,000"
	CurrentAssets,"341,522,000","340,736,000","327,687,000","371,818,000","285,508,000","315,606,000","204,151,000","217,466,000","125,986,000","145,311,000","144,023,000","137,320,000","122,995,000","137,503,000","147,502,000","136,111,000","142,231,000","150,947,000","97,704,000","69,126,000","67,548,000","83,244,000","102,245,000","22,417,000","30,937,000","14,206,000"
		CashCashEquivalentsAndShortTermInvestments,"305,289,000","326,900,000","314,301,000","354,280,000","273,476,000","305,809,000","193,974,000","208,665,000","117,513,000","133,017,000","137,692,000","126,101,000","112,546,000","128,853,000","138,517,000","125,167,000","134,960,000","144,001,000","93,586,000","64,492,000","63,248,000","77,599,000","98,523,000","20,176,000","29,022,000","11,923,000"
			CashAndCashEquivalents,"98,477,000","123,665,000","120,542,000","192,412,000","83,000,000","117,358,000","83,625,000","146,242,000","60,215,000","33,006,000","50,195,000","71,143,000","70,077,000","82,233,000","87,427,000","63,864,000","69,577,000","106,029,000","50,395,000","10,365,000","9,517,000","21,084,000","96,024,000","13,768,000","28,629,000","4,055,000"
			OtherShortTermInvestments,"206,812,000","203,235,000","193,759,000","161,868,000","190,476,000","188,451,000","110,349,000","62,423,000","57,298,000","100,011,000","87,497,000","54,958,000","42,469,000","46,620,000","51,090,000","61,303,000","65,383,000","37,972,000","43,191,000","54,127,000","53,731,000","56,515,000","2,499,000","6,408,000","393,000","7,868,000"
		Receivables,"28,028,000","4,358,000","4,509,000","9,855,000","5,819,000","3,510,000","3,324,000","3,273,000","3,747,000","6,755,000","2,118,000","6,310,000","6,937,000","6,016,000","5,741,000","7,975,000","4,640,000","3,163,000","1,405,000","2,881,000","2,480,000","2,241,000","1,944,000","1,744,000","1,290,000","715,000"
			AccountsReceivable,,,,,,,,,,,,,,"4,587,000",,"5,785,000",,"1,816,000","520,000",,,,,,,
			TaxesReceivable,"2,878,000","2,792,000","1,871,000","2,778,000","1,823,000","1,084,000","535,000","276,000","153,000","0","173,000","1,421,000","1,876,000","1,429,000","1,155,000","2,190,000","1,918,000","1,347,000","885,000","2,881,000","2,480,000","2,241,000","1,944,000","1,744,000","1,290,000","715,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,"4,587,000","4,586,000","5,785,000","2,722,000","1,816,000",,,,,,,,
			OtherReceivables,"25,150,000","1,566,000","2,638,000","7,077,000","3,996,000","2,426,000","2,789,000","2,997,000","3,594,000","6,755,000","1,945,000","4,889,000","5,061,000","4,587,000","4,586,000","5,785,000","2,722,000","1,816,000","520,000","0","0","0","0","0","0","0"
		PrepaidAssets,"7,729,000","8,503,000","8,877,000","7,683,000","6,213,000","5,966,000","6,843,000","5,518,000","4,716,000","4,785,000","4,203,000","4,899,000","3,502,000","2,129,000","3,234,000","2,959,000","2,621,000","2,702,000","2,703,000","1,743,000","1,810,000","2,488,000","1,768,000","487,000","242,000","1,253,000"
		RestrictedCash,,"0","0","0","0","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000"
		OtherCurrentAssets,"476,000","975,000",,,,"311,000",,,,"744,000",,,,"495,000",,,,"1,071,000","0","0","0","906,000","0","0","373,000","305,000"
	TotalNonCurrentAssets,"6,774,000","6,959,000","45,488,000","32,414,000","12,564,000","8,862,000","13,169,000","7,514,000","8,915,000","9,606,000","10,604,000","10,785,000","9,253,000","1,969,000","1,354,000","1,362,000","7,008,000","12,787,000","12,711,000","1,353,000","15,125,000","10,746,000","598,000","2,099,000","919,000","639,000"
		NetPPE,"6,549,000","6,734,000","7,094,000","6,067,000","6,085,000","6,412,000","6,694,000","7,064,000","7,383,000","7,723,000","8,029,000","8,231,000","8,325,000","861,000","904,000","912,000","1,001,000","879,000","945,000","903,000","641,000","562,000","564,000","599,000","753,000","609,000"
			GrossPPE,"11,074,000","10,992,000","7,094,000","6,067,000","6,085,000","9,885,000","6,694,000","7,064,000","7,383,000","10,364,000","10,588,000","10,614,000","10,534,000","2,938,000",,,,"2,473,000",,,,"1,875,000",,,,"1,640,000"
				Properties,"0","0",,,,"0",,,,"0","0","0","0","0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,"1,072,000","1,023,000",,,,"648,000",,,,"512,000","487,000","467,000","383,000","338,000",,,,"270,000",,,,"163,000",,,,"140,000"
				OtherProperties,"9,104,000","9,092,000","7,094,000","6,067,000","6,085,000","8,489,000","6,694,000","7,064,000","7,383,000","8,989,000","9,301,000","9,408,000","9,481,000","2,533,000",,,,"2,177,000",,,,"1,650,000",,,,"1,452,000"
				Leases,"898,000","877,000",,,,"748,000",,,,"863,000","800,000","739,000","670,000","67,000",,,,"26,000",,,,"62,000",,,,"48,000"
			AccumulatedDepreciation,"-4,525,000","-4,258,000",,,,"-3,473,000",,,,"-2,641,000","-2,559,000","-2,383,000","-2,209,000","-2,077,000",,,,"-1,594,000",,,,"-1,313,000",,,,"-1,031,000"
		InvestmentsAndAdvances,,"0","38,169,000","26,122,000","6,254,000","2,000,000","6,025,000",,,,,,,"0","0","0","5,557,000","11,458,000","11,316,000","0","14,000,000","10,150,000",,,,
			InvestmentinFinancialAssets,,"0","38,169,000","26,122,000","6,254,000","2,000,000","6,025,000",,,,,,,"0","0","0","5,557,000","11,458,000","11,316,000","0","14,000,000","10,150,000",,,,
				AvailableForSaleSecurities,,,"38,169,000","26,122,000","6,254,000","2,000,000","6,025,000",,,,,,,,,,"5,557,000","11,458,000","11,316,000",,"14,000,000","10,150,000",,,,
		NonCurrentDeferredAssets,,,,,,"0","0","0","1,082,000","1,433,000","2,125,000","2,104,000","478,000","658,000",,,,,,,,,,"1,466,000",,
			NonCurrentDeferredTaxesAssets,,,,,,"0","0","0","1,082,000","1,433,000","2,125,000","2,104,000","478,000","658,000",,,,"0",,,,,,,,
		OtherNonCurrentAssets,"225,000","225,000","225,000","225,000","225,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","450,000","484,000","34,000","34,000","34,000","166,000","30,000"
TotalLiabilitiesNetMinorityInterest,"46,518,000","47,674,000","43,515,000","46,785,000","38,738,000","44,862,000","47,730,000","57,495,000","72,235,000","74,953,000","59,269,000","63,789,000","31,423,000","26,957,000","24,898,000","29,811,000","34,618,000","43,102,000","52,579,000","9,449,000","7,779,000","6,435,000","5,349,000","4,110,000","5,475,000","5,249,000"
	CurrentLiabilities,"43,456,000","44,016,000","39,156,000","42,973,000","34,515,000","40,241,000","38,563,000","35,360,000","36,372,000","35,406,000","30,776,000","33,323,000","24,499,000","26,158,000","24,101,000","29,018,000","33,924,000","42,555,000","52,247,000","9,366,000","7,779,000","6,435,000","5,349,000","4,110,000","4,470,000","3,126,000"
		PayablesAndAccruedExpenses,"37,770,000","33,090,000","30,166,000","35,617,000","25,460,000","17,892,000","16,021,000","13,967,000","14,705,000","11,775,000","9,609,000","11,982,000","14,675,000","15,209,000","13,721,000","13,736,000","10,777,000","8,085,000","8,897,000","8,028,000","6,932,000","5,015,000","4,275,000","3,415,000","3,738,000","2,372,000"
			Payables,"7,693,000","2,906,000","2,618,000","19,812,000","9,953,000","5,889,000","5,002,000","3,894,000","4,956,000","4,174,000","2,813,000","4,860,000","7,761,000","6,867,000","5,740,000","2,720,000","2,014,000","1,381,000","2,324,000","2,810,000","1,240,000","1,398,000","2,645,000","1,441,000","1,890,000","1,247,000"
				AccountsPayable,"7,159,000","1,600,000","706,000","7,905,000","2,732,000","3,075,000","2,797,000","2,855,000","3,704,000","2,790,000","1,583,000","2,787,000","6,454,000","5,711,000","4,871,000","2,278,000","1,307,000","1,257,000","2,267,000","2,639,000","1,132,000","1,163,000","2,335,000","1,441,000","1,890,000","1,247,000"
				TotalTaxPayable,,,,,,,,,,,,"1,241,000",,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,"380,000","899,000","1,121,000","11,396,000","6,823,000","2,732,000","2,077,000","1,003,000","1,116,000","1,262,000","1,020,000","810,000","1,211,000","1,061,000","764,000","276,000","379,000","31,752,000",,,,,,,,
				OtherPayable,"154,000","407,000","791,000","511,000","398,000","82,000","128,000","36,000","136,000","122,000","210,000","22,000","96,000","95,000","105,000","166,000","328,000","124,000","57,000","171,000","108,000","235,000","310,000","259,000","278,000","149,000"
			CurrentAccruedExpenses,"30,077,000","30,184,000","27,548,000","15,805,000","15,507,000","12,003,000","11,019,000","10,073,000","9,749,000","7,601,000","6,796,000","7,122,000","6,914,000","8,342,000","7,981,000","11,016,000","8,763,000","6,704,000","6,573,000","5,218,000","5,692,000","3,617,000","1,630,000","1,974,000","1,848,000","1,125,000"
				InterestPayable,,,,,,"0","2,000","0","68,000","68,000",,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"2,643,000","7,125,000","4,722,000","3,780,000","1,775,000","6,413,000","4,371,000","2,808,000","1,731,000","4,637,000","3,480,000","2,460,000","1,703,000","2,726,000","2,410,000","2,080,000","1,267,000","2,718,000","1,611,000","1,338,000","847,000","1,420,000","1,074,000","695,000","732,000","754,000"
		CurrentDebtAndCapitalLeaseObligation,"2,275,000","2,200,000","2,027,000","1,567,000","1,512,000","1,459,000","1,406,000","1,355,000","1,306,000","1,256,000","1,209,000","1,164,000","1,120,000",,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"2,275,000","2,200,000","2,027,000","1,567,000","1,512,000","1,459,000","1,406,000","1,355,000","1,306,000","1,256,000","1,209,000","1,164,000","1,120,000",,,,,,,,,,,,,
		CurrentDeferredLiabilities,"768,000","1,601,000","2,241,000","2,009,000","5,768,000","14,477,000","16,765,000","17,230,000","18,630,000","17,738,000","16,478,000","17,717,000","7,001,000","8,223,000","7,970,000","13,202,000","21,880,000","31,752,000","41,739,000",,,,,,,
