name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
TotalRevenue,"6,437,000","1,453,000","1,501,000","1,659,000","1,824,000","1,777,000","1,580,000","1,449,000","2,046,000","1,407,000","1,095,000","983,000","5,865,000","5,041,000","3,669,000","1,628,000","3,676,000","1,118,000","999,000","684,000","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"5,516,000","1,221,000","1,274,000","1,415,000","1,606,000","1,535,000","1,413,000","1,331,000","1,853,000","1,189,000","1,095,000","983,000","5,865,000","5,041,000","3,169,000","1,628,000","2,676,000","1,118,000","999,000","684,000","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"4,666,000","1,155,000","1,149,000","1,099,000","1,263,000","1,202,000","1,286,000","1,189,000","1,389,000","1,269,000","1,027,000","826,000","2,703,000","2,777,000","3,509,000","1,193,000","1,181,000","967,000","754,000","453,000",,,,,,,"0","0",,,"0","0"
GrossProfit,"1,771,000","298,000","352,000","560,000","561,000","575,000","294,000","260,000","657,000","138,000","68,000","157,000","3,162,000","2,264,000","160,000","435,000","2,495,000","151,000","245,000","231,000",,,,,,,"0","0",,,"0","0"
OperatingExpense,"75,172,000","20,405,000","21,045,000","19,955,000","13,767,000","12,665,000","13,854,000","10,725,000","12,038,000","15,644,000","18,173,000","22,469,000","34,449,000","39,599,000","39,198,000","33,885,000","32,973,000","31,099,000","25,687,000","18,987,000","15,295,000","12,930,000","11,627,000","10,812,000","12,989,000","13,139,000","4,802,000","10,640,000","2,596,000","2,629,000","2,602,000","2,662,000"
	SellingGeneralAndAdministration,"24,891,000","6,099,000","6,943,000","5,979,000","5,870,000","4,827,000","4,898,000","3,859,000","5,572,000","6,200,000","6,608,000","6,286,000","15,167,000","18,021,000","19,661,000","17,954,000","18,989,000","17,493,000","12,498,000","8,123,000","7,330,000","5,158,000","4,684,000","3,650,000","3,153,000","3,604,000","2,400,000","1,232,000","803,000","892,000","548,000","565,000"
		GeneralAndAdministrativeExpense,"24,891,000","6,099,000","6,943,000","5,979,000","5,870,000","4,827,000","4,898,000","3,859,000","5,572,000","6,200,000","6,566,000","6,174,000","7,990,000","8,193,000","6,694,000","6,574,000","6,621,000","6,260,000","12,498,000","8,123,000","7,330,000","5,158,000","4,684,000","3,650,000","3,153,000","3,604,000","2,400,000","1,232,000","803,000","892,000","548,000","565,000"
			SalariesAndWages,"15,394,000","3,805,000","4,442,000","3,656,000","3,490,000","2,511,000","3,100,000","2,149,000","3,789,000","3,974,000",,"4,426,000","4,790,000","4,926,000","4,263,000","3,890,000","4,039,000","4,131,000",,,,,,,,,,,,,,
			OtherGandA,"9,497,000","2,294,000","2,501,000","2,323,000","2,380,000","2,316,000","1,798,000","1,710,000","1,783,000","2,226,000","20,708,000","1,748,000","3,200,000","3,267,000","2,431,000","2,684,000","2,582,000","2,129,000","12,498,000","8,123,000","7,330,000","5,158,000","4,684,000","3,650,000","3,153,000","3,604,000","2,400,000","1,232,000","803,000","892,000","548,000","565,000"
		SellingAndMarketingExpense,"671,000",,,,,,,,,,"42,000","112,000","7,177,000","9,828,000","12,967,000","11,380,000","12,368,000","11,233,000",,,,,,,,,,,,,,
