name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,12/31/1993
TotalAssets,"1,256,384,000","1,277,222,000","1,228,012,000","1,223,024,000","1,215,930,000","990,002,000","909,108,000","1,314,060,000","1,359,444,000","1,381,519,000","1,391,053,000","1,397,363,000","1,385,142,000","1,388,254,000","1,365,809,000","1,368,378,000","1,375,655,000","1,379,750,000","1,363,326,000","1,371,221,000","1,368,102,000","1,366,049,000","1,368,744,000","1,399,577,000","1,412,801,000","1,414,356,000","1,650,888,000","2,764,233,000","2,659,198,000","2,899,107,000","2,997,881,000","2,791,168,000","2,791,578,000","2,782,221,000","2,762,293,000","1,726,150,000","1,715,089,000","1,731,513,000","147,823,000","239,797,163","228,738,502","221,770,365","211,340,910","204,815,013","191,622,898","178,459,631","167,213,154","158,023,746","156,609,299","153,136,512","144,816,400","143,550,742","143,434,247","147,123,033","145,139,092","152,312,460","149,529,039","148,757,022","140,207,842","136,613,457","127,549,406","118,004,245","110,458,149","112,548,317","108,305,650","104,679,593","108,049,735","107,564,833","103,117,631","99,199,017","99,340,603","92,777,745","87,388,914","84,100,226","82,097,037","50,397,631","45,602,650","43,600,487","41,505,943","39,350,815","39,080,045","41,951,345","40,727,576","37,687,497","37,023,888","37,581,731","37,074,221","37,717,917","37,326,870","37,113,316","35,400,000","35,100,000","34,600,000","41,200,000","37,900,000","39,600,000","38,800,000","39,000,000","32,100,000","32,100,000","31,700,000","31,500,000","26,600,000","23,300,000","21,800,000","19,900,000","14,300,000","10,100,000","9,500,000","6,800,000","2,000,000","1,600,000"
	CurrentAssets,"787,871,000","800,702,000","797,595,000","785,406,000","784,467,000","560,492,000","591,361,000","606,867,000","645,832,000","659,072,000","682,978,000","683,475,000","658,960,000","684,171,000","647,730,000","623,328,000","619,976,000","614,911,000","582,656,000","576,352,000","564,989,000","553,039,000","514,882,000","533,806,000","554,225,000","547,073,000","588,288,000","858,978,000","762,254,000","796,628,000","795,433,000","868,255,000","871,508,000","852,129,000","832,478,000","335,655,000","317,197,000","323,278,000","126,722,000","117,006,716","101,255,294","93,223,408","75,426,927","70,889,237","96,043,158","84,212,759","83,608,857","79,383,683","112,216,602","106,390,959","92,411,560","90,118,191","85,454,214","86,247,490","83,168,157","90,443,340","85,221,693","89,022,920","88,110,735","87,342,327","82,742,494","75,523,699","69,626,705","74,114,773","71,904,354","65,934,133","79,114,931","86,324,724","85,093,162","81,857,610","80,553,910","76,082,799","72,342,847","71,059,842","71,084,745","39,192,121","34,595,540","32,418,891","30,772,475","27,891,087","27,538,893","30,026,597","29,334,451","28,737,958","27,750,914","28,238,869","27,598,853","28,365,962","28,001,841","27,579,712","26,100,000","25,200,000","25,000,000","31,500,000","31,200,000","32,700,000","31,900,000","32,000,000","24,900,000","25,200,000","25,000,000","25,100,000","20,500,000","17,500,000","16,200,000","14,800,000","9,400,000","5,700,000","5,800,000","6,000,000","1,600,000","1,300,000"
		CashCashEquivalentsAndShortTermInvestments,"475,649,000","502,179,000","519,871,000","522,733,000","530,398,000","299,092,000","308,206,000","313,042,000","325,477,000","321,784,000","347,082,000","366,327,000","370,036,000","395,825,000","352,376,000","351,455,000","352,511,000","335,969,000","311,294,000","315,266,000","308,090,000","292,045,000","251,453,000","266,151,000","293,009,000","269,867,000","273,129,000","512,729,000","433,621,000","450,906,000","466,354,000","584,587,000","614,546,000","621,154,000","620,898,000","153,748,000","145,957,000","159,023,000","68,742,000","51,159,544","42,049,247","34,694,608","18,278,991","15,550,688","44,441,131","36,352,289","40,441,875","35,694,864","71,509,871","68,008,520","51,265,533","43,579,878","37,949,397","32,780,854","28,391,128","28,712,375","30,999,110","43,469,363","43,216,649","41,703,280","42,089,111","33,877,177","28,095,327","30,797,272","32,252,653","30,105,199","45,463,758","52,436,569","58,042,578","55,849,845","52,299,745","46,879,291","47,537,394","45,494,341","49,904,156","20,977,557","17,450,402","14,193,590","11,769,650","9,922,539","9,116,702","10,211,398","7,993,458","8,811,322","8,927,628","6,737,306","7,903,678","8,752,857","9,705,869","8,532,979","8,600,000","8,000,000","10,900,000","11,200,000","12,400,000","10,800,000","11,100,000","9,100,000","2,500,000","2,400,000","3,100,000","4,000,000","5,900,000","3,800,000","6,000,000","4,700,000","7,000,000","3,600,000","3,500,000","4,600,000","200,000","500,000"
			CashAndCashEquivalents,"293,649,000","243,179,000","332,871,000","343,733,000","421,398,000","272,092,000","252,906,000","284,742,000","297,177,000","293,484,000","347,082,000","366,327,000","367,843,000","393,167,000","348,887,000","346,697,000","346,531,000","328,761,000","302,795,000","305,345,000","297,246,000","280,328,000","239,345,000","253,882,000","213,176,000","257,592,000","232,219,000","352,268,000","423,032,000","442,141,000","383,501,000","502,314,000","407,168,000","414,088,000","414,890,000","148,061,000","65,505,000","133,826,000","38,682,000","26,968,072","24,427,680","20,092,200","15,231,778","12,443,248","36,084,783","27,554,411","22,731,928","12,244,607","50,563,841","48,315,926","34,993,140","34,753,226","30,664,771","27,945,799","16,914,916","21,532,951","23,387,304","16,211,771","19,216,040","14,027,500","15,154,857","12,509,861","9,095,327","10,797,272","12,252,653","10,105,199","25,463,758","32,436,569","37,142,578","55,849,845","51,630,812","45,541,761","46,587,394","44,544,341","49,904,156","20,977,557","17,450,402","14,193,590","11,769,650","9,922,539","9,116,702","10,211,398","7,993,458","8,811,322","8,927,628","6,737,306","1,928,218","2,657,387","3,169,614","2,532,359","8,600,000","8,000,000","10,900,000","11,200,000","12,400,000","10,800,000","11,100,000","9,100,000","2,500,000","2,400,000","3,100,000","4,000,000","5,900,000","3,800,000","6,000,000","4,700,000","7,000,000","3,600,000","3,500,000","4,600,000","200,000","500,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,736,000",,"577,936,000","607,538,000","614,458,000","614,890,000","148,061,000","140,875,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"182,000,000","259,000,000","187,000,000","179,000,000","109,000,000","27,000,000","55,300,000","28,300,000","28,300,000","28,300,000",,,"2,193,000","2,658,000","3,489,000","4,758,000","5,980,000","7,208,000","8,499,000","9,921,000","10,844,000","11,717,000","12,108,000","12,269,000","79,833,000","12,275,000","40,910,000","160,461,000","10,589,000","8,765,000","82,853,000","82,273,000","207,378,000","207,066,000","206,008,000","5,687,000","80,452,000","25,197,000","30,060,000","24,191,472","17,621,567","14,602,408","3,047,213","3,107,440","8,356,348","8,797,878","17,709,947","23,450,257","20,946,030","19,692,594","16,272,393","8,826,652","7,284,626","4,835,055","11,476,212","7,179,424","7,611,806","27,257,592","24,000,609","27,675,780","26,934,254","21,367,316","19,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,900,000",,"668,933","1,337,530","950,000","950,000",,,,,,,,,,,,,"5,975,460","6,095,470","6,536,255","6,000,620",,,,,,,,,,,,,,,,,,,,,,
		Receivables,"136,444,000","129,382,000","121,848,000","109,969,000","102,780,000","106,068,000","103,693,000","102,212,000","115,093,000","132,558,000","133,743,000","131,546,000","128,420,000","138,146,000","129,477,000","123,466,000","119,844,000","132,671,000","120,504,000","120,342,000","115,099,000","120,411,000","109,235,000","113,327,000","109,132,000","123,215,000","130,699,000","136,970,000","142,421,000","150,806,000","140,676,000","113,583,000","106,042,000","99,200,000","109,446,000","103,498,000","93,354,000","84,016,000","31,590,000","38,231,161","31,996,311","29,525,328","26,677,501","26,548,770","25,988,070","23,148,362","19,726,401","21,740,568","19,671,215","19,249,813","20,887,758","24,298,173","23,686,635","26,539,733","31,493,285","34,471,168","30,141,349","26,307,053","25,236,549","27,547,863","24,093,539","25,035,665","23,308,453","25,557,581","20,723,274","20,019,177","18,786,293","19,174,535","15,319,890","14,951,350","16,109,973","18,408,135","15,680,356","15,788,095","12,050,847","10,732,728","9,473,963","10,640,451","11,228,513","9,901,838","9,344,972","12,132,738","12,397,981","10,177,357","8,982,926","11,496,515","9,739,140","10,013,352","10,258,975","11,756,257","10,500,000","10,300,000","7,500,000","9,800,000","6,800,000","9,000,000","8,500,000","11,700,000","10,600,000","9,600,000","8,500,000","10,600,000","4,700,000","4,900,000","1,900,000","2,800,000","1,400,000","1,400,000","1,700,000","900,000","1,000,000","400,000"
			AccountsReceivable,"136,444,000","129,382,000","121,848,000","109,969,000","102,780,000","106,068,000","103,693,000","102,212,000","115,093,000","132,558,000","133,743,000","131,546,000","128,420,000","138,146,000","129,477,000","123,466,000","119,844,000","132,671,000","120,504,000","120,342,000","115,099,000","120,411,000","109,235,000","113,327,000","109,132,000","123,215,000","130,699,000","136,970,000","142,421,000","150,806,000","140,676,000","113,583,000","106,042,000","99,200,000","86,588,000","81,443,000","72,375,000","64,678,000","25,902,000","33,484,094","28,149,480","26,230,289","23,766,474","23,503,256","21,879,418","20,051,451","19,726,401","21,740,568","19,671,215","19,249,813","20,887,758","24,298,173","23,686,635","26,539,733","31,493,285","34,471,168","30,141,349","26,307,053","25,236,549","27,547,863","24,093,539","25,035,665","23,308,453","25,557,581","20,723,274","20,019,177","18,786,293","19,174,535","15,319,890","14,951,350","16,109,973","18,408,135","15,680,356","15,788,095","12,050,847","10,732,728","9,473,963","10,640,451","11,228,513","9,901,838","9,344,972","12,132,738","12,397,981","10,177,357","8,982,926",,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"137,144,000","129,882,000","122,548,000","110,769,000","103,680,000","106,968,000",,,,"133,497,000",,,,"139,256,000",,,,"133,831,000",,,,"121,254,000",,,,"123,890,000",,,,"151,831,000",,,,"101,004,000",,,,"65,332,000","36,638,540","34,629,094","29,159,480","27,319,289","24,921,183","24,610,234","22,986,021","21,146,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-700,000","-500,000","-700,000","-800,000","-900,000","-900,000",,,,"-939,000",,,,"-1,110,000",,,,"-1,160,000",,,,"-843,000",,,,"-675,000",,,,"-1,025,000",,,,"-1,804,000",,,,"-654,000","-773,000","-1,145,000","-1,010,000","-1,089,000","-1,154,709","-1,106,978","-1,106,603","-1,094,588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
