name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
TotalAssets,"11,199,075,000","11,285,182,000","11,254,132,000","11,242,120,000","11,192,378,000","11,194,791,000","11,128,704,000","11,131,313,000","11,155,977,000","11,230,450,000","11,247,754,000","11,274,830,000","11,303,762,000","11,323,781,000","11,418,987,000","11,447,129,000","11,417,376,000","11,491,919,000","11,532,801,000","11,534,129,000","11,559,699,000","11,604,491,000","6,881,313,000","6,869,381,000","6,827,921,000","6,847,781,000","6,887,341,000","6,843,413,000","6,799,682,000","6,831,028,000","6,783,014,000","6,783,121,000","6,785,663,000","6,841,925,000","3,028,257,000","2,834,217,000","2,775,008,000","2,751,068,000","2,775,835,000","2,599,088,000","2,527,410,000","2,530,468,000","2,412,027,000","2,313,521,000","2,201,747,000","2,176,048,000","2,189,851,000","1,998,044,000","1,955,991,000","1,986,826,000","1,911,872,000","1,904,134,000","1,939,815,000","1,921,955,000","1,975,035,000","1,841,363,000","1,799,884,000","1,783,822,000","1,789,997,000","1,761,108,000","1,733,113,000","1,746,646,000","1,723,483,000","1,630,919,000","1,617,244,000","1,570,457,000","1,575,168,000","1,520,531,000","1,554,647,000","1,522,307,000","1,457,101,000","1,458,805,000","1,424,818,000","1,406,533,000","1,366,458,000","1,253,570,000","1,245,861,000","1,239,467,000","1,278,493,000","1,250,962,000","1,252,596,000","1,263,488,000","1,273,521,000","1,286,753,000","1,294,547,000","1,303,771,000","1,310,943,000","1,305,707,000","1,298,543,000","1,298,823,000","1,315,800,000","1,323,200,000","1,351,500,000","1,366,427,000","1,321,900,000","1,251,800,000","1,222,500,000","1,194,070,000","737,300,000","703,200,000","656,300,000","611,199,000","600,100,000","574,200,000","581,200,000","565,300,000","565,900,000","571,000,000","455,200,000","439,200,000"
	CurrentAssets,"72,624,000","130,598,000","83,962,000","43,004,000","43,375,000","35,615,000","27,589,000","35,594,000","49,047,000","70,541,000","65,202,000","57,684,000","59,387,000","51,673,000","88,700,000","61,553,000","88,810,000","94,188,000","133,419,000","98,884,000","58,499,000","121,800,000","58,854,000","51,410,000","49,824,000","63,641,000","134,197,000","147,701,000","220,574,000","90,034,000","183,286,000","125,136,000","193,912,000","172,455,000","239,684,000","27,662,000","8,873,000","9,883,000","14,721,000","23,379,000","64,566,000","58,679,000","37,200,000","14,465,000","48,599,000","47,456,000","102,517,000","25,975,000","33,173,000","14,380,000","17,590,000","6,767,000","48,429,000","9,840,000","47,943,000","13,810,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"60,371,000","54,302,000","29,811,000","31,881,000","32,620,000","25,198,000","18,407,000","19,667,000","34,508,000","20,476,000","25,826,000","40,972,000","44,623,000","34,259,000","46,139,000","32,610,000","59,706,000","10,750,000","47,851,000","39,659,000","33,959,000","33,536,000","27,817,000","26,279,000","28,184,000","37,559,000","44,876,000","30,030,000","18,331,000","25,401,000","87,766,000","26,318,000","121,901,000","89,333,000","181,105,000","8,792,000","8,224,000","9,075,000","13,422,000","22,341,000","41,826,000","57,317,000","24,254,000","12,838,000","47,222,000","45,942,000","100,091,000","25,245,000","32,329,000","13,819,000","16,489,000","6,080,000","47,666,000","9,426,000","43,669,000","9,977,000","7,059,000","17,192,000","4,092,000","4,343,000","6,375,000","9,263,000","11,528,000","15,292,000","11,073,000","14,064,000","10,093,000","6,616,000","6,009,000","9,133,000","9,406,000","38,907,000","8,300,000","10,152,000","5,576,000","17,767,000","5,759,000","10,594,000","14,178,000","16,103,000","12,521,000","12,192,000","10,646,000","10,753,000","18,863,000","16,095,000","18,373,000","16,013,000","18,270,000","14,092,000",,,,"7,237,000",,,,"14,805,000",,,,"4,053,000",,,,,,,,
			CashAndCashEquivalents,"60,371,000","54,302,000","29,811,000","31,881,000","32,620,000","25,198,000","18,407,000","19,667,000","34,508,000","20,476,000","25,826,000","40,972,000","44,623,000","34,259,000","46,139,000","32,610,000","59,706,000","10,750,000","47,851,000","39,659,000","33,959,000","33,536,000","27,817,000","26,279,000","28,184,000","37,559,000","44,876,000","30,030,000","18,331,000","25,401,000","87,766,000","26,318,000","121,901,000","89,333,000","181,105,000","8,792,000","8,224,000","9,075,000","13,422,000","22,341,000","41,826,000","57,317,000","24,254,000","12,838,000","47,222,000","45,942,000","100,091,000","25,245,000","32,329,000","13,819,000","16,489,000","6,080,000","47,666,000","9,426,000","43,669,000","9,977,000","7,059,000","17,192,000","4,041,000","4,292,000","6,375,000","5,545,000","7,689,000","11,366,000","11,073,000","14,064,000","10,093,000","6,616,000","6,009,000","9,133,000","9,406,000","38,907,000","8,300,000","10,152,000","5,576,000","17,767,000","5,759,000","10,594,000","14,178,000","16,103,000","12,521,000","12,192,000","10,646,000","10,753,000","18,863,000","16,095,000","18,373,000","16,013,000","18,270,000","14,092,000",,,,"7,237,000",,,,"14,805,000",,,,"4,053,000",,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,000","51,000",,"3,718,000","3,839,000","3,926,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"12,253,000","76,296,000","11,710,000","11,123,000","10,755,000","10,417,000","9,182,000","15,927,000","14,539,000","50,065,000","16,856,000","16,712,000","14,764,000","17,414,000","33,261,000","28,193,000","22,404,000","78,117,000","80,253,000","27,859,000","24,540,000","88,264,000","31,037,000","25,131,000","21,640,000","26,082,000","89,321,000","53,406,000","26,951,000","28,181,000","59,786,000","64,683,000","37,876,000","44,361,000","58,579,000","12,989,000","649,000","808,000","1,299,000","1,038,000","22,740,000","1,362,000","12,946,000","1,627,000","1,377,000","1,514,000","2,426,000","730,000","844,000","561,000","1,101,000","687,000","763,000","414,000","4,274,000","3,833,000","3,521,000","3,724,000","5,095,000","4,149,000","4,085,000","4,145,000","5,186,000","4,586,000","4,402,000","5,534,000","8,282,000","7,266,000","6,558,000","6,041,000","6,491,000","6,565,000","9,362,000","10,728,000","10,364,000","7,145,000","6,746,000","7,463,000","10,053,000","9,241,000","8,489,000",,"14,401,000","13,900,000","12,943,000",,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,"42,441,000",,,,,,,,"22,520,000",,,"0","9,300,000","750,000","6,700,000","5,321,000","5,315,000","31,366,000",,,,,,,,"64,265,000","175,292,000","36,452,000","35,734,000","34,135,000","34,135,000","38,761,000",,"5,881,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"11,126,451,000","11,154,584,000","11,170,170,000","11,199,116,000","11,149,003,000","11,159,176,000","11,101,115,000","11,095,719,000","11,106,930,000","11,159,909,000","11,182,552,000","11,217,146,000","11,244,375,000","11,272,108,000","11,330,287,000","11,385,576,000","11,328,566,000","11,397,731,000","11,399,382,000","11,435,245,000","11,501,200,000","11,482,691,000","6,822,459,000","6,817,971,000","6,778,097,000","6,784,140,000","6,753,144,000","6,695,712,000","6,579,108,000","6,740,994,000","6,599,728,000","6,657,985,000","6,591,751,000","6,669,470,000","2,788,573,000","2,806,555,000","2,766,135,000","2,741,185,000","2,761,114,000","2,575,709,000","2,462,844,000","2,471,789,000","2,374,827,000","2,299,056,000","2,153,148,000","2,128,592,000","2,087,334,000","1,972,069,000","1,922,818,000","1,972,446,000","1,894,282,000","1,897,367,000","1,891,386,000","1,912,115,000","1,927,092,000","1,827,553,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,692,952,000","2,513,504,000","2,400,698,000","2,406,802,000","2,312,591,000","2,235,822,000","2,090,933,000","2,068,135,000","2,012,016,000","1,923,959,000","1,869,124,000","1,925,296,000","1,834,924,000","1,844,583,000","1,837,382,000","1,844,507,000","1,846,950,000","1,780,450,000","1,750,544,000","1,720,553,000","1,729,896,000","1,685,369,000","1,652,042,000","1,669,539,000","1,643,677,000","1,564,008,000","1,551,629,000","1,510,289,000","1,519,639,000","1,474,847,000","1,495,662,000","1,459,952,000","1,388,845,000","1,384,976,000","1,377,545,000","1,351,849,000","1,299,106,000","1,199,725,000","1,203,100,000","1,192,223,000","1,225,333,000","1,198,938,000","1,196,081,000","1,216,933,000","1,222,152,000","1,239,566,000","1,228,368,000","1,244,475,000","1,249,346,000","1,251,563,000","1,230,638,000","1,248,051,000","1,258,400,000","1,270,600,000","1,276,100,000","1,315,368,000","1,265,600,000","1,194,100,000","1,161,400,000","1,134,704,000","714,900,000","683,300,000","638,300,000","592,335,000","579,900,000","548,600,000","563,000,000","549,300,000","546,400,000","544,600,000","438,100,000","421,100,000"
			GrossPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,688,431,000","3,504,440,000","3,380,734,000","3,368,526,000","3,250,580,000","3,173,156,000","3,008,059,000","2,957,976,000","2,874,678,000","2,760,892,000","2,681,738,000","2,713,556,000","2,598,873,000","2,584,966,000","2,554,497,000","2,538,561,000","2,514,817,000","2,440,503,000","2,388,583,000","2,336,917,000","2,324,766,000","2,258,842,000","2,211,440,000","2,213,341,000","2,166,398,000","2,067,801,000","2,043,439,000","1,983,710,000","1,973,985,000","1,910,352,000","1,913,134,000","1,859,714,000","1,771,344,000","1,757,607,000","1,733,854,000","1,691,553,000","1,622,789,000","1,510,310,000","1,500,153,000","1,475,816,000","1,494,029,000","1,455,261,000","1,439,308,000","1,446,846,000","1,439,695,000","1,448,931,000","1,424,957,000","1,428,127,000","1,422,114,000","1,413,457,000","1,386,849,000","1,394,662,000","1,258,400,000","1,270,600,000","1,276,100,000","1,433,141,000","1,265,600,000","1,194,100,000","1,161,400,000","1,210,833,000","714,900,000","683,300,000","638,300,000","641,893,000","579,900,000","548,600,000","563,000,000","549,300,000","546,400,000","544,600,000","438,100,000","421,100,000"
