name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"276,700,000","64,900,000","76,900,000","99,300,000","35,600,000","70,500,000","105,500,000","153,600,000","-32,100,000","41,300,000","70,600,000","8,600,000","500,000","47,600,000","48,300,000","74,200,000","34,300,000","63,400,000","59,989,000","6,144,000","15,517,000","73,033,000","39,016,000","42,202,000","16,675,000","20,177,000","53,461,000","33,784,000","29,507,000","-1,352,000","57,227,000","33,830,000","8,303,000","22,028,000","39,489,000","54,783,000","16,204,000","39,749,000","50,885,000","47,709,000","8,938,000","28,290,000","43,694,000","9,752,000","23,312,000","66,343,000","27,222,000","34,314,000","5,124,000","42,495,000","-10,456,000","38,721,000","43,815,000","9,712,000","18,572,000","30,869,000","6,396,000","27,642,000","33,900,000","39,501,000","-76,000","15,971,000","14,736,000","26,906,000","3,884,000","15,274,000","25,940,000","27,479,000","8,689,000","27,426,000","13,227,000","17,174,000","17,734,000","16,928,000","10,832,000","9,595,000","11,366,000","24,280,000"
	CashFlowFromContinuingOperatingActivities,"276,700,000","64,900,000","76,900,000","99,300,000","35,600,000","70,500,000","105,500,000","153,600,000","-32,100,000","41,300,000","70,600,000","8,600,000","500,000","47,600,000","48,300,000","74,200,000","34,300,000","63,400,000","59,989,000","6,144,000","15,517,000","73,033,000","39,016,000","42,202,000","16,675,000","20,177,000","53,461,000","33,784,000","29,507,000","-1,352,000","57,227,000","33,830,000","8,303,000","22,028,000","39,489,000","54,783,000","16,204,000","39,749,000","50,885,000","47,709,000","8,938,000","28,290,000","43,694,000","9,752,000","23,312,000","66,343,000","27,222,000","34,314,000","5,124,000","42,495,000","-10,456,000","38,721,000","43,815,000","9,712,000","18,572,000","30,869,000","6,396,000","27,642,000","33,900,000","39,501,000","-76,000","15,971,000","14,736,000","26,906,000","3,884,000","15,274,000","25,940,000","27,479,000","8,689,000","27,426,000","13,227,000","17,174,000","17,734,000","16,928,000","10,832,000","9,595,000","11,366,000","24,280,000"
		NetIncomeFromContinuingOperations,"107,300,000","-33,400,000","51,100,000","47,100,000","42,500,000","51,400,000","46,900,000","48,300,000","36,700,000","29,300,000","52,400,000","49,100,000","37,900,000","41,600,000","40,400,000","41,400,000","41,700,000","36,700,000","34,268,000","27,259,000","21,868,000","23,126,000","24,765,000","25,193,000","25,554,000","20,124,000","23,431,000","20,162,000","22,222,000","20,980,000","22,776,000","19,155,000","21,077,000","21,393,000","20,775,000","23,812,000","21,505,000","20,044,000","16,845,000","16,155,000","13,010,000","12,214,000","13,265,000","11,921,000","9,854,000","9,506,000","10,838,000","8,729,000","6,659,000","11,130,000","11,521,000","12,318,000","13,336,000","16,688,000","18,050,000","15,896,000","18,626,000","18,076,000","15,271,000","19,249,000","17,625,000","16,496,000","26,592,000","16,746,000","16,137,000","16,134,000","14,602,000","15,274,000","12,880,000","11,959,000","12,045,000","11,086,000","12,572,000","9,718,000","9,850,000","11,830,000","10,235,000","8,837,000"
		OperatingGainsLosses,"-4,000,000","-1,500,000","-800,000","-1,800,000","100,000","-400,000","0","100,000","0","-1,100,000","-1,500,000","-1,300,000","-100,000","-400,000","-300,000","0",,,"197,000","-484,000","-3,436,000","74,000","-26,695,000","79,000","-62,000","163,000","-5,322,000","-5,627,000","-7,136,000","-4,531,000","-5,697,000","-5,327,000","-4,361,000","-3,407,000","-4,074,000","-5,630,000","-7,070,000","-7,926,000","-5,694,000","1,156,000","-19,298,000","-6,133,000","-2,735,000","-3,759,000","-2,740,000","-2,259,000","-4,158,000","-4,200,000","-2,743,000","-2,567,000","-19,210,000","-563,000","-564,000","26,000","-25,341,000","-290,000","-642,000","-849,000","1,307,000","-363,000","-386,000","-1,703,000","-17,387,000","25,000","-842,000","-692,000","8,519,000","-1,568,000","-2,095,000","-1,621,000","-1,483,000","-1,462,000","-499,000","-1,196,000","-561,000","-711,000","-2,689,000","-3,576,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"151,000","0","-1,147,000",,,,,,,,,,,,,"883,000",,,
			GainLossOnSaleOfPPE,"-1,600,000","-200,000","100,000","-1,500,000","0","-400,000","200,000","200,000","0","-100,000",,,,,,,,,"137,000","-76,000","0","76,000","129,000","304,000","46,000","142,000","91,000","34,000","-652,000","-204,000","-1,188,000","11,000","-66,000","-13,000","7,000","-208,000","4,000","-20,000","47,000","11,000","-543,000","42,000","0","25,000","0","3,000","264,000","102,000","258,000","48,000",,"-14,000","-39,000","97,000","168,000",,,,"83,000","109,000","94,000","0","64,000","-30,000","-32,000","17,000","338,000","-20,000","-24,000","32,000","14,000","0","40,000","-22,000","-8,000","43,000","-20,000","6,000"
			GainLossOnInvestmentSecurities,"-1,000,000","100,000","-900,000","-300,000",,,"-200,000",,,,"0",,,,"100,000",,,,"60,000","-771,000","-5,000","-2,000","-18,000","-225,000","-108,000","21,000","-62,000","-23,000","-46,000","-6,000","19,000","8,000","-17,000","-71,000","25,000","-30,000","12,000","-8,000","-53,000","-66,000","-198,000","-31,000","-1,488,000","-38,000","-16,000","-2,000","-62,000","-66,000","-15,000","-27,000","-11,000","-74,000","-5,000","-47,000","-15,000","-12,000","-13,000","-61,000","-53,000","-6,000",,,"-19,056,000","-27,000","4,000","0","736,000","1,811,000","438,000","692,000","35,000","52,000","740,000","-30,000",,"1,594,000","-33,000","-1,475,000"
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000","-27,000","191,000","-112,000","252,000","-29,000","-203,000","-217,000","-96,000",,,"93,000","574,000","-293,000","-198,000","-74,000","-182,000","-91,000","-145,000","17,000","-162,000","-134,000","-189,000","-63,000","-121,000","-115,000","-28,000"
		DepreciationAmortizationDepletion,"46,300,000","13,300,000","11,000,000","11,100,000","10,900,000","11,400,000","12,100,000","11,800,000","11,500,000","9,700,000","9,700,000","9,700,000","11,800,000","7,500,000","7,700,000","6,800,000","6,500,000","6,600,000","512,000","8,255,000","5,054,000","4,611,000","4,998,000","4,991,000","4,812,000","4,679,000","4,611,000","4,612,000","4,546,000","4,544,000","4,687,000","4,382,000","3,890,000","3,896,000","3,952,000","3,995,000","4,095,000","4,203,000","4,342,000","4,202,000","4,266,000","4,302,000","4,371,000","4,320,000","4,241,000","4,436,000","4,964,000","5,186,000","4,925,000","5,061,000","6,596,000","4,782,000","5,683,000","6,518,000","6,965,000","5,057,000","6,164,000","6,052,000","4,964,000","4,680,000","4,698,000","2,025,000","1,854,000","2,370,000","2,523,000","3,551,000","4,145,000","4,816,000","5,132,000","4,951,000","7,801,000","3,427,000","3,384,000","3,223,000","3,110,000","3,102,000","2,947,000","2,846,000"
			DepreciationAndAmortization,"46,300,000","13,300,000","11,000,000","11,100,000","10,900,000","11,400,000","12,100,000","11,800,000","11,500,000","9,700,000","9,700,000","9,700,000","11,800,000","7,500,000","7,700,000","6,800,000","6,500,000","6,600,000","512,000","8,255,000","5,054,000","4,611,000","4,998,000","4,991,000","4,812,000","4,679,000","4,611,000","4,612,000","4,546,000","4,544,000","4,687,000","4,382,000","3,890,000","3,896,000","3,952,000","3,995,000","4,095,000","4,203,000","4,342,000","4,202,000","4,266,000","4,302,000","4,371,000","4,320,000","4,241,000","4,436,000","4,964,000","5,186,000","4,925,000","5,061,000","6,596,000","4,782,000","5,683,000","6,518,000","6,965,000","5,057,000","6,164,000","6,052,000","4,964,000","4,680,000","4,698,000","2,025,000","1,854,000","2,370,000","2,523,000","3,551,000","4,145,000","4,816,000","5,132,000","4,951,000","7,801,000","3,427,000","3,384,000","3,223,000","3,110,000","3,102,000","2,947,000","2,846,000"
