name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,07/31/2006
OperatingCashFlow,"-9,618,000","13,558,000","-19,832,000","11,960,000","-15,304,000","7,570,000","20,369,000","31,752,000","26,841,000","10,031,000","7,147,000","4,806,000","3,113,000","19,613,000","4,178,000","-2,958,000","-1,573,000","41,093,000","3,997,000","2,837,000","21,282,000","3,925,000","-8,145,000","-5,036,000","-1,243,000","6,250,000","17,210,000","-11,605,000","-11,304,000","25,870,000","3,582,000","-4,407,000","14,368,000","25,391,000","13,145,000","3,503,000","-13,176,000","18,942,000","277,000","22,558,000","-17,770,000","13,900,000","-4,917,000","8,315,000","1,456,000","30,465,000","7,036,000","1,239,000","-5,254,000","47,574,000","-3,200,000","-12,881,000","4,491,000","18,790,000","9,615,000","14,364,000","-2,999,000","8,697,000","5,159,000","7,961,000","-6,293,000","2,409,000","-1,423,000"
	CashFlowFromContinuingOperatingActivities,"-9,618,000","13,558,000","-19,832,000","11,960,000","-15,304,000","7,570,000","20,369,000","31,752,000","26,841,000","10,031,000","7,147,000","4,806,000","3,113,000","20,049,000","4,240,000","-2,379,000","5,036,000","42,320,000","3,997,000","2,837,000","21,282,000","3,925,000","-8,145,000","-5,036,000","-1,243,000","6,250,000","17,210,000","-11,605,000","-11,304,000","25,870,000","3,582,000","-4,407,000","14,368,000","25,391,000","13,145,000","3,503,000","-13,176,000","18,942,000","277,000","22,558,000","-17,770,000","13,900,000","-4,917,000","8,315,000","1,456,000","30,465,000","7,036,000","1,239,000","-5,254,000","47,574,000","-3,200,000","-12,881,000","4,491,000","18,790,000","9,615,000","14,364,000","-2,999,000","8,697,000","5,159,000","7,961,000","-6,293,000","2,409,000","-1,423,000"
		NetIncomeFromContinuingOperations,"-4,185,000","7,212,000","-35,000","2,556,000","-13,918,000","10,972,000","258,000","2,072,000","10,043,000","17,759,000","-1,028,000","7,505,000","17,099,000","6,118,000","8,412,000","7,040,000","20,323,000","20,851,000","-837,000","6,812,000","-4,466,000","30,454,000","-2,183,000","-4,172,000","-11,642,000","5,364,000","6,164,000","4,419,000","-6,981,000","7,080,000","2,325,000","-2,901,000","-3,609,000","8,057,000","11,216,000","1,655,000","-7,210,000","-795,000","3,869,000",,,,,,,,"11,454,000","262,000","-3,443,000","15,572,000","6,515,000","2,216,000","-3,587,000","5,836,000","4,541,000","9,059,000","4,809,000","6,413,000","5,965,000","5,164,000","3,844,000","5,570,000","1,365,000"
		OperatingGainsLosses,"2,621,000","-1,677,000","1,752,000","1,007,000","1,539,000","-289,000","80,000","9,523,000","1,280,000","1,898,000","1,203,000","863,000","1,273,000","1,946,000","771,000","741,000","600,000","819,000","490,000","13,000","-106,000","12,000","55,000","82,000","291,000","-100,000","94,000","136,000","268,000","4,511,000","245,000","224,000","-290,000",,,,,"71,000",,,,"2,000",,,,"3,000","2,000","4,000","-60,000","0","0",,,"22,000","0",,,,,,,"2,208,000",
			GainLossOnSaleOfPPE,"8,277,000","3,214,000","2,027,000","2,657,000","379,000","121,000","0","0","2,000","0","4,000","0","-75,000","25,000","51,000",,,"5,000","0",,,"0","44,000","0","-7,000","10,000",,,,,,,,,,,,"18,000",,,,"2,000","-13,000","0","0","3,000","2,000","4,000","-60,000","0","0",,,"22,000",,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"233,000","199,000","4,000","11,000","19,000","0","-1,000","1,000","1,000","1,000","-1,000","0","1,000","48,000","3,000","-11,000","-2,000","-51,000","72,000","-2,000","-106,000","12,000","3,000","43,000","226,000","0","0","5,000","58,000","219,000","80,000","98,000","183,000","21,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,"0","0","0","-11,000",,,,,,,,,,,,,,,,,"0","0","74,000","145,000","391,000","165,000","126,000","-473,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-5,889,000","-5,090,000","-279,000","-1,661,000","1,141,000","-410,000","81,000","9,522,000","1,288,000","2,077,000","1,200,000","863,000","1,347,000","1,873,000","717,000","752,000","602,000","865,000",,,,"0","8,000","39,000","72,000","-110,000","126,000","57,000","65,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"60,825,000","13,388,000","17,418,000","16,365,000","13,654,000","10,612,000","2,957,000","2,914,000","2,779,000","2,781,000","2,621,000","2,407,000","2,079,000","2,139,000","1,946,000","1,838,000","1,746,000","377,000","1,913,000","1,830,000","1,862,000","1,866,000","1,787,000","1,748,000","1,653,000","1,527,000","1,782,000","1,363,000","1,402,000","1,998,000","2,065,000","2,111,000","2,192,000","2,356,000","2,295,000","2,319,000","2,185,000","2,597,000","2,403,000","3,005,000","2,932,000","2,555,000","2,277,000","2,171,000","1,970,000","2,494,000","2,612,000","2,810,000","2,683,000","2,517,000","2,309,000","2,206,000","1,950,000","1,733,000","1,439,000","1,113,000","1,070,000","1,237,000","1,017,000","790,000","805,000","779,000","667,000"
			DepreciationAndAmortization,"60,825,000","13,388,000","17,418,000","16,365,000","13,654,000","10,612,000","2,957,000","2,914,000","2,779,000","2,781,000","2,621,000","2,407,000","2,079,000","2,139,000","1,946,000","1,838,000","1,746,000","377,000","1,913,000","1,830,000","1,862,000","1,866,000","1,787,000","1,748,000","1,653,000","1,527,000","1,782,000","1,363,000","1,402,000","1,998,000","2,065,000","2,111,000","2,192,000","2,356,000","2,295,000","2,319,000","2,185,000","2,597,000","2,403,000","3,005,000","2,932,000","2,555,000","2,277,000","2,171,000","1,970,000","2,494,000","2,612,000","2,810,000","2,683,000","2,517,000","2,309,000","2,206,000","1,950,000","1,733,000","1,439,000","1,113,000","1,070,000","1,237,000","1,017,000","790,000","805,000","779,000","667,000"
