name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
TotalAssets,"2,259,837,000","2,230,774,000","1,965,094,000","1,955,137,000","1,903,320,000","1,949,168,000","1,653,182,000","1,610,720,000","1,771,640,000","1,512,620,000","1,473,852,000","1,416,977,000","1,212,381,000","1,156,639,000","1,126,974,000","1,064,480,000","1,056,946,000","835,816,000","822,592,000","815,745,000","981,376,000","755,277,000","722,161,000","736,496,000","414,756,000","408,092,000","401,388,000","389,988,000","389,240,000","385,367,000","376,990,000","373,712,000","373,596,000","369,742,000","370,885,000","374,431,000","376,394,000","382,139,000","386,980,000","385,606,000","379,346,000","377,656,000","354,814,000","355,562,000","344,634,000","231,634,000","229,499,000","224,338,000","225,365,000","226,726,000","225,886,000","219,372,000","229,889,000","341,819,000","322,755,000","338,550,000","362,238,000","358,576,000","355,969,000","360,265,000","371,913,000","376,850,000","378,305,000","386,446,000","381,506,000","386,211,000","392,896,000","377,126,000","366,922,000","361,518,000","363,497,000","369,738,000","210,472,000","200,790,000","190,435,000","190,555,000","187,705,000","181,682,000","170,658,000","167,111,000","177,437,000","192,538,000","180,045,000","183,584,000","172,694,000","161,544,000","152,457,000","144,217,000","135,107,000","125,500,000","106,200,000","97,500,000","89,500,000","83,400,000","78,200,000","73,600,000","70,400,000","48,400,000"
	CurrentAssets,"755,045,000","708,792,000","661,685,000","643,100,000","626,941,000","645,733,000","676,705,000","634,769,000","795,393,000","545,109,000","503,041,000","582,172,000","425,170,000","399,305,000","364,179,000","331,743,000","313,158,000","268,902,000","251,997,000","246,196,000","448,353,000","224,847,000","231,958,000","245,392,000","206,635,000","198,978,000","200,867,000","188,164,000","187,759,000","179,035,000","166,052,000","160,305,000","151,041,000","144,467,000","145,343,000","146,301,000","142,305,000","143,780,000","143,286,000","207,703,000","201,203,000","198,979,000","241,203,000","240,184,000","229,921,000","149,910,000","149,804,000","145,854,000","152,000,000","152,689,000","152,337,000","146,105,000","98,288,000","207,932,000","174,749,000","185,843,000","187,006,000","223,848,000","206,411,000","193,751,000","177,014,000","172,401,000","182,282,000","201,149,000","196,896,000","184,288,000","182,289,000","241,970,000","246,783,000","233,284,000","236,739,000","265,437,000","139,335,000","119,639,000","114,306,000","110,051,000","114,208,000","134,676,000","121,774,000","114,538,000","132,227,000","147,849,000","127,543,000","123,757,000","113,987,000","106,330,000","94,439,000","90,003,000","88,369,000","84,100,000","69,700,000","61,800,000","46,200,000","42,100,000","45,100,000","45,400,000","51,400,000","41,400,000"
		CashCashEquivalentsAndShortTermInvestments,"91,694,000","105,169,000","95,804,000","113,839,000","121,943,000","109,113,000","239,122,000","226,838,000","407,146,000","182,037,000","161,299,000","257,932,000","112,515,000","93,903,000","72,869,000","66,521,000","44,217,000","32,035,000","26,074,000","41,637,000","270,238,000","46,185,000","77,314,000","81,691,000","84,245,000","81,554,000","79,073,000","77,586,000","66,520,000","56,987,000","48,876,000","47,287,000","45,710,000","44,535,000","40,106,000","39,126,000","35,145,000","33,900,000","30,568,000","115,964,000","114,845,000","104,955,000","165,862,000","162,875,000","156,421,000","88,437,000","82,239,000","74,266,000","92,881,000","96,641,000","94,017,000","91,927,000","40,584,000","155,840,000","120,953,000","119,250,000","113,994,000","150,200,000","141,153,000","123,775,000","91,027,000","90,652,000","115,697,000","136,040,000","136,388,000","116,155,000","115,550,000","174,845,000","188,019,000","176,657,000","186,277,000","203,893,000","94,999,000","83,496,000","79,918,000","68,050,000","72,723,000","96,165,000","73,397,000","55,510,000","82,002,000","91,793,000","79,404,000","67,442,000","59,160,000","53,060,000","44,189,000","42,634,000","49,315,000","44,800,000","28,600,000","16,500,000","8,000,000","6,900,000","7,200,000","6,100,000","17,200,000","15,200,000"
			CashAndCashEquivalents,"91,694,000","105,169,000","95,804,000","113,839,000","121,943,000","109,113,000","239,122,000","226,838,000","407,146,000","182,037,000","161,299,000","257,932,000","112,515,000","93,903,000","72,869,000","66,521,000","44,217,000","32,035,000","26,074,000","41,637,000","270,238,000","46,185,000","77,314,000","81,691,000","84,245,000","81,554,000","79,073,000","77,586,000","66,520,000","56,987,000","48,876,000","47,287,000","45,710,000","44,535,000","40,106,000","39,126,000","35,145,000","33,900,000","30,568,000","115,964,000","114,845,000","104,955,000","165,862,000","162,875,000","156,421,000","88,437,000","82,239,000","56,241,000","58,824,000","52,197,000","49,250,000","46,950,000","40,584,000","37,958,000","60,926,000","59,045,000","113,994,000","72,384,000","51,245,000","51,293,000","27,752,000","16,736,000","19,340,000","22,983,000","30,497,000","29,540,000","26,609,000","43,143,000","29,265,000","118,497,000","125,076,000","148,995,000","36,826,000","40,650,000","37,850,000","27,158,000","30,511,000","51,050,000","34,303,000","17,513,000","16,273,000","10,757,000","11,567,000","13,307,000","11,360,000","15,646,000","10,755,000","5,850,000","3,040,000","4,500,000","8,800,000","3,700,000","8,000,000","6,900,000","7,200,000","6,100,000","17,200,000","15,200,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","18,025,000","34,057,000","44,444,000","44,767,000","44,977,000","0","117,882,000","60,027,000","60,205,000",,"77,816,000","89,908,000","72,482,000","63,275,000","73,916,000","96,357,000","113,057,000","105,891,000","86,615,000","88,941,000","131,702,000","158,754,000","58,160,000","61,201,000","54,898,000","58,173,000","42,846,000","42,068,000","40,892,000","42,212,000","45,115,000","39,094,000","37,997,000","65,729,000","81,036,000","67,837,000","54,135,000","47,800,000","37,414,000","33,434,000","36,784,000","46,275,000","40,300,000","19,800,000","12,800,000",,,,,,
		Receivables,"367,075,000","320,128,000","301,198,000","291,728,000","263,981,000","240,198,000","207,823,000","210,727,000","213,989,000","193,374,000","177,472,000","176,219,000","170,747,000","168,311,000","153,897,000","143,814,000","141,577,000","122,970,000","121,450,000","113,673,000","96,616,000","96,879,000","85,732,000","95,894,000","68,690,000","60,113,000","66,416,000","53,786,000","68,027,000","67,206,000","64,383,000","59,661,000","52,145,000","41,005,000","49,056,000","48,241,000","47,467,000","47,842,000","51,462,000","49,450,000","49,862,000","55,302,000","39,330,000","45,845,000","44,755,000","32,802,000","39,539,000","43,664,000","30,387,000","31,239,000","35,304,000","28,595,000","33,811,000","25,841,000","26,988,000","33,109,000","37,958,000","43,321,000","34,248,000","36,203,000","43,827,000","41,449,000","31,174,000","34,518,000","27,715,000","38,375,000","38,784,000","40,033,000","34,404,000","33,738,000","30,759,000","41,609,000","28,085,000","18,875,000","19,427,000","22,975,000","21,102,000","16,370,000","23,510,000","31,797,000","20,325,000","27,117,000","25,841,000","34,928,000","30,732,000","29,917,000","26,776,000","28,130,000","17,641,000","24,500,000","24,300,000","28,900,000","18,500,000","16,400,000","20,000,000","17,100,000","17,400,000","13,600,000"
			AccountsReceivable,"124,771,000","126,325,000","106,831,000","128,807,000","125,603,000","120,852,000","99,069,000","120,438,000","127,129,000","132,072,000","108,904,000","118,832,000","114,806,000","123,117,000","113,920,000","104,040,000","101,400,000","87,315,000","89,037,000","76,341,000","68,227,000","68,827,000","62,158,000","73,427,000","39,314,000","35,468,000","41,993,000","31,765,000","47,552,000","47,432,000","35,155,000","37,625,000","33,535,000","31,117,000","35,143,000","30,498,000","29,470,000","35,275,000","40,503,000","38,532,000","38,190,000","46,807,000","38,128,000","44,786,000","43,604,000","28,919,000","31,519,000","36,726,000","30,387,000","31,239,000","35,304,000","28,595,000","33,811,000","25,841,000","26,988,000","33,109,000","37,958,000","43,321,000","34,248,000","36,203,000","43,827,000","41,449,000","31,174,000","34,518,000","27,715,000","38,375,000","38,784,000","40,033,000","34,404,000","33,738,000","30,759,000","41,609,000","28,085,000","18,875,000","19,427,000","22,975,000","21,102,000","16,370,000","23,510,000","31,797,000","20,325,000","27,117,000","25,841,000","34,928,000","30,732,000","29,917,000","26,776,000",,,,,,,,,,,
				GrossAccountsReceivable,"126,584,000","128,158,000","108,559,000","130,527,000","127,231,000","122,347,000","100,491,000","121,889,000","128,430,000","133,142,000","110,367,000","120,060,000","115,628,000","123,860,000","114,122,000","104,399,000","101,452,000","87,367,000","89,092,000","76,424,000","68,294,000","68,879,000","62,298,000","73,519,000","39,416,000","35,520,000","42,208,000","31,821,000","47,609,000","47,509,000","35,233,000","37,659,000","33,572,000","31,120,000","35,160,000","30,531,000","29,499,000","35,307,000","40,508,000","38,537,000","38,235,000","46,852,000","38,155,000","44,803,000",,,,"36,889,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,813,000","-1,833,000","-1,728,000","-1,720,000","-1,628,000","-1,495,000","-1,422,000","-1,451,000","-1,301,000","-1,070,000","-1,463,000","-1,228,000","-822,000","-743,000","-202,000","-359,000","-52,000","-52,000","-55,000","-83,000","-67,000","-52,000","-140,000","-92,000","-102,000","-52,000","-215,000","-56,000","-57,000","-77,000","-78,000","-34,000","-37,000","-3,000","-17,000","-33,000","-29,000","-32,000","-5,000","-5,000","-45,000","-45,000","-27,000","-17,000",,,,"-163,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"242,304,000","193,803,000","194,367,000","162,921,000","138,378,000","119,346,000","108,754,000","90,289,000","86,860,000","61,302,000","68,568,000","57,387,000","55,941,000","45,194,000","39,977,000","39,774,000","40,177,000","35,655,000","32,413,000","37,332,000","28,389,000","28,052,000","23,574,000","22,467,000","29,376,000","24,645,000","24,423,000","22,021,000","20,475,000","19,774,000","29,228,000","22,036,000","18,610,000","9,888,000","13,913,000","17,743,000","17,997,000","12,567,000","10,959,000","10,918,000","11,672,000","8,495,000","1,202,000","1,059,000","1,151,000","3,883,000","8,020,000","6,938,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
