name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,12/31/2011
		GainsLossesNotAffectingRetainedEarnings,"527,000,000","2,100,000,000","2,316,000,000","2,431,000,000","1,910,000,000","4,898,000,000","4,483,000,000","4,039,000,000","1,841,000,000","3,331,000,000","3,497,000,000","2,867,000,000","1,966,000,000","607,000,000","777,000,000","943,000,000","1,511,000,000","2,731,000,000","2,832,000,000","2,706,900,000","2,212,300,000","2,021,700,000","3,517,100,000","3,439,700,000","2,476,200,000","1,424,900,000","2,045,700,000","2,109,200,000","3,531,200,000","3,103,700,000","2,820,200,000","3,152,700,000","2,577,500,000","1,849,100,000","1,950,000,000","2,087,800,000","3,452,800,000","3,710,700,000","3,701,500,000","3,021,500,000","2,595,000,000"
	MinorityInterest,"1,506,000,000","1,568,000,000","1,606,000,000","1,413,000,000","1,068,000,000","1,068,000,000","988,000,000","741,000,000","838,000,000","822,000,000","660,000,000","675,000,000","741,000,000","728,000,000","677,000,000","782,000,000","1,031,000,000","1,030,000,000","958,300,000","939,800,000","987,300,000","973,200,000","949,400,000","1,026,700,000","1,241,100,000","2,840,000,000","2,962,500,000","2,693,100,000","2,564,700,000","2,415,300,000","2,559,100,000","2,445,200,000","2,366,500,000","2,241,800,000","2,094,500,000","2,175,500,000","2,207,800,000","2,186,300,000","2,041,000,000","2,241,100,000","1,572,200,000"
TotalCapitalization,"9,593,000,000","11,728,000,000","12,108,000,000","12,236,000,000","11,697,000,000","13,937,000,000","13,238,000,000","12,859,000,000","10,837,000,000","12,924,000,000","14,095,000,000","13,537,000,000","12,730,000,000","11,889,000,000","12,484,000,000","12,409,000,000","13,515,000,000","14,179,000,000","18,351,500,000","17,708,600,000","17,424,600,000","18,510,600,000","21,074,500,000","21,473,700,000","20,538,000,000","23,877,900,000","24,997,300,000","25,328,400,000","26,026,900,000","26,461,700,000","24,445,000,000","24,288,900,000","23,042,000,000","21,948,500,000","20,911,600,000","20,618,600,000","21,280,000,000","20,875,400,000","20,456,000,000","18,915,200,000","15,754,100,000"
CommonStockEquity,"6,198,000,000","8,253,000,000","8,389,000,000","8,362,000,000","7,931,000,000","10,110,000,000","9,657,000,000","9,548,000,000","7,427,000,000","9,408,000,000","10,551,000,000","10,064,000,000","9,065,000,000","8,213,000,000","8,523,000,000","8,460,000,000","9,378,000,000","10,009,000,000","13,653,000,000","13,352,200,000","12,890,400,000","12,993,900,000","15,206,000,000","15,338,900,000","14,461,300,000","13,435,800,000","14,286,100,000","14,855,800,000","16,102,000,000","16,107,900,000","14,585,100,000","14,818,100,000","14,001,500,000","13,272,200,000","12,770,000,000","12,471,600,000","13,391,100,000","13,874,900,000","13,910,500,000","12,841,800,000","12,353,900,000"
NetTangibleAssets,"6,198,000,000","8,253,000,000","8,389,000,000","8,362,000,000","7,931,000,000","10,110,000,000","9,657,000,000","9,548,000,000","7,427,000,000","9,408,000,000","10,551,000,000","10,064,000,000","9,065,000,000","8,213,000,000","8,523,000,000","8,460,000,000","9,378,000,000","10,009,000,000","13,457,000,000","13,154,400,000","12,682,400,000","12,774,400,000","14,978,700,000","15,099,400,000","14,215,600,000","13,185,000,000","14,027,500,000","14,589,800,000","15,825,700,000","15,823,500,000","14,289,000,000","14,514,900,000","13,689,000,000","12,948,500,000","12,446,600,000","12,138,600,000","13,049,300,000","13,526,400,000","13,551,600,000","12,481,400,000","11,971,400,000"
InvestedCapital,"9,594,000,000","11,729,000,000","12,109,000,000","12,237,000,000","11,698,000,000","13,938,000,000","13,239,000,000","12,860,000,000","10,838,000,000","12,925,000,000","14,096,000,000","13,634,000,000","12,731,000,000","11,890,000,000","12,485,000,000","12,410,000,000","13,515,000,000","14,516,000,000","18,688,100,000","18,444,500,000","18,160,100,000","18,510,600,000","21,074,500,000","21,473,700,000","20,538,000,000","23,877,900,000","24,997,300,000","25,328,400,000","26,026,900,000","26,461,700,000","24,445,000,000","24,288,900,000","23,042,000,000","21,948,500,000","20,911,600,000","20,757,200,000","21,601,200,000","21,940,000,000","21,230,900,000","19,804,800,000","16,808,700,000"
TangibleBookValue,"6,198,000,000","8,253,000,000","8,389,000,000","8,362,000,000","7,931,000,000","10,110,000,000","9,657,000,000","9,548,000,000","7,427,000,000","9,408,000,000","10,551,000,000","10,064,000,000","9,065,000,000","8,213,000,000","8,523,000,000","8,460,000,000","9,378,000,000","10,009,000,000","13,457,000,000","13,154,400,000","12,682,400,000","12,774,400,000","14,978,700,000","15,099,400,000","14,215,600,000","13,185,000,000","14,027,500,000","14,589,800,000","15,825,700,000","15,823,500,000","14,289,000,000","14,514,900,000","13,689,000,000","12,948,500,000","12,446,600,000","12,138,600,000","13,049,300,000","13,526,400,000","13,551,600,000","12,481,400,000","11,971,400,000"
TotalDebt,"3,396,000,000","3,476,000,000","3,720,000,000","3,875,000,000","3,767,000,000","3,828,000,000","3,582,000,000","3,312,000,000","3,411,000,000","3,517,000,000","3,545,000,000","3,570,000,000","3,666,000,000","3,677,000,000","3,962,000,000","3,950,000,000","4,137,000,000","4,507,000,000","5,035,100,000","5,092,300,000","5,269,700,000","5,516,700,000","5,868,500,000","6,134,800,000","6,076,700,000","10,442,100,000","10,711,200,000","10,472,600,000","9,924,900,000","10,353,800,000","9,859,900,000","9,470,800,000","9,040,500,000","8,676,300,000","8,141,600,000","8,285,600,000","8,210,100,000","8,065,100,000","7,320,400,000","6,963,000,000","4,454,800,000"
NetDebt,"2,271,000,000","1,903,000,000","1,902,000,000","2,025,000,000","2,451,000,000","2,105,000,000","2,446,000,000","2,163,000,000","2,326,000,000","2,268,000,000","2,095,000,000","2,029,000,000","2,326,000,000","1,808,000,000","2,077,000,000","2,330,000,000","2,540,000,000","3,072,000,000","2,962,200,000","2,379,000,000","2,738,400,000","2,472,800,000","2,916,900,000","2,157,500,000","3,295,700,000","7,461,800,000","7,425,100,000","7,513,700,000","7,749,800,000","7,112,500,000","7,390,500,000","5,683,200,000","5,970,700,000","5,124,800,000","6,111,600,000","5,799,200,000","4,367,600,000","5,837,500,000","4,755,800,000","4,959,900,000","3,679,800,000"
ShareIssued,"110,586,717","108,987,650","145,616,367","145,453,772","145,372,932","143,342,468","143,150,588","143,048,960","142,899,061","140,726,677","275,382,038","275,273,194","274,936,923","272,431,745","272,348,913","272,008,619","271,775,835","270,078,294","270,006,931","269,952,457","269,938,304","268,079,931","268,040,988","267,973,600","267,967,005","265,327,196","265,297,029","265,272,242","265,197,553","263,653,468","263,531,836","263,512,276","262,625,547","261,754,931","260,882,850","260,855,612","260,769,230","260,769,230","260,769,230","260,769,230","260,769,230"
OrdinarySharesNumber,"102,169,971","107,758,376","112,424,846","113,430,864","121,221,645","124,237,363","126,239,226","126,167,913","126,127,821","132,325,790","134,775,320","140,329,307","147,970,796","150,978,184","157,092,466","162,027,329","171,555,213","171,982,673","179,746,869","179,692,831","189,926,546","194,639,273","194,605,971","200,228,837","203,958,765","209,095,793","215,324,996","226,313,974","229,048,002","241,875,485","246,430,073","254,637,825","254,734,166","261,675,811","260,803,730","260,776,492","260,769,230","260,769,230","260,769,230","260,769,230","260,769,230"
PreferredSharesNumber,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
TreasurySharesNumber,"8,416,746","1,229,274","33,191,521","32,022,908","24,151,287","19,105,105","16,911,362","16,881,047","16,771,240","8,400,887","140,606,718","134,943,887","126,966,127","121,453,561","115,256,447","109,981,290","100,220,622","98,095,621","90,260,062","90,259,626","80,011,758","73,440,658","73,435,017","67,744,763","64,008,240","56,231,403","49,972,033","38,958,268","36,149,551","21,777,983","17,101,763","8,874,451","7,891,381","79,120","79,120","79,120",,,,,
