name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalAssets,"60,576,100,000","55,982,600,000","52,775,100,000","49,069,000,000","43,397,000,000","36,461,000,000","33,335,506,000","31,906,396,000","29,158,227,000","26,821,948,000","26,324,245,000","25,314,785,000","23,792,846,000","23,109,486,000","22,176,147,000","21,367,452,000","20,760,731,000","20,329,085,000","19,922,221,000","18,844,745,000","18,122,506,000","17,200,842,000","17,042,602,000","16,728,767,000","15,248,039,000","14,275,089,000","13,955,570,000","13,470,104,000","11,251,943,000","10,600,498,000","10,288,824,000","10,023,587,000","9,746,624,000","9,307,095,000","8,921,429,000","8,593,684,000","8,174,104,000","7,622,637,000","7,403,603,000","7,163,572,000","6,925,292,000","6,844,541,000","6,545,890,000","6,508,089,000","6,404,836,000","6,193,883,000","6,179,146,000","5,959,479,000","6,096,238,000","5,753,279,000","5,831,317,000","5,701,536,000","5,267,286,000","5,242,761,000","5,228,970,000","5,219,333,000","5,197,303,000","5,016,096,000","5,003,432,000","4,746,826,000","4,727,644,000","4,169,604,000","4,002,793,000","3,889,621,000","3,580,145,000","2,857,271,000","2,745,014,000","2,621,344,000","2,338,856,000"
TotalLiabilitiesNetMinorityInterest,"55,564,500,000","51,020,000,000","48,261,100,000","45,034,500,000","39,684,300,000","33,047,500,000","30,111,460,000","28,803,982,000","26,158,594,000","23,805,200,000","23,401,182,000","22,463,521,000","21,072,226,000","20,495,752,000","19,687,754,000","18,975,768,000","18,466,968,000","18,099,387,000","17,776,594,000","16,786,071,000","16,153,514,000","15,309,313,000","15,185,248,000","14,932,557,000","13,587,876,000","12,683,587,000","12,371,872,000","11,955,360,000","10,200,613,000","9,599,570,000","9,285,702,000","9,065,923,000","8,851,819,000","8,451,844,000","8,095,141,000","7,794,159,000","7,392,809,000","6,863,021,000","6,705,592,000","6,491,452,000","6,271,247,000","6,207,858,000","5,913,635,000","5,892,436,000","5,803,261,000","5,591,709,000","5,559,382,000","5,383,621,000","5,520,459,000","5,177,554,000","5,228,350,000","5,079,899,000","4,840,348,000","4,747,264,000","4,751,095,000","4,693,892,000","4,703,343,000","4,514,468,000","4,487,519,000","4,227,375,000","4,216,399,000","3,761,025,000","3,609,723,000","3,522,511,000","3,223,807,000","2,613,048,000","2,506,761,000","2,398,855,000","2,201,774,000"
TotalEquityGrossMinorityInterest,"5,011,600,000","4,962,600,000","4,514,000,000","4,034,500,000","3,712,700,000","3,413,500,000","3,224,046,000","3,102,414,000","2,999,633,000","3,016,748,000","2,923,063,000","2,851,264,000","2,720,620,000","2,613,734,000","2,488,393,000","2,391,684,000","2,293,763,000","2,229,698,000","2,145,627,000","2,058,674,000","1,968,992,000","1,891,529,000","1,857,354,000","1,796,210,000","1,660,163,000","1,591,502,000","1,583,698,000","1,514,744,000","1,051,330,000","1,000,928,000","1,003,122,000","957,664,000","894,805,000","855,251,000","826,288,000","799,525,000","781,295,000","759,616,000","698,011,000","672,120,000","654,045,000","636,683,000","632,255,000","615,653,000","601,575,000","602,174,000","619,764,000","575,858,000","575,779,000","575,725,000","602,967,000","621,637,000","426,938,000","495,497,000","477,875,000","525,441,000","493,960,000","501,628,000","515,913,000","519,451,000","511,245,000","408,579,000","393,070,000","367,110,000","356,338,000","244,223,000","238,253,000","222,489,000","137,082,000"
	StockholdersEquity,"5,011,600,000","4,962,600,000","4,514,000,000","4,034,500,000","3,712,700,000","3,413,500,000","3,224,046,000","3,102,414,000","2,999,633,000","3,016,748,000","2,923,063,000","2,851,264,000","2,720,620,000","2,613,734,000","2,488,393,000","2,391,684,000","2,293,763,000","2,229,698,000","2,145,627,000","2,058,674,000","1,968,992,000","1,891,529,000","1,857,354,000","1,796,210,000","1,660,163,000","1,591,502,000","1,583,698,000","1,514,744,000","1,051,330,000","1,000,928,000","1,003,122,000","957,664,000","894,805,000","855,251,000","826,288,000","799,525,000","781,295,000","759,616,000","698,011,000","672,120,000","654,045,000","636,683,000","632,255,000","615,653,000","601,575,000","602,174,000","619,764,000","575,858,000","575,779,000","575,725,000","602,967,000","621,637,000","426,938,000","495,497,000","477,875,000","525,441,000","493,960,000","501,518,000","515,895,000","519,451,000","511,245,000","408,579,000","393,070,000","367,110,000","356,338,000","244,223,000","238,253,000","222,489,000","137,082,000"
		CapitalStock,"2,378,200,000","2,260,700,000","1,990,300,000","1,687,600,000","1,608,200,000","1,390,900,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","70,510,000","70,510,000","70,509,000","70,509,000","141,009,000","141,009,000","141,009,000","141,009,000","141,009,000","141,009,000","141,009,000","141,009,000","141,008,000","141,008,000","141,008,000","141,008,000","141,008,000","132,341,000","131,588,000","130,835,000","130,102,000","129,385,000","128,668,000","127,952,000","127,255,000","126,566,000","125,889,000","125,207,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","2,000","2,000","2,000","2,000"
			PreferredStock,"294,500,000","294,500,000","294,500,000",,,,,,,,,,,,,,,,,,,"0","0","0","0","0","70,500,000","70,500,000","70,500,000","70,500,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","141,000,000","132,333,000","131,580,000","130,827,000","130,094,000","129,378,000","128,661,000","127,945,000","127,248,000","126,559,000","125,885,000","125,203,000",,,,,,,,,,,,,,,
			CommonStock,"2,378,200,000","2,260,700,000","1,990,300,000","1,687,600,000","1,608,200,000","1,390,900,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","7,000","7,000","7,000","7,000","7,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","2,000","2,000","2,000","2,000"
		AdditionalPaidInCapital,,,,,,,"1,383,537,000","1,376,859,000","1,370,544,000","1,374,141,000","1,368,191,000","1,372,037,000","1,390,569,000","1,417,724,000","1,444,555,000","1,438,857,000","1,431,460,000","1,424,540,000","1,418,835,000","1,413,061,000","1,406,943,000","1,400,140,000","1,394,526,000","1,389,914,000","1,328,678,000","1,306,594,000","1,273,648,000","1,268,947,000","831,931,000","828,327,000","807,257,000","803,376,000","795,306,000","797,146,000","792,140,000","789,462,000","786,941,000","784,852,000","751,125,000","748,159,000","746,143,000","743,780,000","743,025,000","741,531,000","740,878,000","739,561,000","737,762,000","688,260,000","686,234,000","684,092,000","682,043,000","680,135,000","486,189,000","484,205,000","465,955,000","412,899,000","380,413,000","377,973,000","379,173,000","383,841,000","381,271,000","287,553,000","285,446,000","274,574,000","271,867,000","167,996,000","167,950,000","158,212,000","81,457,000"
		RetainedEarnings,"2,972,600,000","2,773,000,000","2,567,000,000","2,366,600,000","2,168,600,000","2,001,400,000","1,833,012,000","1,722,451,000","1,661,768,000","1,680,317,000","1,581,928,000","1,513,970,000","1,399,215,000","1,282,705,000","1,166,226,000","1,055,103,000","950,424,000","848,466,000","758,622,000","675,764,000","595,793,000","522,436,000","452,636,000","385,584,000","323,970,000","262,638,000","218,897,000","159,939,000","125,467,000","85,453,000","45,373,000","4,807,000","-30,379,000","-61,358,000","-92,357,000","-120,196,000","-153,860,000","-174,471,000","-206,232,000","-221,338,000","-233,974,000","-243,512,000","-248,833,000","-252,424,000","-256,150,000","-258,800,000","-245,502,000","-245,045,000","-243,806,000","-241,724,000","-212,365,000","-186,011,000","-169,450,000","-85,424,000","63,966,000","158,674,000","156,259,000","152,286,000","149,844,000","138,761,000","130,814,000","126,170,000","117,162,000","105,596,000","94,719,000","86,281,000","77,839,000","70,090,000","63,537,000"
		TreasuryStock,"104,100,000","86,800,000","85,900,000","84,200,000","84,000,000","71,100,000","71,098,000","70,583,000","70,186,000","62,728,000","62,665,000","61,134,000","60,983,000","53,083,000","52,035,000","50,971,000","46,469,000","40,173,000","40,004,000","36,651,000","36,605,000","26,362,000","26,210,000","25,924,000","25,828,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
