name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,06/30/2016,03/31/2016
TotalRevenue,"2,944,297,000","1,071,964,000","828,217,000","648,841,000","395,275,000","386,253,000","133,198,000","400,691,000","411,838,000","470,460,000","499,076,000","525,864,000","656,206,000","609,114,000","572,084,000","447,871,000","528,918,000","482,332,000","79,797,000","482,929,000","513,810,000","573,433,000","267,128,000","258,520,000"
	OperatingRevenue,"2,936,883,000","1,069,738,000","826,558,000","647,129,000","393,458,000","385,452,000","134,189,000","399,954,000","410,614,000","468,367,000","497,232,000","523,987,000","653,828,000","606,960,000","574,351,000","443,005,000","525,168,000","478,365,000","80,875,000","479,425,000","510,470,000","569,113,000","263,189,000","258,520,000"
CostOfRevenue,"2,012,398,000","589,100,000","531,010,000","515,668,000","376,620,000","379,735,000","122,048,000","420,235,000","434,637,000","453,190,000","493,100,000","530,814,000","559,217,000","570,282,000","482,022,000","411,029,000","445,226,000","394,998,000","54,198,000","450,134,000","462,683,000","464,964,000","274,697,000","247,073,000"
GrossProfit,"931,899,000","482,864,000","297,207,000","133,173,000","18,655,000","6,518,000","11,150,000","-19,544,000","-22,799,000","17,270,000","5,976,000","-4,950,000","96,989,000","38,832,000","90,062,000","36,842,000","83,692,000","87,334,000","25,599,000","32,795,000","51,127,000","108,469,000","-7,569,000","11,447,000"
OperatingExpense,"79,456,000","20,412,000","19,878,000","21,481,000","17,685,000","20,405,000","17,884,000","22,269,000","19,208,000","22,276,000","40,449,000","24,399,000","23,044,000","18,284,000","8,998,000","12,532,000","12,046,000","19,350,000","7,791,000","17,272,000","27,292,000","15,282,000","16,303,000","49,357,000"
	SellingGeneralAndAdministration,"64,005,000","15,086,000","19,010,000","15,264,000","14,645,000","14,982,000","15,346,000","14,501,000","12,028,000","15,481,000","25,832,000","17,387,000","14,783,000","20,951,000","15,781,000","12,382,000","11,951,000","19,157,000","11,365,000","15,946,000","26,319,000","13,829,000","14,348,000","11,742,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,"17,387,000","14,783,000","20,951,000","15,781,000","12,382,000","11,951,000","19,157,000","11,357,000","17,007,000","28,815,000","14,771,000","14,348,000",
			OtherGandA,,,,,,,,,,,,"17,387,000","14,783,000","20,951,000","15,781,000","12,382,000","11,951,000","19,157,000","11,357,000","17,007,000","28,815,000","14,771,000","14,348,000",
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,"-4,624,000","2,314,000","343,000","6,683,000","-41,027,000","12,299,000","12,326,000","21,794,000",,"30,022,000",,"36,589,000",,"35,403,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,"-4,624,000","2,314,000","343,000","6,683,000","-41,027,000","12,299,000","12,326,000","21,794,000",,"30,022,000",,"36,589,000",,"35,403,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,"11,141,000","11,222,000","11,588,000",,"15,154,000",,"16,931,000",,"34,999,000"
			Amortization,,,,,,,,,,,"-4,624,000","2,314,000","343,000","6,683,000","-7,076,000","1,158,000","1,104,000","10,206,000",,"14,868,000",,"19,658,000",,"404,000"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,"-4,624,000","2,314,000","343,000","6,683,000","-7,076,000","1,158,000","1,104,000","10,206,000",,"14,868,000",,"19,658,000",,"404,000"
