name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993
OperatingCashFlow,"-2,456,000,000","3,000,000","-1,212,000,000","-368,000,000","-879,000,000","-1,359,000,000","-1,503,000,000","-1,652,000,000","-2,845,000,000","-2,720,000,000","916,000,000","1,061,000,000","1,245,000,000","2,053,000,000","1,116,000,000","1,113,000,000","1,349,000,000","2,023,000,000","1,064,000,000","1,024,000,000","1,449,000,000","1,917,000,000","932,000,000","1,024,000,000","1,429,000,000","1,883,000,000","798,000,000","978,000,000","1,281,000,000","1,515,000,000","771,000,000","637,000,000","1,120,000,000","1,196,000,000","477,000,000","475,000,000","803,000,000","1,157,000,000","399,000,000","523,000,000","1,018,000,000","1,136,000,000","322,000,000","750,000,000","1,215,000,000","1,389,000,000","412,000,000","734,000,000","1,290,000,000","1,398,000,000","396,000,000","712,000,000","1,189,000,000","1,136,000,000","305,000,000","512,000,000","1,064,000,000","1,442,000,000","373,000,000","857,000,000","1,121,000,000","1,494,000,000","597,000,000","805,000,000","943,000,000","1,272,000,000","613,000,000","618,000,000","1,031,000,000","1,218,000,000","543,000,000","594,000,000","915,000,000","1,165,000,000","542,000,000","537,570,000","730,573,000","494,046,000","170,811,000","300,605,000","461,614,000","491,910,000","214,903,000","133,387,000","465,270,000","473,165,000","167,114,000","277,865,000","387,093,000","449,317,000","165,260,000","263,224,000","413,100,000","444,600,000","208,800,000","213,940,000","285,000,000","378,700,000","214,200,000","168,580,000","272,100,000","242,300,000","194,600,000","85,323,000","227,000,000","261,300,000","167,900,000","64,606,000","211,400,000","213,900,000","97,300,000","69,936,000","177,500,000","174,600,000","115,100,000","88,500,000","131,400,000","151,200,000","108,700,000"
	CashFlowFromContinuingOperatingActivities,"-2,453,000,000","5,000,000","-1,212,000,000","-367,000,000","-879,000,000","-1,359,000,000","-1,504,000,000","-1,648,000,000","-2,847,000,000","-2,720,000,000","916,000,000","1,062,000,000","1,247,000,000","2,053,000,000","1,115,000,000","1,113,000,000","1,348,000,000","2,022,000,000","1,066,000,000","1,024,000,000","1,449,000,000","1,917,000,000","932,000,000","1,024,000,000","1,429,000,000","1,883,000,000","798,000,000","978,000,000","1,281,000,000","1,515,000,000","771,000,000","637,000,000","1,120,000,000","1,196,000,000","477,000,000","475,000,000","803,000,000","1,157,000,000","399,000,000","523,000,000","1,018,000,000","1,136,000,000","322,000,000","750,000,000","1,215,000,000","1,389,000,000","412,000,000","734,000,000","1,290,000,000","1,398,000,000","396,000,000","712,000,000","1,189,000,000","1,136,000,000","305,000,000","512,000,000","1,064,000,000","1,442,000,000","373,000,000","857,000,000","1,121,000,000","1,494,000,000","597,000,000","805,000,000","943,000,000","1,272,000,000","613,000,000","618,000,000","1,031,000,000","1,218,000,000","543,000,000","594,000,000","915,000,000","1,165,000,000","542,000,000","537,570,000","730,573,000","494,046,000","170,811,000","300,605,000","461,614,000","491,910,000","214,903,000","133,387,000","465,270,000","473,165,000","167,114,000","277,865,000","387,093,000","449,317,000","165,260,000","263,224,000","413,100,000","444,600,000","208,800,000","213,940,000","285,000,000","378,700,000","214,200,000","168,580,000","272,100,000","242,300,000","194,600,000","85,323,000","227,000,000","261,300,000","167,900,000","64,606,000","211,400,000","213,900,000","97,300,000","69,936,000","177,500,000","174,600,000","115,100,000","88,500,000","131,400,000","151,200,000","108,700,000"
		NetIncomeFromContinuingOperations,"-9,182,000,000","-1,835,000,000","-1,891,000,000","-2,620,000,000","-2,836,000,000","-2,072,000,000","-1,973,000,000","-2,222,000,000","-2,859,000,000","-4,374,000,000","-781,000,000","423,000,000","1,780,000,000","451,000,000","336,000,000","493,000,000","1,708,000,000","560,000,000","391,000,000","546,000,000","1,330,000,000","378,000,000","352,000,000","608,000,000","1,424,000,000","605,000,000","142,000,000","270,000,000","1,216,000,000","222,000,000","49,000,000","-102,000,000","1,247,000,000","106,000,000","-15,000,000","66,000,000","934,000,000","41,000,000","37,000,000",,,,,,,,"152,000,000","248,000,000","1,303,000,000","252,000,000","175,000,000","193,000,000","1,073,000,000","264,000,000","260,000,000","371,000,000","1,333,000,000","390,000,000","236,000,000","358,000,000","1,377,000,000","390,000,000","283,000,000","416,000,000","1,232,000,000","351,000,000","280,000,000","353,000,000","1,151,000,000","408,000,000","345,000,000","293,000,000","1,026,000,000","332,000,000","203,000,000","205,065,000","734,261,000","127,795,000","126,879,000","191,336,000","500,764,000","194,201,000","129,640,000","116,312,000","494,975,000","186,963,000","127,950,000","193,795,000","396,190,000","203,956,000","171,517,000","251,040,000","415,100,000","203,300,000","157,800,000","220,585,000","344,800,000","160,600,000","109,900,000","155,350,000","297,900,000","127,400,000","85,400,000","114,802,000","268,200,000","106,200,000","77,100,000","84,191,000","209,600,000","89,700,000","67,600,000","70,065,000","168,800,000","77,800,000","65,100,000","50,200,000","152,200,000","65,100,000","50,700,000"
		OperatingGainsLosses,"783,000,000","-15,000,000","11,000,000","305,000,000","412,000,000","30,000,000","50,000,000","154,000,000","332,000,000",,,,,,,"2,000,000","-4,000,000","-41,000,000","-16,000,000","-54,000,000","-8,000,000","54,000,000","-27,000,000","-57,000,000","37,000,000","-171,000,000","236,000,000","196,000,000","195,000,000","8,000,000","169,000,000","298,000,000","-16,000,000","-25,000,000","16,000,000","-31,000,000","99,000,000","31,000,000","28,000,000",,,"145,000,000","-21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,504,000","10,728,000","24,368,000","13,129,000","5,733,000","46,888,000","2,307,000","18,113,000","34,481,000","-60,697,000","5,065,000","-7,619,000","27,200,000","-68,800,000","3,200,000","13,700,000","9,200,000","-67,500,000","-23,500,000","4,300,000","26,300,000","-49,700,000","-10,900,000","400,000","16,100,000","-33,700,000","6,700,000","500,000","2,900,000","2,700,000","1,600,000","1,400,000","2,000,000","-100,000","1,800,000","-5,500,000","6,600,000","2,300,000","2,000,000","2,300,000","1,000,000"
			GainLossOnSaleOfPPE,,,,,"40,000,000","30,000,000","50,000,000","-86,000,000","108,000,000",,,,,,,,,,,,,,,,,,,"-2,000,000","-2,000,000",,,"17,000,000","0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,"2,000,000","-4,000,000","-41,000,000","-16,000,000","-54,000,000","-8,000,000","54,000,000","-27,000,000","-55,000,000","37,000,000","-171,000,000","236,000,000","198,000,000","197,000,000","12,000,000","169,000,000","281,000,000","-16,000,000","-10,000,000","16,000,000","-31,000,000","-64,000,000","31,000,000","28,000,000",,,"145,000,000","-21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"111,000,000","-15,000,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"2,240,000,000","572,000,000","554,000,000","552,000,000","562,000,000","567,000,000","552,000,000","543,000,000","551,000,000","577,000,000","570,000,000","553,000,000","548,000,000","543,000,000","516,000,000","507,000,000","510,000,000","512,000,000","488,000,000","478,000,000","472,000,000","457,000,000","439,000,000","435,000,000","442,000,000","438,000,000","423,000,000","420,000,000","399,000,000","406,000,000","401,000,000","408,000,000","413,000,000","410,000,000","404,000,000","402,000,000","406,000,000","391,000,000","389,000,000","392,000,000","383,000,000","376,000,000","376,000,000","385,000,000","390,000,000","380,000,000","367,000,000","367,000,000","355,000,000","349,000,000","345,000,000","345,000,000","336,000,000","317,000,000","311,000,000","2,185,000,000","-1,549,000,000","312,000,000","301,000,000","290,000,000","279,000,000","272,000,000","260,000,000","261,000,000","255,000,000","240,000,000","232,000,000","230,000,000","226,000,000","225,000,000","221,000,000","213,000,000","211,000,000","200,000,000","188,000,000","168,010,000","175,782,000","134,725,000","106,483,000","100,912,000","99,088,000","92,589,000","89,754,000","91,266,000","97,008,000","92,359,000","91,591,000","76,527,000","75,248,000","68,288,000","67,604,000","423,558,000","-63,100,000","-58,900,000","-57,900,000","347,368,000","-57,400,000","-46,300,000","-43,000,000","293,187,000","-43,200,000","-42,000,000","-40,700,000","252,587,000","-39,700,000","-35,100,000","-32,800,000","223,233,000","-32,800,000","-30,500,000","-31,500,000","191,095,000","-27,800,000","-26,200,000","-26,500,000","-24,100,000","-23,600,000","-23,300,000","-22,300,000"
			DepreciationAndAmortization,"2,240,000,000","572,000,000","554,000,000","552,000,000","562,000,000","567,000,000","552,000,000","543,000,000","551,000,000","577,000,000","570,000,000","553,000,000","548,000,000","543,000,000","516,000,000","507,000,000","510,000,000","512,000,000","488,000,000","478,000,000","472,000,000","457,000,000","439,000,000","435,000,000","442,000,000","438,000,000","423,000,000","420,000,000","399,000,000","406,000,000","401,000,000","408,000,000","413,000,000","410,000,000","404,000,000","402,000,000","406,000,000","391,000,000","389,000,000","392,000,000","383,000,000","376,000,000","376,000,000","385,000,000","390,000,000","380,000,000","367,000,000","367,000,000","355,000,000","349,000,000","345,000,000","345,000,000","336,000,000","317,000,000","311,000,000","2,185,000,000","-1,549,000,000","312,000,000","301,000,000","290,000,000","279,000,000","272,000,000","260,000,000","261,000,000","255,000,000","240,000,000","232,000,000","230,000,000","226,000,000","225,000,000","221,000,000","213,000,000","211,000,000","200,000,000","188,000,000","168,010,000","175,782,000","134,725,000","106,483,000","100,912,000","99,088,000","92,589,000","89,754,000","91,266,000","97,008,000","92,359,000","91,591,000","76,527,000","75,248,000","68,288,000","67,604,000","423,558,000","-63,100,000","-58,900,000","-57,900,000","347,368,000","-57,400,000","-46,300,000","-43,000,000","293,187,000","-43,200,000","-42,000,000","-40,700,000","252,587,000","-39,700,000","-35,100,000","-32,800,000","223,233,000","-32,800,000","-30,500,000","-31,500,000","191,095,000","-27,800,000","-26,200,000","-26,500,000","-24,100,000","-23,600,000","-23,300,000","-22,300,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,483,000","100,912,000","99,088,000","92,589,000","89,754,000","91,266,000","97,008,000","92,359,000","91,591,000","76,527,000","75,248,000","68,288,000","67,604,000","423,558,000","-63,100,000","-58,900,000","-57,900,000","347,368,000","-57,400,000","-46,300,000","-43,000,000","293,187,000","-43,200,000","-42,000,000","-40,700,000","252,587,000","-39,700,000","-35,100,000","-32,800,000","223,233,000","-32,800,000","-30,500,000","-31,500,000","191,095,000","-27,800,000","-26,200,000","-26,500,000","-24,100,000","-23,600,000","-23,300,000","-22,300,000"
