name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"904,734","780,000","700,000","900,000","700,000","700,000","1,000,000","800,000","900,000","800,000","800,000","800,000","700,000","700,000","600,000","500,000","400,000","400,000","300,000",
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-22,738,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-157,800,000","-14,900,000","-44,800,000","-79,500,000","-18,600,000","-45,800,000","-43,600,000","-40,700,000","-68,300,000","-38,700,000","-8,900,000","-20,200,000","-5,900,000","5,900,000","7,100,000","1,600,000","9,800,000","15,800,000","17,400,000","14,200,000","17,000,000","12,900,000","13,200,000","6,200,000","35,600,000","42,600,000","45,200,000","43,300,000","36,198,000","35,740,000","36,342,000","25,920,000","53,254,000","55,287,000","82,999,000","82,904,000","65,916,000","57,918,000","55,586,000","48,582,000","47,286,000","46,096,000","45,465,000","41,472,000","41,777,000","41,824,000","38,586,000","35,591,000","37,615,000","33,225,000","34,522,000","29,712,000","73,073,000","22,311,000","17,766,000","13,312,000","66,214,000","-7,816,000","-8,736,000","-11,582,000","-12,266,000","-9,092,000","11,369,000","-15,000,000","-13,981,000","-11,954,000","-9,600,000","-10,053,000","-8,741,000","-10,710,000","-10,676,000","-10,617,000","-10,922,000","-11,164,000","-10,381,000","-10,168,000","-7,674,000","-6,111,000","-7,489,000","-6,072,000","-7,467,642","-4,442,148","-3,782,754","-2,967,224","-3,454,106","-3,257,746","-3,204,363","-3,220,289","-3,505,127","-3,023,000","-2,300,000","-2,700,000","-3,000,000","-2,600,000","-3,600,000","-3,400,000","-3,800,000","-3,500,000","-3,100,000","-2,700,000","-500,000","-4,000,000","-4,300,000","-3,700,000","-2,900,000","-2,700,000","-1,900,000","1,000,000"
NetNonOperatingInterestIncomeExpense,"-3,900,000","-800,000","-400,000","-900,000","-1,800,000","-2,800,000","-2,600,000","-2,500,000","-2,600,000","-1,500,000","-1,700,000","-2,000,000","-2,300,000","-2,500,000","-2,500,000","-1,500,000","-400,000","0","-300,000","-500,000","-900,000","-1,200,000","-2,300,000","300,000","400,000","300,000","100,000","100,000","135,000","124,000","85,000","55,000","207,000","2,498,000","1,330,000","1,362,000","1,310,000","1,434,000","1,385,000","1,368,000","1,394,000","1,379,000","1,382,000","473,000","410,000","547,000","548,000","721,000","984,000","1,232,000","1,531,000","1,913,000","2,661,000","2,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"600,000","100,000","100,000","200,000","200,000","200,000","300,000","400,000","500,000","800,000","800,000","900,000","900,000","700,000","900,000","700,000","600,000","500,000","400,000","400,000","300,000","300,000","300,000","300,000","400,000","300,000","100,000","100,000","135,000","124,000","85,000","55,000","207,000","2,498,000","1,330,000","1,362,000","1,310,000","1,434,000","1,385,000","1,368,000","1,394,000","1,379,000","1,382,000","473,000","410,000","547,000","548,000","721,000","984,000","1,232,000","1,531,000","1,913,000","2,661,000","2,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"4,500,000","900,000","500,000","1,100,000","2,000,000","3,000,000","2,900,000","2,900,000","3,100,000","2,300,000","2,500,000","2,900,000","3,200,000","3,200,000","3,400,000","2,200,000","1,000,000","500,000","700,000","900,000","1,200,000","1,500,000","2,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"127,800,000","-10,700,000","1,700,000","120,200,000","16,600,000","-1,000,000","-9,500,000","-500,000","12,400,000","-90,900,000","-800,000","-100,000","500,000","-100,000","-1,000,000","700,000","800,000","700,000","-13,400,000","72,900,000","2,700,000","-3,700,000","1,200,000","-2,500,000","1,200,000","200,000","-300,000","100,000","-817,000","-298,000","1,513,000","-98,000","-908,000","-442,000","-185,000","-439,000","1,000","-111,000","14,000","-128,000","-208,000","6,000","-64,000","-140,000","-80,000","-59,000","-80,000","-134,000","5,000","23,000","286,000","-215,000","-455,000","-33,000",,"-2,005,000","-3,000,000","-65,000","2,000","-274,000","648,000","32,000",,"-27,000","12,000","-24,000","-1,000",,"-1,965,000",,"-59,000","-7,000","5,000","-5,000",,"-10,000","3,000","1,000","-5,000","39,000","-214,190","-5,655","29,491","-24,050","-22,021","-27,465","-7,183","-248,465","-8,481","-15,000","-300,000",,,"500,000","600,000","700,000","700,000","800,000","800,000","900,000","800,000","800,000","900,000","800,000","1,000,000","1,000,000","1,000,000",
	SpecialIncomeCharges,"-11,600,000","-10,700,000","1,700,000","-400,000","-2,200,000","-900,000","-4,600,000","1,100,000","0","-95,000,000","100,000","-700,000","300,000","0","-1,000,000","-400,000","-100,000","1,200,000","-13,000,000","73,200,000","2,800,000","-5,200,000",,,,,,,,,,,,,,,,,,,,"6,000","-64,000","-140,000","-80,000","-59,000","-80,000","-134,000","5,000","23,000","286,000","-215,000","-455,000","-33,000",,"-2,005,000","-3,000,000","-65,000","2,000","-274,000","648,000","32,000",,"-27,000","12,000","-24,000","-1,000",,"-1,965,000",,"-59,000","-7,000","5,000","-5,000",,"-10,000","3,000","1,000","-5,000","39,000","-214,190","-5,655","29,491","-24,050","-22,021","-27,465","-7,183","-248,465","-8,481","-15,000","-300,000",,,"500,000","600,000","700,000","700,000","800,000","800,000","900,000","800,000","800,000","900,000","800,000","1,000,000","1,000,000","1,000,000",
		RestructuringAndMergernAcquisition,,,,"400,000","400,000","900,000","4,600,000","-1,100,000","0","-3,400,000","-100,000","700,000","-300,000","0","1,000,000","400,000","100,000","-1,200,000","13,000,000","-73,200,000","-2,800,000","5,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"12,500,000","10,700,000","0","0","1,800,000","0","0",,"0","98,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"14,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,"0","120,600,000","18,800,000","-100,000","-4,900,000","-1,600,000","12,400,000","4,100,000","-900,000","600,000","200,000","-100,000",,"1,100,000","900,000","-500,000","-400,000","-300,000","-100,000","1,500,000","1,200,000","-2,500,000","1,200,000","200,000","-300,000","100,000","-817,000","-298,000","1,513,000","-98,000","-908,000","-442,000","-185,000","-439,000","1,000","-111,000","14,000","-128,000","-209,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-33,900,000","-26,400,000","-43,500,000","39,800,000","-3,800,000","-49,600,000","-55,700,000","-43,700,000","-58,500,000","-131,100,000","-11,400,000","-22,300,000","-7,700,000","3,300,000","3,600,000","800,000","10,200,000","16,500,000","3,700,000","86,600,000","18,800,000","8,000,000","12,100,000","4,000,000","37,200,000","43,100,000","45,000,000","43,500,000","35,516,000","35,566,000","37,940,000","25,877,000","52,553,000","57,343,000","84,144,000","83,827,000","67,227,000","59,241,000","56,985,000","49,822,000","48,472,000","47,481,000","46,783,000","41,805,000","42,107,000","42,312,000","39,054,000","36,178,000","38,604,000","34,480,000","36,339,000","31,410,000","75,279,000","25,224,000","21,203,000","14,741,000",,,,,,,,,,,,"-9,242,000",,,,"-9,992,000","-10,461,000","-10,696,000","-9,854,000","-9,609,000","-7,039,000","-5,409,000","-6,769,000","-5,191,000","-6,723,176","-3,371,368","-2,334,709","-1,060,118","-2,103,208","-1,228,044",,,,,,,,,,,,,,,,,,,,,,
TaxProvision,"-25,700,000","-5,900,000","-35,900,000","15,200,000","900,000","-10,100,000","-11,500,000","-28,500,000","-3,000,000","-15,900,000","-3,100,000","-1,700,000","-3,400,000","-3,600,000","1,000,000","1,600,000","3,700,000","5,200,000","-28,400,000","5,600,000","6,100,000","3,800,000","6,200,000","5,200,000","1,500,000","10,500,000","14,700,000","16,900,000","16,804,000","14,091,000","13,909,000","9,895,000","18,921,000","20,573,000","33,784,000","28,362,000","23,153,000","21,349,000","21,949,000","19,686,000","19,330,000","17,866,000","18,487,000","16,706,000","16,067,000","14,372,000","14,863,000","13,640,000","-14,646,000","1,229,000","980,000","968,000","0","-94,000",,"287,000",,,,,,,,,,,,,,,,,,,,,"42,000","125,000","125,000","125,000","125,000","125,000","125,000","125,000","83,333","500,000",,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-8,200,000","-20,500,000","-7,600,000","24,600,000","-4,700,000","-39,500,000","-44,200,000","-15,200,000","-55,400,000","-115,200,000","-8,300,000","-20,600,000","-4,200,000","6,900,000","2,600,000","-700,000","6,500,000","11,400,000","32,100,000","81,100,000","12,800,000","4,200,000","5,900,000","-1,200,000","35,700,000","32,600,000","30,300,000","26,600,000","18,712,000","21,475,000","24,031,000","15,982,000","33,632,000","36,770,000","50,360,000","55,465,000","44,074,000","37,892,000","35,036,000","30,136,000","29,142,000","29,615,000","28,296,000","25,099,000","26,040,000","27,940,000","24,191,000","22,538,000","53,250,000","33,251,000","35,359,000","30,442,000","23,640,000","25,318,000","21,203,000","14,454,000","65,541,000","-4,631,000","-5,067,000","-7,999,000","-7,804,000","-5,937,000","-8,796,000","-12,425,000","-11,424,000","-9,571,000","-7,952,000","-9,242,000","-9,952,000","-9,986,000","-10,048,000","-9,992,000","-10,461,000","-10,696,000","-9,854,000","-9,609,000","-7,081,000","-5,534,000","-6,894,000","-5,316,000","-6,848,176","-3,496,368","-2,459,709","-1,185,118","-2,186,541","-1,728,044","-1,189,446","-2,070,461","-2,564,102","-2,090,000","-1,900,000","-2,200,000","-2,300,000","-2,200,000","-2,900,000","-2,700,000","-3,100,000","-2,600,000","-2,300,000","-1,800,000","300,000","-3,200,000","-3,500,000","-2,800,000","-1,900,000","-1,800,000","-700,000","-1,600,000"
	NetIncome,"-8,200,000","-20,500,000","-7,600,000","24,600,000","-4,700,000","-39,500,000","-44,200,000","-15,200,000","-55,400,000","-115,200,000","-8,300,000","-20,600,000","-4,200,000","6,900,000","2,600,000","-700,000","6,500,000","11,400,000","32,100,000","81,100,000","12,800,000","4,200,000","5,900,000","-1,200,000","35,700,000","32,600,000","30,300,000","26,600,000","18,712,000","21,475,000","24,031,000","15,982,000","33,632,000","36,770,000","50,360,000","55,465,000","44,074,000","37,892,000","35,036,000","30,136,000","29,142,000","29,615,000","28,296,000","25,099,000","26,040,000","27,940,000","24,191,000","22,538,000","53,250,000","33,251,000","35,359,000","30,442,000","23,640,000","25,318,000","21,203,000","14,454,000","65,541,000","-4,631,000","-5,067,000","-7,999,000","-7,804,000","-5,937,000","-8,796,000","-12,425,000","-11,424,000","-9,571,000","-7,952,000","-9,242,000","-9,952,000","-9,986,000","-10,048,000","-9,992,000","-10,461,000","-10,696,000","-9,854,000","-9,609,000","-7,081,000","-5,534,000","-6,894,000","-5,316,000","-6,848,176","-3,496,368","-2,459,709","-1,185,118","-2,186,541","-1,728,044","-1,189,446","-2,070,461","-2,564,102","-2,090,000","-1,900,000","-2,200,000","-2,300,000","-2,200,000","-2,900,000","-2,700,000","-3,100,000","-2,600,000","-2,300,000","-1,800,000","300,000","-3,200,000","-3,500,000","-2,800,000","-1,900,000","-1,800,000","-700,000","-1,600,000"
		NetIncomeIncludingNoncontrollingInterests,"-8,200,000","-20,500,000","-7,600,000","24,600,000","-4,700,000","-39,500,000","-44,200,000","-15,200,000","-55,500,000","-115,200,000","-8,300,000","-20,600,000","-4,300,000","6,900,000","2,600,000","-800,000","6,500,000","11,300,000","32,100,000","81,000,000","12,700,000","4,200,000","5,900,000","-1,200,000","35,700,000","32,600,000","30,300,000","26,600,000","18,712,000","21,475,000","24,031,000","15,982,000","33,632,000","36,770,000","50,360,000","55,465,000","44,074,000","37,892,000","35,036,000","30,136,000","29,142,000","29,615,000","28,296,000","25,099,000","26,040,000","27,940,000","24,191,000","22,538,000","53,250,000","33,251,000","35,359,000","30,442,000","23,640,000","25,318,000","21,203,000","14,454,000","65,541,000","-4,631,000","-5,067,000","-7,999,000","-7,804,000","-5,937,000","-8,796,000","-12,425,000","-11,424,000","-9,571,000","-7,952,000","-9,242,000","-9,952,000","-9,986,000","-10,048,000","-9,992,000","-10,461,000","-10,696,000","-9,854,000","-9,609,000","-7,081,000","-5,534,000","-6,894,000","-5,316,000","-6,848,176","-3,496,368","-2,459,709","-1,185,118","-2,186,541","-1,728,044","-1,189,446","-2,070,461","-2,564,102","-2,090,000","-1,900,000","-2,200,000","-2,300,000","-2,200,000","-2,900,000","-2,700,000","-3,100,000","-2,600,000","-2,300,000","-1,800,000","300,000","-3,200,000","-3,500,000","-2,800,000","-1,900,000","-1,800,000","-700,000","-1,600,000"
