name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalAssets,"618,552,000","688,919,000","733,480,000","391,004,000","408,104,000","445,273,000","150,519,761"
	CurrentAssets,"553,550,000","578,017,000","675,029,000","331,782,000","349,811,000","390,560,000","949,202"
		CashCashEquivalentsAndShortTermInvestments,"542,944,000","565,688,000","669,676,000","327,060,000","343,287,000","383,623,000","609,410"
			CashAndCashEquivalents,"91,764,000","193,018,000","669,676,000","327,060,000","343,287,000","383,623,000","609,410"
				CashFinancial,"22,000",,,,,,"609,410"
				CashEquivalents,"91,742,000",,"669,676,000","327,060,000","343,287,000","383,623,000",
			OtherShortTermInvestments,"451,180,000","372,670,000",,,,,
		Receivables,"602,000","729,000",,,,,
			AccruedInterestReceivable,"602,000","729,000",,,,,
		PrepaidAssets,"9,712,000","11,038,000","5,257,000","4,597,000","6,362,000","6,777,000","339,792"
		OtherCurrentAssets,"292,000","562,000","96,000","125,000","162,000","160,000",
	TotalNonCurrentAssets,"65,002,000","110,902,000","58,451,000","59,222,000","58,293,000","54,713,000","149,570,559"
		NetPPE,"52,663,000","51,700,000","51,980,000","51,920,000","51,784,000","48,624,000","41,347,000"
			GrossPPE,"56,299,000","54,266,000","53,526,000","52,552,000","51,876,000","48,706,000","41,347,000"
				Properties,"0","0","0","0",,"0",
				MachineryFurnitureEquipment,"1,455,000","1,383,000","1,249,000","1,245,000","1,203,000","418,000",
				OtherProperties,"30,645,000","28,868,000","27,498,000","26,176,000","24,732,000","24,560,000","41,347,000"
				ConstructionInProgress,"731,000","729,000","1,531,000","2,422,000","25,941,000","23,728,000",
				Leases,"23,468,000","23,286,000","23,248,000","22,709,000",,"0",
			AccumulatedDepreciation,"-3,636,000","-2,566,000","-1,546,000","-632,000","-92,000","-82,000",
		InvestmentsAndAdvances,"7,928,000","52,269,000",,,,,
			InvestmentinFinancialAssets,"7,928,000","52,269,000",,,,,
				AvailableForSaleSecurities,"7,928,000","52,269,000",,,,,
		NonCurrentDeferredAssets,"465,000","485,000",,"635,000","461,000","0",
		NonCurrentPrepaidAssets,"1,583,000","1,806,000","1,781,000","1,926,000","1,363,000","1,389,000",
		OtherNonCurrentAssets,"2,363,000","4,642,000","4,690,000","4,741,000","4,685,000","4,700,000","149,570,559"
TotalLiabilitiesNetMinorityInterest,"97,053,000","110,190,000","104,400,000","97,117,000","68,068,000","60,753,000","7,929,462"
	CurrentLiabilities,"35,318,000","42,538,000","30,800,000","29,257,000","34,151,000","29,548,000","2,696,962"
		PayablesAndAccruedExpenses,"27,403,000","28,774,000","19,962,000","20,898,000","26,950,000","17,654,000","2,696,962"
			Payables,"8,183,000","11,298,000","5,445,000","4,986,000","7,755,000","4,993,000","151,792"
				AccountsPayable,"8,183,000","11,298,000","5,445,000","4,986,000","7,755,000","4,993,000","151,792"
			CurrentAccruedExpenses,"19,220,000","17,476,000","14,517,000","15,912,000","19,195,000","12,661,000","2,545,170"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,659,000","10,827,000","8,076,000","5,271,000","4,483,000","9,489,000",
		CurrentDebtAndCapitalLeaseObligation,"2,563,000","2,437,000","2,335,000","2,236,000","2,139,000","2,036,000","2,206,000"
			CurrentCapitalLeaseObligation,"2,563,000","2,437,000","2,335,000","2,236,000","2,139,000","2,036,000","2,206,000"
		CurrentDeferredLiabilities,,"125,000","0","520,000","424,000","96,000",
		OtherCurrentLiabilities,"693,000","375,000","427,000","332,000","155,000","273,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"61,735,000","67,652,000","73,600,000","67,860,000","33,917,000","31,205,000","5,232,500"
		LongTermDebtAndCapitalLeaseObligation,"33,409,000","34,110,000","34,752,000","32,907,000","32,952,000","30,969,000","29,515,000"
			LongTermCapitalLeaseObligation,"33,409,000","34,110,000","34,752,000","32,907,000","32,952,000","30,969,000","29,515,000"
		NonCurrentDeferredLiabilities,,,,,,,"5,232,500"
		DerivativeProductLiabilities,,,,"2,475,000","729,000","0",
		OtherNonCurrentLiabilities,"28,326,000","33,542,000","38,848,000","32,478,000","236,000","236,000","9,060,000"
TotalEquityGrossMinorityInterest,"521,499,000","578,729,000","629,080,000","293,887,000","340,036,000","384,520,000","142,590,299"
	StockholdersEquity,"521,499,000","578,729,000","629,080,000","293,887,000","340,036,000","384,520,000","142,590,299"
		CapitalStock,"15,000","15,000","15,000","13,000","13,000","13,000","137,590,833"
			PreferredStock,"0","0","0","0","0","0","0"
			CommonStock,"15,000","15,000","15,000","13,000","13,000","13,000","137,590,833"
		AdditionalPaidInCapital,"1,207,356,000","1,195,944,000","1,186,787,000","789,004,000","781,914,000","775,417,000","8,123,646"
		RetainedEarnings,"-684,538,000","-616,244,000","-557,189,000","-495,130,000","-441,891,000","-390,910,000","-3,124,180"
		GainsLossesNotAffectingRetainedEarnings,"-1,334,000","-986,000","-533,000",,,,
TotalCapitalization,"521,499,000","578,729,000","629,080,000","293,887,000","340,036,000","384,520,000","142,590,299"
CommonStockEquity,"521,499,000","578,729,000","629,080,000","293,887,000","340,036,000","384,520,000","142,590,299"
CapitalLeaseObligations,"35,972,000","36,547,000","37,087,000","35,143,000","35,091,000","33,005,000","31,721,000"
NetTangibleAssets,"521,499,000","578,729,000","629,080,000","293,887,000","340,036,000","384,520,000","142,590,299"
WorkingCapital,"518,232,000","535,479,000","644,229,000","302,525,000","315,660,000","361,012,000","-1,747,760"
InvestedCapital,"521,499,000","578,729,000","629,080,000","293,887,000","340,036,000","384,520,000","142,590,299"
TangibleBookValue,"521,499,000","578,729,000","629,080,000","293,887,000","340,036,000","384,520,000","142,590,299"
TotalDebt,"35,972,000","36,547,000","37,087,000","35,143,000","35,091,000","33,005,000","31,721,000"
ShareIssued,"148,182,798","147,719,523","147,135,968","127,584,659","127,325,116","127,123,954","127,123,954"
OrdinarySharesNumber,"148,182,798","147,719,523","147,135,968","127,584,659","127,325,116","127,123,954","127,123,954"
