name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"451,382,000","488,429,000","249,668,000","236,701,000","244,043,000"
	CurrentAssets,"402,354,000","444,368,000","208,997,000","199,897,000","214,840,000"
		CashCashEquivalentsAndShortTermInvestments,"239,715,000","288,576,000","65,371,000","94,862,000","126,551,000"
			CashAndCashEquivalents,"239,715,000","288,576,000","65,371,000","94,862,000","126,551,000"
		Receivables,"32,321,000","39,945,000","33,871,000","25,986,000","23,698,000"
			AccountsReceivable,"4,192,000","10,978,000","12,202,000","5,819,000","4,371,000"
			TaxesReceivable,"22,160,000","22,594,000","20,889,000","19,304,000","17,951,000"
			OtherReceivables,"5,969,000","6,373,000","780,000","863,000","1,376,000"
		Inventory,"118,470,000","106,876,000","99,335,000","72,900,000","59,222,000"
			FinishedGoods,"118,470,000","106,876,000","99,335,000","72,900,000","59,222,000"
			InventoriesAdjustmentsAllowances,,"-1,709,000","-1,457,000","-1,684,000","-1,225,000"
		PrepaidAssets,"11,218,000","8,971,000","5,842,000","5,307,000","4,669,000"
		RestrictedCash,"630,000","0","0","0","700,000"
		CurrentDeferredAssets,,,"4,578,000","842,000",
	TotalNonCurrentAssets,"49,028,000","44,061,000","40,671,000","36,804,000","29,203,000"
		NetPPE,"42,936,000","37,955,000","34,565,000","30,602,000","23,301,000"
			GrossPPE,"67,134,000","58,882,000","52,506,000","46,282,000","35,102,000"
				Properties,"0","0","0","0","0"
				MachineryFurnitureEquipment,"36,507,000","31,745,000","27,019,000","23,258,000","16,534,000"
				Leases,"30,627,000","27,137,000","25,487,000","23,024,000","18,568,000"
			AccumulatedDepreciation,"-24,198,000","-20,927,000","-17,941,000","-15,680,000","-11,801,000"
		GoodwillAndOtherIntangibleAssets,"501,000","622,000","605,000","716,000","935,000"
		InvestmentsAndAdvances,"2,250,000","2,250,000","2,000,000","2,000,000","2,000,000"
			InvestmentinFinancialAssets,"2,250,000","2,250,000","2,000,000","2,000,000","2,000,000"
				AvailableForSaleSecurities,"2,250,000","2,250,000","2,000,000","2,000,000","2,000,000"
		NonCurrentDeferredAssets,"102,000","102,000","354,000","354,000","354,000"
			NonCurrentDeferredTaxesAssets,"102,000","102,000","354,000","354,000","354,000"
		NonCurrentPrepaidAssets,"3,145,000","3,025,000","3,028,000","3,001,000","2,457,000"
		OtherNonCurrentAssets,"94,000","107,000","119,000","131,000","156,000"
TotalLiabilitiesNetMinorityInterest,"71,062,000","91,425,000","299,025,000","277,626,000","269,550,000"
	CurrentLiabilities,"58,597,000","81,156,000","73,036,000","54,411,000","54,652,000"
		PayablesAndAccruedExpenses,"47,034,000","66,496,000","61,384,000","43,227,000","42,897,000"
			Payables,"33,937,000","48,656,000","48,505,000","33,631,000","32,234,000"
				AccountsPayable,"17,061,000","30,726,000","33,529,000","20,202,000","20,236,000"
				TotalTaxPayable,"16,876,000","17,930,000","14,976,000","13,429,000","11,998,000"
			CurrentAccruedExpenses,"13,097,000","17,840,000","12,879,000","9,596,000","10,663,000"
		CurrentProvisions,"3,876,000","5,452,000","3,010,000","3,346,000","5,249,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,100,000","5,021,000","6,167,000","4,631,000","3,581,000"
		CurrentDeferredLiabilities,"3,587,000","4,187,000","2,475,000","3,207,000","2,925,000"
			CurrentDeferredRevenue,"3,587,000","4,187,000","2,475,000","3,207,000","2,925,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"12,465,000","10,269,000","225,989,000","223,215,000","214,898,000"
		DerivativeProductLiabilities,,"0","13,087,000","11,243,000","5,845,000"
		PreferredSecuritiesOutsideStockEquity,,"0","204,049,000","204,049,000","204,049,000"
		OtherNonCurrentLiabilities,"12,465,000","10,269,000","8,853,000","7,923,000","5,004,000"
TotalEquityGrossMinorityInterest,"380,320,000","397,004,000","-49,357,000","-40,925,000","-25,507,000"
	StockholdersEquity,"380,320,000","397,004,000","-49,357,000","-40,925,000","-25,507,000"
		CapitalStock,"15,000","15,000","5,000","5,000","5,000"
			PreferredStock,"0",,,,
			CommonStock,"15,000","15,000","5,000","5,000","5,000"
		AdditionalPaidInCapital,"539,578,000","533,709,000","76,657,000","70,588,000","64,548,000"
		RetainedEarnings,"-159,265,000","-137,386,000","-126,946,000","-113,144,000","-92,016,000"
		GainsLossesNotAffectingRetainedEarnings,"-8,000","666,000","927,000","1,626,000","1,956,000"
TotalCapitalization,"380,320,000","397,004,000","-49,357,000","-40,925,000","-25,507,000"
CommonStockEquity,"380,320,000","397,004,000","-49,357,000","-40,925,000","-25,507,000"
NetTangibleAssets,"379,819,000","396,382,000","-49,962,000","-41,641,000","-26,442,000"
WorkingCapital,"343,757,000","363,212,000","135,961,000","145,486,000","160,188,000"
InvestedCapital,"380,320,000","397,004,000","-49,357,000","-40,925,000","-25,507,000"
TangibleBookValue,"379,819,000","396,382,000","-49,962,000","-41,641,000","-26,442,000"
ShareIssued,"148,420,722","147,052,520","143,119,814","143,119,814","143,119,814"
OrdinarySharesNumber,"148,420,722","147,052,520","143,119,814","143,119,814","143,119,814"
