name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalAssets,"300,500,589","300,594,647","300,723,636","300,887,365","300,981,445"
	CurrentAssets,"495,739","507,069","523,306","453,278","554,919"
		CashCashEquivalentsAndShortTermInvestments,"25,000","25,000","25,000","59,826","25,000"
			CashAndCashEquivalents,"25,000","25,000","25,000","59,826","25,000"
				CashFinancial,"25,000","25,000","25,000","59,826","25,000"
		PrepaidAssets,"470,739","482,069","498,306","393,452","529,919"
	TotalNonCurrentAssets,"300,004,850","300,087,578","300,200,330","300,434,087","300,426,526"
		NonCurrentDeferredAssets,,"0","0","0","0"
		OtherNonCurrentAssets,"300,004,850","300,087,578","300,200,330","300,434,087","300,426,526"
TotalLiabilitiesNetMinorityInterest,"37,418,035","27,430,310","10,321,495","11,348,130","13,243,182"
	CurrentLiabilities,"3,563,210","3,023,110","1,535,835","1,033,114","718,818"
		PayablesAndAccruedExpenses,"1,579,519","2,073,956","624,873","326,355","71,023"
			Payables,"49,885","757,123","145,455","284,700","48,507"
				TotalTaxPayable,"49,885","200,000","145,455","90,909","36,364"
				DuetoRelatedPartiesCurrent,"0","557,123","0","193,791","12,143"
			CurrentAccruedExpenses,"1,529,634","1,316,833","479,418","41,655","22,516"
		CurrentDebtAndCapitalLeaseObligation,"1,983,691","949,154","910,962","706,759","647,795"
			CurrentDebt,"1,983,691","949,154","910,962","706,759","647,795"
				CurrentNotesPayable,"1,983,691","949,154","910,962","706,759","647,795"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"33,854,825","24,407,200","8,785,660","10,315,016","12,524,364"
		DerivativeProductLiabilities,"33,854,825","24,407,200","8,785,660","10,315,016","12,524,364"
TotalEquityGrossMinorityInterest,"263,082,554","273,164,337","290,402,141","289,539,235","287,738,263"
	StockholdersEquity,"263,082,554","273,164,337","290,402,141","289,539,235","287,738,263"
		CapitalStock,"300,000,820","300,000,820","300,000,820","284,540,205","282,739,253"
			PreferredStock,"0","0","0","0","0"
			CommonStock,"300,000,820","300,000,820","300,000,820","284,540,205","282,739,253"
		AdditionalPaidInCapital,"175,610","160,975","0","6,372,602","8,173,554"
		RetainedEarnings,"-37,093,876","-26,997,458","-9,598,679","-1,373,572","-3,174,544"
TotalCapitalization,"263,082,554","273,164,337","290,402,141","289,539,235","287,738,263"
CommonStockEquity,"263,082,554","273,164,337","290,402,141","289,539,235","287,738,263"
NetTangibleAssets,"263,082,554","273,164,337","290,402,141","289,539,235","287,738,263"
WorkingCapital,"-3,067,471","-2,516,041","-1,012,529","-579,836","-163,899"
InvestedCapital,"265,066,245","274,113,491","291,313,103","290,245,994","288,386,058"
TangibleBookValue,"263,082,554","273,164,337","290,402,141","289,539,235","287,738,263"
TotalDebt,"1,983,691","949,154","910,962","706,759","647,795"
NetDebt,"1,958,691","924,154","885,962","646,933","622,795"
ShareIssued,"38,200,000","38,200,000","38,200,000","38,200,000","38,200,000"
OrdinarySharesNumber,"38,200,000","38,200,000","38,200,000","38,200,000","38,200,000"
