name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalAssets,"1,060,875,000","1,232,646,000","1,202,666,000","1,152,985,000","1,235,780,000","1,243,876,000","1,309,018,000","1,316,647,000","1,319,491,000","1,338,986,000","1,299,827,000","1,312,161,000","1,321,420,000","1,361,155,000","1,343,970,000","1,525,773,000","1,539,659,000","891,072,000","824,128,000","803,294,000","826,210,000","783,496,000","800,296,000","765,783,000","752,825,000","719,504,000","795,873,000","623,755,000","599,871,000","588,279,000","567,157,000","557,691,000","720,998,000","713,379,000","705,006,000","562,844,000","581,666,000","587,812,000","601,825,000","640,674,000","673,686,000","693,654,000","695,469,000","763,177,000","659,159,000","663,172,000","598,629,000","697,381,000","762,867,000","555,869,000","543,755,000","528,823,000","395,292,000","396,890,000","434,573,000","457,273,000","608,435,000","627,347,000","624,953,000","621,310,000","621,300,000","604,617,000","591,891,000","592,276,000","535,638,000","485,519,000","524,930,000","622,401,000","608,473,000","376,724,000","353,361,000","343,764,000","349,486,000","293,086,000","250,778,000","260,743,000","250,190,000","250,523,000","232,959,000","232,851,000","236,819,000","235,292,000","237,790,000","257,577,000","253,711,000","241,712,000","219,631,000","116,933,000","114,307,000","113,000,000","115,800,000","113,500,000","116,000,000","113,500,000","111,000,000","109,400,000","102,600,000","84,400,000","87,900,000","67,000,000","23,800,000"
	CurrentAssets,"545,112,000","684,364,000","624,759,000","678,985,000","724,336,000","696,822,000","725,034,000","706,247,000","678,756,000","664,679,000","656,449,000","640,904,000","545,012,000","527,750,000","476,038,000","537,706,000","501,762,000","371,744,000","249,444,000","222,324,000","233,494,000","216,781,000","199,302,000","283,650,000","253,206,000","315,590,000","401,947,000","365,674,000","335,566,000","314,838,000","285,563,000","267,285,000","421,015,000","398,371,000","374,280,000","216,125,000","224,714,000","215,176,000","219,104,000","213,462,000","243,054,000","301,376,000","305,634,000","373,576,000","522,372,000","527,927,000","498,309,000","608,924,000","678,392,000","469,971,000","507,405,000","491,389,000","357,089,000","355,930,000","389,765,000","405,341,000","433,298,000","462,746,000","465,632,000","459,611,000","458,224,000","442,744,000","394,716,000","357,692,000","283,004,000","170,215,000","165,317,000","192,250,000","326,138,000","157,183,000","135,489,000","105,694,000","128,885,000","95,587,000","73,358,000","118,779,000","81,797,000","75,689,000","95,933,000","109,027,000","113,957,000","122,555,000","143,247,000","171,780,000","165,893,000","152,704,000","142,937,000","101,218,000","100,882,000","99,800,000","98,500,000","93,400,000","94,200,000","98,600,000","91,800,000","97,500,000","90,300,000","76,800,000","80,800,000","61,300,000","19,200,000"
		CashCashEquivalentsAndShortTermInvestments,"343,691,000","485,609,000","419,728,000","477,113,000","529,128,000","502,649,000","520,221,000","486,077,000","435,445,000","407,664,000","338,024,000","337,718,000","305,866,000","277,764,000","248,171,000","298,340,000","291,220,000","329,376,000","183,632,000","167,953,000","187,625,000","172,182,000","150,789,000","259,331,000","225,572,000","287,706,000","362,878,000","348,126,000","317,761,000","300,109,000","271,126,000","246,430,000","403,424,000","387,662,000","366,357,000","205,640,000","214,828,000","203,330,000","207,086,000","203,242,000","232,518,000","289,456,000","292,753,000","359,354,000","508,575,000","512,009,000","484,893,000","597,609,000","668,673,000","460,193,000","498,483,000","480,386,000","347,928,000","345,853,000","378,972,000","394,178,000","382,026,000","440,882,000","444,991,000","438,040,000","439,047,000","424,359,000","376,221,000","345,436,000","271,387,000","160,807,000","145,117,000","171,399,000","304,823,000","137,793,000","116,950,000","86,009,000","110,514,000","66,782,000","54,348,000","97,264,000","64,896,000","64,137,000","86,537,000","96,690,000","98,808,000","109,988,000","129,895,000","135,484,000","138,116,000","126,719,000","122,220,000","90,340,000","92,341,000","87,600,000","87,200,000","9,900,000","17,900,000","31,900,000","25,800,000","27,600,000","9,000,000","3,800,000","20,600,000","9,000,000","1,200,000"
			CashAndCashEquivalents,"179,129,000","107,891,000","151,871,000","204,731,000","109,554,000","136,146,000","89,475,000","103,275,000","175,446,000","102,176,000","91,838,000","114,186,000","143,016,000","115,924,000","134,534,000","248,284,000","122,361,000","225,844,000","182,345,000","167,207,000","177,455,000","135,294,000","89,479,000","188,011,000","136,629,000","143,764,000","216,553,000","201,477,000","171,567,000","154,126,000","125,686,000","99,571,000","346,576,000","338,696,000","307,961,000","155,276,000","157,215,000","148,984,000","152,206,000","152,584,000","188,548,000","162,244,000","160,844,000","179,804,000","182,234,000","215,262,000","218,197,000","334,536,000","400,921,000","289,073,000","367,291,000","317,986,000","125,838,000","116,241,000","106,786,000","131,792,000","124,861,000","119,391,000","269,258,000","87,061,000","56,776,000","73,304,000","134,771,000","121,020,000","98,223,000","42,391,000","56,144,000","69,929,000","208,021,000","48,310,000","28,443,000","42,967,000","63,084,000","42,005,000","11,872,000","59,357,000","21,475,000","28,656,000","21,454,000","30,982,000","34,344,000","29,465,000","44,195,000","57,741,000","92,243,000","71,212,000","63,093,000","28,261,000","7,512,000","5,500,000","15,000,000","9,900,000","17,900,000","31,900,000","25,800,000","27,600,000","9,000,000","3,800,000","20,600,000","9,000,000","1,200,000"
				CashFinancial,"163,296,000","87,490,000","67,713,000","185,469,000","62,894,000","61,463,000","58,852,000","44,655,000","45,416,000","44,122,000","39,930,000","36,675,000","41,389,000",,"48,415,000","40,770,000","59,078,000",,"41,374,000","51,127,000","53,928,000","51,031,000","60,621,000","49,986,000","46,287,000","34,969,000","30,072,000",,,"29,188,000","29,654,000","20,049,000","27,308,000","28,565,000","12,750,000","11,916,000","16,446,000","19,415,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"15,833,000","20,401,000","84,158,000","19,262,000","46,660,000","74,683,000","30,623,000","58,620,000","130,030,000","58,054,000","51,908,000","77,511,000","101,627,000",,"86,119,000","207,514,000","63,283,000",,"140,971,000","116,080,000","123,527,000","84,263,000","28,858,000","138,025,000","90,342,000","108,795,000","186,481,000",,,"124,938,000","96,032,000","79,522,000","319,268,000","310,131,000","295,211,000","143,360,000","140,769,000","129,569,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"164,562,000","377,718,000","267,857,000","272,382,000","419,574,000","366,503,000","430,746,000","382,802,000","259,999,000","305,488,000","246,186,000","223,532,000","162,850,000","161,840,000","113,637,000","50,056,000","168,859,000","103,532,000","1,287,000","746,000","10,170,000","36,888,000","61,310,000","71,320,000","88,943,000","143,942,000","146,325,000","146,649,000","146,194,000","145,983,000","145,440,000","146,859,000","56,848,000","48,966,000","58,396,000","50,364,000","57,613,000","54,346,000","54,880,000","50,658,000","43,970,000","127,212,000","131,909,000","179,550,000","326,341,000","296,747,000","266,696,000","263,073,000","267,752,000","171,120,000","131,192,000","162,400,000","222,090,000","229,612,000","272,186,000","262,386,000","257,165,000","321,491,000","175,733,000","350,979,000","382,271,000","351,055,000","241,450,000","224,416,000","173,164,000","118,416,000","88,973,000","101,470,000","96,802,000","89,483,000","88,507,000","43,042,000","47,430,000","24,777,000","42,476,000","37,907,000","43,421,000","35,481,000","65,083,000","65,708,000","64,464,000","80,523,000","85,700,000","77,743,000","45,873,000","55,507,000","59,127,000","62,079,000","84,829,000","82,100,000","72,200,000",,,,,,,,,,
		Receivables,"182,980,000","179,673,000","184,955,000","183,276,000","173,666,000","163,800,000","174,366,000","190,646,000","216,406,000","228,405,000","221,544,000","206,122,000","214,097,000","227,476,000","207,161,000","218,869,000","188,176,000","25,892,000","49,799,000","36,788,000","27,353,000","21,099,000","26,363,000","11,326,000","14,617,000","16,408,000","10,314,000","6,745,000","6,541,000","6,001,000","5,099,000","12,503,000","7,816,000","2,251,000","1,597,000","1,003,000","60,000","529,000","452,000","113,000","728,000","1,026,000","917,000","1,354,000","389,000","2,600,000","155,000","244,000","470,000","949,000","754,000","1,550,000","1,187,000","1,503,000","2,430,000","2,184,000","7,396,000","1,920,000","3,181,000","3,405,000","1,139,000","2,594,000","1,440,000","2,658,000","1,808,000","954,000","1,329,000","1,667,000","3,596,000","1,435,000","1,742,000","454,000","790,000","10,263,000","2,987,000","3,935,000","4,399,000","1,080,000","312,000","197,000","1,937,000","275,000","2,368,000","6,099,000","512,000","1,788,000","68,000","5,105,000","2,000,000","2,500,000","1,500,000","1,900,000","2,000,000","2,000,000","1,900,000","5,600,000","11,400,000","600,000","900,000","3,100,000","7,300,000"
			AccountsReceivable,"51,232,000","44,065,000","46,674,000","38,730,000","35,937,000","27,903,000","33,025,000","35,198,000","44,364,000","44,039,000","38,610,000","28,225,000","43,810,000","50,863,000","42,674,000","39,263,000","26,734,000","25,892,000","49,799,000","36,788,000","27,353,000","21,099,000","26,363,000","11,326,000","14,617,000","16,408,000","10,314,000","6,745,000","6,541,000","6,001,000","5,099,000","12,503,000","7,816,000","2,251,000","1,597,000","1,003,000","60,000","529,000","452,000","113,000","728,000","1,026,000","917,000","1,354,000","389,000","2,600,000","155,000","244,000","470,000","949,000","754,000","1,550,000","1,187,000","1,503,000","2,430,000","2,184,000","7,396,000","1,920,000","3,181,000","3,405,000","1,139,000","2,594,000","1,440,000","2,658,000","1,808,000","954,000","1,329,000","1,667,000","3,596,000","1,435,000","1,742,000","454,000","790,000","10,263,000","2,987,000","3,935,000","4,399,000","1,080,000","312,000","197,000","1,937,000","275,000","2,368,000","6,099,000","512,000",,"68,000",,,,,,,,,,,,,,
			OtherReceivables,"131,748,000","135,608,000","138,281,000","144,546,000","137,729,000","135,897,000","141,341,000","155,448,000","172,042,000","184,366,000","182,934,000","177,897,000","170,287,000","176,613,000","164,487,000","179,606,000","161,442,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
