name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
OperatingCashFlow,"180,000,000","47,000,000","43,000,000","23,000,000","67,000,000","52,000,000","53,000,000","14,000,000","80,000,000","60,000,000","46,000,000","14,000,000","88,000,000","52,000,000","63,000,000","4,000,000","73,000,000","49,000,000","58,000,000"
	CashFlowFromContinuingOperatingActivities,"180,000,000","47,000,000","44,000,000","21,000,000","68,000,000","52,000,000","52,000,000","15,000,000","81,000,000","59,000,000","46,000,000","15,000,000","87,000,000","52,000,000","63,000,000","5,000,000","72,000,000","48,000,000","55,000,000"
		NetIncomeFromContinuingOperations,"125,000,000","2,000,000","6,000,000","77,000,000","40,000,000","5,000,000","1,000,000","49,000,000","49,000,000","13,000,000","19,000,000","61,000,000","60,000,000","13,000,000","17,000,000","50,000,000","45,000,000","13,000,000","44,000,000"
		OperatingGainsLosses,,,"0","0","30,000,000","1,000,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"34,000,000","8,000,000","8,000,000","8,000,000","10,000,000","9,000,000","9,000,000","7,000,000","10,000,000","8,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","5,000,000","5,000,000","4,000,000","4,000,000"
			DepreciationAndAmortization,"34,000,000","8,000,000","8,000,000","8,000,000","10,000,000","9,000,000","9,000,000","7,000,000","10,000,000","8,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","5,000,000","5,000,000","4,000,000","4,000,000"
				Depreciation,,,,,,,,,,,,,,,"4,000,000",,,,"2,000,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,"2,000,000",,,,"2,000,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,"2,000,000",,,,"2,000,000"
		DeferredTax,,,"-4,000,000","2,000,000",,,"-1,000,000","0",,,"-4,000,000","2,000,000","1,000,000","0","2,000,000","1,000,000","1,000,000","3,000,000","-20,000,000"
			DeferredIncomeTax,,,"-4,000,000","2,000,000",,,"-1,000,000","0",,,"-4,000,000","2,000,000","1,000,000","0","2,000,000","1,000,000","1,000,000","3,000,000","-20,000,000"
