name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalAssets,"7,509,072,000","7,626,585,000","7,576,456,000","7,271,859,000","7,221,470,000","7,041,378,000","7,824,422,000","6,882,686,000","6,560,682,000","6,519,503,000","5,848,571,000","5,926,381,000","5,808,024,000","5,806,291,000","5,947,061,000","5,782,332,000","6,381,519,000","6,526,647,000","6,478,080,000","6,442,696,000","6,522,323,000","6,624,911,000","6,751,622,000","6,687,987,000","6,596,819,000","7,011,110,000","6,532,097,000","6,909,870,000","6,892,379,000","1,165,615,000","0","0","920,312,000"
	CurrentAssets,"2,449,865,000","2,445,851,000","2,541,267,000","2,374,085,000","2,483,804,000","2,322,257,000","3,062,726,000","2,079,329,000","1,690,502,000","2,067,672,000","1,551,814,000","1,556,833,000","1,684,841,000","1,615,536,000","1,619,770,000","1,367,706,000","1,843,805,000","1,814,166,000","1,608,208,000","1,467,216,000","1,461,605,000","1,487,917,000","1,582,536,000","1,485,420,000","1,509,210,000","1,843,717,000","1,275,982,000","1,579,986,000","1,500,105,000","755,257,000","0","0","537,418,000"
		CashCashEquivalentsAndShortTermInvestments,"972,592,000","988,527,000","1,153,172,000","1,200,245,000","1,397,880,000","1,234,415,000","2,000,257,000","1,136,302,000","714,939,000","1,097,724,000","586,794,000","629,599,000","711,035,000","649,711,000","557,924,000","392,049,000","926,037,000","841,326,000","574,873,000","512,631,000","545,463,000","495,811,000","469,219,000","446,907,000","612,689,000","1,025,166,000","195,557,000","558,429,000","544,644,000","296,703,000",,,"243,965,000"
			CashAndCashEquivalents,"972,592,000","988,527,000","1,153,172,000","1,200,245,000","1,397,880,000","1,234,415,000","2,000,257,000","1,136,302,000","714,939,000","1,097,724,000","586,794,000","629,599,000","711,035,000","649,711,000","557,924,000","334,039,000","926,037,000","841,326,000","574,873,000","512,631,000","545,463,000","495,811,000","469,219,000","433,034,000","425,881,000","851,597,000","169,597,000","325,602,000","299,814,000","118,093,000",,,"171,898,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,"58,010,000",,,,,"0","0",,"13,873,000","186,808,000","173,569,000","25,960,000","232,827,000","244,830,000","178,610,000",,,"72,067,000"
		Receivables,"601,001,000","644,221,000","696,628,000","516,540,000","484,755,000","519,699,000","498,931,000","337,362,000","382,188,000","426,455,000","419,245,000","343,220,000","400,106,000","442,802,000","530,156,000","414,656,000","390,752,000","492,869,000","510,237,000","415,453,000","423,195,000","503,366,000","569,511,000","470,550,000","363,736,000","327,595,000","465,511,000","433,042,000","379,646,000","249,755,000",,,"150,598,000"
			AccountsReceivable,"568,850,000","632,347,000","662,787,000","495,590,000","457,431,000","507,078,000","485,100,000","325,993,000","367,172,000","409,835,000","405,108,000","326,714,000","378,172,000","420,903,000","491,183,000","360,857,000","345,957,000","448,848,000","459,761,000","373,711,000","357,948,000","421,100,000","491,489,000","400,679,000","316,356,000","296,592,000","438,266,000","408,074,000","353,830,000","215,248,000",,,"137,417,000"
				GrossAccountsReceivable,"569,252,000","632,817,000","663,251,000","496,045,000","457,762,000","507,638,000","486,162,000","326,281,000","367,227,000","409,896,000","405,151,000","326,746,000","378,212,000","421,062,000","491,360,000","361,005,000","346,091,000","449,079,000","459,918,000","373,771,000","358,006,000","421,185,000","491,589,000","400,850,000","316,499,000","297,201,000","438,428,000","408,235,000","354,369,000","215,801,000",,,"137,730,000"
				AllowanceForDoubtfulAccountsReceivable,"-402,000","-470,000","-464,000","-455,000","-331,000","-560,000","-1,062,000","-288,000","-55,000","-61,000","-43,000","-32,000","-40,000","-159,000","-177,000","-148,000","-134,000","-231,000","-157,000","-60,000","-58,000","-85,000","-100,000","-171,000","-143,000","-609,000","-162,000","-161,000","-539,000","-553,000",,,"-313,000"
			OtherReceivables,"32,151,000","11,874,000","33,841,000","20,950,000","27,324,000","12,621,000","13,831,000","11,369,000","15,016,000","16,620,000","14,137,000","16,506,000","21,934,000","21,899,000","38,973,000","53,799,000","44,795,000","44,021,000","50,476,000","41,742,000","65,247,000","82,266,000","78,022,000","69,871,000","47,380,000","31,003,000","27,245,000","24,968,000","25,816,000","34,507,000",,,"13,181,000"
