name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017
TotalAssets,"1,294,510,000","1,379,399,000","1,432,374,000","1,466,520,000","1,475,519,000","468,006,000","486,637,000","517,974,000","491,633,000","451,923,000","454,841,000","397,061,000","125,157,000","133,749,000","112,222,000","66,463,000"
	CurrentAssets,"917,297,000","1,052,048,000","1,153,122,000","1,264,082,000","1,324,982,000","332,226,000","390,929,000","429,343,000","415,943,000","403,594,000","418,945,000","361,796,000","92,409,000","102,826,000","83,818,000","51,969,000"
		CashCashEquivalentsAndShortTermInvestments,"547,858,000","733,294,000","886,442,000","1,009,337,000","1,125,017,000","159,127,000","214,615,000","222,334,000","246,410,000","275,988,000","312,451,000","276,987,000","35,409,000","54,271,000","49,780,000","39,035,000"
			CashAndCashEquivalents,"547,858,000","733,294,000","886,442,000","1,009,337,000","1,125,017,000","159,127,000","214,615,000","222,334,000","246,410,000","275,988,000","312,451,000","276,987,000","35,409,000","54,271,000","49,780,000","39,035,000"
		Receivables,"52,675,000","43,806,000","48,849,000","63,369,000","36,653,000","35,975,000","29,760,000","45,986,000","36,333,000","40,080,000","34,482,000","34,388,000","16,194,000","12,626,000","12,079,000","3,581,000"
			AccountsReceivable,"52,675,000","43,806,000","48,849,000","63,369,000","36,653,000","35,975,000","29,760,000","45,986,000","36,333,000","40,080,000","34,482,000","34,388,000","16,194,000","12,626,000","12,079,000","3,581,000"
				GrossAccountsReceivable,,"45,106,000",,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-1,300,000",,,,,,,,,,,,,,
		Inventory,"283,754,000","241,870,000","193,490,000","165,746,000","145,524,000","121,717,000","132,359,000","143,033,000","120,702,000","81,596,000","60,270,000","42,695,000","34,281,000","30,257,000","17,771,000","8,144,000"
			RawMaterials,"132,209,000","129,974,000","104,415,000","86,998,000","74,040,000","83,702,000","83,636,000","80,848,000","49,741,000","36,884,000","32,429,000","25,047,000","16,385,000","13,756,000","9,194,000","2,569,000"
			WorkInProcess,"65,310,000","50,227,000","41,655,000","31,908,000","10,749,000","12,887,000","18,728,000","13,326,000","18,851,000","17,958,000","4,439,000","5,635,000","6,198,000","2,517,000","1,810,000","2,615,000"
			FinishedGoods,"86,235,000","61,669,000","47,420,000","46,840,000","60,735,000","25,128,000","29,995,000","48,859,000","52,110,000","26,754,000","23,402,000","12,013,000","11,698,000","13,984,000","6,767,000","2,960,000"
		PrepaidAssets,"33,010,000","33,078,000","24,341,000","25,630,000","17,788,000","15,407,000","14,195,000","17,990,000","12,498,000","5,930,000","11,742,000","7,726,000","6,525,000","5,672,000","4,188,000","1,209,000"
	TotalNonCurrentAssets,"377,213,000","327,351,000","279,252,000","202,438,000","150,537,000","135,780,000","95,708,000","88,631,000","75,690,000","48,329,000","35,896,000","35,265,000","32,748,000","30,923,000","28,404,000","14,494,000"
		NetPPE,"267,081,000","253,304,000","222,734,000","172,121,000","146,032,000","129,869,000","90,738,000","84,079,000","74,189,000","47,474,000","35,050,000","34,473,000","31,861,000","30,527,000","28,007,000","14,118,000"
			GrossPPE,"327,246,000","306,756,000","269,712,000","213,738,000","183,143,000","163,027,000","119,957,000","110,348,000","97,424,000","68,183,000","53,701,000","51,103,000","46,441,000","43,203,000","38,809,000","21,896,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"5,407,000","5,434,000","5,459,000","3,953,000","3,943,000","3,995,000","1,156,000","1,120,000",,,,,,,,
				BuildingsAndImprovements,"22,819,000","22,937,000","21,782,000","12,712,000","12,685,000","12,569,000","2,096,000","1,600,000",,,,,,,,
				MachineryFurnitureEquipment,"2,799,000","2,749,000","2,639,000","2,297,000","1,452,000","1,393,000","1,337,000","1,197,000","1,187,000","917,000","836,000","757,000","538,000","465,000","99,000","51,000"
				OtherProperties,"275,878,000","255,386,000","221,549,000","177,940,000","155,712,000","135,793,000","106,264,000","98,431,000","88,565,000","59,646,000","45,397,000","43,009,000","38,737,000","35,658,000","32,554,000","20,560,000"
				Leases,"20,343,000","20,250,000","18,283,000","16,836,000","9,351,000","9,277,000","9,104,000","8,000,000","7,672,000","7,620,000","7,468,000","7,337,000","7,166,000","7,080,000","6,156,000","1,285,000"
			AccumulatedDepreciation,"-60,165,000","-53,452,000","-46,978,000","-41,617,000","-37,111,000","-33,158,000","-29,219,000","-26,269,000","-23,235,000","-20,709,000","-18,651,000","-16,630,000","-14,580,000","-12,676,000","-10,802,000","-7,778,000"
		InvestmentsAndAdvances,"7,353,000","8,023,000",,,,,,,,,,,,,,
			LongTermEquityInvestment,"7,353,000","8,023,000",,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,"7,353,000","8,023,000",,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"96,166,000","59,188,000","49,456,000","26,578,000",,,,,,,,,,,,
		OtherNonCurrentAssets,"6,613,000","6,836,000","7,062,000","3,739,000","4,505,000","5,911,000","4,970,000","4,552,000","1,501,000","855,000","846,000","792,000","887,000","396,000","397,000","376,000"
TotalLiabilitiesNetMinorityInterest,"1,253,529,000","1,246,904,000","1,225,269,000","1,211,039,000","1,211,472,000","100,909,000","107,237,000","128,064,000","99,652,000","67,833,000","78,013,000","65,276,000","252,335,000","54,809,000","227,914,000","162,376,000"
	CurrentLiabilities,"100,991,000","94,189,000","74,292,000","71,499,000","73,109,000","88,967,000","45,657,000","66,275,000","71,983,000","47,697,000","56,192,000","40,403,000","21,942,000","24,017,000","47,435,000","12,150,000"
