name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017
		PayablesAndAccruedExpenses,"96,354,000","89,549,000","70,147,000","67,664,000","69,823,000","60,801,000","43,104,000","63,836,000","56,188,000","36,625,000","47,075,000","34,370,000","19,229,000","23,205,000","20,336,000","8,480,000"
			Payables,"70,793,000","69,195,000","49,656,000","50,599,000","55,355,000","55,914,000","32,820,000","53,591,000","50,168,000","28,691,000","39,781,000","28,591,000","12,748,000","18,502,000","15,484,000","6,823,000"
				AccountsPayable,"67,387,000","69,040,000","45,387,000","49,951,000","51,456,000","53,071,000","30,531,000","51,567,000","48,219,000","26,923,000","38,348,000","27,383,000","11,663,000","17,247,000","14,601,000","6,276,000"
				OtherPayable,"3,406,000","155,000","4,269,000","648,000","3,899,000","2,843,000","2,289,000","2,024,000","1,949,000","1,768,000","1,433,000","1,208,000","1,085,000","1,255,000","883,000","547,000"
			CurrentAccruedExpenses,"25,561,000","20,354,000","20,491,000","17,065,000","14,468,000","4,887,000","10,284,000","10,245,000","6,020,000","7,934,000","7,294,000","5,779,000","6,481,000","4,703,000","4,852,000","1,657,000"
		CurrentDebtAndCapitalLeaseObligation,"4,637,000","4,640,000","4,145,000","3,835,000","3,286,000","28,166,000","2,553,000","2,439,000","15,795,000","11,072,000","9,117,000","6,033,000","36,000","44,000","48,000","3,120,000"
			CurrentDebt,,,,,,"25,000,000",,,"14,094,000","11,000,000","9,087,000","6,000,000",,,,"2,977,000"
				LineOfCredit,,"0","0","0","0","25,000,000",,,,,,"6,000,000",,"0","0","2,500,000"
				OtherCurrentBorrowings,,,,,,"25,000,000",,,"14,094,000","11,000,000","9,087,000","6,000,000",,,,"477,000"
			CurrentCapitalLeaseObligation,"4,637,000","4,640,000","4,145,000","3,835,000","3,286,000","3,166,000","2,553,000","2,439,000","1,701,000","72,000","30,000","33,000","36,000","44,000","48,000","143,000"
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,"25,000,000","0"
			CurrentDeferredRevenue,,,,,,,,,,,,,,,"25,000,000","0"
		OtherCurrentLiabilities,,,,,,,,,,,,,"2,677,000","768,000","2,051,000","550,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,152,538,000","1,152,715,000","1,150,977,000","1,139,540,000","1,138,363,000","11,942,000","61,580,000","61,789,000","27,669,000","20,136,000","21,821,000","24,873,000","230,393,000","30,792,000","180,479,000","150,226,000"
		LongTermDebtAndCapitalLeaseObligation,"1,152,538,000","1,152,715,000","1,150,977,000","1,139,540,000","1,138,363,000","11,942,000","61,580,000","61,789,000","27,669,000","20,136,000","21,821,000","24,873,000","30,853,000","30,792,000","30,938,000","2,032,000"
			LongTermDebt,"1,130,657,000","1,129,674,000","1,128,690,000","1,127,707,000","1,126,723,000",,"50,000,000","50,000,000","16,532,000","19,569,000","21,425,000","24,467,000","30,447,000","30,388,000","30,767,000","1,938,000"
			LongTermCapitalLeaseObligation,"21,881,000","23,041,000","22,287,000","11,833,000","11,640,000","11,942,000","11,580,000","11,789,000","11,137,000","567,000","396,000","406,000","406,000","404,000","171,000","94,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","199,540,000","0","149,541,000","148,194,000"
TotalEquityGrossMinorityInterest,"40,981,000","132,495,000","207,105,000","255,481,000","264,047,000","367,097,000","379,400,000","389,910,000","391,981,000","384,090,000","376,828,000","331,785,000","-127,178,000","78,940,000","-115,692,000","-95,913,000"
	StockholdersEquity,"40,981,000","132,495,000","207,105,000","255,481,000","264,047,000","367,097,000","379,400,000","389,910,000","391,981,000","384,090,000","376,828,000","331,785,000","-127,178,000","78,940,000","-115,692,000","-95,913,000"
		CapitalStock,"6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","1,000","5,000","1,000","1,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0",,,,,
			CommonStock,"6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","1,000","5,000","1,000","1,000"
		AdditionalPaidInCapital,"519,681,000","510,014,000","503,690,000","496,210,000","485,684,000","560,210,000","548,706,000","540,576,000","532,275,000","526,199,000","518,485,000","477,541,000","9,142,000","208,607,000","6,527,000","4,823,000"
		RetainedEarnings,"-477,430,000","-376,972,000","-296,601,000","-241,785,000","-222,133,000","-194,867,000","-169,790,000","-150,505,000","-140,300,000","-142,115,000","-141,663,000","-145,762,000","-136,321,000","-129,672,000","-122,220,000","-99,786,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,276,000","-553,000","10,000","1,050,000","490,000","1,748,000","478,000","-167,000",,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,"-951,000"
TotalCapitalization,"1,171,638,000","1,262,169,000","1,335,795,000","1,383,188,000","1,390,770,000","367,097,000","429,400,000","439,910,000","408,513,000","403,659,000","398,253,000","356,252,000","-96,731,000","109,328,000","-84,925,000","-93,975,000"
CommonStockEquity,"40,981,000","132,495,000","207,105,000","255,481,000","264,047,000","367,097,000","379,400,000","389,910,000","391,981,000","384,090,000","376,828,000","331,785,000","-127,178,000","78,940,000","-115,692,000","-95,913,000"
CapitalLeaseObligations,"26,518,000","27,681,000","26,432,000","15,668,000","14,926,000","15,108,000","14,133,000","14,228,000","12,838,000","639,000","426,000","439,000","442,000","448,000","219,000","237,000"
NetTangibleAssets,"40,981,000","132,495,000","207,105,000","255,481,000","264,047,000","367,097,000","379,400,000","389,910,000","391,981,000","384,090,000","376,828,000","331,785,000","-127,178,000","78,940,000","-115,692,000","-95,913,000"
WorkingCapital,"816,306,000","957,859,000","1,078,830,000","1,192,583,000","1,251,873,000","243,259,000","345,272,000","363,068,000","343,960,000","355,897,000","362,753,000","321,393,000","70,467,000","78,809,000","36,383,000","39,819,000"
InvestedCapital,"1,171,638,000","1,262,169,000","1,335,795,000","1,383,188,000","1,390,770,000","392,097,000","429,400,000","439,910,000","422,607,000","414,659,000","407,340,000","362,252,000","-96,731,000","109,328,000","-84,925,000","-90,998,000"
TangibleBookValue,"40,981,000","132,495,000","207,105,000","255,481,000","264,047,000","367,097,000","379,400,000","389,910,000","391,981,000","384,090,000","376,828,000","331,785,000","-127,178,000","78,940,000","-115,692,000","-95,913,000"
TotalDebt,"1,157,175,000","1,157,355,000","1,155,122,000","1,143,375,000","1,141,649,000","40,108,000","64,133,000","64,228,000","43,464,000","31,208,000","30,938,000","30,906,000","30,889,000","30,836,000","30,986,000","5,152,000"
NetDebt,"582,799,000","396,380,000","242,248,000","118,370,000","1,706,000",,,,,,,,,,,
ShareIssued,"63,525,399","63,400,899","63,326,309","63,243,498","63,008,534","62,820,351","62,625,629","62,425,640","61,857,377","61,576,494","60,565,840","60,167,521","57,433,044","57,433,044","57,433,044","57,433,044"
OrdinarySharesNumber,"63,525,399","63,400,899","63,326,309","63,243,498","63,008,534","62,820,351","62,625,629","62,425,640","61,857,377","61,576,494","60,565,840","60,167,521","57,433,044","57,433,044","57,433,044","57,433,044"
