name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
TotalAssets,"13,314,200,000","13,102,461,000","12,543,258,000","12,329,083,000","12,102,887,000","10,904,500,000","10,567,652,000","10,339,817,000","9,701,091,000","8,262,227,000","8,113,839,000","7,979,293,000","7,945,895,000","7,731,854,000","7,571,231,000","7,685,470,000","7,567,449,000","7,254,715,000","7,009,164,000","6,947,392,000","6,930,370,000","6,809,931,000","6,686,736,000","6,614,990,000","6,525,185,000","6,665,070,000","6,467,645,000","6,115,236,000","6,025,372,000","5,848,202,000","5,575,811,000","5,446,356,000","5,281,027,000","5,222,208,000","5,075,635,000","4,982,605,000","4,455,980,000","4,502,012,000","4,310,547,000","4,291,804,000","4,227,250,000","4,120,531,000","3,935,403,000","3,841,015,000","3,828,203,000","3,776,367,000","3,447,483,000","3,335,595,000","3,352,955,000","3,279,456,000","3,076,192,580","3,077,535,389","3,121,361,922","3,212,384,654","3,148,587,946","3,084,665,161","3,061,935,863","3,070,309,412","2,894,490,663","2,850,452,225","2,870,445,944","2,850,164,514","2,711,336,585","2,715,422,977","2,758,118,241","2,733,827,103","2,478,261,000","2,425,824,693","2,408,341,151","2,315,224,431","2,205,751,494","2,080,706,402","2,077,694,012","2,092,571,434","2,069,858,762","2,028,325,870","1,996,404,521","1,993,182,936","1,953,087,800","1,910,540,816","1,885,084,359","1,929,694,130","1,861,326,084","1,751,358,453","1,784,079,992","1,753,814,214","1,696,971,324","1,672,707,716","1,708,423,454","1,723,400,000","1,687,500,000","1,664,500,000","1,677,100,000","1,686,600,000","1,526,400,000","1,537,100,000","1,544,800,000","1,573,500,000","1,461,400,000","1,269,000,000","1,259,700,000","1,262,000,000","1,202,600,000","1,186,000,000","1,188,700,000","1,062,300,000","1,027,000,000","997,900,000","987,600,000","1,012,600,000","988,600,000","985,500,000","1,003,400,000","924,600,000"
TotalLiabilitiesNetMinorityInterest,"11,825,451,000","11,343,237,000","10,809,523,000","10,608,714,000","10,437,459,000","9,226,310,000","8,948,151,000","8,757,368,000","8,174,729,000","7,035,030,000","6,908,741,000","6,814,545,000","6,838,373,000","6,678,559,000","6,575,492,000","6,699,842,000","6,597,635,000","6,331,947,000","6,102,608,000","6,059,950,000","6,071,016,000","5,972,046,000","5,818,792,000","5,748,832,000","5,686,577,000","5,860,084,000","5,675,611,000","5,414,043,000","5,319,124,000","5,166,665,000","4,917,046,000","4,806,320,000","4,664,461,000","4,634,561,000","4,507,394,000","4,406,741,000","3,891,728,000","3,945,049,000","3,760,635,000","3,757,541,000","3,710,245,000","3,611,994,000","3,436,204,000","3,363,310,000","3,371,988,000","3,334,679,000","2,996,552,000","2,904,597,000","2,929,134,000","2,863,754,000","2,660,658,654","2,688,676,290","2,739,822,530","2,843,602,426","2,798,171,102","2,740,754,537","2,710,177,034","2,734,813,950","2,572,488,752","2,543,936,039","2,562,236,909","2,549,263,476","2,418,213,510","2,435,651,451","2,477,489,871","2,457,551,296","2,201,943,000","2,151,814,254","2,141,775,861","2,049,679,047","1,941,419,817","1,831,404,902","1,814,319,275","1,841,084,677","1,820,770,197","1,777,145,632","1,756,206,582","1,754,415,291","1,715,163,566","1,682,825,369","1,667,866,838","1,716,040,117","1,647,975,314","1,544,710,044","1,582,204,230","1,557,693,326","1,507,484,531","1,486,523,543","1,526,010,071","1,544,700,000","1,510,900,000","1,491,200,000","1,504,900,000","1,517,200,000","1,366,500,000","1,382,200,000","1,393,300,000","1,425,300,000","1,321,000,000","1,131,800,000","1,125,700,000","1,130,800,000","1,074,500,000","1,060,900,000","1,066,000,000","947,400,000","914,600,000","888,000,000","881,200,000","908,700,000","887,000,000","885,900,000","905,100,000","834,200,000"
TotalEquityGrossMinorityInterest,"1,488,749,000","1,759,224,000","1,733,735,000","1,720,369,000","1,665,428,000","1,678,190,000","1,619,501,000","1,582,449,000","1,526,362,000","1,227,197,000","1,205,098,000","1,164,748,000","1,107,522,000","1,053,295,000","995,739,000","985,628,000","969,814,000","922,768,000","906,556,000","887,442,000","859,354,000","837,885,000","867,944,000","866,158,000","838,608,000","804,986,000","792,034,000","701,193,000","706,248,000","681,537,000","658,765,000","640,036,000","616,566,000","587,647,000","568,241,000","575,864,000","564,252,000","556,963,000","549,912,000","534,263,000","517,005,000","508,537,000","499,199,000","477,705,000","456,215,000","441,688,000","450,931,000","430,998,000","423,821,000","415,702,000","415,533,926","388,859,099","381,539,392","368,782,228","350,416,844","343,910,624","351,758,829","335,495,462","322,001,911","306,516,186","308,209,035","300,901,038","293,123,075","279,771,526","280,628,370","276,275,807","276,318,000","274,010,439","266,565,290","265,545,384","264,331,677","249,301,500","263,374,737","251,486,757","249,088,565","251,180,238","240,197,939","238,767,645","237,924,234","227,715,447","217,217,521","213,654,013","213,350,770","206,648,409","201,875,762","196,120,888","189,486,793","186,184,173","182,413,383","178,700,000","176,600,000","173,300,000","172,200,000","169,400,000","159,900,000","154,900,000","151,500,000","148,200,000","140,400,000","137,200,000","134,000,000","131,200,000","128,100,000","125,100,000","122,700,000","114,900,000","112,400,000","109,900,000","106,400,000","103,900,000","101,600,000","99,600,000","98,300,000","90,400,000"
	StockholdersEquity,"1,488,749,000","1,759,224,000","1,733,735,000","1,720,369,000","1,665,428,000","1,678,190,000","1,619,501,000","1,582,449,000","1,526,362,000","1,227,197,000","1,205,098,000","1,164,748,000","1,107,522,000","1,053,295,000","995,739,000","985,628,000","969,814,000","922,768,000","906,556,000","887,442,000","859,354,000","837,885,000","867,944,000","866,158,000","838,608,000","804,986,000","792,034,000","701,193,000","706,248,000","681,537,000","658,765,000","640,036,000","616,566,000","587,647,000","568,241,000","575,864,000","564,252,000","556,963,000","549,912,000","534,263,000","517,005,000","508,537,000","499,199,000","477,705,000","456,215,000","441,688,000","450,931,000","430,998,000","423,821,000","415,702,000","415,533,926","388,859,099","381,539,392","368,782,228","350,416,844","343,910,624","351,758,829","335,495,462","322,001,911","306,516,186","308,209,035","300,901,038","293,123,075","279,771,526","280,628,370","276,275,807","276,318,000","274,010,439","266,565,290","265,545,384","264,331,677","249,301,500","263,374,737","251,486,757","249,088,565","251,180,238","240,197,939","238,767,645","237,924,234","227,715,447","217,217,521","213,654,013","213,350,770","206,648,409","201,875,762","196,120,888","189,486,793","186,184,173","182,413,383","178,700,000","176,600,000","173,300,000","172,200,000","169,400,000","159,900,000","154,900,000","151,500,000","148,200,000","140,400,000","137,200,000","134,000,000","131,200,000","128,100,000","125,100,000","122,700,000","114,900,000","112,400,000","109,900,000","106,400,000","103,900,000","101,600,000","99,600,000","98,300,000","90,400,000"
		CapitalStock,"1,427,000","1,425,000","1,425,000","1,424,000","1,423,000","1,422,000","1,421,000","1,420,000","1,423,000","1,359,000","1,358,000","1,358,000","1,356,000","678,000","677,000","677,000","676,000","663,000","662,000","662,000","661,000","661,000","661,000","661,000","660,000","660,000","659,000","642,000","641,000","641,000","641,000","640,000","640,000","320,000","320,000","320,000","315,000","315,000","315,000","315,000","315,000","314,000","314,000","314,000","314,000","209,000","208,000","208,000","208,000","208,000","208,224","208,148","208,047","207,992","207,936","207,923","207,829","207,669","207,645","207,601","207,548","207,392","207,315","207,277","207,174,810","207,144,010","207,045,000","206,976,330","206,886,420","155,115,760","155,014,710","154,944,060","154,863,220","154,806,790","154,757,670","154,714,290","154,592,890","123,642,010","123,589,100","123,541,110","123,452,240","123,332,520","123,241,410","123,195,490","98,521,920","99,830,020","99,771,530","99,764,530","99,743,060","99,700,000",,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,427,000","1,425,000","1,425,000","1,424,000","1,423,000","1,422,000","1,421,000","1,420,000","1,423,000","1,359,000","1,358,000","1,358,000","1,356,000","678,000","677,000","677,000","676,000","663,000","662,000","662,000","661,000","661,000","661,000","661,000","660,000","660,000","659,000","642,000","641,000","641,000","641,000","640,000","640,000","320,000","320,000","320,000","315,000","315,000","315,000","315,000","315,000","314,000","314,000","314,000","314,000","209,000","208,000","208,000","208,000","208,000","208,224","208,148","208,047","207,992","207,936","207,923","207,829","207,669","207,645","207,601","207,548","207,392","207,315","207,277","207,174,810","207,144,010","207,045,000","206,976,330","206,886,420","155,115,760","155,014,710","154,944,060","154,863,220","154,806,790","154,757,670","154,714,290","154,592,890","123,642,010","123,589,100","123,541,110","123,452,240","123,332,520","123,241,410","123,195,490","98,521,920","99,830,020","99,771,530","99,764,530","99,743,060","99,700,000",,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"680,665,000","676,871,000","675,139,000","672,288,000","671,849,000","669,644,000","668,815,000","666,963,000","673,535,000","450,676,000","448,968,000","448,349,000","445,672,000","443,114,000","440,589,000","439,731,000","437,868,000","378,062,000","376,286,000","374,391,000","373,023,000","372,245,000","371,170,000","370,601,000","369,972,000","368,925,000","367,444,000","306,763,000","306,362,000","305,429,000","304,866,000","304,308,000","303,875,000","302,991,000","302,320,000","301,963,000","278,122,000","277,412,000","277,121,000","276,801,000","276,623,000","276,127,000","275,887,000","275,670,000","275,256,000","274,629,000","270,355,000","270,087,000","269,880,000","269,294,000","269,073,389","268,608,275","268,271,148","268,087,449","267,927,363","267,761,861","267,471,707","267,136,338","267,019,351","266,821,404","266,643,574","266,271,930","266,108,303","266,001,145","58,793,238","58,712,508","58,622,000","58,624,345","58,575,387","58,529,113","58,431,930","58,370,784","58,293,285","58,253,180","58,215,719","58,172,924","58,103,956","58,087,687","58,018,533","57,980,651","57,885,885","57,824,061","57,735,976","57,721,279","57,790,905","60,592,310","60,541,892","60,535,858","60,517,351","60,500,000",,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,016,239,000","981,675,000","947,724,000","910,171,000","875,147,000","836,729,000","797,202,000","762,830,000","727,828,000","707,656,000","682,575,000","655,794,000","629,988,000","606,658,000","582,449,000","556,615,000","533,427,000","517,257,000","493,706,000","476,912,000","461,229,000","446,534,000","431,765,000","418,053,000","403,135,000","388,006,000","373,372,000","358,037,000","342,995,000","327,978,000","314,363,000","299,902,000","287,670,000","273,972,000","261,052,000","249,804,000","238,625,000","227,927,000","217,483,000","205,554,000","195,074,000","184,871,000","174,955,000","164,417,000","155,462,000","146,397,000","138,002,000","128,863,000","121,754,000","115,123,000","109,662,745","102,756,184","96,267,157","89,637,172","83,669,522","77,377,884","70,845,063","64,333,921","58,473,397","52,867,251","46,240,191","41,003,600","35,516,312","30,330,988","25,101,205","19,434,606","14,654,000","9,688,836","4,913,502","49,834,536","45,050,364","40,468,037","36,568,622","31,276,464","27,555,147","23,238,355","18,849,930","45,647,522","41,423,413","37,048,374","32,850,441","28,375,353","24,544,462","20,708,837","41,755,721","38,003,195","34,030,917","30,085,817","26,249,480","22,500,000","18,900,000","15,100,000","11,400,000","8,000,000","34,700,000","31,400,000","28,200,000","25,000,000","19,100,000","16,200,000","30,300,000","27,400,000","24,600,000","21,900,000","32,700,000","28,100,000","25,700,000","23,200,000","20,000,000","17,800,000","15,700,000","13,700,000","42,700,000","39,300,000"
		TreasuryStock,"10,404,000","10,090,000","9,876,000","9,641,000","9,385,000","9,126,000","8,780,000","8,697,000","8,437,000","8,222,000","8,042,000","7,823,000","7,660,000","7,507,000","7,512,000","7,419,000","7,291,000","7,148,000","7,028,000","6,948,000","6,790,000","6,671,000","6,566,000","6,517,000","6,409,000","6,296,000","6,207,000","6,110,000","6,005,000","5,878,000","5,797,000","5,723,000","5,618,000","5,490,000","5,364,000","5,259,000","5,138,000","5,007,000","4,908,000","4,763,000","4,712,000","4,597,000","4,476,000","4,394,000","4,314,000","4,207,000","4,115,000","4,038,000","3,946,000","3,833,000","3,745,991","3,671,412","3,580,377","3,500,436","3,410,582","3,344,178","3,255,670","3,170,304","3,130,476","3,059,738","2,990,335","2,911,506","2,837,163","2,790,346","2,699,856","2,592,413","2,500,000","2,430,529","2,343,079","2,289,729",,,,,,,,,,,,,,,"82,388","3,925,069","3,093,219",,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-209,582,000","99,253,000","109,447,000","136,486,000","117,009,000","170,395,000","152,063,000","151,236,000","123,576,000","67,506,000","72,197,000","59,247,000","30,506,000","2,845,000","-27,976,000","-11,395,000","-2,157,000","26,786,000","35,902,000","35,477,000","24,441,000","18,445,000","64,348,000","76,843,000","64,841,000","47,395,000","50,559,000","35,751,000","56,250,000","47,489,000","38,895,000","35,186,000","24,381,000","10,364,000","4,549,000","23,777,000","47,190,000","51,309,000","59,901,000","56,356,000","49,705,000","47,225,000","52,519,000","41,698,000","29,497,000","20,453,000","42,366,000","31,840,000","31,979,000","31,077,000","36,589,568","17,286,492","16,793,040","10,849,615","2,022,605","1,907,134","16,489,900","6,987,838","-568,006","-10,320,332","-1,891,943","-3,670,378","-5,871,692","-13,977,538","-10,440,883","-6,422,904","-1,504,000","1,151,457","-1,466,940","4,355,704","5,834,673","-4,481,381","13,649,610","7,150,323","8,560,029","15,054,669","8,651,163","11,390,426","14,893,188","9,145,312","3,028,955","4,122,079","7,828,922","5,022,803","3,889,604","1,620,432","-1,764,327","-4,202,032","-4,096,508","-4,100,000","-2,400,000","-1,900,000","800,000","1,500,000","2,200,000","500,000","400,000","400,000","200,000","-100,000","-400,000","-300,000","-500,000","-500,000","-400,000","-200,000","-200,000","-300,000","-500,000","-700,000","-900,000","-700,000",,
