name,ttm,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,03/31/1990
OperatingCashFlow,,"22,967,751","88,367,614","-26,450,547","26,450,547","26,607,357","17,893,101","9,832,228","13,141,265","65,543,953","0","-17,654,882","17,654,882","20,495,557","14,176,070","16,952,757","11,816,569","14,992,656","11,351,024","8,815,846","9,190,890","8,247,898","8,576,628","8,295,854","6,811,946","7,181,202","6,190,231","5,634,568","4,210,611","6,235,950","8,376,458","11,446,326","13,190,594","10,782,948","9,718,111","9,777,728","5,907,231","7,255,044","6,709,724","4,239,445","2,157,681","496,151","3,574,215","-48,555","5,193,572","5,741,193","4,710,070","1,978,070","9,331,982","5,408,737","8,225,140","5,047,003","1,765,392","4,185,173","2,729,530","2,124,062","2,082,765","5,000,000","3,800,000","1,300,000","6,100,000","4,100,000","5,000,000","4,300,000","5,100,000","21,300,000","-8,600,000","3,900,000","4,400,000","5,600,000","4,400,000","3,800,000","7,600,000","12,100,000","5,300,000"
	CashFlowFromContinuingOperatingActivities,,"22,967,751",,,"26,450,547","26,607,357","17,893,101","9,832,228","13,141,265",,,,"17,654,882","20,495,557","14,176,070","16,952,757","11,816,569","14,992,656","11,351,024","8,815,846","9,190,890","8,247,898","8,576,628","8,295,854","6,811,946","7,181,202","6,190,231","5,634,568","4,210,611","6,235,950","8,376,458","11,446,326","13,190,594","10,782,948","9,718,111","9,777,728","5,907,231","7,255,044","6,709,724","4,239,445","2,157,681","496,151","3,574,215","-48,555","5,193,572","5,741,193","4,710,070","1,978,070","9,331,982","5,408,737","8,225,140","5,047,003","1,765,392","4,185,173","2,729,530","2,124,062","2,082,765","5,000,000","3,800,000","1,300,000","6,100,000","4,100,000","5,000,000","4,300,000","5,100,000","21,300,000","-8,600,000","3,900,000","4,400,000","5,600,000","4,400,000","3,800,000","7,600,000","12,100,000","5,300,000"
		NetIncomeFromContinuingOperations,,"22,995,160",,,"26,103,336","22,956,306","17,929,590","13,124,282","13,609,052",,,,"18,652,973","20,612,675","15,890,763","12,520,378","13,243,853","15,049,470","11,566,394","8,904,732","9,026,147","8,294,607","8,623,992","8,425,046","6,769,480","7,233,815","6,240,538","5,522,743","4,418,310","7,208,079","8,376,458","11,936,244","11,952,614","10,921,027","9,463,061","8,894,988","6,266,065","7,067,199","5,924,721","3,845,612","1,634,310","1,459,552","2,357,379","1,458,045","5,139,406","5,252,581","4,343,274","4,022,537","8,571,723","6,372,223","6,963,118","3,699,868","2,453,365","3,928,456","2,545,841","2,124,021","3,034,145","4,600,000","4,200,000","1,300,000","6,100,000","4,300,000","5,100,000","4,200,000","5,200,000","6,500,000","6,200,000","3,500,000","4,800,000","5,100,000","4,800,000","4,600,000","8,900,000","9,600,000","5,400,000"
		DepreciationAmortizationDepletion,,"-218,875",,,"-34,657","-248,687","36,489","102,590","-35,671",,,,"40,474",,"-45,820","-40,271","-49,290",,"-50,489","-44,738","-44,286",,"-47,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","0","-100,000","-100,000","-100,000","-100,000","-100,000"
			DepreciationAndAmortization,,"-218,875",,,"-34,657","-248,687","36,489","102,590","-35,671",,,,"40,474",,"-45,820","-40,271","-49,290",,"-50,489","-44,738","-44,286",,"-47,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","0","-100,000","-100,000","-100,000","-100,000","-100,000"
		OtherNonCashItems,,,,,"381,868",,"-72,978","-3,394,644","-432,116",,,,"-1,038,565","-252,499","-1,668,873","4,472,650","-1,377,994",,,"-44,148","209,029",,,,"42,466","-52,613","-50,307","111,825","-207,699","-972,129","0","-489,918","1,237,980","-138,079","255,050","882,740","-358,834","187,845","785,003","393,833","523,371","-963,401","1,216,836","-1,506,600","54,166","488,612","366,796","-2,044,467","760,259","-963,486","1,262,022","1,347,135","-687,973","256,717","183,689","41","-951,380",,,,,,,,"-100,000",,,,"-300,000","500,000","-300,000","-700,000","-1,200,000","2,600,000",
InvestingCashFlow,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
FinancingCashFlow,,"-22,995,160","-88,463,347","26,103,336","-26,103,336","-22,956,306","-17,929,590","-13,124,282","-13,609,052","-65,715,369","0","18,652,973","-18,652,973","-20,612,675","-15,890,763","-12,520,378","-13,243,853","-15,049,470","-11,566,394","-8,904,732","-9,026,147","-8,294,607","-8,623,992","-8,425,046","-6,769,480","-7,233,815","-6,240,538","-5,522,743","-4,418,310","-7,208,079","-8,376,458","-11,936,244","-11,952,614","-10,921,027","-9,463,061","-8,894,988","-6,266,065","-7,067,199","-5,924,721","-3,845,612","-1,634,310","-1,459,552","-2,357,379","-1,458,045","-5,139,406","-5,252,581","-4,343,274","-4,022,537","-8,571,723","-6,372,223","-6,963,118","-3,699,868","-2,453,365","-3,928,456","-2,545,841","-2,124,021","-3,034,145","-4,600,000","-4,200,000","-1,300,000","-6,100,000","-4,300,000","-5,100,000","-4,200,000","-5,200,000","-15,800,000","8,900,000","-4,100,000","-4,800,000","-5,300,000","-4,800,000","-4,600,000","-8,900,000","-9,600,000","-5,400,000"
	CashFlowFromContinuingFinancingActivities,,"-22,995,160",,,"-26,103,336","-22,956,306","-17,929,590","-13,124,282","-13,609,052",,,,"-18,652,973","-20,612,675","-15,890,763","-12,520,378","-13,243,853","-15,049,470","-11,566,394","-8,904,732","-9,026,147","-8,294,607","-8,623,992","-8,425,046","-6,769,480","-7,233,815","-6,240,538","-5,522,743","-4,418,310","-7,208,079","-8,376,458","-11,936,244","-11,952,614","-10,921,027","-9,463,061","-8,894,988","-6,266,065","-7,067,199","-5,924,721","-3,845,612","-1,634,310","-1,459,552","-2,357,379","-1,458,045","-5,139,406","-5,252,581","-4,343,274","-4,022,537","-8,571,723","-6,372,223","-6,963,118","-3,699,868","-2,453,365","-3,928,456","-2,545,841","-2,124,021","-3,034,145",,"-4,200,000","-1,300,000","-6,100,000","-4,300,000","-5,100,000","-4,200,000","-5,200,000",,,"-4,100,000","-4,800,000","-5,300,000","-4,800,000","-4,600,000","-8,900,000","-9,600,000","-5,400,000"
		CashDividendsPaid,,"-22,995,160",,,"-26,103,336","-22,956,306","-17,929,590","-13,124,282","-13,609,052",,,,"-18,652,973","-20,612,675","-15,890,763","-12,520,378","-13,243,853","-15,049,470","-11,566,394","-8,904,732","-9,026,147","-8,294,607","-8,623,992","-8,425,046","-6,769,480","-7,233,815","-6,240,538","-5,522,743","-4,418,310","-7,208,079","-8,376,458","-11,936,244","-11,952,614","-10,921,027","-9,463,061","-8,894,988","-6,266,065","-7,067,199","-5,924,721","-3,845,612","-1,634,310","-1,459,552","-2,357,379","-1,458,045","-5,139,406","-5,252,581","-4,343,274","-4,022,537","-8,571,723","-6,372,223","-6,963,118","-3,699,868","-2,453,365","-3,928,456","-2,545,841","-2,124,021","-3,034,145",,"-4,200,000","-1,300,000","-6,100,000","-4,300,000","-5,100,000","-4,200,000","-5,200,000",,,"-3,500,000","-4,800,000","-5,300,000","-4,800,000","-4,600,000","-8,900,000","-9,600,000","-5,400,000"
		NetOtherFinancingCharges,,"0",,,"0","0","0","0",,,,,"0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0",,,,,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0",,,"-600,000",,"0","0","0","0","0","0"
OtherCashAdjustmentInsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"100,000",,,,,,,,,,"-200,000"
EndCashPosition,,"1,170,793","1,198,202","0","8,520,418","1,293,935","1,335,806","1,372,295","4,664,349","1,439,214","0","0","6,265,957","7,264,048","6,090,764","4,800,362","4,001,861","1,795,267","1,852,081","2,949,832","3,038,718","1,991,594","2,058,303","2,085,667","2,620,747","2,172,393","2,225,006","2,275,313","1,634,721","2,371,187","4,552,246","3,804,184","4,294,102","3,056,122","3,194,201","2,939,151","2,056,411","2,415,245","2,227,400","1,442,397","1,048,564","525,193","1,488,594","271,758","1,778,358","1,724,192","1,235,580","868,784","2,913,251","2,152,992","3,116,478","1,854,456","507,321","1,195,294","938,577","754,888","754,847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	ChangesInCash,,"-27,409","-95,733","-347,211","347,211","3,651,051","-36,489","-3,292,054","-467,787","-171,416","0","998,091","-998,091","-117,118","-1,714,693","4,432,379","-1,427,284","-56,814","-215,370","-88,886","164,743","-46,709","-47,364","-129,192","42,466","-52,613","-50,307","111,825","-207,699","-972,129","0","-489,918","1,237,980","-138,079","255,050","882,740","-358,834","187,845","785,003","393,833","523,371","-963,401","1,216,836","-1,506,600","54,166","488,612","366,796","-2,044,467","760,259","-963,486","1,262,022","1,347,135","-687,973","256,717","183,689","41","-951,380","400,000","-400,000","0","0","-200,000","0","0","0","5,500,000","300,000","-200,000","-400,000","500,000","-400,000","-800,000","-1,300,000","2,500,000","-300,000"
	BeginningCashPosition,,"1,198,202","0","8,520,418","8,173,207","1,335,806","1,372,295","4,664,349","5,132,136","0","0","6,265,957","7,264,048","6,090,764","4,800,362","4,001,861","5,429,145","1,852,081","2,949,832","3,038,718","2,873,975","2,058,303","2,085,667","2,620,747","2,578,281","2,225,006","2,275,313","1,634,721","1,842,420","4,552,246","3,804,184","4,294,102","3,056,122","3,194,201","2,939,151","2,056,411","2,415,245","2,227,400","1,442,397","1,048,564","525,193","1,488,594","271,758","1,778,358","1,724,192","1,235,580","868,784","2,913,251","2,152,992","3,116,478","1,854,456","507,321","1,195,294","938,577","754,888","754,847","1,706,227","0","0","0","4,700,000","0","0","0","1,700,000","0","0","0","1,900,000","0","0","0","3,900,000","0","2,500,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","2,500,000","200,000","-4,700,000","3,400,000","-3,200,000","0","-1,700,000","-3,300,000","-600,000","200,000","-1,500,000","-500,000","400,000","800,000","-2,600,000","-2,500,000","-2,200,000"
FreeCashFlow,,"22,967,751","88,367,614","-26,450,547","26,450,547","26,607,357","17,893,101","9,832,228","13,141,265","65,543,953","0","-17,654,882","17,654,882","20,495,557","14,176,070","16,952,757","11,816,569","14,992,656","11,351,024","8,815,846","9,190,890","8,247,898","8,576,628","8,295,854","6,811,946","7,181,202","6,190,231","5,634,568","4,210,611","6,235,950","8,376,458","11,446,326","13,190,594","10,782,948","9,718,111","9,777,728","5,907,231","7,255,044","6,709,724","4,239,445","2,157,681","496,151","3,574,215","-48,555","5,193,572","5,741,193","4,710,070","1,978,070","9,331,982","5,408,737","8,225,140","5,047,003","1,765,392","4,185,173","2,729,530","2,124,062","2,082,765","5,000,000","3,800,000","1,300,000","6,100,000","4,100,000","5,000,000","4,300,000","5,100,000","21,300,000","-8,600,000","3,900,000","4,400,000","5,600,000","4,400,000","3,800,000","7,600,000","12,100,000","5,300,000"
