name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
		DeferredTax,"-5,636,000","376,000","-6,569,000","-665,000","1,222,000","1,016,000","-20,685,000","11,191,000","2,265,000","-5,048,000","-15,429,000","444,000","-155,000","3,796,000","-1,750,000","-1,372,000","-1,857,000","-490,000","-38,600,000","-3,154,000","1,407,000","2,785,000","-7,392,000","-1,651,000","-1,312,000","-1,766,000","-6,021,000","1,090,000","-222,000","4,395,000","-13,317,000","100,000","-71,000","-88,000","-13,777,000","-64,000","501,000","-70,000","2,868,000","-1,603,000","-10,353,000","-2,957,000","635,000","-582,000","-1,000,000","-2,412,000","-653,000","986,000","741,000","-2,559,000","1,095,000","-4,885,000","894,000","-1,522,000","260,000","-113,000","645,000",,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-5,636,000","376,000","-6,569,000","-665,000","1,222,000","1,016,000","-20,685,000","11,191,000","2,265,000","-5,048,000","-15,429,000","444,000","-155,000","3,796,000","-1,750,000","-1,372,000","-1,857,000","-490,000","-38,600,000","-3,154,000","1,407,000","2,785,000","-7,392,000","-1,651,000","-1,312,000","-1,766,000","-6,021,000","1,090,000","-222,000","4,395,000","-13,317,000","100,000","-71,000","-88,000","-13,777,000","-64,000","501,000","-70,000","2,868,000","-1,603,000","-10,353,000","-2,957,000","635,000","-582,000","-1,000,000","-2,412,000","-653,000","986,000","741,000","-2,559,000","1,095,000","-4,885,000","894,000","-1,522,000","260,000","-113,000","645,000",,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"10,582,000","0","0","0","7,618,000","1,752,000","14,015,000","4,970,000",,,,,,,,,,,,,,,,,,,,,,,,,"765,000","0","0","0","19,000","275,000","0","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"23,850,000","6,096,000","6,325,000","5,600,000","5,829,000","5,306,000","5,858,000","5,700,000","5,155,000","4,283,000","4,944,000","4,721,000","4,512,000","3,106,000","3,507,000","3,715,000","3,698,000","2,891,000","3,295,000","3,263,000","3,137,000","2,377,000","3,170,000","2,830,000","3,049,000","2,597,000","2,300,000","2,300,000","2,300,000","2,300,000","1,460,000","2,039,000","2,038,000","2,385,000","1,164,000","1,223,000","1,685,000","6,620,000","896,000","901,000","15,574,000","225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"10,824,000","159,000","6,332,000","2,856,000","1,477,000","-964,000","2,841,000","981,000","-496,000","-691,000","1,421,000","360,000","-1,754,000","1,460,000","745,000","1,311,000","689,000","473,000","1,151,000","1,506,000","1,872,000","1,592,000","1,541,000","1,942,000","1,165,000","1,339,000","1,671,000","1,532,000","1,572,000","1,735,000","1,843,000","1,490,000","1,209,000","1,453,000","375,000","1,929,000","-79,000","2,063,000","7,863,000","11,017,000","5,761,000","5,577,000","790,000","702,000","977,000","973,000","738,000","677,000","694,000","698,000","572,000","3,920,000","552,000","1,253,000","927,000","-1,994,000","357,000","778,000","1,024,000","4,395,000","14,000","424,000","12,000","7,289,000",,,,,,,,"762,000","13,000","-2,389,000","2,403,000"
		ChangeInWorkingCapital,"-14,532,000","6,945,000","-20,900,000","-12,554,000","11,977,000","28,523,000","12,278,000","78,330,000","-61,780,000","1,616,000","-6,576,000","7,960,000","4,783,000","30,147,000","-19,696,000","-11,689,000","14,400,000","40,644,000","-7,367,000","-26,005,000","-1,748,000","34,481,000","-490,000","-28,689,000","7,191,000","38,663,000","-14,041,000","-18,411,000","17,956,000","-3,385,000","24,564,000","-21,553,000","8,523,000","11,867,000","6,660,000","-12,486,000","396,000","13,374,000","-17,740,000","-23,368,000","26,220,000","15,046,000","12,611,000","1,632,000","-1,070,000","449,000","15,007,000","-13,648,000","-9,527,000","240,000","14,116,000","-11,739,000","-13,410,000","14,621,000","8,037,000","-3,140,000","-9,584,000","6,543,000","4,593,000","-3,701,000","-1,314,000","9,161,000","-8,789,000","14,948,000","-9,927,000","10,900,000","-59,000","10,392,000","-3,344,000","3,448,000","1,545,000","7,267,000","-9,391,000","6,947,000","-3,106,000"
			ChangeInReceivables,"-21,738,000","22,892,000","-50,460,000","-19,502,000","25,332,000","10,006,000","-26,085,000","72,064,000","-50,028,000","-23,421,000","-30,507,000","-6,586,000","18,788,000","2,587,000","-26,170,000","-14,486,000","16,149,000","10,009,000","-21,013,000","-14,108,000","17,279,000","-847,000","-14,041,000","-11,168,000","12,226,000","12,905,000","-24,728,000","-4,567,000","7,775,000","8,180,000","-18,542,000","-6,777,000","1,362,000","19,353,000","-22,435,000","3,286,000","2,676,000","5,015,000","-14,739,000","471,000","58,000","12,630,000","534,000","-4,988,000","826,000","203,000","-4,253,000","-505,000","-4,553,000","509,000","-4,525,000","178,000","1,531,000","1,148,000","-4,883,000","3,939,000","-4,361,000","-1,727,000","4,315,000","-3,013,000","2,324,000","162,000","-4,489,000","9,584,000","-6,030,000","1,474,000","262,000","-631,000","-2,742,000","1,237,000","-641,000","-1,387,000","-3,891,000","-282,000","-446,000"
				ChangesInAccountReceivables,"-21,738,000","22,892,000","-50,460,000","-19,502,000","25,332,000","10,006,000","-26,085,000","72,064,000","-50,028,000","-23,421,000","-30,507,000","-6,586,000","18,788,000","2,587,000","-26,170,000","-14,486,000","16,149,000","10,009,000","-21,013,000","-14,108,000","17,279,000","-847,000","-14,041,000","-11,168,000","12,226,000","12,905,000","-24,728,000","-4,567,000","7,775,000","8,180,000","-18,542,000","-6,777,000","1,362,000","19,353,000","-22,435,000","3,286,000","2,676,000","5,015,000","-14,739,000","471,000","58,000","12,630,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-6,443,000","-13,238,000","-302,000","6,517,000","580,000","-11,192,000","17,943,000","4,557,000","-21,734,000","-11,422,000","13,161,000","-1,166,000","-12,305,000","2,128,000","-3,466,000","-68,000","21,611,000","-15,282,000","6,425,000","-5,166,000","-4,573,000","-4,057,000","-7,338,000","-9,646,000","1,094,000","8,601,000","23,092,000","-12,003,000","-2,997,000","-4,267,000","3,295,000","-4,162,000","-954,000","3,995,000","15,730,000","-2,867,000","-3,661,000","-14,595,000","-7,493,000","-3,732,000","6,660,000","455,000","-243,000","1,056,000","1,593,000","-1,767,000","-782,000","-3,260,000","-1,703,000","-11,000","-157,000","-732,000","-1,196,000","-29,000","-300,000","-516,000","-1,170,000","-2,717,000","794,000","-148,000","-1,410,000","-2,198,000","856,000","608,000","17,000","-942,000","164,000","-1,333,000","1,077,000","-795,000","566,000","1,892,000","-2,799,000","156,000","-74,000"
			ChangeInPayablesAndAccruedExpense,"20,748,000","10,621,000","-2,673,000","10,729,000","2,071,000","-3,889,000","6,859,000","31,418,000","-45,393,000","25,896,000","-8,664,000","22,732,000","552,000","-589,000","-10,608,000","13,623,000","-11,495,000","25,615,000","-705,000","22,498,000","-13,100,000","10,101,000","8,366,000","-1,552,000","1,089,000","5,529,000","-32,176,000","1,069,000","24,340,000","-7,112,000","18,246,000","-7,291,000","8,108,000","-2,747,000","-20,726,000","-4,906,000","7,333,000","5,278,000","-2,453,000","-9,619,000","21,612,000","-2,330,000","6,351,000","-1,853,000","2,952,000","492,000","7,385,000","-5,741,000","4,352,000","-3,701,000","3,562,000","-5,464,000","-5,417,000","6,203,000","6,470,000","-3,574,000","-7,309,000","11,254,000","-516,000","2,093,000","-4,076,000","10,585,000","-5,329,000","8,015,000","-3,628,000","8,362,000","-2,024,000","9,961,000","-3,906,000","2,479,000","-734,000","3,926,000","-2,387,000","4,567,000","-2,586,000"
				ChangeInPayable,,,,,,,,,"-45,393,000","25,896,000",,,"552,000","-589,000","-12,559,000","13,442,000","-13,328,000","25,037,000","-747,000","22,442,000","-13,362,000","8,735,000","7,729,000","-7,161,000","109,000","5,238,000","-34,901,000","748,000","22,544,000","-6,912,000","16,711,000","-7,787,000","7,471,000","-3,301,000","-12,468,000","-5,766,000","1,715,000","3,498,000","-5,395,000","-11,435,000","21,299,000","-3,532,000","6,351,000","-1,853,000","2,952,000","492,000","7,385,000","-3,788,000","4,369,000","-5,799,000","3,690,000","-5,301,000","-5,244,000","5,997,000","6,127,000","-5,755,000","-7,432,000","11,328,000","-516,000","2,093,000","-4,076,000","10,585,000","-5,329,000","8,015,000","-3,628,000","8,362,000","-2,024,000","9,961,000","-3,906,000","2,479,000","-734,000","3,926,000","-2,387,000","4,567,000","-2,586,000"
					ChangeInTaxPayable,,,,,,,,,"-1,040,000","1,367,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-534,000","1,245,000","-3,434,000","2,899,000","-14,000","-1,554,000","-2,639,000","5,553,000","1,323,000","4,941,000","-4,370,000","2,359,000","1,895,000",,,"-1,097,000","513,000","-1,163,000","1,044,000","100,000","-1,294,000","528,000","-355,000","899,000","-1,428,000","811,000","709,000","-551,000","44,000","1,628,000","-19,000","-711,000","-47,000"
						ChangeInIncomeTaxPayable,,,,,,,,,"-1,040,000","1,367,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-534,000","1,245,000","-3,434,000","2,899,000","-14,000","-1,554,000","-2,639,000","5,553,000","1,323,000","4,941,000","-4,370,000","2,359,000","1,895,000",,,"-1,097,000","513,000","-1,163,000","1,044,000","100,000","-1,294,000","528,000","-355,000","899,000","-1,428,000","811,000","709,000","-551,000","44,000","1,628,000","-19,000","-711,000","-47,000"
					ChangeInAccountPayable,,,,,,,,,"-44,353,000","24,529,000",,,"552,000","-589,000","-9,239,000","13,442,000","-13,328,000","25,037,000","-11,903,000","22,442,000","-13,362,000","8,735,000","-5,044,000","-7,161,000","109,000","5,238,000","-22,828,000","748,000","22,544,000","-6,912,000","13,206,000","-7,787,000","7,471,000","-3,301,000","918,000","-5,766,000","1,715,000","3,498,000","-5,177,000","-11,435,000","21,299,000","-3,532,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,"1,951,000","181,000","1,833,000","578,000","42,000","56,000","262,000","1,366,000","637,000","5,609,000","980,000","291,000","2,725,000","321,000","1,796,000","-200,000","1,535,000","496,000","637,000","554,000",,"860,000","5,618,000","1,780,000","2,942,000","1,816,000","313,000","1,202,000",,,,,,,"-17,000","2,098,000","-128,000","-163,000","-173,000","206,000","343,000","2,181,000","123,000",,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-6,486,000","6,987,000","-13,046,000","132,000","-559,000","3,660,000","-1,030,000","788,000","1,510,000","1,894,000","-560,000","1,027,000","-64,000","-1,307,000","4,908,000","-2,063,000","85,000","-2,830,000","-1,133,000","-8,557,000","-182,000","1,485,000","-1,476,000","-1,841,000","2,097,000","901,000","-10,377,000","-2,818,000","-293,000","-808,000","-2,347,000","124,000","397,000","154,000","2,115,000","-670,000","-2,453,000","1,157,000","-942,000","-1,146,000","68,000","-160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"6,579,000","2,958,000","-1,414,000","-5,077,000","10,112,000","-1,687,000","-12,858,000","6,257,000","32,003,000","-2,871,000","-1,195,000","1,247,000","-1,166,000","3,401,000","2,285,000","2,518,000","644,000","607,000","3,892,000","-3,888,000","1,432,000","4,262,000","2,718,000","231,000","-314,000","544,000","14,461,000","3,387,000","-1,857,000","863,000","5,151,000","-2,602,000","4,093,000","-9,714,000","6,940,000","-2,924,000","4,321,000","1,815,000","1,212,000","-2,329,000","4,580,000","-951,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-7,192,000","-23,275,000","46,995,000","-5,353,000","-25,559,000","31,625,000","27,449,000","-36,754,000","21,862,000","11,540,000","21,189,000","-9,294,000","-1,022,000","23,927,000","13,355,000","-11,213,000","-12,594,000","22,525,000","5,167,000","-16,784,000","-2,604,000","23,537,000","11,281,000","-4,713,000","-9,001,000","10,183,000","15,687,000","-3,479,000","-9,012,000","-241,000","18,761,000","-845,000","-4,483,000","826,000","25,036,000","-4,405,000","-7,820,000","14,704,000","6,675,000","-7,013,000","-6,758,000","5,402,000","5,969,000","7,417,000","-6,441,000","1,521,000","12,657,000","-4,142,000","-7,623,000","3,443,000","15,236,000",,"-8,328,000","7,299,000","6,750,000",,"3,256,000",,,,"1,848,000","612,000","173,000",,"-286,000","2,006,000","1,539,000","2,395,000","2,227,000","527,000","2,354,000","2,836,000","-314,000",,
InvestingCashFlow,"-104,458,000","-9,353,000","-54,663,000","-25,070,000","-15,372,000","-22,284,000","-35,368,000","-20,182,000","-15,311,000","-12,964,000","-62,206,000","-35,965,000","-30,337,000","-60,562,000","-44,250,000","-24,514,000","-60,296,000","-29,483,000","-24,725,000","-21,375,000","-36,348,000","-22,873,000","-230,064,000","-43,121,000","-16,082,000","-13,570,000","-27,303,000","-63,841,000","-46,227,000","-17,983,000","-24,556,000","-17,252,000","-22,077,000","-14,116,000","-20,584,000","-76,673,000","-81,683,000","-22,192,000","-25,059,000","-19,975,000","-122,936,000","-12,920,000","-15,891,000","-11,175,000","-14,173,000","-19,311,000","-6,318,000","-15,026,000","-28,355,000","-7,033,000","-7,718,000","1,169,000","-53,838,000","-3,034,000","-9,214,000","-6,927,000","-5,380,000","-18,007,000","-3,559,000","-8,380,000","-16,542,000","-5,241,000","-5,052,000","-3,608,000","-1,726,000","-22,503,000","-3,769,000","-6,793,000","-4,552,000","-6,241,000","-4,581,000","-7,170,000","-3,726,000","-11,955,000","-5,475,000"
	CashFlowFromContinuingInvestingActivities,"-104,458,000","-9,353,000","-54,663,000","-25,070,000","-15,372,000","-22,284,000","-35,368,000","-20,182,000","-15,311,000","-12,964,000","-62,206,000","-35,965,000","-30,337,000","-60,562,000","-44,250,000","-24,514,000","-60,296,000","-29,483,000","-24,725,000","-21,375,000","-36,348,000","-22,873,000","-230,064,000","-43,121,000","-16,082,000","-13,570,000","-27,303,000","-63,841,000","-46,227,000","-17,983,000","-24,556,000","-17,252,000","-22,077,000","-14,116,000","-20,584,000","-76,673,000","-81,683,000","-22,192,000","-25,059,000","-19,975,000","-122,936,000","-12,920,000","-15,891,000","-11,175,000","-14,173,000","-19,311,000","-6,318,000","-15,026,000","-28,355,000","-7,033,000","-7,718,000","1,169,000","-53,838,000","-3,034,000","-9,214,000","-6,927,000","-5,380,000","-18,007,000","-3,559,000","-8,380,000","-16,542,000","-5,241,000","-5,052,000","-3,608,000","-1,726,000","-22,503,000","-3,769,000","-6,793,000","-4,552,000","-6,241,000","-4,581,000","-7,170,000","-3,726,000","-11,955,000","-5,475,000"
		NetPPEPurchaseAndSale,"-55,203,000","-11,595,000","-16,152,000","-13,047,000","-14,409,000","-14,054,000","-28,337,000","-19,475,000","-12,382,000","-12,640,000","-34,604,000","-25,146,000","-23,954,000","-21,061,000","-28,116,000","-23,394,000","-26,388,000","-12,767,000","-20,767,000","-20,875,000","-22,301,000","-19,894,000","-23,634,000","-23,173,000","-16,656,000","-10,637,000","-16,320,000","-19,615,000","-24,889,000","-16,911,000","-17,856,000","-17,252,000","-16,410,000","-14,291,000","-14,161,000","-15,497,000","-17,470,000","-22,192,000","-21,274,000","-20,103,000","-14,768,000","-12,920,000","-5,355,000","-11,048,000","-10,907,000","-13,561,000","-6,289,000","-9,054,000","-9,250,000","-7,029,000","-7,138,000","-200,000","-4,308,000","-3,034,000","-2,452,000","-5,186,000","-3,444,000","-1,027,000","-3,229,000","-2,203,000","-6,191,000","-5,241,000","-5,052,000","-5,035,000","-3,074,000","-5,105,000","-3,769,000","-6,555,000","-4,821,000","-5,048,000","-4,581,000","-6,493,000","-3,926,000","-4,475,000","-4,762,000"
			PurchaseOfPPE,"-57,174,000","-11,595,000","-16,141,000","-13,397,000","-16,041,000","-17,912,000","-30,246,000","-22,120,000","-15,280,000","-17,094,000","-37,353,000","-26,341,000","-23,956,000","-24,195,000","-29,942,000","-23,394,000","-26,388,000","-12,767,000","-25,052,000","-20,875,000","-22,301,000","-19,894,000","-24,868,000","-23,173,000","-16,656,000","-10,637,000","-16,370,000","-19,615,000","-24,889,000","-16,911,000","-18,241,000","-17,252,000","-16,270,000","-14,431,000","-14,265,000","-15,582,000","-17,470,000","-22,192,000","-21,295,000","-20,103,000","-14,768,000","-12,920,000","-5,360,000","-11,069,000","-10,913,000","-13,561,000","-6,304,000","-9,102,000","-9,312,000","-7,124,000","-7,177,000","-5,805,000","-4,308,000","-3,034,000","-2,452,000","-5,224,000","-3,447,000","-1,027,000","-3,272,000","-2,263,000","-6,191,000","-5,544,000","-5,052,000","-5,078,000","-3,074,000","-5,105,000","-3,769,000","-6,555,000","-4,821,000","-5,048,000","-4,581,000","-6,491,000","-3,930,000","-4,494,000","-4,762,000"
			SaleOfPPE,"1,971,000","0","-11,000","350,000","1,632,000","3,858,000","1,909,000","2,645,000","2,898,000","4,454,000","2,749,000","1,195,000","2,000","3,134,000",,,,,,,,,,,,,,,,,,,,"140,000","104,000",,,,"21,000",,,,"5,000","21,000","6,000","0","15,000","48,000","62,000","95,000","39,000","5,605,000","0","0","0","38,000","3,000","0","43,000","60,000","0",,,,,,,"0","0",,,"-2,000","4,000","19,000","0"
		NetBusinessPurchaseAndSale,"-45,081,000","-147,000","-34,981,000","-9,832,000","-121,000","-8,961,000","-153,000","-3,707,000","-865,000","-3,529,000","-22,677,000","-10,753,000","-6,370,000","-19,490,000","-15,367,000","-1,120,000","-33,908,000","-16,716,000","-3,958,000","-500,000","-14,047,000","-2,979,000","-206,430,000","-19,948,000","574,000","-2,933,000","-10,983,000","-44,226,000","-21,338,000","-1,072,000","-6,700,000","0","-5,667,000","175,000","-4,423,000","-61,176,000",,,"-3,785,000","128,000",,,"-10,536,000","-102,000","-3,462,000","-5,616,000","0","-5,082,000","-19,105,000","-4,000","-580,000","1,369,000","-49,530,000","0","-6,762,000","-1,741,000","-1,936,000","-16,980,000","-330,000","-6,177,000","-10,351,000",,,"1,427,000","1,348,000",,,,,,,"-477,000","0","-6,977,000","-713,000"
			PurchaseOfBusiness,"-45,081,000","-147,000","-34,981,000","-9,832,000","-121,000","-8,961,000","-153,000","-3,707,000","-865,000","-3,529,000","-22,677,000","-10,753,000","-6,370,000","-19,490,000","-15,367,000","-1,120,000","-33,908,000","-16,716,000","-3,958,000","-500,000","-14,047,000","-2,979,000","-206,440,000","-19,948,000","574,000","-2,933,000","-10,983,000","-44,235,000","-21,338,000","-1,086,000","-6,700,000","0",,,"-4,423,000","-61,176,000",,,"-3,785,000","128,000",,,"-10,536,000","-102,000","-3,462,000","-5,616,000","0","-5,082,000","-19,105,000","-4,000","-580,000","1,369,000","-49,530,000","0","-6,762,000","-1,741,000","-1,936,000","-16,980,000","-330,000","-6,177,000","-10,351,000",,,"1,427,000","1,348,000",,,,,,,"-477,000","0","-6,977,000","-713,000"
			SaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","9,000","0","14,000","0","0","855,000","175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-4,174,000","2,389,000","-3,530,000","-2,191,000","-842,000","731,000","-6,878,000","3,000,000","-2,064,000","3,205,000","-4,925,000","-66,000","-13,000","-20,011,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
