name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
TotalAssets,"19,782,430,000","20,064,796,000","19,935,657,000","19,989,356,000","19,854,612,000","19,628,449,000","19,930,650,000","19,752,317,000","17,847,376,000","17,562,990,000","17,441,035,000","17,159,384,000","16,897,655,000","13,765,599,000","13,371,742,000","13,066,106,000","13,149,292,000","9,315,179,000","9,029,436,000","8,915,187,000","8,669,920,000","8,426,793,000","8,258,230,000","8,100,561,000","7,832,611,000","7,693,291,000","7,594,313,000","7,497,706,000","7,388,559,000","7,359,171,000","7,194,334,000","7,307,080,000","7,294,637,000","4,176,571,000","4,047,108,000","4,056,557,000","4,051,135,000","4,095,865,000","4,028,193,000","3,982,288,000","3,947,799,000","3,907,087,000","3,914,457,000","3,851,524,000","3,812,700,000","3,837,247,000","3,859,323,000","3,874,199,000","3,849,699,000","2,587,272,000","2,583,284,000","2,615,447,000","2,602,033,000","2,551,932,000","2,448,165,000","2,395,930,000","2,362,083,000","2,301,397,000","2,219,032,000","2,166,914,000","2,118,855,000","2,092,891,000","2,077,210,000","2,077,522,000","1,885,682,000","1,824,958,000","1,791,446,000","1,740,926,000","1,699,917,000","1,672,210,000","1,644,582,000","1,608,830,000","1,299,150,000","1,234,732,000","1,215,430,000","1,188,017,000","1,155,275,000","1,115,725,000","1,070,371,000","1,021,755,000","1,000,572,000","983,097,000","933,644,000","923,999,000","911,260,000","881,961,000","857,868,000","882,910,000","860,180,000","821,800,000","807,100,000","807,000,000","779,900,000","733,900,000","699,000,000","671,200,000","657,100,000","595,500,000","583,000,000","567,600,000","557,800,000","540,900,000","540,400,000","481,700,000"
TotalLiabilitiesNetMinorityInterest,"17,284,095,000","17,354,725,000","17,241,218,000","17,241,759,000","17,144,880,000","16,919,959,000","17,269,765,000","17,134,091,000","15,421,926,000","15,049,888,000","14,916,004,000","14,647,089,000","14,438,190,000","11,841,018,000","11,491,713,000","11,201,236,000","11,318,215,000","8,268,850,000","7,988,065,000","7,884,318,000","7,654,289,000","7,425,761,000","7,257,266,000","7,111,360,000","6,851,633,000","6,697,924,000","6,599,301,000","6,509,572,000","6,401,643,000","6,381,146,000","6,216,661,000","6,330,111,000","6,312,124,000","3,738,332,000","3,613,437,000","3,628,128,000","3,620,362,000","3,660,002,000","3,585,244,000","3,548,852,000","3,521,695,000","3,485,448,000","3,462,876,000","3,408,408,000","3,377,211,000","3,409,162,000","3,428,727,000","3,451,892,000","3,434,898,000","2,305,184,000","2,243,053,000","2,340,988,000","2,327,121,000","2,278,134,000","2,234,216,000","2,182,455,000","2,147,622,000","2,089,315,000","2,010,781,000","1,963,009,000","1,916,014,000","1,893,475,000","1,883,139,000","1,890,720,000","1,701,917,000","1,645,600,000","1,614,045,000","1,569,820,000","1,533,727,000","1,509,452,000","1,483,725,000","1,456,137,000","1,175,713,000","1,116,231,000","1,100,054,000","1,073,635,000","1,045,842,000","1,010,233,000","966,049,000","923,998,000","908,667,000","894,118,000","843,920,000","838,842,000","826,655,000","803,609,000","783,310,000","812,454,000","789,725,000","753,000,000","737,300,000","736,800,000","705,200,000","660,500,000","626,100,000","603,100,000","589,600,000","530,000,000","518,700,000","505,500,000","497,500,000","482,300,000","483,200,000","430,700,000"
TotalEquityGrossMinorityInterest,"2,498,335,000","2,710,071,000","2,694,439,000","2,747,597,000","2,709,732,000","2,708,490,000","2,660,885,000","2,618,226,000","2,425,450,000","2,513,102,000","2,525,031,000","2,512,295,000","2,459,465,000","1,924,581,000","1,880,029,000","1,864,870,000","1,831,077,000","1,046,329,000","1,041,371,000","1,030,869,000","1,015,631,000","1,001,032,000","1,000,964,000","989,201,000","980,978,000","995,367,000","995,012,000","988,134,000","986,916,000","978,025,000","977,673,000","976,969,000","982,513,000","438,239,000","433,671,000","428,429,000","430,773,000","435,863,000","442,949,000","433,436,000","426,104,000","421,639,000","451,581,000","443,116,000","435,489,000","428,085,000","430,596,000","422,307,000","414,801,000","282,088,000","340,231,000","274,459,000","274,912,000","273,798,000","213,949,000","213,475,000","214,461,000","212,082,000","208,251,000","203,905,000","202,841,000","199,416,000","194,071,000","186,802,000","183,765,000","179,358,000","177,401,000","171,106,000","166,190,000","162,758,000","160,857,000","152,693,000","123,437,000","118,501,000","115,376,000","114,382,000","109,433,000","105,492,000","104,322,000","97,757,000","91,905,000","88,979,000","89,724,000","85,157,000","84,605,000","78,352,000","74,558,000","70,456,000","70,455,000","68,800,000","69,800,000","70,200,000","74,700,000","73,400,000","72,900,000","68,100,000","67,500,000","65,500,000","64,300,000","62,100,000","60,300,000","58,600,000","57,200,000","51,000,000"
	StockholdersEquity,"2,498,335,000","2,710,071,000","2,694,439,000","2,747,597,000","2,709,732,000","2,708,490,000","2,660,885,000","2,618,226,000","2,425,450,000","2,513,102,000","2,525,031,000","2,512,295,000","2,459,465,000","1,924,581,000","1,880,029,000","1,864,870,000","1,831,077,000","1,046,329,000","1,041,371,000","1,030,869,000","1,015,631,000","1,001,032,000","1,000,964,000","989,201,000","980,978,000","995,367,000","995,012,000","988,134,000","986,916,000","978,025,000","977,673,000","976,969,000","982,513,000","438,239,000","433,671,000","428,429,000","430,773,000","435,863,000","442,949,000","433,436,000","426,104,000","421,639,000","451,581,000","443,116,000","435,489,000","428,085,000","430,596,000","422,307,000","414,801,000","282,088,000","340,231,000","274,459,000","274,912,000","273,798,000","213,949,000","213,475,000","214,461,000","212,082,000","208,251,000","203,905,000","202,841,000","199,416,000","194,071,000","186,802,000","183,765,000","179,358,000","177,401,000","171,106,000","166,190,000","162,758,000","160,857,000","152,693,000","123,437,000","118,501,000","115,376,000","114,382,000","109,433,000","105,492,000","104,322,000","97,757,000","91,905,000","88,979,000","89,724,000","85,157,000","84,605,000","78,352,000","74,558,000","70,456,000","70,455,000","68,800,000","69,800,000","70,200,000","74,700,000","73,400,000","72,900,000","68,100,000","67,500,000","65,500,000","64,300,000","62,100,000","60,300,000","58,600,000","57,200,000","51,000,000"
		CapitalStock,"99,824,000","100,274,000","100,235,000","103,264,000","104,666,000","104,342,000","104,314,000","104,299,000","104,086,000","105,827,000","107,330,000","108,560,000","108,475,000","87,250,000","87,192,000","87,129,000","87,091,000","57,744,000","57,708,000","57,643,000","57,629,000","57,506,000","57,444,000","57,537,000","57,850,000","59,159,000","59,514,000","59,672,000","59,721,000","59,795,000","60,267,000","60,731,000","61,780,000","33,020,000","32,930,000","32,901,000","32,869,000","33,510,000","34,433,000","34,415,000","34,396,000","34,672,000","70,176,000","70,164,000","70,154,000","70,127,000","70,055,000","70,046,000","70,035,000","24,462,000","24,985,000","18,693,000","18,684,000","18,645,000","17,988,000","17,962,000","17,942,000","17,879,000","17,813,000","17,790,000","17,757,000","17,716,000","17,699,000","17,675,000","17,640,000","17,595,000","17,546,000","17,536,000","17,506,000","17,488,000","17,417,000","17,349,000","15,274,000","15,254,000","15,215,000","15,211,000","15,184,000","15,159,000","15,122,000","15,119,000","15,086,000","15,052,000","15,036,000","15,048,000","15,072,000","15,033,000","15,031,000","15,031,000","14,988,000","15,000,000","15,000,000",,,,,,,,,,,,,
			PreferredStock,"173,000","173,000","173,000","173,000","173,000","173,000","173,000","173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","35,595,000","35,595,000","35,595,000","35,595,000","35,595,000","35,595,000","35,595,000","0","590,000","590,000","590,000","590,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"99,651,000","100,101,000","100,062,000","103,091,000","104,493,000","104,169,000","104,141,000","104,126,000","104,086,000","105,827,000","107,330,000","108,560,000","108,475,000","87,250,000","87,192,000","87,129,000","87,091,000","57,744,000","57,708,000","57,643,000","57,629,000","57,506,000","57,444,000","57,537,000","57,850,000","59,159,000","59,514,000","59,672,000","59,721,000","59,795,000","60,267,000","60,731,000","61,780,000","33,020,000","32,930,000","32,901,000","32,869,000","33,510,000","34,433,000","34,415,000","34,396,000","34,672,000","34,581,000","34,569,000","34,559,000","34,532,000","34,460,000","34,451,000","34,440,000","24,462,000","24,395,000","18,103,000","18,094,000","18,055,000","17,988,000","17,962,000","17,942,000","17,879,000","17,813,000","17,790,000","17,757,000","17,716,000","17,699,000","17,675,000","17,640,000","17,595,000","17,546,000","17,536,000","17,506,000","17,488,000","17,417,000","17,349,000","15,274,000","15,254,000","15,215,000","15,211,000","15,184,000","15,159,000","15,122,000","15,119,000","15,086,000","15,052,000","15,036,000","15,048,000","15,072,000","15,033,000","15,031,000","15,031,000","14,988,000","15,000,000","15,000,000",,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,786,640,000","1,807,368,000","1,804,617,000","1,881,395,000","1,918,991,000","1,917,081,000","1,914,640,000","1,911,985,000","1,743,429,000","1,790,305,000","1,831,667,000","1,862,716,000","1,859,588,000","1,380,259,000","1,378,940,000","1,376,294,000","1,373,997,000","610,001,000","608,884,000","607,666,000","606,078,000","605,397,000","603,785,000","605,018,000","610,084,000","631,822,000","638,511,000","640,936,000","641,882,000","643,443,000","651,178,000","659,179,000","678,143,000","170,770,000","169,294,000","168,600,000","168,304,000","176,635,000","186,224,000","185,733,000","185,263,000","187,493,000","186,505,000","186,177,000","185,962,000","185,763,000","184,964,000","184,681,000","184,481,000","98,136,000","154,965,000","102,076,000","101,874,000","101,719,000","42,297,000","41,811,000","41,409,000","40,758,000","39,693,000","39,215,000","38,715,000","38,047,000","37,115,000","36,660,000","35,935,000","35,426,000","34,355,000","34,241,000","33,810,000","33,716,000","32,875,000","32,537,000","2,551,000","2,401,000","1,828,000","1,795,000","1,531,000","1,442,000","1,024,000","1,011,000","746,000","446,000","336,000","415,000","595,000","403,000","411,000","411,000","248,000","200,000",,,,,,,,,,,,,,
		RetainedEarnings,"803,354,000","783,794,000","760,164,000","709,866,000","649,574,000","616,052,000","579,269,000","540,638,000","529,606,000","581,395,000","545,665,000","512,952,000","483,005,000","467,345,000","438,513,000","415,492,000","382,299,000","379,468,000","373,468,000","361,552,000","352,335,000","341,938,000","329,876,000","317,747,000","306,685,000","298,134,000","288,841,000","278,297,000","270,618,000","262,532,000","254,260,000","246,178,000","237,864,000","236,639,000","232,024,000","227,563,000","221,330,000","215,634,000","209,308,000","202,278,000","195,933,000","189,824,000","184,845,000","178,125,000","173,655,000","169,801,000","167,718,000","161,726,000","155,067,000","155,047,000","155,073,000","153,947,000","154,672,000","155,140,000","155,387,000","153,630,000","151,792,000","152,238,000","151,104,000","148,222,000","144,984,000","142,168,000","137,992,000","133,585,000","128,901,000","124,531,000","122,167,000","115,283,000","111,913,000","106,460,000","104,209,000","99,752,000","97,712,000","94,102,000","92,271,000","88,077,000","85,941,000","81,997,000","80,057,000","76,046,000","74,478,000","71,419,000","70,137,000","67,099,000","65,871,000","63,201,000","62,316,000","60,418,000","60,025,000","58,600,000","58,300,000","57,000,000","57,500,000","55,700,000","68,200,000","51,700,000","51,100,000","49,100,000","48,500,000","46,700,000","45,800,000","43,900,000","43,400,000","37,400,000"
		GainsLossesNotAffectingRetainedEarnings,"-191,483,000","18,635,000","29,423,000","53,072,000","36,501,000","71,015,000","62,662,000","61,304,000","48,329,000","35,575,000","40,369,000","28,067,000","8,397,000","-10,273,000","-24,616,000","-14,045,000","-12,310,000","-884,000","1,311,000","4,008,000","-411,000","-3,809,000","9,859,000","8,899,000","6,359,000","6,252,000","8,146,000","9,229,000","14,695,000","12,255,000","11,968,000","10,881,000","4,726,000","-2,190,000","-577,000","-635,000","8,270,000","10,084,000","12,984,000","11,010,000","10,512,000","9,650,000","11,037,000","9,698,000","6,831,000","3,571,000","9,099,000","7,156,000","6,570,000","4,443,000","4,818,000","-521,000","-459,000","-1,706,000","-1,723,000","72,000","3,318,000","1,207,000","-359,000","-1,322,000","1,385,000","1,485,000","1,265,000","-1,118,000","1,289,000","1,806,000","3,333,000","4,046,000","2,961,000","5,094,000","6,356,000","3,055,000","7,900,000","6,744,000","6,062,000","9,299,000","6,777,000","6,894,000","8,119,000","5,581,000","1,595,000","2,062,000","4,215,000","2,595,000","3,067,000","-285,000","-3,200,000","-5,404,000","-4,806,000","-4,900,000","-3,500,000","-1,800,000","1,500,000","2,300,000","2,600,000","1,700,000","1,700,000","1,700,000","1,300,000","1,100,000","100,000","300,000","-600,000","-300,000"
