name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,12/31/2015
TotalAssets,"428,717,000","462,967,000","480,250,000","485,224,000","478,487,000","511,739,000","497,201,000","276,224,000","282,940,000","306,212,000","310,080,000","207,295,000","117,184,000","119,710,000","118,989,000","120,918,000","122,321,000","133,123,000","133,655,000","134,376,000","132,801,000","138,156,000","27,380,000","28,727,000","37,872,000"
	CurrentAssets,"286,354,000","305,522,000","325,188,000","335,567,000","336,106,000","377,825,000","365,939,000","146,535,000","154,431,000","172,792,000","184,880,000","94,974,000","93,308,000","106,482,000","106,731,000","109,656,000","111,542,000","119,581,000","122,788,000","123,817,000","106,597,000","118,608,000","17,845,000","20,575,000","32,829,000"
		CashCashEquivalentsAndShortTermInvestments,"208,784,000","239,131,000","256,767,000","255,664,000","262,286,000","335,217,000","327,237,000","114,926,000","121,770,000","140,551,000","152,725,000","59,394,000","58,742,000","78,343,000","81,177,000","85,916,000","90,743,000","102,363,000","107,446,000","109,827,000","92,980,000","106,050,000","5,761,000","8,974,000","25,208,000"
			CashAndCashEquivalents,"94,786,000","127,562,000","167,371,000","138,872,000","137,375,000","88,628,000","95,336,000","81,730,000","56,514,000","20,462,000","34,634,000","16,154,000","28,235,000","20,023,000","17,345,000","19,241,000","16,473,000","8,671,000","20,429,000","16,249,000","15,583,000","51,643,000","5,761,000","8,974,000","25,208,000"
			OtherShortTermInvestments,"113,998,000","111,569,000","89,396,000","116,792,000","124,911,000","246,589,000","231,901,000","33,196,000","65,256,000","120,089,000","118,091,000","43,240,000","30,507,000","58,320,000","63,832,000","66,675,000","74,270,000","93,692,000","87,017,000","93,578,000","77,397,000","54,407,000",,,
		Receivables,"55,286,000","46,430,000","52,820,000","63,423,000","59,982,000","29,932,000","28,955,000","22,877,000","24,211,000","23,867,000","25,003,000","29,137,000","28,252,000","21,977,000","20,465,000","19,065,000","17,165,000","12,953,000","12,039,000","10,851,000","10,982,000","9,406,000","9,308,000","9,229,000","5,577,000"
			AccountsReceivable,"55,286,000","46,430,000","52,820,000","63,423,000","59,982,000","29,932,000","28,955,000","22,877,000","24,211,000","23,867,000","25,003,000","29,137,000","28,252,000","21,977,000","20,465,000","19,065,000","17,165,000","12,953,000","12,039,000","10,851,000","10,982,000","9,406,000","9,308,000","9,229,000","5,577,000"
				GrossAccountsReceivable,"73,651,000","60,442,000","64,931,000","75,346,000","72,742,000","42,643,000","39,992,000","34,142,000","36,051,000",,"45,484,000","48,178,000","45,632,000","37,429,000",,,,"23,965,000",,,,"13,538,000",,,
				AllowanceForDoubtfulAccountsReceivable,"-18,365,000","-14,012,000","-12,111,000","-11,923,000","-12,760,000","-12,711,000","-11,037,000","-11,265,000","-11,840,000",,"-20,481,000","-19,041,000","-17,380,000","-15,452,000",,,,"-11,012,000",,,,"-4,132,000",,,
		Inventory,"12,446,000","10,268,000","9,960,000","9,261,000","6,863,000","5,313,000","5,062,000","4,989,000","4,227,000","4,037,000","3,499,000","2,774,000","2,504,000","2,062,000","2,320,000","2,168,000","1,857,000","1,683,000","1,314,000","1,231,000","1,156,000","1,390,000","1,672,000","1,456,000","1,145,000"
