name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,09/30/2018
		PreferredSecuritiesOutsideStockEquity,,,"2,997,300,000","3,054,900,000","2,301,400,000","2,369,600,000","2,021,600,000","1,943,600,000","1,661,900,000","2,075,200,000",,,
		OtherNonCurrentLiabilities,"9,200,000","19,900,000","21,900,000","23,700,000","26,000,000","27,900,000","29,800,000","29,300,000","29,700,000","25,500,000","1,300,000","1,800,000","800,000"
TotalEquityGrossMinorityInterest,"-428,800,000","-46,900,000","-65,500,000","-100,100,000","-133,800,000","-130,100,000","-161,000,000","-193,100,000","-201,300,000","-203,000,000","486,400,000","491,000,000","451,700,000"
	StockholdersEquity,"-428,800,000","-2,827,800,000","-3,062,800,000","-3,155,000,000","-2,435,200,000","-2,499,700,000","-2,182,600,000","-2,136,700,000","-1,863,200,000","-2,278,200,000","486,400,000","491,000,000","451,700,000"
		CapitalStock,"1,400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000",,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"1,400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000",,,
		AdditionalPaidInCapital,"400,000",,,,,,"0",,,"300,000",,,
		RetainedEarnings,"-428,400,000","-2,806,600,000","-3,059,700,000","-3,151,900,000","-2,431,900,000","-2,496,500,000","-2,179,000,000","-2,132,800,000","-1,859,100,000","-2,276,900,000",,,
		TreasuryStock,"0","18,100,000",,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-2,200,000","-3,500,000","-3,500,000","-3,500,000","-3,700,000","-3,600,000","-4,000,000","-4,300,000","-4,500,000","-2,000,000","-2,600,000","-1,800,000","-1,400,000"
		OtherEquityInterest,,,,,,,,,,,"489,000,000","492,800,000","453,100,000"
	MinorityInterest,"0","2,780,900,000","2,997,300,000","3,054,900,000","2,301,400,000","2,369,600,000","2,021,600,000","1,943,600,000","1,661,900,000","2,075,200,000",,,
TotalCapitalization,"510,000,000","-2,354,400,000","-2,581,600,000","-2,664,300,000","-1,895,600,000","-1,864,600,000","-1,560,000,000","-1,452,800,000","-1,106,800,000","-1,554,400,000","486,400,000","491,000,000","451,700,000"
CommonStockEquity,"-428,800,000","-2,827,800,000","-3,062,800,000","-3,155,000,000","-2,435,200,000","-2,499,700,000","-2,182,600,000","-2,136,700,000","-1,863,200,000","-2,278,200,000","486,400,000","491,000,000","451,700,000"
NetTangibleAssets,"-708,000,000","-3,111,900,000","-3,351,800,000","-3,448,900,000","-2,746,300,000","-2,834,000,000","-2,522,800,000","-2,482,500,000","-2,214,500,000","-2,635,100,000","124,000,000","123,000,000","67,100,000"
WorkingCapital,"228,900,000","151,900,000","136,800,000","107,500,000","108,700,000","186,300,000","137,100,000","163,500,000","221,500,000","180,700,000","126,800,000","129,300,000","69,400,000"
InvestedCapital,"510,000,000","-2,319,400,000","-2,465,300,000","-2,549,800,000","-1,822,400,000","-1,829,600,000","-1,496,200,000","-1,417,800,000","-1,071,800,000","-1,519,400,000","486,400,000","491,000,000","451,700,000"
TangibleBookValue,"-708,000,000","-3,111,900,000","-3,351,800,000","-3,448,900,000","-2,746,300,000","-2,834,000,000","-2,522,800,000","-2,482,500,000","-2,214,500,000","-2,635,100,000","124,000,000","123,000,000","67,100,000"
TotalDebt,"938,800,000","508,400,000","597,500,000","605,200,000","612,800,000","670,100,000","686,400,000","718,900,000","791,400,000","758,800,000","400,000",,"1,000,000"
NetDebt,"869,300,000","478,000,000","444,900,000","515,800,000","579,600,000","619,300,000","637,700,000","696,400,000","714,700,000","728,900,000",,,
ShareIssued,"136,400,000","38,887,851","39,510,430","39,500,000","39,500,000","39,500,000","39,428,571","39,400,000","39,400,000","39,400,000","30,000,000","30,000,000","30,000,000"
OrdinarySharesNumber,"136,400,000","38,887,851","39,510,430","39,500,000","39,500,000","39,500,000","39,428,571","39,400,000","39,400,000","39,400,000","30,000,000","30,000,000","30,000,000"
