name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalAssets,"515,564,000","543,182,000","566,732,000","388,027,000","412,489,000","433,029,000","453,895,000","290,291,000","109,387,000","126,619,000","117,787,151","117,415,503","324,550"
	CurrentAssets,"512,931,000","540,480,000","563,792,000","384,826,000","409,006,000","429,428,000","450,266,000","286,116,000","109,076,000","126,570,000","1,762,453","2,073,945","147,800"
		CashCashEquivalentsAndShortTermInvestments,"493,817,000","527,003,000","558,952,000","379,005,000","400,146,000","421,974,000","444,372,000","280,279,000","100,571,000","123,530,000","1,610,350","1,911,852","147,800"
			CashAndCashEquivalents,"493,817,000","527,003,000","558,952,000","379,005,000","400,146,000","421,974,000","444,372,000","280,279,000","100,571,000","123,530,000","1,610,350","1,911,852","147,800"
				CashFinancial,"493,817,000","527,003,000","558,952,000","379,005,000","400,146,000","421,974,000","444,372,000","280,279,000","100,571,000","123,530,000","1,610,350","1,911,852","147,800"
		Receivables,"12,861,000",,,,"548,000","481,000","40,000","24,000","3,045,000","2,996,000",,,
			AccountsReceivable,"12,229,000",,,,,,,,,,,,
			TaxesReceivable,"632,000",,,,"548,000","481,000","40,000","24,000","3,045,000","2,996,000",,,
		PrepaidAssets,"6,253,000","13,477,000","4,840,000","5,821,000","8,312,000","6,973,000","5,854,000","5,813,000","5,460,000","44,000","152,103","162,093",
	TotalNonCurrentAssets,"2,633,000","2,702,000","2,940,000","3,201,000","3,483,000","3,601,000","3,629,000","4,175,000","311,000","49,000","116,024,698","115,341,558","176,750"
		NetPPE,"2,633,000","2,702,000","2,940,000","3,201,000","3,483,000","3,601,000","3,629,000","4,175,000","65,000","49,000",,,
			GrossPPE,"2,633,000","2,702,000","2,940,000","3,201,000","3,483,000","3,601,000","3,629,000","4,175,000",,,,,
				Properties,,,"0","0","0","0","0","0",,,,,
				BuildingsAndImprovements,,,"2,731,000","3,008,000","3,282,000","3,469,000","3,493,000","4,063,000",,,,,
				OtherProperties,"2,633,000","2,702,000","2,940,000","193,000","201,000","132,000","136,000","112,000",,,,,
		NonCurrentDeferredAssets,,,,,"0","0","0","0","246,000","0","0","0","176,750"
		OtherNonCurrentAssets,,,,,,,,,,,"116,024,698","115,341,558",
TotalLiabilitiesNetMinorityInterest,"45,739,000","38,034,000","30,335,000","22,495,000","21,009,000","18,877,000","15,489,000","22,516,000","15,318,000","14,757,000","4,362,625","4,116,067","300,448"
	CurrentLiabilities,"44,520,000","36,354,000","28,383,000","20,523,000","18,771,000","16,485,000","12,810,000","19,544,000","15,318,000","14,757,000","337,625","91,067","300,448"
		PayablesAndAccruedExpenses,"43,375,000","35,275,000","27,301,000","19,438,000","17,592,000","15,381,000","11,708,000","18,442,000","15,318,000","14,757,000","337,625","91,067","448"
			Payables,"18,800,000","3,827,000","4,243,000","3,107,000","2,432,000","2,100,000","5,921,000","8,347,000","4,380,000","6,052,000","31,510","66,467",
				AccountsPayable,"18,629,000","3,827,000","4,243,000","3,107,000","2,432,000","2,100,000","5,787,000","8,011,000","1,190,000","2,812,000",,,
				TotalTaxPayable,,,,,,,,,,"106,000","31,510","66,467",
					IncomeTaxPayable,,,,,,,,,,"106,000","31,510","66,467",
				DuetoRelatedPartiesCurrent,"171,000",,,,"0","0","134,000","336,000","3,190,000","3,134,000",,,
			CurrentAccruedExpenses,"24,575,000","31,448,000","23,058,000","16,331,000","15,160,000","13,281,000","5,787,000","10,095,000","10,938,000","8,705,000","306,115","24,600","448"
		CurrentDebtAndCapitalLeaseObligation,"1,145,000","1,079,000","1,082,000","1,085,000","1,179,000","1,104,000","1,102,000","1,102,000",,,,,"300,000"
			CurrentDebt,,,,,,,,,,,,,"300,000"
				CurrentNotesPayable,,,,,,,,,,,"0","0","300,000"
			CurrentCapitalLeaseObligation,"1,145,000","1,079,000","1,082,000","1,085,000","1,179,000","1,104,000","1,102,000","1,102,000",,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,219,000","1,680,000","1,952,000","1,972,000","2,238,000","2,392,000","2,679,000","2,972,000","0","0","4,025,000","4,025,000","0"
		LongTermDebtAndCapitalLeaseObligation,"1,219,000","1,680,000","1,952,000","1,972,000","2,238,000","2,392,000","2,679,000","2,972,000",,,,,
			LongTermCapitalLeaseObligation,"1,219,000","1,680,000","1,952,000","1,972,000","2,238,000","2,392,000","2,679,000","2,972,000",,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,"4,025,000","4,025,000",
TotalEquityGrossMinorityInterest,"469,825,000","505,148,000","536,397,000","365,532,000","391,480,000","414,152,000","438,406,000","267,775,000","94,069,000","111,862,000","113,424,526","113,299,436","24,102"
	StockholdersEquity,"469,825,000","505,148,000","536,397,000","365,532,000","391,480,000","414,152,000","438,406,000","267,775,000","94,069,000","111,862,000","113,424,526","113,299,436","24,102"
		CapitalStock,"12,000","12,000","12,000","10,000","10,000","10,000","10,000","8,000","5,000","5,000","108,424,873","108,299,785","288"
			PreferredStock,"0",,"0","0","0",,"0","0","0","0",,,
			CommonStock,"12,000","12,000","12,000","10,000","10,000","10,000","10,000","8,000","5,000","5,000","108,424,873","108,299,785","288"
		AdditionalPaidInCapital,"824,796,000","812,933,000","802,774,000","594,377,000","590,425,000","584,174,000","577,341,000","385,691,000","185,306,000","182,679,000","4,692,712","4,817,800","24,712"
		RetainedEarnings,"-355,387,000","-308,216,000","-266,831,000","-229,128,000","-198,657,000","-170,499,000","-138,723,000","-117,934,000","-91,226,000","-70,675,000","306,941","181,851","-898"
		GainsLossesNotAffectingRetainedEarnings,"404,000","419,000","442,000","273,000","-298,000","467,000","-222,000","10,000","-16,000","-147,000",,,
TotalCapitalization,"469,825,000","505,148,000","536,397,000","365,532,000","391,480,000","414,152,000","438,406,000","267,775,000","94,069,000","111,862,000","113,424,526","113,299,436","24,102"
CommonStockEquity,"469,825,000","505,148,000","536,397,000","365,532,000","391,480,000","414,152,000","438,406,000","267,775,000","94,069,000","111,862,000","113,424,526","113,299,436","24,102"
CapitalLeaseObligations,"2,364,000","2,759,000","3,034,000","3,057,000","3,417,000","3,496,000","3,781,000","4,074,000",,,,,
NetTangibleAssets,"469,825,000","505,148,000","536,397,000","365,532,000","391,480,000","414,152,000","438,406,000","267,775,000","94,069,000","111,862,000","113,424,526","113,299,436","24,102"
WorkingCapital,"468,411,000","504,126,000","535,409,000","364,303,000","390,235,000","412,943,000","437,456,000","266,572,000","93,758,000","111,813,000","1,424,828","1,982,878","-152,648"
InvestedCapital,"469,825,000","505,148,000","536,397,000","365,532,000","391,480,000","414,152,000","438,406,000","267,775,000","94,069,000","111,862,000","113,424,526","113,299,436","324,102"
TangibleBookValue,"469,825,000","505,148,000","536,397,000","365,532,000","391,480,000","414,152,000","438,406,000","267,775,000","94,069,000","111,862,000","113,424,526","113,299,436","24,102"
TotalDebt,"2,364,000","2,759,000","3,034,000","3,057,000","3,417,000","3,496,000","3,781,000","4,074,000",,,,,"300,000"
NetDebt,,,,,,,,,,,,,"152,200"
ShareIssued,"116,482,899","115,109,833","114,998,871","97,977,595","97,971,243","97,971,243","98,790,705","81,811,727","56,455,376","54,655,376","14,375,000","14,375,000","14,375,000"
OrdinarySharesNumber,"116,482,899","115,109,833","114,998,871","97,977,595","97,971,243","97,971,243","97,890,705","80,911,727","54,655,376","54,655,376","14,375,000","14,375,000","14,375,000"
TreasurySharesNumber,,,,,,,"900,000","900,000","1,800,000","1,800,000",,,
