name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
TotalAssets,"5,251,759,000","5,851,919,000","5,046,851,000","4,106,727,000","4,111,811,000","2,662,730,000","2,300,082,000","2,295,272,000","2,130,896,000","2,318,178,000","2,106,891,000","1,978,983,000","1,917,986,000","1,957,710,000","1,920,901,000","1,877,169,000","1,430,329,000","1,386,904,000","1,226,077,000","1,341,420,000","254,933,000","264,618,000","261,354,000","169,538,000","126,147,000","132,420,000","142,369,000","147,345,000","135,901,000","138,990,000","115,760,000","120,853,000","62,905,000","73,677,000","65,537,000","67,738,000","77,594,000","80,583,000","72,862,000","74,995,000","78,816,000","76,358,000","91,720,000","68,076,000","71,082,000","72,274,000","70,194,000","80,003,000","72,831,000","78,673,000","109,454,000","79,460,000","120,829,000","408,867,045","408,715,130","407,924,376","409,596,097","408,191,806","405,405,375","215,000","212,500"
	CurrentAssets,"1,593,178,000","1,647,237,000","1,785,786,000","1,172,162,000","1,113,648,000","637,581,000","672,894,000","611,576,000","638,528,000","516,016,000","661,164,000","544,917,000","380,701,000","380,139,000","446,901,000","510,375,000","224,167,000","237,530,000","184,937,000","194,660,000","99,414,000","141,402,000","139,312,000","84,635,000","39,887,000","47,409,000","68,642,000","76,210,000","64,974,000","69,990,000","57,153,000","75,829,000","45,748,000","56,692,000","43,122,000","50,685,000","61,203,000","63,958,000","55,184,000","57,270,000","61,506,000","58,446,000","74,134,000","45,876,000","52,028,000","52,480,000","48,701,000","59,793,000","61,435,000","66,704,000","99,119,000","71,553,000","113,087,000","1,088,638","1,518,586","2,518,280","3,169,176","5,243,411","405,405,375","125,189","180,000"
		CashCashEquivalentsAndShortTermInvestments,"213,584,000","278,933,000","378,205,000","297,396,000","237,590,000","103,602,000","169,676,000","106,253,000","124,231,000","104,268,000","170,587,000","55,609,000","163,462,000","179,440,000","233,918,000","191,274,000","74,339,000","132,823,000","102,409,000","104,670,000","71,541,000","112,105,000","26,474,000","48,123,000","26,786,000","30,012,000","45,922,000","42,128,000","10,331,000","21,600,000","25,542,000","43,043,000","16,904,000","18,867,000","13,969,000","20,597,000","31,093,000","18,721,000","18,987,000","23,435,000","20,806,000","15,034,000","16,420,000","17,390,000","21,902,000","20,080,000","21,018,000","26,493,000","28,297,000","37,989,000","46,839,000","34,721,000","58,399,000","886,113","1,320,984","706,298","2,135,716","1,147,585","1,673,403","125,189","180,000"
			CashAndCashEquivalents,"213,584,000","278,933,000","378,205,000","297,396,000","237,590,000","103,602,000","169,676,000","106,253,000","124,231,000","104,268,000","170,587,000","55,609,000","163,462,000","179,440,000","233,918,000","191,274,000","74,339,000","132,823,000","102,409,000","104,670,000","71,541,000","112,105,000","26,474,000","48,123,000","26,786,000","30,012,000","45,922,000","42,128,000","10,331,000","21,600,000","25,542,000","43,043,000","16,904,000","18,867,000","13,969,000","20,597,000","31,093,000","18,721,000","18,987,000","23,435,000","20,806,000","15,034,000","16,420,000","17,390,000","21,902,000","20,080,000","21,018,000","26,493,000","28,297,000","37,989,000","46,839,000","34,721,000","58,399,000","886,113","1,320,984","706,298","2,135,716","1,147,585","1,673,403","125,189","180,000"
			OtherShortTermInvestments,,,,,,,,,,,"326,616,000","270,290,000","288,802,000","273,577,000","222,521,000","160,540,000","150,817,000","145,360,000","95,965,000","78,204,000","41,093,000","16,579,000","9,028,000","24,644,000","25,610,000","25,543,000","17,548,000","13,682,000","10,614,000","17,955,000","16,164,000","2,985,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,022,728,000","1,007,388,000","1,045,795,000","753,831,000","774,514,000","445,282,000","413,348,000","398,127,000","388,019,000","302,122,000","377,797,000","340,534,000","121,806,000","120,384,000","140,917,000","76,395,000","79,294,000","57,183,000","47,586,000","32,381,000","22,289,000","21,998,000","15,843,000","10,252,000","9,820,000","9,881,000","13,772,000","24,521,000","15,360,000","10,098,000","19,604,000","22,358,000","18,277,000","17,660,000","14,208,000","9,392,000","9,838,000","17,202,000","7,365,000","10,345,000","17,050,000","19,632,000","15,615,000","8,108,000","5,236,000","9,017,000","8,523,000","5,472,000","6,183,000","3,728,000","2,550,000","3,668,000","2,986,000",,,,,,,,
			AccountsReceivable,"44,722,000","49,673,000","53,162,000","54,734,000","59,569,000","43,920,000","42,668,000","41,821,000","44,107,000","44,428,000","44,159,000","45,101,000","32,486,000","39,175,000","38,816,000","23,043,000","21,465,000","19,792,000","19,292,000","18,729,000","15,469,000","17,186,000","13,102,000","7,788,000","7,517,000","9,126,000","10,627,000","23,996,000","13,363,000","9,405,000","11,028,000","13,880,000","9,192,000","8,402,000","8,541,000","8,394,000","9,169,000","16,350,000","5,997,000","5,816,000","8,179,000","7,482,000","12,290,000","4,884,000","1,992,000","3,087,000","2,277,000","1,915,000","2,377,000","2,628,000","2,550,000","3,668,000","2,986,000",,,,,,,,
				GrossAccountsReceivable,"47,825,000","53,331,000",,,,,,,,,,,,,,,,,"14,218,000",,,,,,,,,,,,,,,"8,402,000",,,,,"6,305,000","6,240,000","8,603,000","7,906,000","12,290,000",,"2,007,000",,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,103,000","-3,658,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-275,000",,,,,"-308,000","-424,000","-424,000","-424,000","0",,"-15,000",,,,,,,,,,,,,,,,
			LoansReceivable,"882,391,000","873,186,000","350,762,000","270,295,000","294,085,000","390,689,000","344,339,000","325,517,000","326,299,000","225,848,000","295,898,000","250,521,000","53,448,000","38,794,000","37,147,000",,,,,,,,,,,,,,,,,,,,,,,"0","537,000","779,000","5,027,000","8,306,000",,,,,,,,,,,,,,,,,,,
