name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
OperatingCashFlow,"1,106,446,000","229,423,000","175,054,000","374,964,000","395,553,000","-97,741,000","120,726,000","412,710,000","-273,129,000","121,296,000","61,116,000","238,747,000","133,392,000","32,444,000","176,420,000","47,628,000","18,979,000","52,053,000","-2,606,000","39,727,000","46,592,000","43,998,000","-19,104,000","78,006,000","-20,260,000","-15,511,000","24,694,000","13,629,000","211,000","-10,950,000","-21,846,000","-36,815,000"
	CashFlowFromContinuingOperatingActivities,"1,106,446,000","229,423,000","175,054,000","374,964,000","395,553,000","-97,741,000","120,726,000","412,710,000","-273,129,000","121,296,000","61,116,000","238,747,000","133,392,000","32,444,000","176,420,000","47,628,000","18,979,000","52,053,000","-2,606,000","39,727,000","46,592,000","43,998,000","-19,104,000","78,006,000","-20,260,000","-15,511,000","24,694,000","13,629,000","211,000","-10,950,000","-21,846,000","-36,815,000"
		NetIncomeFromContinuingOperations,"-87,545,000","-207,363,000","-80,984,000","-2,876,000","203,678,000","39,008,000","293,959,000","36,515,000","-11,478,000","-105,891,000","390,940,000","29,397,000","-6,740,000","-38,151,000","-28,204,000","19,643,000","-5,906,000","-23,986,000","-15,663,000","-16,098,000","-15,962,000","-15,090,000","-15,167,000","-32,323,000","-27,345,000","-96,755,000","-48,289,000","-53,930,000","-29,620,000","-47,978,000","-37,072,000","-37,666,000"
		OperatingGainsLosses,"-114,133,000","-49,741,000","5,515,000","1,670,852,000","-1,740,759,000","28,900,000","-270,040,000","1,403,000","-20,999,000","990,000","-377,586,000","-2,462,000","4,842,000","14,087,000","19,988,000",,,,,,,,"39,000","-219,000","169,000","-38,000",,,,"240,000",,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,"0","39,000","-219,000","169,000","-38,000",,,,"240,000",,
			EarningsLossesFromEquityInvestments,"-114,133,000","-49,741,000","5,515,000","6,836,000","-76,743,000","28,900,000","-274,298,000","0","-20,999,000","0","-4,141,000","-2,462,000","4,842,000","14,087,000","16,566,000",,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"175,612,000","70,056,000","39,050,000","38,112,000","28,394,000","29,201,000","22,471,000","20,624,000","21,056,000","20,061,000","-3,231,000","26,721,000","26,447,000","25,661,000","22,638,000","15,835,000","12,328,000","10,160,000","9,632,000","9,085,000","9,125,000","9,437,000","9,928,000","9,681,000","9,018,000","9,118,000","9,100,000","6,571,000","6,409,000","5,546,000","5,743,000","5,130,000"
			DepreciationAndAmortization,"175,612,000","70,056,000","39,050,000","38,112,000","28,394,000","29,201,000","22,471,000","20,624,000","21,056,000","20,061,000","-3,231,000","26,721,000","26,447,000","25,661,000","22,638,000","15,835,000","12,328,000","10,160,000","9,632,000","9,085,000","9,125,000","9,437,000","9,928,000","9,681,000","9,018,000","9,118,000","9,100,000","6,571,000","6,409,000","5,546,000","5,743,000","5,130,000"
				Depreciation,,,,,,,,,,,,"26,721,000","26,447,000","25,661,000",,,,,,,,,,,,,,,,,,
		DeferredTax,"-18,028,000","-7,653,000","-5,211,000","-4,751,000","-413,000","-60,000","-4,641,000","-2,351,000","-40,000","-984,000","-322,000","1,175,000","-1,475,000","-754,000","-83,000","125,000","-34,000","-654,000","-1,518,000","34,000","0","99,000","162,000","-167,000","-15,000","78,000","233,000","0","0","-207,000","0","-1,731,000"
			DeferredIncomeTax,"-18,028,000","-7,653,000","-5,211,000","-4,751,000","-413,000","-60,000","-4,641,000","-2,351,000","-40,000","-984,000","-322,000","1,175,000","-1,475,000","-754,000","-83,000","125,000","-34,000","-654,000","-1,518,000","34,000","0","99,000","162,000","-167,000","-15,000","78,000","233,000","0","0","-207,000","0","-1,731,000"
		AssetImpairmentCharge,"51,266,000","0","0","6,000,000","45,266,000","19,860,000",,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0"
		ProvisionandWriteOffofAssets,,,,,,,,,,"108,883,000","32,132,000","32,722,000","34,264,000","27,841,000","24,474,000","23,596,000","21,976,000","18,031,000","16,833,000","19,893,000","18,734,000","11,558,000","14,594,000","14,085,000","16,044,000","7,255,000","12,036,000","12,854,000","8,468,000","16,261,000","5,545,000","6,096,000"
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,"0","-20,999,000","0","-4,141,000","-2,462,000","4,842,000","14,087,000","16,566,000",,,,,,,,,,,,,,,,,
		StockBasedCompensation,"764,840,000","275,423,000","178,041,000","165,011,000","146,365,000","118,623,000","113,671,000","110,416,000","96,410,000","77,303,000","79,883,000","77,426,000","79,466,000","61,088,000","59,025,000","58,913,000","52,119,000","46,824,000","44,525,000","40,048,000","39,593,000","31,670,000","33,887,000","36,779,000","36,922,000","31,198,000","31,321,000","22,278,000","15,232,000","13,461,000","11,447,000","10,332,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,101,000","0",,,"-1,348,000","0"
		OtherNonCashItems,"587,242,000","210,096,000","262,348,000","-1,524,960,000","1,639,758,000","-234,742,000","120,534,000","85,372,000","-223,203,000","9,618,000","-10,343,000","19,125,000","-10,862,000","-32,802,000","-13,310,000","20,378,000","-4,397,000","-3,037,000","-12,553,000","-7,412,000","3,275,000","-8,205,000","-13,327,000","957,000","-44,515,000","-8,939,000","-9,240,000","-11,214,000","-8,803,000","-5,398,000","-6,153,000","-4,480,000"
		ChangeInWorkingCapital,"-252,808,000","-61,395,000","-223,705,000","27,576,000","73,264,000","-98,531,000","-155,228,000","160,731,000","-25,992,000","11,316,000","-50,357,000","54,643,000","7,450,000","-24,526,000","91,892,000","-55,579,000","-57,107,000","4,715,000","-43,862,000","-5,823,000","-8,173,000","14,529,000","-49,220,000","49,213,000","-26,074,000","33,633,000","21,124,000","25,856,000","-38,000","1,727,000","-6,161,000","-18,976,000"
			ChangeInReceivables,"-452,120,000","-220,361,000","-8,324,000","-116,918,000","-106,517,000","-114,458,000","-189,222,000","17,454,000","-362,351,000","60,248,000","-32,677,000","932,782,000","-120,904,000","-1,027,472,000","825,564,000","-387,782,000","-110,535,000","-81,452,000","-34,596,000","-280,169,000","-45,985,000","54,919,000","-83,609,000","-16,823,000","11,388,000","-58,259,000","18,623,000","3,006,000","-24,535,000","-37,925,000","4,125,000","-21,812,000"
				ChangesInAccountReceivables,"-452,120,000","-220,361,000","-8,324,000","-116,918,000","-106,517,000","-114,458,000","-189,222,000","17,454,000","-362,351,000","60,248,000","-32,677,000","932,782,000","-120,904,000","-1,027,472,000","825,564,000","-387,782,000","-110,535,000","-81,452,000","-34,596,000","-280,169,000","-45,985,000","54,919,000","-87,015,000","-29,221,000","-15,666,000","-46,503,000","13,309,000","15,597,000","-22,296,000","-34,030,000","7,420,000","-19,742,000"
			ChangeInPayablesAndAccruedExpense,"228,764,000","146,834,000","-670,542,000","-145,622,000","-40,502,000","1,043,470,000","376,187,000","125,214,000","1,169,020,000","206,245,000","18,909,000","-742,799,000","148,928,000","1,140,454,000","-732,425,000","404,620,000","135,157,000","154,784,000","34,917,000","305,245,000","79,967,000","-37,992,000","31,566,000","64,744,000","-43,672,000","117,252,000","-155,000","30,916,000","36,657,000","37,871,000","-7,365,000","8,607,000"
				ChangeInPayable,"228,764,000","146,834,000","-670,542,000","-145,622,000","-40,502,000","1,043,470,000","376,187,000","125,214,000","1,169,020,000","206,245,000","18,909,000","-742,799,000","164,649,000","1,124,733,000","-708,600,000","379,688,000","131,777,000","152,081,000","43,038,000","301,917,000","66,897,000","-41,922,000","32,061,000","50,874,000","25,922,000","61,442,000","-7,655,000","20,800,000","27,380,000","43,314,000","-4,431,000","6,912,000"
					ChangeInAccountPayable,"228,764,000","146,834,000","-670,542,000","-145,622,000","-40,502,000","1,043,470,000","376,187,000","125,214,000","1,169,020,000","206,245,000","18,909,000","-742,799,000","164,649,000","1,124,733,000","-708,600,000","379,688,000","131,777,000","152,081,000","43,038,000","301,917,000","66,897,000","-41,922,000","32,061,000","50,874,000","25,922,000","61,442,000","-7,655,000","20,800,000","27,380,000","43,314,000","-4,431,000","6,912,000"
				ChangeInAccruedExpense,,,,,,,,,,,,,,"15,721,000","-23,825,000","24,932,000","3,380,000","2,703,000","-8,121,000","3,328,000","13,070,000","3,930,000","-495,000","13,870,000","-69,594,000","55,810,000","7,500,000","10,116,000","9,277,000","-5,443,000","-2,934,000","1,695,000"
