name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010
TotalAssets,"36,331,624,000","35,815,396,000","35,306,271,000","35,700,287,000","35,179,239,000","35,010,493,000","35,028,597,000","34,745,899,000","33,595,671,000","32,871,293,000","32,950,535,000","33,092,265,000","32,702,976,000","32,164,326,000","31,513,636,000","31,349,571,000","30,432,536,000","30,346,986,000","29,554,831,000","28,993,736,000","27,988,731,000","27,880,151,000","27,265,014,000","26,309,192,000","24,819,488,000","23,883,467,000","22,537,671,000","21,401,793,000","19,983,395,000","19,210,529,000","17,680,739,000","17,008,323,000","15,751,652,000","15,046,649,000","14,308,014,000","13,233,425,000","12,745,930,000","12,375,953,000","12,748,426,000","12,429,961,000","12,198,884,000","11,322,038,000","11,014,020,000","10,846,659,000","10,808,443,000","10,869,560,000","11,151,301,000","11,212,637,000"
TotalLiabilitiesNetMinorityInterest,"33,470,392,000","32,777,635,000","32,209,597,000","32,538,744,000","32,117,404,000","32,027,481,000","32,163,773,000","31,990,846,000","31,079,542,000","29,890,514,000","30,041,260,000","30,224,355,000","29,779,586,000","29,240,493,000","28,438,748,000","28,250,138,000","27,399,864,000","27,320,924,000","26,931,342,000","26,412,916,000","25,455,717,000","25,461,722,000","24,891,924,000","23,978,046,000","22,555,236,000","21,639,569,000","20,327,103,000","19,255,458,000","17,867,778,000","17,157,995,000","15,640,570,000","14,993,751,000","13,771,948,000","13,117,951,000","12,422,200,000","11,380,716,000","10,902,135,000","10,569,273,000","10,995,699,000","10,737,710,000","10,553,951,000","9,786,758,000","9,513,114,000","9,369,986,000","9,371,491,000","9,616,052,000","9,908,462,000","10,007,781,000"
TotalEquityGrossMinorityInterest,"2,861,232,000","3,037,761,000","3,096,674,000","3,161,543,000","3,061,835,000","2,983,012,000","2,864,824,000","2,755,053,000","2,516,129,000","2,980,779,000","2,909,275,000","2,867,910,000","2,923,390,000","2,923,833,000","3,074,888,000","3,099,433,000","3,032,672,000","3,026,062,000","2,623,489,000","2,580,820,000","2,533,014,000","2,418,429,000","2,373,090,000","2,331,146,000","2,264,252,000","2,243,898,000","2,210,568,000","2,146,335,000","2,115,617,000","2,052,534,000","2,040,169,000","2,014,572,000","1,979,704,000","1,928,698,000","1,885,814,000","1,852,709,000","1,843,795,000","1,806,680,000","1,752,727,000","1,692,251,000","1,644,933,000","1,535,280,000","1,500,906,000","1,476,673,000","1,436,952,000","1,253,508,000","1,242,839,000","1,204,856,000"
	StockholdersEquity,"2,861,232,000","3,037,761,000","3,096,674,000","3,161,543,000","3,061,835,000","2,983,012,000","2,864,824,000","2,755,053,000","2,516,129,000","2,980,779,000","2,909,275,000","2,867,910,000","2,923,390,000","2,923,833,000","3,074,888,000","3,099,433,000","3,032,672,000","3,026,062,000","2,623,489,000","2,580,820,000","2,533,014,000","2,418,429,000","2,373,090,000","2,331,146,000","2,264,252,000","2,243,898,000","2,210,568,000","2,146,335,000","2,115,617,000","2,052,534,000","2,040,169,000","2,014,572,000","1,979,704,000","1,928,698,000","1,885,814,000","1,852,709,000","1,843,795,000","1,806,680,000","1,752,727,000","1,692,251,000","1,644,933,000","1,535,280,000","1,500,906,000","1,476,673,000","1,436,952,000","1,253,508,000","1,242,839,000","1,204,856,000"
		CapitalStock,"841,000","856,000","900,000","932,000","933,000","931,000","924,000","924,000","924,000","951,000","951,000","953,000","984,000","991,000","1,037,000","1,062,000","1,061,000","1,068,000","1,068,000","1,068,000","1,068,000","1,042,000","1,041,000","1,042,000","1,041,000","1,036,000","1,035,000","1,035,000","1,034,000","1,017,000","1,017,000","1,017,000","1,017,000","1,010,000","1,009,000","1,006,000","1,005,000","1,004,000","999,000","994,000","994,000","977,000","973,000","972,000","972,000","930,000","930,000","93,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","54,000","54,000","54,000","54,000",,,,,,,
			CommonStock,"841,000","856,000","900,000","932,000","933,000","931,000","924,000","924,000","924,000","951,000","951,000","953,000","984,000","991,000","1,037,000","1,062,000","1,061,000","1,068,000","1,068,000","1,068,000","1,068,000","1,042,000","1,041,000","1,042,000","1,041,000","1,036,000","1,035,000","1,035,000","1,034,000","1,017,000","1,017,000","1,017,000","1,017,000","1,010,000","1,009,000","1,006,000","1,005,000","950,000","945,000","940,000","940,000","977,000","973,000","972,000","972,000","930,000","930,000","93,000"
		AdditionalPaidInCapital,"626,564,000","707,503,000","885,873,000","1,011,786,000","1,008,603,000","1,017,518,000","995,438,000","991,509,000","987,757,000","1,083,920,000","1,077,946,000","1,080,966,000","1,179,235,000","1,220,147,000","1,364,864,000","1,455,554,000","1,450,107,000","1,498,227,000","1,492,790,000","1,488,159,000","1,484,398,000","1,426,459,000","1,420,622,000","1,415,758,000","1,411,295,000","1,406,786,000","1,399,003,000","1,394,103,000","1,389,392,000","1,353,538,000","1,348,964,000","1,344,106,000","1,339,996,000","1,334,945,000","1,327,164,000","1,317,449,000","1,312,518,000","1,308,315,000","1,304,263,000","1,298,201,000","1,290,279,000","1,240,068,000","1,230,819,000","1,220,782,000","1,212,013,000","950,831,000","950,403,000","949,657,000"
		RetainedEarnings,"2,391,526,000","2,345,342,000","2,239,963,000","2,173,698,000","2,091,124,000","2,013,715,000","1,950,288,000","1,905,639,000","1,851,040,000","1,927,735,000","1,859,055,000","1,803,360,000","1,742,530,000","1,697,822,000","1,667,092,000","1,592,157,000","1,525,174,000","1,471,781,000","1,077,042,000","1,032,308,000","988,934,000","949,681,000","908,897,000","880,531,000","846,288,000","813,894,000","780,011,000","700,063,000","675,763,000","651,627,000","626,761,000","595,161,000","568,575,000","535,263,000","504,702,000","472,190,000","439,908,000","413,385,000","372,542,000","340,470,000","308,946,000","276,216,000","249,124,000","217,720,000","187,873,000","269,781,000","261,968,000","230,929,000"
		GainsLossesNotAffectingRetainedEarnings,"-157,699,000","-15,940,000","-30,062,000","-24,873,000","-38,825,000","-49,152,000","-81,826,000","-143,019,000","-323,592,000","-31,827,000","-28,677,000","-17,369,000","641,000","4,873,000","41,895,000","50,660,000","56,330,000","54,986,000","52,589,000","59,285,000","58,614,000","41,247,000","42,530,000","33,815,000","5,628,000","22,182,000","30,519,000","51,134,000","49,428,000","46,352,000","63,427,000","74,288,000","70,116,000","57,480,000","52,939,000","62,064,000","90,364,000","83,976,000","74,923,000","52,586,000","44,714,000","18,019,000","19,990,000","37,199,000","36,094,000","31,966,000","29,538,000","23,435,000"
