name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
TotalRevenue,"427,836,000","113,420,000","109,780,000","104,934,000","99,702,000","96,756,000","94,801,000","93,069,000","88,830,000","86,263,000","84,664,000","82,671,000","78,929,000","75,343,000","74,200,000","71,658,000","68,153,000","64,878,000","62,915,000","59,490,000","55,302,000","53,121,000","52,224,000","50,987,000","48,466,000","46,248,000","44,445,000","42,469,000","39,877,000","37,493,000","36,573,000","34,348,000","32,302,000","30,356,000","29,039,000","27,749,000","26,291,000","24,883,000","24,657,000","23,382,000","22,190,000","21,191,000","20,652,000","19,375,000","18,495,000","17,690,000"
	OperatingRevenue,"427,836,000","113,420,000","109,780,000","104,934,000","99,702,000","96,756,000","94,801,000","93,069,000","88,830,000","86,263,000","84,664,000","82,671,000","78,929,000","75,343,000","74,200,000","71,658,000","68,153,000","64,878,000","62,915,000","59,490,000","55,302,000","53,121,000","52,224,000","50,987,000","48,466,000","46,248,000","44,445,000","42,469,000","39,877,000","37,493,000","36,573,000","34,348,000","32,302,000","30,356,000","29,039,000","27,749,000","26,291,000","24,883,000","24,657,000","23,382,000","22,190,000","21,191,000","20,652,000","19,375,000","18,495,000","17,690,000"
CostOfRevenue,"91,761,000","24,002,000","23,728,000","22,479,000","21,552,000","21,680,000","21,221,000","20,619,000","18,891,000","18,495,000","17,163,000","17,108,000","17,537,000","17,709,000","17,525,000","16,511,000","16,248,000","15,901,000","14,405,000","12,728,000","12,153,000","12,294,000","11,677,000","11,288,000","10,092,000","9,416,000","9,002,000","8,762,000","8,157,000","7,964,000","7,521,000","7,421,000","7,175,000","6,846,000","6,526,000","6,415,000","5,924,000","5,795,000","4,981,000","4,634,000","4,629,000","4,160,000","4,123,000","3,225,000","3,026,000","2,873,000"
GrossProfit,"336,075,000","89,418,000","86,052,000","82,455,000","78,150,000","75,076,000","73,580,000","72,450,000","69,939,000","67,768,000","67,501,000","65,563,000","61,392,000","57,634,000","56,675,000","55,147,000","51,905,000","48,977,000","48,510,000","46,762,000","43,149,000","40,827,000","40,547,000","39,699,000","38,374,000","36,832,000","35,443,000","33,707,000","31,720,000","29,529,000","29,052,000","26,927,000","25,127,000","23,510,000","22,513,000","21,334,000","20,367,000","19,088,000","19,676,000","18,748,000","17,561,000","17,031,000","16,529,000","16,150,000","15,469,000","14,817,000"
OperatingExpense,"212,152,000","55,883,000","57,003,000","50,478,000","48,788,000","77,781,000","49,168,000","46,147,000","44,431,000","47,337,000","47,956,000","43,014,000","45,284,000","43,583,000","43,732,000","37,030,000","41,010,000","40,571,000","38,781,000","35,913,000","34,140,000","33,171,000","31,736,000","31,712,000","32,662,000","29,235,000","27,747,000","26,829,000","26,408,000","24,609,000","24,841,000","23,420,000","23,337,000","23,771,000","22,289,000","19,839,000","19,504,000","19,361,000","18,049,000","17,027,000","17,775,000","17,161,000","16,572,000","15,156,000","14,351,000","13,980,000"
	SellingGeneralAndAdministration,"125,505,000","32,776,000","34,604,000","29,142,000","28,983,000","60,032,000","30,525,000","28,283,000","26,373,000","29,354,000","30,148,000","26,115,000","27,589,000","27,746,000","28,659,000","24,529,000","27,882,000","28,018,000","27,205,000","25,021,000","23,615,000","23,348,000","22,851,000","22,307,000","23,519,000","21,401,000","20,215,000","19,265,000","19,203,000","17,459,000","17,826,000","16,930,000","16,926,000","17,367,000","16,350,000","14,688,000","14,213,000","14,064,000","13,179,000","11,951,000","12,627,000","12,060,000","11,619,000","10,234,000","9,357,000","9,216,000"
		GeneralAndAdministrativeExpense,"46,865,000","12,634,000","12,445,000","10,573,000","11,213,000","42,043,000","12,633,000","12,223,000","10,590,000","11,124,000","10,804,000","9,106,000","10,424,000","10,431,000","9,318,000","9,040,000","8,906,000","11,785,000","10,222,000","9,546,000","8,232,000","7,334,000","7,505,000","8,067,000","9,068,000","7,468,000","7,147,000","6,983,000","6,427,000","6,016,000","5,888,000","5,156,000","5,081,000","4,875,000","4,566,000","4,277,000","4,053,000","3,896,000","3,268,000","3,154,000","2,843,000","2,814,000","2,390,000","2,249,000","2,047,000","2,214,000"
			OtherGandA,"46,865,000","12,634,000","12,445,000","10,573,000","11,213,000","42,043,000","12,633,000","12,223,000","10,590,000","11,124,000","10,804,000","9,106,000","10,424,000","10,431,000","9,318,000","9,040,000","8,906,000","11,785,000","10,222,000","9,546,000","8,232,000","7,334,000","7,505,000","8,067,000","9,068,000","7,468,000","7,147,000","6,983,000","6,427,000","6,016,000","5,888,000","5,156,000","5,081,000","4,875,000","4,566,000","4,277,000","4,053,000","3,896,000","3,268,000","3,154,000","2,843,000","2,814,000","2,390,000","2,249,000","2,047,000","2,214,000"
		SellingAndMarketingExpense,"78,640,000","20,142,000","22,159,000","18,569,000","17,770,000","17,989,000","17,892,000","16,060,000","15,783,000","18,230,000","19,344,000","17,009,000","17,165,000","17,315,000","19,341,000","15,489,000","18,976,000","16,233,000","16,983,000","15,475,000","15,383,000","16,014,000","15,346,000","14,240,000","14,451,000","13,933,000","13,068,000","12,282,000","12,776,000","11,443,000","11,938,000","11,774,000","11,845,000","12,492,000","11,784,000","10,411,000","10,160,000","10,168,000","9,911,000","8,797,000","9,784,000","9,246,000","9,229,000","7,985,000","7,310,000","7,002,000"
	ResearchAndDevelopment,"86,647,000","23,107,000","22,399,000","21,336,000","19,805,000","17,749,000","18,643,000","17,864,000","18,058,000","17,983,000","17,808,000","16,899,000","17,695,000","15,837,000","15,073,000","12,501,000","13,128,000","12,553,000","11,576,000","10,892,000","10,525,000","9,823,000","8,885,000","9,405,000","9,143,000","7,834,000","7,532,000","7,564,000","7,205,000","7,150,000","7,015,000","6,490,000","6,411,000","6,404,000","5,939,000","5,151,000","5,291,000","5,297,000","4,870,000","5,076,000","5,148,000","5,101,000","4,953,000","4,922,000","4,994,000","4,764,000"
