name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987
TotalRevenue,"713,632,000","195,235,000","166,847,000","176,611,000","174,939,000","108,323,000","100,915,000","102,964,000","92,560,000","99,082,000","92,463,000","90,685,000","90,501,000","89,096,000","104,850,000","95,031,000","88,252,000","87,956,000","88,193,000","86,333,000","85,753,000","87,169,000","81,145,000","79,891,000","80,392,000","76,835,000","81,509,000","80,328,000","85,354,000","80,413,000","76,325,000","77,515,000","80,567,000","78,996,000","77,294,000","80,171,000","79,395,000","86,404,000","86,350,000","76,107,000","85,534,000","86,344,000","76,138,000","68,798,000","64,188,000","57,951,000","56,978,000","63,499,000","46,716,000","44,672,000","47,084,000","49,152,000","54,562,000","73,242,000","99,020,000","104,227,000","106,694,000","93,995,000","87,977,000","101,547,000","93,807,000","87,645,000","84,995,000","90,338,000","79,422,000","75,671,000","77,046,000","73,949,000","71,186,000","61,164,000","68,878,000","78,995,000","75,215,000","59,409,000","57,054,000","52,529,000","52,536,000","44,408,000","42,899,000","50,437,000","55,403,000","54,394,000","54,294,000","57,021,000","55,434,000","58,489,000","58,297,000","59,287,000","57,656,000","60,000,000","55,000,000","53,300,000","57,000,000","53,900,000","51,900,000","56,500,000","53,300,000","55,800,000","57,600,000","61,800,000","54,400,000","55,200,000","53,200,000","37,800,000","53,900,000","55,800,000","47,200,000","47,800,000","42,000,000","44,500,000","46,000,000","50,900,000","50,700,000","45,300,000","39,200,000","40,500,000","40,800,000","42,000,000","58,300,000","61,800,000","55,700,000","56,000,000","53,500,000","52,800,000","48,400,000","47,100,000","45,900,000","44,300,000","45,600,000","45,400,000","48,800,000","49,400,000","47,000,000","49,100,000","46,300,000","21,000,000","20,900,000","42,100,000","40,900,000"
	OperatingRevenue,"713,632,000","195,235,000","166,847,000","176,611,000","174,939,000","108,323,000","100,915,000","102,964,000","92,560,000","99,082,000","92,463,000","90,685,000","90,501,000","89,096,000","104,850,000","95,031,000","88,252,000","87,956,000","91,043,000","87,852,000","87,892,000","91,345,000","85,005,000","83,711,000","82,174,000","77,191,000","85,072,000","83,880,000","92,071,000","84,864,000","83,901,000","83,966,000","85,903,000","84,582,000","80,936,000","80,709,000","83,707,000","88,718,000","86,350,000","76,189,000","87,263,000","88,430,000","76,138,000","68,798,000","64,188,000","57,951,000","56,978,000","63,499,000","46,716,000","44,672,000","47,084,000","49,152,000","54,562,000","73,242,000","99,020,000","104,227,000","106,694,000","93,995,000","87,977,000","101,547,000","93,807,000","87,645,000","84,995,000","90,338,000","79,422,000","75,671,000","77,046,000","73,949,000","71,186,000","61,164,000","68,878,000","78,995,000","75,215,000","59,409,000","57,054,000","52,529,000","52,536,000","44,408,000","42,899,000","50,437,000","55,403,000","54,394,000","54,294,000","57,021,000","55,434,000","58,489,000","58,297,000","59,287,000","57,656,000","60,000,000","55,000,000","53,300,000","57,000,000","53,900,000","51,900,000","56,500,000","53,300,000","55,800,000","57,600,000","61,800,000","54,400,000","55,200,000","53,200,000","37,800,000","53,900,000","55,800,000","47,200,000","47,800,000","42,000,000","44,500,000","46,000,000","50,900,000","50,700,000","45,300,000","39,200,000","40,500,000","40,800,000","42,000,000","58,300,000","61,800,000","55,700,000","56,000,000","53,500,000","52,800,000","48,400,000","47,100,000","45,900,000","44,300,000","45,600,000","45,400,000","48,800,000","49,400,000","47,000,000","49,100,000","46,300,000","21,000,000","20,900,000","42,100,000","40,900,000"
	ExciseTaxes,,,,,,,,,,,,,,,,,,,"2,850,000","1,519,000","2,139,000","4,176,000","3,860,000","3,820,000","1,782,000","356,000","3,563,000","3,552,000","6,717,000","4,451,000","7,576,000","6,451,000","5,336,000","5,586,000","3,642,000","538,000","4,312,000","2,314,000","0","82,000","1,729,000","2,086,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CostOfRevenue,"475,145,000","123,414,000","114,094,000","119,525,000","118,112,000","76,024,000","69,184,000","79,802,000","71,858,000","75,871,000","70,903,000","71,895,000","70,979,000","72,436,000","79,242,000","75,432,000","68,811,000","69,005,000","68,668,000","67,708,000","66,928,000","68,128,000","63,560,000","64,770,000","64,861,000","59,789,000","65,754,000","68,466,000","67,826,000","67,025,000","70,314,000","70,204,000","72,169,000","72,195,000","69,380,000","79,356,000","74,114,000","79,175,000","78,930,000","70,047,000","79,618,000","80,765,000","73,347,000","71,586,000","57,669,000","49,159,000","46,624,000","56,269,000","41,749,000","36,162,000","37,247,000","43,010,000","54,471,000","96,890,000","115,707,000","112,792,000","102,954,000","90,741,000","82,058,000","95,094,000","85,467,000","71,322,000","70,058,000","71,123,000","71,348,000","69,931,000","64,862,000","67,470,000","64,270,000","54,392,000","63,804,000","67,816,000","68,312,000","54,289,000","55,367,000","56,985,000","55,502,000","46,903,000","42,722,000","47,229,000","51,292,000","47,500,000","47,304,000","61,373,000","49,398,000","49,031,000","52,257,000","51,191,000","48,215,000","50,700,000","47,400,000","48,200,000","50,200,000","44,400,000","44,100,000","53,000,000","47,500,000","48,600,000","51,500,000","56,800,000","48,500,000","46,900,000","47,600,000","33,700,000","42,400,000","48,700,000","44,800,000","40,900,000","36,900,000","36,000,000","36,600,000","36,100,000","36,300,000","35,600,000","33,100,000","30,900,000","31,100,000","31,400,000","47,300,000","49,700,000","46,800,000","45,500,000","43,600,000","42,800,000","39,100,000","38,500,000","38,200,000","37,200,000","39,000,000","38,400,000","39,700,000",,,,,,,,
GrossProfit,"238,487,000","71,821,000","52,753,000","57,086,000","56,827,000","32,299,000","31,731,000","23,162,000","20,702,000","23,211,000","21,560,000","18,790,000","19,522,000","16,660,000","25,608,000","19,599,000","19,441,000","18,951,000","19,525,000","18,625,000","18,825,000","19,041,000","17,585,000","15,121,000","15,531,000","17,046,000","15,755,000","11,862,000","17,528,000","13,388,000","6,011,000","7,311,000","8,398,000","6,801,000","7,914,000","815,000","5,281,000","7,229,000","7,420,000","6,060,000","5,916,000","5,579,000","2,791,000","-2,788,000","6,519,000","8,792,000","10,354,000","7,230,000","4,967,000","8,510,000","9,837,000","6,142,000","91,000","-23,648,000","-16,687,000","-8,565,000","3,740,000","3,254,000","5,919,000","6,453,000","8,340,000","16,323,000","14,937,000","19,215,000","8,074,000","5,740,000","12,184,000","6,479,000","6,916,000","6,772,000","5,074,000","11,179,000","6,903,000","5,120,000","1,687,000","-4,456,000","-2,966,000","-2,495,000","177,000","3,208,000","4,111,000","6,894,000","6,990,000","-4,352,000","6,036,000","9,458,000","6,040,000","8,096,000","9,441,000","9,300,000","7,600,000","5,100,000","6,800,000","9,500,000","7,800,000","3,500,000","5,800,000","7,200,000","6,100,000","5,000,000","5,900,000","8,300,000","5,600,000","4,100,000","11,500,000","7,100,000","2,400,000","6,900,000","5,100,000","8,500,000","9,400,000","14,800,000","14,400,000","9,700,000","6,100,000","9,600,000","9,700,000","10,600,000","11,000,000","12,100,000","8,900,000","10,500,000","9,900,000","10,000,000","9,300,000","8,600,000","7,700,000","7,100,000","6,600,000","7,000,000","9,100,000",,,,,,,,
OperatingExpense,"98,869,000","21,741,000","23,762,000","24,202,000","29,164,000","11,799,000","16,188,000","9,510,000","9,364,000","9,503,000","5,309,000","7,186,000","8,648,000","8,147,000","8,996,000","7,584,000","8,309,000","8,562,000","8,993,000","8,154,000","8,311,000","7,649,000","6,987,000","3,596,000","6,404,000","6,321,000","5,681,000","5,497,000","8,025,000","6,480,000","4,897,000","4,967,000","5,326,000","5,072,000","8,974,000","6,761,000","4,770,000","5,933,000","5,609,000","6,075,000","6,461,000","7,822,000","5,368,000","5,378,000","5,690,000","4,415,000","6,789,000","4,494,000","5,596,000","7,551,000","5,193,000","7,100,000","7,143,000","14,668,000","6,115,000","8,155,000","14,632,000","4,815,000","6,279,000","4,062,000","5,635,000","4,933,000","4,263,000","7,223,000","5,321,000","4,758,000","5,541,000","4,936,000","4,711,000","4,368,000","4,596,000","7,011,000","3,182,000","1,694,000","-2,392,000","-91,000","-2,728,000","-2,765,000","1,799,000","2,074,000","2,502,000","3,590,000","4,151,000","4,435,000","2,689,000","6,525,000","6,477,000","6,694,000","6,549,000","6,300,000","6,100,000","6,600,000","5,900,000","6,700,000","6,300,000","6,000,000","6,100,000","7,000,000","6,100,000","6,100,000","5,600,000","5,900,000","5,700,000","5,800,000","12,200,000","5,800,000","5,800,000","5,100,000","4,400,000","4,700,000","5,100,000","6,200,000","4,600,000","4,300,000","4,300,000","4,200,000","4,200,000","4,400,000","5,400,000","6,600,000","5,000,000","5,100,000","4,700,000","5,200,000","4,500,000","4,400,000","4,300,000","4,000,000","4,300,000","4,400,000","4,300,000",,,,,,,,
	SellingGeneralAndAdministration,"98,898,000","21,770,000","23,762,000","24,202,000","29,164,000","11,799,000","16,188,000","9,510,000","9,364,000","9,503,000","5,309,000","7,186,000","8,648,000","8,147,000","8,996,000","7,584,000","8,309,000","8,562,000","8,993,000","8,154,000","8,311,000","7,649,000","6,987,000","6,981,000","6,404,000","6,321,000","5,681,000","5,497,000","8,025,000","6,480,000","4,897,000","4,966,000","5,166,000","5,072,000","8,797,000","6,760,000","4,770,000","5,875,000","6,466,000","6,037,000","6,285,000","7,748,000","5,074,000","4,880,000","5,690,000","4,360,000","6,227,000","6,033,000","5,075,000","5,004,000","4,596,000","4,482,000","5,067,000","5,737,000","6,115,000","6,609,000","6,532,000","4,815,000","6,279,000","4,920,000","5,432,000","5,108,000","4,859,000","7,592,000","5,471,000","5,039,000","5,709,000","5,064,000","4,864,000","4,508,000","4,882,000","7,013,000","4,426,000","5,078,000","3,698,000","3,506,000","3,384,000","3,406,000","3,321,000","3,306,000","3,684,000","3,548,000","4,151,000","4,435,000","2,689,000","3,220,000","3,201,000","3,274,000","3,154,000","3,000,000","2,700,000","3,200,000","2,500,000","3,300,000","2,900,000","2,500,000","2,600,000","3,600,000","2,600,000","2,600,000","2,100,000","2,400,000","2,200,000","2,100,000","2,000,000","2,400,000","2,500,000","2,000,000","2,300,000","2,900,000","3,400,000","3,800,000","2,900,000","2,700,000","2,800,000","2,600,000","2,700,000","2,700,000","3,800,000","3,900,000","3,500,000","3,500,000","3,300,000","3,500,000","2,900,000","2,800,000","2,700,000","2,200,000","2,600,000","2,800,000","2,700,000",,,,,,,,
		GeneralAndAdministrativeExpense,"78,149,000","16,266,000","17,552,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"78,149,000","16,266,000","17,552,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"20,749,000","5,504,000","6,210,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,495,000","3,305,000","3,276,000","3,420,000","3,395,000","3,300,000","3,400,000","3,400,000","3,400,000","3,400,000","3,400,000","3,500,000","3,500,000","3,400,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,700,000","10,200,000","3,400,000","3,300,000","3,100,000","2,100,000","1,800,000","1,700,000","2,400,000","1,700,000","1,600,000","1,500,000","1,600,000","1,500,000","1,700,000","1,600,000","2,700,000","1,500,000","1,600,000","1,400,000","1,700,000","1,600,000","1,600,000","1,600,000","1,800,000","1,700,000","1,600,000","1,600,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,495,000","3,305,000","3,276,000","3,420,000","3,395,000","3,300,000","3,400,000","3,400,000","3,400,000","3,400,000","3,400,000","3,500,000","3,500,000","3,400,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,700,000","10,200,000","3,400,000","3,300,000","3,100,000","2,100,000","1,800,000","1,700,000","2,400,000","1,700,000","1,600,000","1,500,000","1,600,000","1,500,000","1,700,000","1,600,000","2,700,000","1,500,000","1,600,000","1,400,000","1,700,000","1,600,000","1,600,000","1,600,000","1,800,000","1,700,000","1,600,000","1,600,000",,,,,,,,
	OtherOperatingExpenses,,"-29,000",,,,,,,,,,,,,,,,,,,,,"0","-3,385,000",,,,,,,"0","1,000","160,000",,"177,000","1,000",,"58,000","-857,000","38,000","176,000","74,000","294,000","498,000","0","55,000","562,000","-1,539,000","521,000","2,547,000","597,000","2,618,000","2,076,000","8,931,000",,"1,546,000","8,100,000",,,"-858,000","203,000","-175,000","-596,000","-369,000","-150,000","-281,000","-168,000","-128,000","-153,000","-140,000","-286,000","-2,000","-1,244,000","-3,384,000","-6,090,000","-3,597,000","-6,112,000","-6,171,000","-1,522,000","-1,232,000","-1,182,000","42,000",,,"-3,495,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"139,618,000","50,080,000","28,991,000","32,884,000","27,663,000","20,500,000","15,543,000","13,652,000","11,338,000","13,708,000","16,251,000","11,604,000","10,874,000","8,513,000","16,612,000","12,015,000","11,132,000","10,389,000","10,532,000","10,471,000","10,514,000","11,392,000","10,598,000","11,525,000","9,127,000","10,725,000","10,074,000","6,365,000","9,503,000","6,908,000","1,114,000","2,344,000","3,072,000","1,729,000","-1,060,000","-5,946,000","511,000","1,296,000","1,811,000","-15,000","-545,000","-2,243,000","-2,577,000","-8,166,000","829,000","4,377,000","3,565,000","2,736,000","-629,000","959,000","4,644,000","-958,000","-7,052,000","-38,316,000","-22,802,000","-16,720,000","-10,892,000","-1,561,000","-360,000","2,391,000","2,705,000","11,390,000","10,674,000","11,992,000","2,753,000","982,000","6,643,000","1,543,000","2,205,000","2,404,000","478,000","4,168,000","3,721,000","3,426,000","4,079,000","-4,365,000","-238,000","270,000","-1,622,000","1,134,000","1,609,000","3,304,000","2,839,000","-8,787,000","3,347,000","2,933,000","-437,000","1,402,000","2,892,000","3,000,000","1,500,000","-1,500,000","900,000","2,800,000","1,500,000","-2,500,000","-300,000","200,000","0","-1,100,000","300,000","2,400,000","-100,000","-1,700,000","-700,000","1,300,000","-3,400,000","1,800,000","700,000","3,800,000","4,300,000","8,600,000","9,800,000","5,400,000","1,800,000","5,400,000","5,500,000","6,200,000","5,600,000","5,500,000","3,900,000","5,400,000","5,200,000","4,800,000","4,800,000","4,200,000","3,400,000","3,100,000","2,300,000","2,600,000","4,800,000","-123,400,000","47,000,000","49,100,000","46,300,000","-87,500,000","20,900,000","42,100,000","40,900,000"
NetNonOperatingInterestIncomeExpense,"-5,147,000","-1,598,000","-1,329,000","-1,116,000","-1,104,000","-458,000","-918,000","-409,000","-298,000","-642,000","-368,000","-364,000","-321,000","-252,000","-338,000","-334,000","-289,000","-207,000","-250,000","-224,000","-379,000","-331,000","-314,000","-341,000","-328,000","-311,000","-160,000","-114,000","-129,000","-131,000","-201,000","-199,000","-218,000","-197,000","-289,000","-269,000","-277,000","-283,000","-158,000","-225,000","-232,000","-255,000","-114,000","0","-92,000","-141,000","-125,000","-151,000","-280,000","-537,000","-789,000","-671,000","-705,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"5,147,000","1,598,000",,,,"458,000","918,000","409,000","298,000","642,000",,,,,,,,,,,,,,"341,000",,"311,000",,,,,,,,,"289,000","269,000",,"289,000","158,000","225,000","232,000","255,000","114,000","0","92,000","141,000","125,000","151,000","280,000","537,000","789,000","671,000","705,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,"1,329,000","1,116,000","1,104,000",,,,,,"368,000","364,000","321,000","252,000","338,000","334,000","289,000","207,000","250,000","224,000","379,000","331,000","314,000","341,000","328,000","311,000","160,000","114,000","129,000","131,000","201,000","199,000","218,000","197,000",,,"277,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
