name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"2,253,302,000","2,174,854,000","2,065,475,000","2,018,612,000","1,969,817,000","1,973,366,000","1,875,421,000","1,810,976,000","1,586,510,000","1,569,268,000","1,478,881,000","1,463,492,000","1,370,125,000","833,953,000","785,648,000","764,821,000","742,975,000","712,175,000","686,326,000","667,519,000","275,281,000","259,755,000","247,786,000","236,534,000","229,992,000","220,379,000","207,837,000","208,857,000","209,072,000","174,858,000","58,938,000","52,105,000","50,559,000"
	CurrentAssets,"1,491,081,000","1,453,574,000","1,411,064,000","1,426,328,000","1,368,173,000","1,456,921,000","1,358,814,000","1,296,319,000","1,112,753,000","1,109,724,000","1,081,239,000","1,082,876,000","1,083,451,000","712,418,000","666,461,000","647,020,000","619,543,000","602,501,000","571,028,000","563,780,000","179,769,000","176,253,000","164,062,000","161,693,000","151,738,000","145,754,000","137,323,000","140,760,000","164,176,000","149,509,000","32,008,000","25,804,000","28,685,000"
		CashCashEquivalentsAndShortTermInvestments,"1,234,882,000","1,197,975,000","1,170,674,000","1,213,731,000","1,179,833,000","1,251,196,000","1,184,510,000","1,136,078,000","968,561,000","961,504,000","948,537,000","955,195,000","969,120,000","592,250,000","561,288,000","550,256,000","529,410,000","504,343,000","491,873,000","492,420,000","122,787,000","114,350,000","113,994,000","117,492,000","107,652,000","104,552,000","104,506,000","109,826,000","136,092,000","123,721,000","12,379,000","7,302,000","12,643,000"
			CashAndCashEquivalents,"408,433,000","377,013,000","288,334,000","338,336,000","397,498,000","378,123,000","124,895,000","201,086,000","229,133,000","269,670,000","225,770,000","238,080,000","285,126,000","111,489,000","96,122,000","98,426,000","154,031,000","87,680,000","176,743,000","175,622,000","69,786,000","59,702,000","61,439,000","58,661,000","53,019,000","55,580,000","58,809,000","74,235,000","129,375,000","123,721,000","12,379,000","7,302,000","12,643,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,379,000","7,302,000","12,643,000"
			OtherShortTermInvestments,"826,449,000","820,962,000","882,340,000","875,395,000","782,335,000","873,073,000","1,059,615,000","934,992,000","739,428,000","691,834,000","722,767,000","717,115,000","683,994,000","480,761,000","465,166,000","451,830,000","375,379,000","416,663,000","315,130,000","316,798,000","53,001,000","54,648,000","52,555,000","58,831,000","54,633,000","48,972,000","45,697,000","35,591,000","6,717,000",,,,
		Receivables,"152,729,000","157,362,000","126,673,000","117,030,000","109,602,000","126,433,000","94,122,000","86,184,000","81,055,000","92,517,000","77,551,000","72,999,000","69,249,000","77,100,000","63,107,000","53,496,000","54,208,000","60,676,000","48,790,000","38,466,000","34,935,000","38,984,000","30,436,000","25,643,000","25,072,000","25,142,000","19,769,000","16,217,000","15,458,000","14,270,000","10,504,000","9,278,000","7,220,000"
			AccountsReceivable,"152,729,000","157,362,000","126,673,000","117,030,000","109,602,000","126,433,000","94,122,000","86,184,000","81,055,000","92,517,000","77,551,000","72,999,000","69,249,000","77,100,000","63,107,000","53,496,000","54,208,000","60,676,000","48,790,000","38,466,000","34,935,000","38,984,000","30,436,000","25,643,000","25,072,000","25,142,000","19,769,000","16,217,000","15,458,000","14,270,000","10,504,000","9,278,000","7,220,000"
				GrossAccountsReceivable,"154,565,000","159,130,000","128,114,000","118,418,000","111,273,000","128,426,000","96,647,000","90,287,000","83,841,000","94,101,000","78,809,000","74,117,000","70,713,000","78,417,000","64,496,000","54,427,000","54,785,000","61,314,000","49,412,000","39,116,000","35,683,000","39,601,000",,"25,949,000","25,481,000","25,513,000","20,046,000","16,450,000","15,664,000","14,488,000","10,670,000","9,427,000","7,395,000"
				AllowanceForDoubtfulAccountsReceivable,"-1,836,000","-1,768,000","-1,441,000","-1,388,000","-1,671,000","-1,993,000","-2,525,000","-4,103,000","-2,786,000","-1,584,000","-1,258,000","-1,118,000","-1,464,000","-1,317,000","-1,389,000","-931,000","-577,000","-638,000","-622,000","-650,000","-748,000","-617,000",,"-306,000","-409,000","-371,000","-277,000","-233,000","-206,000","-218,000","-166,000","-149,000","-175,000"
