name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004
OperatingCashFlow,"-3,555,000","-8,791,000","1,941,000","-8,904,000","12,199,000","5,871,000","11,448,000","-5,425,000","3,880,000","-17,837,000","5,937,000","-6,534,000","25,012,000","8,342,000","12,959,000","-8,873,000","23,771,000","4,315,000","10,165,000","3,036,000","18,993,000","14,365,000","14,947,000","7,440,000","18,544,000","12,394,000","9,579,000","4,699,000","10,806,000","12,231,000","-2,147,000","5,352,000","10,106,000","-584,000","8,458,000","7,300,000","11,368,000","10,000,000","11,129,000","-5,614,000","-1,005,000","6,789,000","2,669,000","3,044,000","11,897,000","10,347,000","9,888,000","1,738,000","16,145,000","11,433,000","11,242,000","1,139,000","6,902,000","6,943,000","4,426,000","1,671,000","5,775,000","9,853,000","9,775,000","504,000","5,347,000","-1,581,000","4,440,000","578,000","-1,517,000","2,355,000","944,000","1,437,000","1,791,000","1,720,000","987,000","290,000","1,360,000"
	CashFlowFromContinuingOperatingActivities,"-3,555,000","-8,791,000","1,941,000","-8,904,000","12,199,000","5,871,000","11,448,000","-5,425,000","3,880,000","-17,837,000","5,937,000","-6,534,000","25,012,000","8,342,000","12,959,000","-8,873,000","23,771,000","4,315,000","10,165,000","3,036,000","18,993,000","14,365,000","14,947,000","7,440,000","18,544,000","12,394,000","9,579,000","4,699,000","10,806,000","12,231,000","-2,147,000","5,352,000","10,106,000","-584,000","8,458,000","7,300,000","11,368,000","10,000,000","11,129,000","-5,614,000","-1,005,000","6,789,000","2,669,000","3,044,000","11,897,000","10,347,000","9,888,000","1,738,000","16,145,000","11,433,000","11,242,000","1,139,000","6,902,000","6,943,000","4,426,000","1,671,000","5,775,000","9,853,000","9,775,000","504,000","5,347,000","-1,581,000","4,440,000","578,000","-1,517,000","2,355,000","944,000","1,437,000","1,791,000","1,720,000","987,000","290,000","1,360,000"
		NetIncomeFromContinuingOperations,"-39,749,000","-4,958,000","-8,351,000","-6,972,000","-19,468,000","-3,544,000","-4,268,000","-4,268,000","-157,067,000","-5,709,000","-2,736,000","-1,275,000","58,873,000","796,000","2,140,000","-469,000","2,102,000","14,019,000","249,000","-35,000","-12,913,000","2,887,000","13,734,000","1,300,000","-43,101,000","630,000","-362,000","-757,000","-814,000","-4,262,000","1,338,000","470,000","-1,495,000","5,108,000","-99,000","-426,000","-868,000","-992,000","1,969,000",,,,,,,"3,811,000","3,279,000","1,888,000","3,739,000","3,333,000","3,129,000","2,111,000","2,902,000","1,912,000","2,907,000","2,211,000","519,000","4,890,000","3,100,000","2,380,000","2,926,000","-16,406,000","2,455,000","1,898,000","2,038,000","1,880,000","1,655,000","1,293,000","1,666,000","1,085,000","1,036,000","761,000","1,546,000"
		OperatingGainsLosses,,,,,,,,,,,,,"-46,592,000",,,,,,"8,000",,,,,,,,"18,000","220,000",,,,,,,,,"7,000",,,,,,,,,,,,,,,,,,"6,000","65,000","0","-11,000","2,000","50,000","9,790,000","12,085,000","-20,000","27,000","-1,511,000","469,000","230,000","833,000","884,000","1,229,000","47,000","-15,000","86,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,"8,000",,,,,,,,"18,000","220,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"28,206,000","7,406,000","7,279,000","6,997,000","6,524,000","6,379,000","6,436,000","6,577,000","6,255,000","6,440,000","5,903,000","5,207,000","6,722,000","6,867,000","6,692,000","5,599,000","5,768,000","5,718,000","5,884,000","5,793,000","6,356,000","6,169,000","6,133,000","6,153,000","6,716,000","6,979,000","7,197,000","7,223,000","7,716,000","8,777,000","7,299,000","6,700,000","6,140,000","6,549,000","6,263,000","6,097,000","6,653,000","6,810,000","6,292,000","9,314,000","3,595,000","3,188,000","3,141,000","3,132,000","3,519,000","3,128,000","2,955,000","3,029,000","3,271,000","3,037,000","3,140,000","3,079,000","3,182,000","3,091,000","2,877,000","2,905,000","2,507,000","2,315,000","2,135,000","1,912,000","1,870,000","1,031,000","383,000","125,000","326,000","263,000","268,000","225,000","208,000","189,000","191,000","183,000","152,000"
			DepreciationAndAmortization,"28,206,000","7,406,000","7,279,000","6,997,000","6,524,000","6,379,000","6,436,000","6,577,000","6,255,000","6,440,000","5,903,000","5,207,000","6,722,000","6,867,000","6,692,000","5,599,000","5,768,000","5,718,000","5,884,000","5,793,000","6,356,000","6,169,000","6,133,000","6,153,000","6,716,000","6,979,000","7,197,000","7,223,000","7,716,000","8,777,000","7,299,000","6,700,000","6,140,000","6,549,000","6,263,000","6,097,000","6,653,000","6,810,000","6,292,000","9,314,000","3,595,000","3,188,000","3,141,000","3,132,000","3,519,000","3,128,000","2,955,000","3,029,000","3,271,000","3,037,000","3,140,000","3,079,000","3,182,000","3,091,000","2,877,000","2,905,000","2,507,000","2,315,000","2,135,000","1,912,000","1,870,000","1,031,000","383,000","125,000","326,000","263,000","268,000","225,000","208,000","189,000","191,000","183,000","152,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,292,000","5,869,000",,,,,,,,,,,,"3,010,000","2,999,000",,,,"2,516,000","2,366,000","2,231,000","2,092,000","2,014,000","1,051,000","387,000","312,000",,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,445,000",,,,,,,,,,,,"69,000","183,000",,,,"-9,000","-51,000","-96,000","-180,000","-144,000","-20,000","-4,000","-187,000",,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,445,000",,,,,,,,,,,,"69,000","183,000",,,,"-9,000","-51,000","-96,000","-180,000","-144,000","-20,000","-4,000","-187,000",,,,,,,,,
		DeferredTax,"-5,739,000","-862,000","-569,000","-1,690,000","-2,618,000","-634,000","-933,000","-620,000","38,000","-872,000","-559,000","-175,000","-3,288,000","138,000","505,000","-10,000","1,203,000","-10,044,000","-24,000","-82,000","804,000","1,554,000","505,000","1,565,000","40,356,000","234,000","-412,000","-195,000","-973,000","-7,823,000","1,575,000","2,110,000","950,000","993,000","688,000","538,000","-2,408,000","1,244,000","2,260,000","-85,000","-405,000","-1,305,000","147,000","911,000","-3,277,000","152,000","1,410,000","875,000","934,000","1,817,000","1,659,000","1,467,000","1,829,000","204,000","-44,000","2,278,000","582,000","2,796,000","1,124,000","981,000","1,577,000","-3,979,000","-284,000","-132,000",,,"-56,000","-8,000",,,,,
			DeferredIncomeTax,"-5,739,000","-862,000","-569,000","-1,690,000","-2,618,000","-634,000","-933,000","-620,000","38,000","-872,000","-559,000","-175,000","-3,288,000","138,000","505,000","-10,000","1,203,000","-10,044,000","-24,000","-82,000","804,000","1,554,000","505,000","1,565,000","40,356,000","234,000","-412,000","-195,000","-973,000","-7,823,000","1,575,000","2,110,000","950,000","993,000","688,000","538,000","-2,408,000","1,244,000","2,260,000","-85,000","-405,000","-1,305,000","147,000","911,000","-3,277,000","152,000","1,410,000","875,000","934,000","1,817,000","1,659,000","1,467,000","1,829,000","204,000","-44,000","2,278,000","582,000","2,796,000","1,124,000","981,000","1,577,000","-3,979,000","-284,000","-132,000",,,"-56,000","-8,000",,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206,000","256,000","229,000","16,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"14,283,000","148,000","67,000","30,000","14,038,000","10,000","90,000","90,000","158,911,000","26,000","270,000","692,000","1,806,000","677,000","12,000",,"510,000","22,000","8,000","0","713,000","83,000","5,774,000","45,000","-291,000","291,000","275,000","109,000","-9,847,000","15,902,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"110,000","-82,000","60,000","-44,000","176,000","2,000","-431,000","460,000","243,000","-13,000","652,000","-453,000","-103,000","-24,000","153,000","-228,000","214,000","-315,000","2,000","278,000","292,000","5,000","-413,000","-197,000","1,022,000","1,017,000","229,000",,"789,000","315,000",,"127,000","184,000","-31,000","117,000","195,000","308,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"10,016,000","2,352,000","3,008,000","2,429,000","2,227,000","2,147,000","2,387,000","1,864,000","1,594,000","1,772,000","2,242,000","1,984,000","2,130,000","2,378,000","2,591,000","2,150,000","2,091,000","2,058,000","1,966,000","1,797,000","1,105,000","1,693,000","1,701,000","1,684,000","-1,260,000","1,640,000","1,234,000","1,626,000","1,609,000","1,488,000","1,506,000","1,395,000","1,389,000","1,599,000","1,271,000","1,152,000","1,237,000","997,000","1,253,000","1,122,000","1,092,000","1,121,000","1,078,000","799,000","1,207,000","1,148,000","1,035,000","1,219,000","1,204,000","1,259,000","1,226,000","1,187,000","1,285,000",,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-85,000","-61,000","-1,222,000","82,000","-504,000","0","-72,000","-39,000","42,000","-240,000","-644,000","-68,000","-38,000","9,000","-384,000","-176,000","2,000","29,000","-45,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"3,777,000","865,000","1,184,000","751,000","977,000","859,000","985,000","-423,000","-11,128,000","1,179,000","1,030,000","-456,000","-11,671,000","621,000","202,000","37,000","62,000","-47,000","92,000","-462,000","74,000","163,000","-16,545,000","461,000","408,000","230,000","58,000","342,000","534,000","-10,025,000","338,000","991,000","796,000","-4,180,000","963,000","686,000","717,000","2,890,000","343,000","-711,000","-5,583,000","-1,869,000","2,424,000","1,201,000","14,278,000","16,000","190,000","-156,000","-356,000","-328,000","-152,000","-172,000","-6,241,000","-2,176,000","1,796,000","1,233,000","7,893,000","-1,629,000","1,761,000","1,486,000","1,728,000","1,521,000","1,105,000","705,000",,,,,,,,,
		ChangeInWorkingCapital,"-14,459,000","-13,660,000","-737,000","-10,405,000","10,343,000","652,000","7,182,000","-9,105,000","5,034,000","-20,660,000","-865,000","-12,058,000","17,135,000","-3,111,000","664,000","-15,952,000","11,821,000","-7,096,000","1,988,000","-4,253,000","23,167,000","1,816,000","3,448,000","-3,571,000","13,888,000","1,611,000","1,233,000","-3,869,000","1,752,000","8,174,000","-14,421,000","-6,441,000","2,142,000","-10,622,000","-660,000","-881,000","6,944,000","-260,000","237,000","-15,254,000","162,000","5,437,000","-4,392,000","-2,775,000","5,792,000","2,160,000","1,057,000","-5,126,000","7,737,000","2,491,000","2,238,000","-6,562,000","3,990,000","-421,000","-3,116,000","-7,021,000","-5,726,000","1,492,000","1,653,000","-6,305,000","-12,544,000","4,167,000","801,000","-2,045,000","-5,110,000","-321,000","-1,153,000","-906,000","-1,086,000","-783,000","-287,000","-639,000","-481,000"
			ChangeInReceivables,"-8,780,000","-3,519,000","-2,886,000","-36,000","-2,339,000","458,000","425,000","-2,706,000","4,084,000","-1,630,000","-2,010,000","11,474,000","676,000","-785,000","-2,506,000","-562,000","2,147,000","598,000","-804,000","3,103,000","1,581,000","3,855,000","221,000","2,822,000","639,000","-2,416,000","-1,017,000","5,925,000","-1,440,000","466,000","-2,746,000","5,815,000","-5,163,000","-9,590,000","-1,961,000","1,858,000","-2,786,000","2,430,000","-1,698,000","3,195,000","-2,868,000","4,887,000","-5,237,000","722,000","1,330,000","-2,717,000","-2,049,000","6,206,000","-3,326,000","-1,103,000","-2,014,000","3,830,000","-847,000","-812,000","-1,534,000","3,544,000","-3,892,000","-616,000","-2,591,000","965,000","-2,477,000","1,982,000","-2,292,000","1,313,000","-1,489,000","-1,435,000","-1,355,000","452,000","-1,493,000","-431,000","-787,000","797,000","-637,000"
				ChangesInAccountReceivables,"-8,780,000","-3,519,000","-2,886,000","-36,000","-2,339,000","458,000","425,000","-2,706,000","4,084,000","-1,630,000","-2,010,000","11,474,000","676,000","-785,000","-2,506,000","-562,000","2,147,000","598,000","-804,000","3,103,000","1,581,000","3,855,000","221,000","2,822,000","639,000","-2,416,000","-1,017,000","5,925,000","-1,440,000","466,000","-2,746,000","5,815,000","-5,163,000","-9,590,000","-1,961,000","1,858,000","-2,786,000","2,430,000","-1,698,000","3,195,000","-2,868,000","4,887,000","-5,237,000","722,000","1,330,000","-2,717,000","-2,049,000","6,206,000","-3,326,000","-1,103,000","-2,014,000","3,830,000","-847,000",,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"1,008,000","110,000","1,148,000","-670,000","420,000","591,000","3,281,000","7,247,000","-4,809,000","-4,027,000","-4,856,000","-5,153,000","1,274,000","-1,747,000","-194,000","-761,000","7,653,000","-2,511,000","1,379,000","-781,000","3,272,000","-1,027,000","1,491,000","-3,049,000","10,519,000","4,930,000","3,449,000","-6,922,000","1,322,000","6,605,000","-4,894,000","-9,187,000","-1,222,000","143,000","-878,000","-3,490,000","7,559,000","484,000","1,084,000","-11,036,000","-814,000","1,269,000","181,000","-1,727,000","1,582,000","3,390,000","558,000","-4,035,000","5,132,000","5,937,000","4,398,000","-7,165,000","-4,088,000","-3,268,000","-1,062,000","-2,114,000","2,291,000","1,900,000","2,674,000","-2,693,000","-1,788,000","-2,015,000","-266,000","-2,453,000","-3,014,000","-2,432,000","293,000","-734,000","-875,000","-344,000","171,000","-671,000","441,000"
