name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
TotalRevenue,"79,227,000","19,943,000","22,800,000","19,591,000","16,893,000","16,034,000","15,124,000","13,989,000","12,638,000","15,280,000","13,489,000","11,012,000","8,362,000","7,830,000","8,030,000","8,017,000","11,394,000","9,245,000","6,812,000","6,564,000","5,996,000","5,750,000","4,920,325","4,469,174","4,244,441","3,682,677","3,408,330","3,083,553","2,783,853","2,625,724","2,345,676","1,777,675","1,565,935","1,495,636","1,177,703","996,096","949,756","914,583","916,757","848,461","811,900","813,475","781,605","752,548"
	OperatingRevenue,"79,227,000","19,943,000","22,800,000","19,591,000","16,893,000","16,034,000","15,124,000","13,989,000","12,638,000","15,280,000","13,489,000","11,012,000","8,362,000","7,830,000","8,018,000","8,015,000","6,634,000","6,694,000","6,812,000","6,564,000","5,996,000","5,750,000","4,920,325","4,469,174","4,244,441","3,682,677","3,408,330","3,083,553","2,783,853","2,625,724","2,345,676","1,777,675","1,565,935","1,495,636","1,177,703","996,096","949,756","914,583","916,757","848,461","811,900","813,475","781,605","752,548"
CostOfRevenue,"2,810,000","703,000","505,000","696,000","906,000","429,000","323,000","287,000","717,000","521,000","534,000","536,000","586,000","816,000","662,000","621,000","318,000","428,000","418,000","257,000","242,000","248,000","170,257","160,913","158,578","180,203","175,127","191,739","156,405","205,766","149,590","137,859","81,480","65,585","47,432","24,564","28,972","18,495","8,848","64,568","27,131","10,045","34,945","10,390"
GrossProfit,"76,417,000","19,240,000","22,295,000","18,895,000","15,987,000","15,605,000","14,801,000","13,702,000","11,921,000","14,759,000","12,955,000","10,476,000","7,776,000","7,014,000","7,368,000","7,396,000","11,076,000","8,817,000","6,394,000","6,307,000","5,754,000","5,502,000","4,750,068","4,308,261","4,085,863","3,502,474","3,233,203","2,891,814","2,627,448","2,419,958","2,196,086","1,639,816","1,484,455","1,430,051","1,130,271","971,532","920,784","896,088","907,909","783,893","784,769","803,430","746,660","742,158"
OperatingExpense,"44,261,000","12,661,000","12,500,000","10,511,000","8,589,000","9,478,000","7,662,000","6,571,000","5,737,000","7,562,000","6,431,000","5,039,000","3,655,000","3,789,000","3,859,000","4,051,000","8,604,000","5,897,000","3,387,000","3,366,000","2,811,000","2,889,000","2,489,876","2,379,586","2,467,178","2,007,050","1,625,099","1,661,971","1,554,761","1,294,765","1,464,891","1,224,093","949,644","991,455","763,717","562,946","578,095","502,739","330,991","374,960","224,238","294,703","298,692","707,995"
	SellingGeneralAndAdministration,"10,913,000","3,184,000","2,803,000","2,622,000","2,304,000","2,265,000","2,134,000","1,841,000","1,894,000","1,971,000","1,746,000","1,620,000","719,000","1,192,000","1,282,000","1,502,000","1,222,000","1,349,000","1,273,000","1,054,000","1,136,000","1,067,000","877,529","925,694","973,328","1,030,340","824,487","852,526","842,958","503,133","795,016","776,842","619,158","703,424","550,372","391,195","400,772","301,666","162,768","254,449","133,857","199,338","179,252","571,104"
		GeneralAndAdministrativeExpense,"10,913,000","3,184,000","2,803,000","2,622,000","2,304,000","2,265,000","2,134,000","1,841,000","1,894,000","1,971,000","1,746,000","1,620,000","719,000","1,192,000","1,282,000","1,502,000","1,222,000","1,349,000","1,273,000","1,054,000","1,136,000","1,067,000","877,529","925,694","973,328","1,030,340","824,487","852,526","842,958","503,133","795,016","776,842","619,158","703,424","550,372","391,195","400,772","301,666","162,768","254,449","133,857","199,338","179,252",
			OtherGandA,"10,913,000","3,184,000","2,803,000","2,622,000","2,304,000","2,265,000","2,134,000","1,841,000","1,894,000","1,971,000","1,746,000","1,620,000","719,000","1,192,000","1,282,000","1,502,000","1,222,000","1,349,000","1,273,000","1,054,000","1,136,000","1,067,000","877,529","925,694","973,328","1,030,340","824,487","852,526","842,958","503,133","795,016","776,842","619,158","703,424","550,372","391,195","400,772","301,666","162,768","254,449","133,857","199,338","179,252",
	DepreciationAmortizationDepletionIncomeStatement,"29,478,000","8,346,000","7,903,000","6,944,000","6,285,000","6,051,000","4,645,000","3,909,000","3,843,000","4,257,000","3,838,000","3,419,000","2,936,000","2,597,000","2,570,000","2,374,000","2,242,000","2,189,000","2,114,000","2,051,000","1,599,000","1,472,000","1,443,720","1,431,846","1,334,973","976,710","800,612","809,445","711,803","791,632","669,875","447,251","330,486","288,031","213,345","171,751","177,323","160,036","168,223","120,511","90,381","95,365","119,440","136,891"
		DepreciationAndAmortizationInIncomeStatement,"29,478,000","8,346,000","7,903,000","6,944,000","6,285,000","6,051,000","4,645,000","3,909,000","3,843,000","4,257,000","3,838,000","3,419,000","2,936,000","2,597,000","2,570,000","2,374,000","2,242,000","2,189,000","2,114,000","2,051,000","1,599,000","1,472,000","1,443,720","1,431,846","1,334,973","976,710","800,612","809,445","711,803","791,632","669,875","447,251","330,486","288,031","213,345","171,751","177,323","160,036","168,223","120,511","90,381","95,365","119,440","136,891"
	OtherOperatingExpenses,"3,870,000","1,131,000","1,794,000","945,000",,"1,162,000","883,000","821,000",,"1,334,000",,,,,"7,000","175,000","5,140,000","2,359,000","0","261,000","76,000","350,000","168,627","22,046","158,877",,,,,,,,,,"0",,,"41,037",,,,,,
OperatingIncome,"32,156,000","6,579,000","9,795,000","8,384,000","7,398,000","6,127,000","7,139,000","7,131,000","6,184,000","7,197,000","6,524,000","5,437,000","4,121,000","3,225,000","3,509,000","3,345,000","2,472,000","2,920,000","3,007,000","2,941,000","2,943,000","2,613,000","2,260,192","1,928,675","1,618,685","1,495,424","1,608,104","1,229,843","1,072,687","1,125,193","731,195","415,723","534,811","438,596","366,554","408,586","342,689","393,349","576,918","408,933","560,531","508,727","447,968","34,163"
NetNonOperatingInterestIncomeExpense,"-25,138,000","-6,448,000","-6,423,000","-6,126,000","-6,141,000","-6,193,000","-5,466,000","-5,202,000","-4,990,000","-4,963,000","-4,935,000","-4,401,000","-3,543,000","-3,453,000","-3,402,000","-3,082,000","-2,815,000","-2,832,000","-2,778,000","-2,634,000","-2,193,000","-2,157,000","-1,718,995","-1,554,668","-1,486,820","-1,254,849","-1,247,093","-1,037,681","-945,769","-949,369","-727,069","-500,123","-401,470","-368,392","-272,955","-258,450","-261,229","-269,773","-286,897","-246,181","-254,961","-217,118","-218,893","-203,034"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,688","1,593",,"1,086","971","4,327","5,648","13,195","17,594","14,818","10,627","572","404","518","336","717","591"
