name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015
TotalAssets,"1,020,363,000","1,020,876,000","828,537,000","822,449,000","782,209,000","774,172,000","605,441,000","598,876,000","564,019,000","566,555,000","506,866,000","489,952,000","495,389,000","485,489,000","512,360,000","562,815,000","585,878,000","557,684,000","369,778,000","330,989,000","320,458,000","282,491,000","250,773,000","198,023,000"
	CurrentAssets,"459,563,000","462,771,000","549,515,000","540,520,000","503,029,000","495,714,000","326,200,000","317,389,000","279,745,000","276,947,000","218,222,000","196,366,000","205,615,000","211,575,000","236,415,000","282,671,000","309,878,000","278,454,000","216,469,000","208,543,000","197,083,000","157,090,000","126,329,000","88,332,000"
		CashCashEquivalentsAndShortTermInvestments,"34,516,000","75,495,000","226,744,000","246,665,000","242,946,000","252,899,000","78,919,000","56,969,000","41,583,000","60,612,000","30,175,000","41,456,000","31,611,000","43,834,000","33,021,000","63,419,000","63,796,000","68,794,000","41,987,000","65,044,000","46,610,000","50,854,000","30,676,000","24,188,000"
			CashAndCashEquivalents,"34,516,000","75,495,000","128,038,000","141,714,000","242,946,000","252,899,000","78,919,000","56,969,000","41,583,000","60,612,000","30,175,000","41,456,000","31,611,000","43,834,000","33,021,000","63,419,000","63,796,000","68,794,000","41,987,000","65,044,000","46,610,000","50,854,000","30,676,000","24,188,000"
				CashFinancial,,,,,"242,946,000","252,899,000","78,919,000","56,969,000","41,583,000","60,612,000","30,175,000","41,456,000","31,611,000","43,834,000","33,021,000","63,419,000","63,796,000","68,794,000","41,987,000","65,044,000","46,610,000","50,854,000","30,676,000","24,188,000"
			OtherShortTermInvestments,,,"98,706,000","104,951,000",,,,,,,,,,,,,,,,,,,,
		Receivables,"153,534,000","142,990,000","121,680,000","119,108,000","108,674,000","100,977,000","104,121,000","104,859,000","87,573,000","84,849,000","77,140,000","41,571,000","53,897,000","40,287,000","65,358,000","65,672,000","76,199,000","49,249,000","59,351,000","39,818,000","49,062,000","26,401,000","30,700,000","12,394,000"
			AccountsReceivable,"153,534,000","142,990,000","121,680,000","119,108,000","108,674,000","100,977,000","104,121,000","104,859,000","87,573,000","84,849,000","77,140,000","41,571,000","53,897,000","40,287,000","65,358,000","65,672,000","76,199,000","49,249,000","59,351,000","39,818,000","49,062,000","26,401,000","30,700,000","12,394,000"
		Inventory,"263,851,000","236,133,000","193,930,000","166,256,000","144,062,000","134,756,000","137,583,000","149,190,000","143,721,000","127,037,000","105,822,000","108,473,000","114,171,000","121,106,000","133,663,000","148,066,000","164,623,000","154,541,000","110,632,000","96,995,000","90,944,000","70,881,000","57,398,000","31,287,000"
			RawMaterials,"180,541,000","159,366,000","133,251,000","108,615,000","91,470,000","88,015,000","88,791,000","98,841,000","94,811,000","85,329,000","71,218,000","71,583,000","80,257,000","90,713,000","94,755,000","100,742,000","101,353,000","91,109,000","77,527,000","73,864,000","67,993,000","46,889,000","34,205,000",
			WorkInProcess,"66,912,000","62,537,000","50,306,000","48,524,000","43,869,000","38,184,000","37,345,000","39,489,000","42,188,000","31,825,000","25,534,000","22,327,000","21,260,000","20,852,000","25,330,000","29,528,000","45,822,000","42,186,000","30,500,000","24,767,000","28,144,000","22,649,000","14,932,000",
			FinishedGoods,"31,336,000","28,281,000","23,831,000","21,929,000","20,932,000","21,299,000","23,471,000","21,427,000","14,244,000","17,700,000","16,996,000","22,764,000","20,655,000","17,233,000","21,397,000","25,350,000","24,050,000","27,268,000","11,181,000","6,910,000","3,155,000","9,423,000","8,261,000",
			InventoriesAdjustmentsAllowances,"-14,938,000","-14,051,000","-13,458,000","-12,812,000","-12,209,000","-12,742,000","-12,024,000","-10,567,000","-7,522,000","-7,817,000","-7,926,000","-8,201,000","-8,001,000","-7,692,000","-7,819,000","-7,554,000","-6,602,000","-6,022,000","-8,576,000","-8,546,000","-8,348,000","-8,080,000",,
		PrepaidAssets,"7,662,000","8,153,000","7,161,000","8,491,000","7,347,000","7,082,000","5,577,000","6,371,000","6,868,000","4,449,000","5,085,000","4,866,000","5,936,000","6,348,000","4,373,000","5,514,000","5,260,000","5,357,000","3,617,000","4,857,000","8,567,000","7,061,000","6,060,000","3,924,000"
		RestrictedCash,,,,,,,,,,,,,,"0","0",,,"510,000","861,000","1,794,000","1,794,000","1,794,000","1,300,000","0"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,"0","0",,,"3,000","21,000","35,000","106,000","99,000","195,000","16,539,000"
	TotalNonCurrentAssets,"560,800,000","558,105,000","279,022,000","281,929,000","279,180,000","278,458,000","279,241,000","281,487,000","284,274,000","289,608,000","288,644,000","293,586,000","289,774,000","273,914,000","275,945,000","280,144,000","276,000,000","279,230,000","153,309,000","122,446,000","123,375,000","125,401,000","124,444,000","109,691,000"
		NetPPE,"120,057,000","114,994,000","61,768,000","61,707,000","56,227,000","51,899,000","55,437,000","57,650,000","57,471,000","58,739,000","57,969,000","59,635,000","60,742,000","41,740,000","40,359,000","39,605,000","36,286,000","34,380,000","16,748,000","14,895,000","13,935,000","12,018,000","9,669,000","7,482,000"
			GrossPPE,"174,508,000","165,497,000","103,037,000","101,517,000","96,483,000","90,125,000","90,810,000","90,163,000","87,493,000","86,339,000","83,290,000","82,775,000","81,806,000","60,700,000","57,488,000","56,406,000","50,774,000","47,034,000","28,993,000","26,185,000","24,328,000","21,666,000","25,079,000",
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
				MachineryFurnitureEquipment,"92,226,000","90,436,000","48,172,000","47,113,000","44,615,000","44,938,000","45,966,000","44,446,000","42,433,000","40,546,000","37,246,000","37,047,000","36,031,000","35,853,000","34,425,000","35,091,000","31,372,000","28,934,000","12,807,000","10,657,000","9,911,000","8,321,000","12,757,000",
				OtherProperties,"34,054,000","29,790,000","8,681,000","9,333,000","9,378,000","10,088,000","10,863,000","12,019,000","12,985,000","14,198,000","14,913,000","16,191,000","16,797,000",,,,,,,,,,,
				ConstructionInProgress,"11,054,000","8,565,000","13,346,000","14,996,000","12,878,000","5,483,000","4,828,000","4,793,000","4,074,000","3,760,000","8,087,000","9,034,000","12,162,000","9,514,000","8,017,000","6,680,000","4,624,000","2,771,000","1,315,000","1,202,000","1,369,000","2,069,000","1,780,000",
				Leases,"37,174,000","36,706,000","32,838,000","30,075,000","29,612,000","29,616,000","29,153,000","28,905,000","28,001,000","27,835,000","23,044,000","20,503,000","16,816,000","15,333,000","15,046,000","14,635,000","14,778,000","15,329,000","14,871,000","14,326,000","13,048,000","11,276,000","10,542,000",
			AccumulatedDepreciation,"-54,451,000","-50,503,000","-41,269,000","-39,810,000","-40,256,000","-38,226,000","-35,373,000","-32,513,000","-30,022,000","-27,600,000","-25,321,000","-23,140,000","-21,064,000","-18,960,000","-17,129,000","-16,801,000","-14,488,000","-12,654,000","-12,245,000","-11,290,000","-10,393,000","-9,648,000","-15,410,000",
		GoodwillAndOtherIntangibleAssets,"420,480,000","425,829,000","204,563,000","207,951,000","211,341,000","214,732,000","215,029,000","218,367,000","221,703,000","225,037,000","228,377,000","231,713,000","226,768,000","229,905,000","233,732,000","238,657,000","237,938,000","242,804,000","133,496,000","105,619,000","107,422,000","109,239,000","111,043,000","101,146,000"
			Goodwill,"335,902,000","335,902,000","174,887,000","174,887,000","174,887,000","174,887,000","173,010,000","173,010,000","173,010,000","173,010,000","173,010,000","173,010,000","173,010,000","173,010,000","173,004,000","171,344,000","168,412,000","169,399,000","95,028,000","77,071,000","77,071,000","77,093,000","77,093,000","70,015,000"
			OtherIntangibleAssets,"84,578,000","89,927,000","29,676,000","33,064,000","36,454,000","39,845,000","42,019,000","45,357,000","48,693,000","52,027,000","55,367,000","58,703,000","53,758,000","56,895,000","60,728,000","67,313,000","69,526,000","73,405,000","38,468,000","28,548,000","30,351,000","32,146,000","33,950,000","31,131,000"
		NonCurrentDeferredAssets,"8,153,000","8,116,000","5,341,000","5,235,000","5,812,000","6,324,000","4,674,000","4,354,000","4,016,000","4,738,000","1,363,000","1,363,000","1,363,000","1,363,000","994,000","994,000","994,000","994,000","1,388,000","733,000","633,000","570,000","455,000","296,000"
			NonCurrentDeferredTaxesAssets,"8,153,000","8,116,000","5,341,000","5,235,000","5,812,000","6,324,000","4,674,000","4,354,000","4,016,000","4,738,000","1,363,000","1,363,000","1,363,000","1,363,000","994,000","994,000","994,000","994,000","1,388,000","733,000","633,000","570,000","455,000","296,000"
		OtherNonCurrentAssets,"12,110,000","9,166,000","7,350,000","7,036,000","5,800,000","5,503,000","4,101,000","1,116,000","1,084,000","1,094,000","935,000","875,000","901,000","906,000","860,000","888,000","782,000","1,052,000","1,677,000","1,199,000","1,385,000","3,574,000","3,277,000","767,000"
TotalLiabilitiesNetMinorityInterest,"508,534,000","520,161,000","347,881,000","363,966,000","351,147,000","362,483,000","350,774,000","360,686,000","334,499,000","345,139,000","299,676,000","286,221,000","293,709,000","287,163,000","289,136,000","320,596,000","350,195,000","340,922,000","175,984,000","156,251,000","158,338,000","140,832,000","119,329,000","123,345,000"
	CurrentLiabilities,"194,066,000","208,303,000","180,973,000","197,738,000","183,084,000","162,034,000","148,299,000","155,357,000","151,437,000","163,867,000","115,002,000","85,933,000","90,490,000","87,754,000","99,977,000","134,297,000","155,575,000","147,221,000","106,435,000","116,224,000","118,388,000","101,070,000","84,031,000","63,472,000"
		PayablesAndAccruedExpenses,"164,527,000","178,793,000","157,008,000","169,664,000","157,661,000","137,456,000","124,433,000","134,252,000","131,147,000","144,392,000","97,086,000","68,725,000","72,104,000","73,856,000","86,946,000","120,257,000","141,875,000","133,616,000","98,732,000","107,972,000","111,377,000","95,085,000","72,669,000","45,978,000"
			Payables,"142,866,000","159,727,000","137,970,000","149,844,000","140,669,000","116,664,000","107,648,000","118,278,000","119,076,000","131,578,000","86,963,000","59,832,000","64,691,000","64,300,000","77,697,000","107,493,000","130,383,000","121,405,000","91,553,000","101,493,000","106,899,000","88,531,000","66,488,000","42,027,000"
				AccountsPayable,"142,866,000","159,727,000","137,970,000","149,844,000","140,669,000","116,664,000","107,648,000","118,278,000","119,076,000","131,578,000","86,963,000","59,832,000","64,691,000","64,300,000","77,697,000","107,493,000","130,383,000","121,405,000","91,553,000","101,493,000","106,899,000","88,531,000","66,488,000","42,027,000"
			CurrentAccruedExpenses,"21,661,000","19,066,000","19,038,000","19,820,000","16,992,000","20,792,000","16,785,000","15,974,000","12,071,000","12,814,000","10,123,000","8,893,000","7,413,000","9,556,000","9,249,000","12,764,000","11,492,000","12,211,000","7,179,000","6,479,000","4,478,000","6,554,000","6,181,000","3,951,000"
		CurrentDebtAndCapitalLeaseObligation,"15,354,000","15,133,000","10,552,000","13,858,000","13,645,000","13,878,000","13,917,000","14,109,000","14,182,000","14,242,000","14,041,000","14,079,000","13,898,000","8,750,000","8,750,000","8,750,000","6,563,000","6,490,000","1,180,000",,,,"5,791,000","4,550,000"
			CurrentDebt,"7,500,000","7,500,000","5,625,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","6,563,000","6,490,000","1,180,000",,,,"5,791,000","4,550,000"
				OtherCurrentBorrowings,"7,500,000","7,500,000","5,625,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000","8,750,000",,,,,,,,,,,
			CurrentCapitalLeaseObligation,"7,854,000","7,633,000","4,927,000","5,108,000","4,895,000","5,128,000","5,167,000","5,359,000","5,432,000","5,492,000","5,291,000","5,329,000","5,148,000",,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,"0","0","26,000"
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,"0","0","26,000"
		OtherCurrentLiabilities,"14,185,000","14,377,000","13,413,000","14,216,000","11,778,000","10,700,000","9,949,000","6,996,000","6,108,000","5,233,000","3,875,000","3,129,000","4,488,000","5,148,000","4,281,000","5,290,000","7,137,000","7,115,000","6,523,000","8,252,000","7,011,000","5,985,000","5,571,000","12,918,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"314,468,000","311,858,000","166,908,000","166,228,000","168,063,000","200,449,000","202,475,000","205,329,000","183,062,000","181,272,000","184,674,000","200,288,000","203,219,000","199,409,000","189,159,000","186,299,000","194,620,000","193,701,000","69,549,000","40,027,000","39,950,000","39,762,000","35,298,000","59,873,000"
		LongTermDebtAndCapitalLeaseObligation,"310,058,000","307,607,000","162,799,000","162,127,000","164,380,000","196,794,000","199,507,000","202,451,000","180,321,000","178,385,000","179,270,000","194,287,000","197,016,000","192,117,000","182,065,000","176,825,000","181,042,000","180,247,000","66,562,000","38,208,000","38,076,000","37,944,000","33,469,000","58,038,000"
			LongTermDebt,"283,495,000","285,253,000","158,810,000","157,630,000","159,576,000","191,522,000","193,467,000","195,413,000","172,359,000","169,304,000","169,250,000","183,008,000","184,954,000","192,117,000","182,065,000","176,825,000","181,042,000","180,247,000","66,562,000","38,208,000","38,076,000","37,944,000","33,469,000","58,038,000"
			LongTermCapitalLeaseObligation,"26,563,000","22,354,000","3,989,000","4,497,000","4,804,000","5,272,000","6,040,000","7,038,000","7,962,000","9,081,000","10,020,000","11,279,000","12,062,000",,,,,,,,,,,
		NonCurrentDeferredLiabilities,"38,000","38,000","109,000","109,000","109,000","109,000","210,000","210,000","210,000","210,000","3,097,000","3,794,000","3,969,000","3,966,000","4,032,000","6,368,000","10,628,000","10,558,000","440,000","462,000","511,000","606,000","437,000","495,000"
			NonCurrentDeferredTaxesLiabilities,"38,000","38,000","109,000","109,000","109,000","109,000","210,000","210,000","210,000","210,000","3,097,000","3,794,000","3,969,000","3,966,000","4,032,000","6,368,000","10,628,000","10,558,000","440,000","462,000","511,000","606,000","437,000","495,000"
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,,,,,,,,,,"31,000","30,000","30,000","39,000","50,000","86,000"
		OtherNonCurrentLiabilities,"4,372,000","4,213,000","4,000,000","3,992,000","3,574,000","3,546,000","2,758,000","2,668,000","2,531,000","2,677,000","2,307,000","2,207,000","2,234,000","3,326,000","3,062,000","3,106,000","2,950,000","2,896,000","2,516,000","1,327,000","1,333,000","1,173,000","1,342,000","1,254,000"
