name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"17,269,000","-57,468,000","4,264,000","15,259,000","55,185,000","-41,018,000","8,105,000","44,817,000","36,527,000","-26,288,000"
	CashFlowFromContinuingOperatingActivities,"17,269,000","-57,468,000","4,264,000","15,259,000","55,185,000","-41,018,000","8,105,000","44,817,000","36,527,000","-26,288,000"
		NetIncomeFromContinuingOperations,"-73,721,000","-2,840,000","-5,987,000","-11,296,000","-53,598,000","8,533,000","-2,720,000","17,740,000","16,414,000","-15,451,000"
		OperatingGainsLosses,"-3,861,000","2,923,000","-1,364,000","-4,666,000","-754,000","-244,000",,,,
			GainLossOnSaleOfBusiness,,,"-950,000",,,,,,,
			EarningsLossesFromEquityInvestments,"-2,520,000","-542,000","-414,000","-810,000","-754,000","-244,000",,"0","0","0"
		DepreciationAmortizationDepletion,"33,824,000","9,494,000","8,541,000","8,019,000","7,770,000","7,900,000","7,904,000","5,852,000","5,854,000","5,755,000"
			DepreciationAndAmortization,"33,824,000","9,494,000","8,541,000","8,019,000","7,770,000","7,900,000","7,904,000","5,852,000","5,854,000","5,755,000"
		StockBasedCompensation,"144,236,000","16,925,000","24,197,000","27,603,000","75,511,000","1,464,000","385,000","978,000","240,000","224,000"
		OtherNonCashItems,"14,765,000","12,090,000","-344,000","517,000","2,502,000","4,237,000","-579,000","576,000","465,000","1,651,000"
		ChangeInWorkingCapital,"-87,735,000","-96,060,000","-8,900,000","-5,728,000","22,924,000","-63,076,000","6,296,000","19,671,000","13,554,000","-18,467,000"
			ChangeInReceivables,"-41,580,000","-78,973,000","19,209,000","-339,000","18,523,000","-63,070,000","25,291,000","5,784,000","-9,615,000","-16,188,000"
				ChangesInAccountReceivables,"-43,999,000","-78,947,000","17,119,000","1,338,000","16,491,000","-60,963,000","28,194,000","6,956,000","-12,366,000","-13,322,000"
			ChangeInInventory,"-60,908,000","-30,490,000","-23,528,000","-6,673,000","-217,000","-9,238,000","-14,821,000","-1,410,000","10,122,000","-10,914,000"
			ChangeInPrepaidAssets,"-5,364,000","-790,000","319,000","-1,094,000","-3,799,000","119,000","1,401,000","-592,000","87,000","784,000"
			ChangeInPayablesAndAccruedExpense,"25,085,000","14,260,000","-4,926,000","3,703,000","12,019,000","4,568,000","-6,309,000","16,469,000","12,356,000","7,816,000"
				ChangeInPayable,"19,530,000","17,494,000","128,000","-457,000","2,365,000","8,642,000","-3,545,000","5,533,000","1,191,000","9,468,000"
					ChangeInAccountPayable,"19,530,000","17,494,000","128,000","-457,000","2,365,000","8,642,000","-3,545,000","5,533,000","1,191,000","9,468,000"
