name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"222,849,000","235,173,000","246,818,000","248,940,000","255,270,000","263,708,000","71,244,000","66,721,000","53,533,000"
	CurrentAssets,"200,725,000","208,002,000","227,644,000","233,084,000","239,344,000","249,989,000","55,622,000","55,824,000","41,071,000"
		CashCashEquivalentsAndShortTermInvestments,"170,082,000","180,041,000","199,849,000","209,477,000","219,067,000","231,561,000","39,806,000","43,347,000","28,347,000"
			CashAndCashEquivalents,"129,168,000","148,480,000","188,075,000","198,703,000","209,283,000","231,561,000","39,806,000","43,347,000","14,767,000"
				CashFinancial,"126,922,000","141,239,000","187,841,000","196,686,000","206,743,000","221,028,000","29,673,000","33,614,000","7,449,000"
				CashEquivalents,"2,246,000","7,241,000","234,000","2,017,000","2,540,000","10,533,000","10,133,000","9,733,000","7,318,000"
			OtherShortTermInvestments,"40,914,000","31,561,000","11,774,000","10,774,000","9,784,000","0","0","0","13,580,000"
		Receivables,"7,087,000","6,924,000","7,230,000","7,181,000","5,343,000","4,567,000","5,506,000","3,150,000","5,898,000"
			AccountsReceivable,"6,810,000","6,562,000","6,919,000","6,884,000","5,119,000","4,228,000","5,260,000","2,645,000","5,511,000"
			TaxesReceivable,"277,000","362,000","311,000","297,000","224,000","339,000","246,000","505,000","387,000"
		Inventory,"18,304,000","16,285,000","14,985,000","13,401,000","11,916,000","10,741,000","9,288,000","8,440,000","5,612,000"
			RawMaterials,"3,752,000","3,738,000","3,486,000","3,127,000","3,043,000","3,342,000","3,286,000","3,551,000","1,950,000"
			WorkInProcess,"750,000","518,000","708,000","382,000","313,000","227,000","328,000","230,000","180,000"
			FinishedGoods,"13,802,000","12,029,000","10,791,000","9,892,000","8,560,000","7,172,000","5,674,000","4,659,000","3,482,000"
		PrepaidAssets,"4,319,000","4,174,000","4,830,000","2,130,000","2,240,000","2,512,000","599,000","503,000","448,000"
		RestrictedCash,"231,000","231,000","231,000","231,000","231,000","231,000","231,000","231,000",
		OtherCurrentAssets,"702,000","347,000","519,000","664,000","547,000","377,000","192,000","153,000","766,000"
	TotalNonCurrentAssets,"22,124,000","27,171,000","19,174,000","15,856,000","15,926,000","13,719,000","15,622,000","10,897,000","12,462,000"
		NetPPE,"12,436,000","12,889,000","13,177,000","10,600,000","10,203,000","10,450,000","10,653,000","7,691,000","7,463,000"
			GrossPPE,"15,006,000","15,132,000","15,316,000","12,577,000","12,059,000","12,223,000","12,309,000","9,248,000","8,903,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"3,695,000","3,448,000","3,604,000","2,952,000","2,823,000","2,738,000","2,492,000","2,390,000","2,285,000"
				OtherProperties,"7,518,000","8,075,000","8,474,000","7,827,000","8,404,000","8,976,000","9,489,000","6,777,000","6,561,000"
				ConstructionInProgress,"1,516,000","1,332,000","2,655,000","1,626,000","660,000","452,000","270,000",,
				Leases,"2,277,000","2,277,000","583,000","172,000","172,000","57,000","58,000","81,000","57,000"
