name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,09/30/1991
TotalRevenue,"1,683,992,000","350,034,000","362,111,000","501,097,000","444,180,000","433,410,000","471,568,000","490,106,000","495,199,000","441,875,000","436,224,000","446,027,000","442,472,000","425,466,000","410,623,000","397,083,000","382,071,000","365,576,000","369,368,000","380,712,000","375,384,000","358,475,000","311,073,000","363,166,000","355,685,000","329,937,000","328,704,000","333,485,000","344,597,000","324,424,000","309,147,000","322,105,000","320,706,000","296,014,000","322,815,000","302,914,000","310,007,000","322,125,000","285,977,000","357,075,000","368,396,000","313,950,000","332,726,000","349,361,000","316,961,000","292,816,000","282,190,000","332,699,000","342,198,000","300,682,000","307,129,000","315,612,000","305,087,000","309,939,000","304,249,000","296,644,000","214,555,000","267,690,000","244,258,000","250,935,000","226,912,000","221,028,000","218,001,000","221,561,000","218,354,000","206,763,000","203,730,000","199,683,000","207,124,000","185,750,000","185,176,000","189,471,000","174,459,000","182,622,000","168,848,000","160,580,000","185,928,000","177,665,000","175,023,000","200,036,000","174,145,000","142,994,000","146,341,000","160,617,000","139,840,000","143,314,000","124,116,000","117,987,000","115,218,000","110,469,000","111,900,000","107,200,000","106,000,000","96,800,000","93,800,000","89,700,000","88,900,000","82,800,000","75,200,000","74,000,000","70,600,000","65,600,000","59,700,000","59,100,000","56,400,000","57,400,000","53,400,000","52,300,000","50,200,000","50,600,000","58,600,000","45,800,000","43,000,000","46,000,000","40,200,000","44,000,000","45,200,000","39,400,000","37,100,000","35,200,000","34,200,000","32,400,000",
	OperatingRevenue,"1,683,992,000","350,034,000","362,111,000","501,097,000","444,180,000","433,410,000","471,568,000","490,106,000","495,199,000","441,875,000","436,224,000","446,027,000","442,472,000","425,466,000","410,623,000","397,083,000","382,071,000","365,576,000","369,368,000","380,712,000","375,384,000","358,475,000","311,073,000","363,166,000","355,685,000","329,937,000","328,704,000","333,485,000","344,597,000","324,424,000","309,147,000","322,105,000","320,706,000","296,014,000","322,815,000","302,914,000","310,007,000","322,125,000","285,977,000","357,075,000","368,396,000","313,950,000","332,726,000","349,361,000","316,961,000","292,816,000","282,190,000","332,699,000","342,198,000","300,682,000","307,129,000","315,612,000","305,087,000","309,939,000","304,249,000","296,644,000","214,555,000","267,690,000","244,258,000","250,935,000","226,912,000","221,028,000","218,001,000","221,561,000","218,354,000","206,763,000","203,730,000","199,683,000","207,124,000","185,750,000","185,176,000","189,471,000","174,459,000","182,622,000","168,848,000","160,580,000","185,928,000","177,665,000","175,023,000","200,036,000","174,145,000","142,994,000","146,341,000","160,617,000","139,840,000","143,314,000","124,116,000","117,987,000","115,218,000","110,469,000","111,900,000","107,200,000","106,000,000","96,800,000","93,800,000","89,700,000","88,900,000","82,800,000","75,200,000","74,000,000","70,600,000","65,600,000","59,700,000","59,100,000","56,400,000","57,400,000","53,400,000","52,300,000","50,200,000","50,600,000","58,600,000","45,800,000","43,000,000","46,000,000","40,200,000","44,000,000","45,200,000","39,400,000","37,100,000","35,200,000","34,200,000","32,400,000",
PretaxIncome,"688,059,000","78,649,000","152,025,000","241,782,000","215,603,000","186,690,000","199,847,000","204,644,000","80,089,000","79,284,000","141,039,000","174,254,000","175,360,000","140,215,000","128,498,000","152,207,000","148,485,000","136,295,000","126,712,000","128,228,000","136,571,000","126,767,000","72,405,000","107,068,000","96,769,000","62,416,000","87,318,000","109,944,000","120,903,000","113,478,000","93,823,000","108,005,000","113,959,000","114,544,000","109,240,000","109,523,000","121,311,000","136,155,000","127,909,000","133,631,000","152,610,000","128,713,000","105,300,000","128,465,000","111,052,000","103,518,000","90,203,000","93,223,000","97,600,000","90,625,000","67,584,000","78,379,000","80,655,000","84,103,000","45,806,000","79,643,000","-4,023,000","96,715,000","77,678,000","90,598,000","83,133,000","82,016,000","78,057,000","77,497,000","86,064,000","85,984,000","75,377,000","78,673,000","79,099,000","81,591,000","69,155,000","70,283,000","71,480,000","59,552,000","55,509,000","60,608,000","64,637,000","68,827,000","60,029,000","68,312,000","52,716,000","50,179,000","46,961,000","46,003,000","44,759,000","41,955,000","38,798,000","38,992,000","36,767,000","33,214,000","35,400,000","34,300,000","32,800,000","29,800,000","28,900,000","28,800,000","31,000,000","23,100,000","10,500,000","24,300,000","23,700,000","22,700,000","21,000,000","18,800,000","10,700,000","18,800,000","16,400,000","16,600,000","15,600,000","15,500,000","18,200,000","14,300,000","13,900,000","13,100,000","12,800,000","12,500,000","12,000,000","10,900,000","10,500,000","9,600,000","8,700,000","6,800,000",
TaxProvision,"153,590,000","16,197,000","34,836,000","54,061,000","48,496,000","42,382,000","45,138,000","50,552,000","15,803,000","17,300,000","30,257,000","32,396,000","37,580,000","29,950,000","20,121,000","34,662,000","33,330,000","30,948,000","54,347,000","42,438,000","47,705,000","38,103,000","22,496,000","31,956,000","30,497,000","21,428,000","26,242,000","34,128,000","40,630,000","38,384,000","28,242,000","31,879,000","37,230,000","37,501,000","35,318,000","33,461,000","41,423,000","47,096,000","44,293,000","45,778,000","53,149,000","45,520,000","37,396,000","43,006,000","39,357,000","38,752,000","31,097,000","29,935,000","32,042,000","30,283,000","24,780,000","24,772,000","28,315,000","28,838,000","10,363,000","22,958,000","-2,862,000","34,450,000","26,518,000","30,750,000","29,270,000","29,223,000","27,472,000","24,837,000","31,080,000","31,236,000","27,219,000","27,846,000","28,634,000","29,536,000","22,599,000","22,501,000","25,947,000","20,400,000","20,207,000","21,792,000","23,140,000","24,640,000","21,250,000","24,183,000","18,662,000","17,763,000","16,829,000","16,216,000","15,778,000","14,789,000","13,302,000","13,355,000","12,573,000","8,401,000","12,200,000","11,600,000","10,700,000","10,000,000","9,700,000","10,000,000","10,600,000","6,800,000","-6,300,000","7,900,000","7,600,000","7,400,000","6,500,000","5,800,000","-2,900,000","5,800,000","3,700,000","4,100,000","3,500,000","3,500,000","3,800,000","3,700,000","3,600,000","3,400,000","3,800,000","3,700,000","3,600,000","3,300,000","3,200,000","2,800,000","2,400,000","1,600,000",
NetIncomeCommonStockholders,"530,736,000","62,037,000","116,477,000","186,971,000","165,251,000","145,123,000","153,290,000","153,096,000","64,296,000","61,736,000","109,678,000","141,356,000","136,713,000","109,784,000","107,659,000","116,293,000","113,416,000","104,540,000","71,748,000","84,761,000","87,221,000","87,353,000","49,418,000","73,361,000","64,980,000","42,026,000","58,870,000","73,997,000","78,286,000","74,029,000","63,558,000","74,734,000","75,011,000","75,892,000","72,211,000","74,939,000","79,077,000","86,993,000","80,024,000","87,382,000","97,628,000","83,615,000","66,993,000","85,101,000","69,007,000","64,774,000","58,832,000","64,267,000","63,522,000","60,133,000","42,771,000","50,660,000","52,115,000","55,032,000","35,443,000","56,685,000","-1,161,000","62,265,000","51,160,000","59,848,000","53,863,000","52,793,000","50,585,000","52,660,000","54,984,000","54,748,000","47,783,000","50,827,000","50,465,000","52,055,000","46,181,000","47,032,000","45,533,000","39,152,000","35,102,000","38,441,000","41,497,000","44,187,000","38,404,000","44,129,000","33,679,000","32,041,000","29,757,000","29,412,000","28,606,000","26,791,000","25,121,000","25,262,000","23,819,000","24,438,000","23,200,000","22,700,000","22,100,000","19,400,000","19,200,000","18,800,000","20,400,000","16,300,000","16,800,000","16,400,000","16,100,000","15,300,000","14,500,000","13,000,000","13,600,000","13,000,000","12,700,000","12,500,000","12,100,000","12,000,000","14,400,000","10,600,000","10,300,000","9,700,000","9,000,000","8,800,000","8,400,000","9,200,000","7,300,000","6,800,000","6,300,000","5,200,000","4,300,000"
	NetIncome,"534,549,000","62,488,000","117,318,000","188,322,000","166,421,000","146,060,000","154,224,000","154,034,000","64,693,000","62,079,000","110,352,000","142,231,000","137,563,000","110,612,000","108,456,000","117,256,000","114,372,000","105,562,000","72,492,000","85,649,000","88,147,000","88,356,000","50,026,000","74,277,000","65,801,000","42,564,000","59,601,000","74,891,000","79,230,000","74,843,000","64,318,000","75,632,000","75,895,000","76,590,000","72,976,000","75,738,000","79,931,000","87,964,000","82,565,000","87,382,000","97,628,000","83,615,000","66,993,000","85,101,000","69,007,000","64,774,000","58,832,000","64,267,000","63,522,000","60,133,000","42,771,000","50,660,000","52,115,000","55,032,000","35,443,000","56,685,000","-1,161,000","62,265,000","51,160,000","59,848,000","53,863,000","52,793,000","50,585,000","52,660,000","54,984,000","54,748,000","48,158,000","50,827,000","50,465,000","52,055,000","46,556,000","47,782,000","45,533,000","39,152,000","35,302,000","38,816,000","41,497,000","44,187,000","38,779,000","44,129,000","34,054,000","32,416,000","30,132,000","29,787,000","28,981,000","27,166,000","25,496,000","25,637,000","24,194,000","24,813,000","23,200,000","22,700,000","22,100,000","19,800,000","19,200,000","18,800,000","20,400,000","16,300,000","16,800,000","16,400,000","16,100,000","15,300,000","14,500,000","13,000,000","13,600,000","13,000,000","12,700,000","12,500,000","12,100,000","12,000,000","14,400,000","10,600,000","10,300,000","9,700,000","9,000,000","8,800,000","8,400,000","9,200,000","7,300,000","6,800,000","6,300,000","5,200,000","4,300,000"
		NetIncomeIncludingNoncontrollingInterests,"534,469,000","62,452,000","117,189,000","187,721,000","167,107,000","144,308,000","154,709,000","154,092,000","64,286,000","61,984,000","110,782,000","141,858,000","137,780,000","110,265,000","108,377,000","117,545,000","115,155,000","105,347,000","72,365,000","85,790,000","88,866,000","88,664,000","49,909,000","75,112,000","66,272,000","40,988,000","61,076,000","75,816,000","80,273,000","75,094,000","65,581,000","76,126,000","76,729,000","77,043,000","73,922,000","76,062,000","79,888,000","89,059,000","83,616,000","87,853,000","99,461,000","83,193,000","67,904,000","85,459,000","71,695,000","64,766,000","59,106,000","63,288,000","65,558,000","60,342,000","42,804,000","53,607,000","52,340,000","55,265,000","35,443,000","56,685,000","-1,161,000","62,265,000","51,160,000","59,848,000","53,863,000","52,793,000","50,585,000","52,660,000","54,984,000","54,748,000","48,158,000","50,827,000","50,465,000","52,055,000","46,556,000","47,782,000","45,533,000","39,152,000","35,302,000","38,816,000","41,497,000","44,187,000","38,779,000","44,129,000","34,054,000","32,416,000","30,132,000","29,787,000","28,981,000","27,166,000","25,496,000","25,637,000","24,194,000","24,813,000","23,200,000","22,700,000","22,100,000","19,800,000","19,200,000","18,800,000","20,400,000","16,300,000","16,800,000","16,400,000","16,100,000","15,300,000","14,500,000","13,000,000","13,600,000","13,000,000","12,700,000","12,500,000","12,100,000","12,000,000","14,400,000","10,600,000","10,300,000","9,700,000","9,000,000","8,800,000","8,400,000","9,200,000","7,300,000","6,800,000","6,300,000","5,200,000","4,300,000"
			NetIncomeContinuousOperations,"534,469,000","62,452,000","117,189,000","187,721,000","167,107,000","144,308,000","154,709,000","154,092,000","64,286,000","61,984,000","110,782,000","141,858,000","137,780,000","110,265,000","108,377,000","117,545,000","115,155,000","105,347,000","72,365,000","85,790,000","88,866,000","88,664,000","49,909,000","75,112,000","66,272,000","40,988,000","61,076,000","75,816,000","80,273,000","75,094,000","65,581,000","76,126,000","76,729,000","77,043,000","73,922,000","76,062,000","79,888,000","89,059,000","83,616,000","87,853,000","99,461,000","83,193,000","67,904,000","85,459,000","71,695,000","64,766,000","59,106,000","63,288,000","65,558,000","60,342,000","42,804,000","53,607,000","52,340,000","55,265,000","35,443,000","56,685,000","-1,161,000","62,265,000","51,160,000","59,848,000","53,863,000","52,793,000","50,585,000","52,660,000","54,984,000","54,748,000","48,158,000","50,827,000","50,465,000","52,055,000","46,556,000","47,782,000","45,533,000","39,152,000","35,302,000","38,816,000","41,497,000","44,187,000","38,779,000","44,129,000","34,054,000","32,416,000","30,132,000","29,787,000","28,981,000","27,166,000","25,496,000","25,637,000","24,194,000","24,813,000","23,200,000","22,700,000","22,100,000","19,800,000","19,200,000","18,800,000","20,400,000","16,300,000","16,800,000","16,400,000","16,100,000","15,300,000","14,500,000","13,000,000","13,600,000","13,000,000","12,700,000","12,500,000","12,100,000","12,000,000","14,400,000","10,600,000","10,300,000","9,700,000","9,000,000","8,800,000","8,400,000","7,600,000","7,300,000","6,800,000","6,300,000","5,200,000","4,300,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"1,600,000",,,,,
		MinorityInterests,"80,000","36,000","129,000","601,000","-686,000","1,752,000","-485,000","-58,000","407,000","95,000","-430,000","373,000","-217,000","347,000","79,000","-289,000","-783,000","215,000","127,000","-141,000","-719,000","-308,000","117,000","-835,000","-471,000","1,576,000","-1,475,000","-925,000","-1,043,000","-251,000","-1,263,000","-494,000","-834,000","-453,000","-946,000","-324,000","43,000","-1,095,000","-1,051,000","-471,000","-1,833,000","422,000","-911,000","-358,000","-2,688,000","8,000","-274,000","979,000","-2,036,000","-209,000","-33,000","-2,947,000","-225,000","-233,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
