name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,10/31/1991,07/31/1991
TotalAssets,"18,543,581,000","18,459,199,000","18,590,521,000","11,558,922,000","11,699,703,000","11,614,498,000","11,524,192,000","11,559,970,000","11,305,134,000","10,997,867,000","11,085,131,000","11,040,903,000","11,070,200,000","10,999,100,000","11,109,521,000","11,291,783,000","11,372,502,000","11,763,726,000","11,702,241,000","11,558,320,000","11,248,419,000","11,230,600,000","11,206,102,000","11,392,432,000","11,249,361,000","11,344,171,000","11,413,984,000","11,467,304,000","11,733,888,000","10,285,728,000","10,293,211,000","10,190,372,000","9,833,697,000","9,663,630,000","9,953,079,000","9,988,471,000","10,061,835,000","9,740,807,000","10,115,976,000","10,030,071,000","9,826,565,000","9,614,516,000","9,580,551,000","9,704,680,000","9,895,158,000","9,833,875,000","9,814,508,000","9,883,007,000","10,262,463,000","10,162,205,000","9,288,041,000","9,338,347,000","9,392,969,000","9,397,147,000","9,756,662,000","9,594,246,000","9,431,593,000","9,097,816,000","8,898,378,000","8,625,250,000","7,985,231,000","7,869,280,000","7,123,806,000","6,761,850,000","6,375,808,000","5,534,636,000","5,168,476,000","4,989,822,000","4,838,622,000","4,749,597,000","4,377,118,000","4,321,688,000","4,767,141,000","4,603,925,000","3,983,661,000","4,012,332,000","3,895,064,000","3,756,878,000","3,688,607,000","3,546,527,000","3,412,943,000","3,384,779,000","3,284,205,000","3,234,911,000","3,206,306,000","3,171,348,000","3,145,981,000","3,093,885,000","3,074,206,000","3,007,476,000","2,913,700,000","2,848,500,000","3,147,400,000","3,051,178,421","2,874,600,000","2,528,800,000","1,471,100,000","1,343,890,124","1,334,500,000","1,083,400,000","1,023,700,000","1,022,566,471","1,035,300,000","1,030,800,000","945,000,000","884,200,000","848,600,000","799,600,000","788,600,000","736,700,000","708,500,000","681,800,000","681,600,000","652,800,000","561,900,000","530,900,000","474,500,000","453,300,000","430,000,000","461,000,000","405,100,000","386,300,000","387,500,000"
	CurrentAssets,"1,958,878,000","1,801,079,000","1,967,678,000","1,222,319,000","1,222,496,000","1,219,390,000","1,121,632,000","1,085,388,000","672,011,000","342,636,000","332,746,000","296,360,000","327,323,000","352,859,000","371,074,000","530,286,000","435,849,000","463,373,000","375,182,000","356,988,000","373,795,000","355,607,000","373,697,000","541,338,000","425,721,000","396,175,000","392,067,000","370,841,000","578,015,000","523,956,000","415,195,000","452,817,000","514,226,000","406,103,000","696,220,000","461,945,000","480,551,000","410,233,000","702,086,000","645,805,000","517,463,000","451,475,000","449,014,000","432,556,000","608,312,000","626,729,000","632,379,000","853,366,000","871,329,000","834,811,000","970,775,000","868,193,000","841,326,000","828,197,000",,,"983,474,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"1,702,204,000","1,537,370,000","1,732,596,000","1,022,198,000","1,021,841,000","1,000,142,000","881,768,000","835,238,000","451,796,000","123,947,000","141,310,000","113,991,000","143,673,000","153,883,000","158,412,000","318,708,000","229,940,000","251,778,000","170,632,000","157,586,000","175,156,000","150,587,000","178,686,000","344,821,000","227,716,000","197,099,000","193,102,000","170,083,000","326,230,000","277,557,000","231,313,000","267,202,000","332,223,000","211,534,000","490,386,000","227,459,000","243,680,000","178,416,000","465,340,000","418,168,000","276,943,000","146,422,000","219,848,000","188,965,000","359,370,000","349,145,000","395,046,000","343,894,000","352,222,000","331,651,000","359,384,000","435,024,000","402,718,000","394,351,000","472,839,000","509,017,000","548,456,000","300,487,000","258,824,000","338,110,000","339,880,000","547,724,000","294,639,000","325,825,000","365,455,000","282,725,000","274,936,000","237,862,000","268,112,000","161,991,000","198,486,000","100,956,000","101,970,000","93,965,000","150,836,000","121,179,000","133,120,000","102,954,000","108,763,000","114,918,000","112,848,000","176,844,000","114,638,000","148,166,000","25,363,000","19,097,000","43,790,000","18,742,000","38,564,000","28,076,000",,,,"43,920,544",,,,"30,978,178",,,,"37,425,206",,,,,,,,,,,,,,,,"5,200,000",,,,,"6,600,000"
			CashAndCashEquivalents,"367,331,000","325,631,000","483,471,000","230,062,000","253,852,000","293,188,000","324,977,000","201,687,000","451,796,000","123,947,000","141,310,000","113,991,000","143,673,000","143,581,000","146,386,000","305,577,000","218,313,000","238,513,000","156,588,000","143,099,000","167,454,000","142,486,000","170,545,000","337,815,000","222,000,000","189,534,000","180,913,000","145,832,000","220,977,000","187,322,000","154,190,000","192,183,000","268,911,000","148,768,000","401,730,000","156,450,000","166,894,000","141,875,000","429,529,000","383,729,000","242,300,000","112,882,000","180,198,000","144,067,000","148,038,000","125,154,000","158,116,000","135,283,000","137,437,000","122,058,000","140,757,000","188,925,000","149,982,000","136,177,000","124,091,000","123,183,000","150,961,000","87,499,000","45,439,000","109,531,000","120,044,000","345,065,000","102,795,000","122,346,000","158,878,000","76,273,000","69,940,000","47,377,000","96,141,000","38,220,000","134,031,000","55,346,000","55,687,000","48,288,000","106,960,000","57,949,000","55,653,000","35,962,000","43,495,000","27,459,000","26,466,000","93,847,000","33,654,000","83,293,000","25,363,000","19,097,000","43,790,000","18,742,000","38,564,000","28,076,000",,,,"43,920,544",,,,"30,978,178",,,,"37,425,206",,,,,,,,,,,,,,,,"0",,,,,"0"
			OtherShortTermInvestments,"1,334,873,000","1,211,739,000","1,249,125,000","792,136,000","767,989,000","706,954,000","556,791,000","633,551,000",,,,,,"10,302,000","12,026,000","13,131,000","11,627,000","13,265,000","14,044,000","14,487,000","7,702,000","8,101,000","8,141,000","7,006,000","5,716,000","7,565,000","12,189,000","24,251,000","105,253,000","90,235,000","77,123,000","75,019,000","63,312,000","62,766,000","88,656,000","71,009,000","76,786,000","36,541,000","35,811,000","34,439,000","34,643,000","33,540,000","39,650,000","44,898,000","211,332,000","223,991,000","236,930,000","208,611,000","214,785,000","209,593,000","218,627,000","246,099,000","252,736,000","258,174,000","348,748,000","385,834,000","397,495,000","212,988,000","213,385,000","228,579,000","219,836,000","202,659,000","191,844,000","203,479,000","206,577,000","206,452,000","204,996,000","190,485,000","171,971,000","123,771,000","64,455,000","45,610,000","46,283,000","45,677,000","43,876,000","63,230,000","77,467,000","66,992,000","65,268,000","87,459,000","86,382,000","82,997,000","80,984,000","64,873,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,200,000",,,,,"6,600,000"
		Receivables,"253,687,000","254,677,000","235,082,000","200,121,000","200,655,000","219,248,000","239,864,000","250,150,000","220,215,000","218,689,000","191,436,000","182,369,000","183,650,000","198,976,000","212,662,000","211,578,000","205,909,000","211,595,000","204,550,000","199,402,000","198,639,000","205,020,000","195,011,000","196,517,000","198,005,000","199,076,000","198,965,000","200,758,000","251,785,000","246,399,000","183,882,000","185,615,000","182,003,000","194,569,000","205,834,000","234,486,000","236,871,000","231,817,000","236,746,000","227,637,000","240,520,000","149,807,000","229,166,000","243,591,000","248,942,000","130,536,000","237,333,000","116,038,000","114,397,000","113,610,000","260,590,000","102,750,000","109,141,000","97,702,000","109,710,000","104,158,000","99,326,000","241,864,000","256,087,000","266,434,000","290,088,000","246,087,000","232,976,000","207,565,000","219,399,000","197,004,000","209,068,000","202,108,000","198,555,000","192,899,000","180,456,000","157,833,000","159,570,000","152,099,000","140,324,000","129,754,000","127,207,000","149,036,000","190,630,000","186,488,000","164,253,000","48,074,000","49,857,000","47,210,000","49,099,000","44,673,000","41,603,000","37,099,000","39,689,000","31,689,000",,,,"31,820,940",,,,"16,203,454",,,,"13,520,048",,,,,,,,"7,500,000",,,,"7,300,000",,,,"11,900,000",,,,,"7,100,000"
			AccountsReceivable,"203,631,000","183,669,000","169,355,000","162,362,000","170,483,000","219,248,000","239,864,000","250,150,000","220,215,000","218,689,000","191,436,000","182,369,000","183,650,000","184,528,000","183,440,000","180,451,000","184,533,000","189,757,000","182,012,000","176,907,000","176,054,000","181,823,000","171,474,000","172,702,000","174,005,000","175,252,000","172,758,000","177,768,000","178,367,000","172,386,000","161,158,000","162,148,000","158,528,000","164,326,000","160,126,000","160,398,000","164,510,000","161,113,000","138,558,000","131,487,000",,,,"134,986,000",,,,,,,"106,840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,500,000",,,,"7,300,000",,,,"11,900,000",,,,,"7,100,000"
			LoansReceivable,,,,,,,,,,,,,,"14,448,000","29,222,000","31,127,000","21,376,000","21,838,000","22,538,000","22,495,000","22,585,000","23,197,000","23,537,000","23,815,000","24,000,000","23,824,000","26,207,000","22,990,000","73,418,000","74,013,000","22,724,000","23,467,000","23,475,000","30,243,000","45,708,000","74,088,000","72,361,000","70,704,000","98,188,000","96,150,000",,,,"108,605,000",,,,,,,"153,750,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"50,056,000","71,008,000","65,727,000","37,759,000","30,172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"2,987,000","9,032,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
