name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
MarketCap,"1,078,889,299","1,448,714,790","837,841,133","893,198,749","945,559,686","1,087,936,307","745,745,422","409,647,686","518,570,642","251,944,175","1,132,021,113","914,610,711","2,078,689,901","2,259,806,890","1,234,342,352","1,377,634,722","1,307,903,123","1,319,503,280","1,674,083,456","1,191,621,904","1,159,236,361","1,070,383,718"
EnterpriseValue,"1,009,076,299","1,337,262,790","753,792,133","821,134,749","890,420,686","1,019,963,307","692,368,422","373,294,686","503,466,642","270,352,175","1,156,918,113","1,033,066,711","2,164,070,901","2,197,106,890","1,245,266,352","1,456,247,722","1,378,823,123","1,368,496,280","1,664,992,456","1,183,060,904","1,091,385,361","1,113,126,999"
PeRatio,"17.455",,,,,,,"18.455","6.268","1.592",,"4.228","9.2","11.27","8.052","12.588","15.525","99.313",,,,
ForwardPeRatio,"13.793",,,"108.696",,,,,,"3.472","8.651","3.741","7.576","9.337","5.562","6.154","6.878","7.692","12.151","10.395","28.49",
PsRatio,"1.077","1.635","1.056","1.317","1.666","1.362","0.7","0.28","0.278","0.126",,"0.449","1.014","1.151","0.674","1.011","1.145","1.288","2.012","1.789","2.225","2.45"
PbRatio,"1.273","1.753","0.994","1.057","1.116","1.249","0.818","0.437","0.539","0.26","1.199","1.006","2.394","2.835","2.289","2.804","2.906","3.207","4.16","3.138","3.098","4.843"
EnterprisesValueRevenueRatio,"1.013","4.731","3.063","3.283","4.105","6.317","4.486","2.792","4.745","0.684","2.661","1.907","4.087","4.023","2.927","3.355","2.998","3.553","5.307","4.184","5.112","6.474"
EnterprisesValueEBITDARatio,"9.441","27.893","72.369","30.046","42.013","154.166","-33.153","531.002","58.659","8.249","16.723","11.993","25.789","17.339","13.295","17.219","18.471","20.347","53.741","31.753","59.363","-140.742"
