name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,12/31/1996
TotalAssets,"7,521,338,000","7,028,112,000","6,602,606,000","5,906,564,000","5,596,623,000","5,144,258,000","5,074,838,000","4,825,689,000","4,848,320,000","4,641,060,000","4,636,549,000","4,684,109,000","4,697,444,000","4,427,412,000","4,492,722,000","4,453,284,000","4,307,776,000","4,235,834,000","4,175,588,000","3,965,889,000","3,775,744,000","3,687,758,000","3,664,062,000","3,349,070,000","3,162,245,000","3,184,358,000","3,312,565,000","3,404,014,000","3,309,224,000","3,214,338,000","2,941,784,000","3,037,106,000","2,960,168,000","2,802,818,000","2,891,568,000","2,921,545,000","2,830,560,000","2,804,225,000","2,243,267,000","2,239,999,000","2,134,285,000","2,138,041,000","2,179,438,000","2,193,797,000","2,096,334,000","1,995,699,000","1,982,084,000","1,921,894,000","1,842,207,000","1,834,248,000","1,842,033,000","1,803,671,000","1,749,420,000","1,815,721,000","1,922,624,000","1,956,124,000","1,873,786,000","1,811,307,000","1,785,048,000","1,728,942,000","1,684,201,000","1,631,693,000","1,587,701,000","1,527,450,000","1,426,439,000","1,395,068,000","1,336,949,000","1,259,437,000","1,156,704,000","1,080,696,000","1,012,079,000","972,340,000","927,235,000","908,149,000","867,105,000","838,083,000","806,474,000","777,151,000","752,228,000","742,862,000","685,962,000","683,490,000","673,854,000","653,299,000","640,459,000","644,207,000","637,860,000","614,540,000","556,350,000","522,700,000","480,500,000","469,000,000","437,500,000","409,100,000","406,100,000","398,300,000","339,400,000","340,600,000","383,100,000","320,800,000"
	CurrentAssets,"5,279,231,000","4,804,153,000","4,430,663,000","3,722,562,000","3,410,109,000","2,941,701,000","2,852,699,000","2,603,926,000","2,606,639,000","2,640,118,000","2,683,166,000","2,706,573,000","2,728,354,000","2,753,074,000","2,805,065,000","2,758,656,000","2,591,013,000","2,510,936,000","2,454,846,000","2,285,022,000","2,092,610,000","2,008,102,000","1,967,549,000","1,879,102,000","1,705,716,000","1,730,698,000","1,856,211,000","1,944,339,000","1,846,915,000","2,105,459,000","1,824,716,000","1,909,201,000","1,823,082,000","1,664,485,000","1,753,441,000","1,782,968,000","1,690,579,000","1,672,290,000","1,726,166,000","1,707,601,000","1,601,131,000","1,611,543,000","1,656,748,000","1,676,081,000","1,582,071,000","1,481,768,000","1,466,940,000","1,410,856,000","1,323,438,000","1,307,269,000","1,312,280,000","1,316,875,000","1,279,007,000","1,347,871,000","1,456,645,000","1,529,896,000","1,451,868,000","1,389,156,000","1,368,972,000","1,326,371,000","1,291,583,000","1,256,148,000","1,219,375,000","1,173,678,000","1,108,777,000","1,084,781,000","1,029,043,000","968,260,000","865,091,000","845,987,000","796,340,000","760,427,000","719,273,000","717,329,000","679,689,000","650,051,000","618,577,000","588,572,000","562,464,000","551,111,000","493,355,000","503,215,000","491,366,000","472,910,000","456,647,000","460,239,000","451,930,000","433,657,000","375,251,000","343,100,000","436,200,000","432,600,000","398,400,000","374,800,000","375,300,000","368,300,000","308,200,000","310,700,000","348,600,000","280,400,000"
		CashCashEquivalentsAndShortTermInvestments,"242,809,000","257,413,000","202,649,000","172,803,000","217,611,000","243,796,000","252,569,000","362,236,000","294,572,000","447,858,000","384,424,000","355,307,000","445,473,000","378,615,000","297,801,000","310,575,000","349,782,000","333,890,000","297,307,000","273,182,000","229,794,000","247,666,000","224,449,000","207,083,000","179,406,000","168,229,000","143,087,000","171,451,000","135,783,000","128,940,000","127,716,000","144,215,000","142,813,000","162,047,000","129,723,000","150,017,000","159,900,000","210,019,000","272,955,000","240,627,000","311,365,000","373,669,000","382,737,000","315,897,000","360,317,000","407,897,000","283,556,000","215,522,000","282,361,000","385,618,000","388,192,000","357,463,000","451,688,000","497,387,000","314,907,000","357,451,000","414,734,000","454,727,000","410,833,000","420,344,000","462,814,000","473,359,000","414,419,000","362,561,000","380,652,000","353,179,000","315,123,000","279,358,000","247,410,000","288,076,000","233,736,000","223,038,000","229,485,000","244,249,000","224,521,000","213,739,000","182,546,000","178,226,000","146,722,000","124,658,000","118,037,000","115,741,000","86,552,000","71,585,000","71,569,000","79,912,000","54,730,000","39,568,000","27,213,000","49,600,000","130,700,000","101,100,000","94,000,000","99,300,000","101,300,000","81,400,000","63,500,000","62,500,000","104,700,000","42,600,000"
			CashAndCashEquivalents,"242,809,000","257,413,000","202,649,000","172,803,000","217,611,000","243,796,000","252,569,000","362,236,000","294,572,000","447,858,000","384,424,000","355,307,000","445,473,000","378,615,000","297,801,000","310,575,000","349,782,000","333,890,000","297,307,000","273,182,000","229,794,000","247,666,000","224,449,000","207,083,000","179,406,000","168,229,000","143,087,000","171,451,000","135,783,000","128,940,000","127,716,000","144,215,000","142,813,000","162,047,000","129,723,000","150,017,000","159,900,000","210,019,000","272,955,000","240,627,000","311,365,000","373,669,000","382,737,000","315,897,000","359,335,000","398,607,000","249,433,000","166,125,000","229,645,000","337,308,000","376,274,000","356,871,000","449,700,000","494,743,000","311,917,000","318,713,000","379,846,000","338,885,000","281,757,000","288,692,000","335,990,000","348,592,000","285,388,000","239,406,000","256,427,000","230,628,000","191,942,000","156,947,000","125,236,000","166,476,000","187,625,000","177,069,000","183,628,000","198,513,000","178,901,000","168,223,000","137,166,000","132,999,000","121,624,000","124,658,000","118,037,000","115,741,000","86,552,000","71,585,000","71,569,000","79,912,000","54,730,000","39,568,000","27,213,000","49,600,000","99,800,000","101,100,000","94,000,000","99,300,000","101,300,000","81,400,000","63,500,000","62,500,000","104,700,000","42,600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","982,000","9,290,000","34,123,000","49,397,000","52,716,000","48,310,000","11,918,000","592,000","1,988,000","2,644,000","2,990,000","38,738,000","34,888,000","115,842,000","129,076,000","131,652,000","126,824,000","124,767,000","129,031,000","123,155,000","124,225,000","122,551,000","123,181,000","122,411,000","122,174,000","121,600,000","46,111,000","45,969,000","45,857,000","45,736,000","45,620,000","45,516,000","45,380,000","45,227,000","25,098,000",,,,,,,,,,,,"30,900,000",,,,,,,,,
		Receivables,"4,896,116,000","4,417,147,000","4,138,542,000","3,459,529,000","3,114,951,000","2,646,753,000","2,534,357,000","2,172,606,000","2,216,171,000","2,107,255,000","2,225,018,000","2,279,261,000","2,223,487,000","2,322,073,000","2,453,355,000","2,384,707,000","2,180,361,000","2,113,930,000","2,104,314,000","1,948,204,000","1,802,777,000","1,711,191,000","1,682,686,000","1,602,631,000","1,463,240,000","1,505,620,000","1,651,794,000","1,706,429,000","1,651,427,000","1,571,591,000","1,640,634,000","1,699,787,000","1,612,034,000","1,449,581,000","1,564,997,000","1,570,886,000","1,469,826,000","1,412,136,000","1,334,577,000","1,415,390,000","1,245,379,000","1,189,637,000","1,238,079,000","1,311,192,000","1,175,775,000","1,036,070,000","1,142,457,000","1,150,283,000","1,002,807,000","885,543,000","884,565,000","920,686,000","798,804,000","828,884,000","1,117,965,000","1,148,727,000","1,006,355,000","911,780,000","937,984,000","880,595,000","801,239,000","764,995,000","786,405,000","788,467,000","706,968,000","716,725,000","698,254,000","667,499,000","599,784,000","544,274,000","548,459,000","519,852,000","470,923,000","457,455,000","438,453,000","415,742,000","416,436,000","391,670,000","398,036,000","409,056,000","360,063,000","370,378,000","386,880,000","378,948,000","361,214,000","354,953,000","370,725,000","367,657,000","323,208,000","270,300,000","279,800,000","273,400,000","249,500,000","221,000,000","237,800,000","248,500,000","219,400,000","224,000,000","201,900,000","170,900,000"
			AccountsReceivable,"4,391,512,000","3,963,487,000","3,721,571,000","3,166,769,000","2,874,463,000","2,449,577,000","2,346,384,000","2,018,190,000","2,092,613,000","1,974,381,000","2,074,449,000","2,100,246,000","2,057,931,000","2,162,438,000","2,251,944,000","2,202,460,000","2,019,333,000","2,113,930,000","2,104,314,000","1,948,204,000","1,802,777,000","1,711,191,000","1,682,686,000","1,602,631,000","1,463,240,000","1,505,620,000","1,651,794,000","1,706,429,000","1,651,427,000","1,571,591,000","1,640,634,000","1,699,787,000","1,612,034,000","1,449,581,000","1,564,997,000","1,570,886,000","1,469,826,000","1,412,136,000","1,367,903,000",,"1,279,922,000","1,189,637,000","1,269,987,000","1,341,544,000",,,,,,,,,,,"1,117,965,000","1,148,727,000","1,006,355,000","911,780,000","937,984,000","880,595,000","801,239,000","764,995,000","786,405,000","788,467,000","706,968,000","716,725,000","698,254,000","667,499,000","599,784,000","544,274,000","548,459,000","519,852,000","470,923,000","457,455,000","438,453,000","415,742,000","416,436,000","391,670,000","398,036,000","409,056,000","360,063,000","370,378,000","386,880,000","378,948,000","361,214,000","354,953,000","370,725,000","367,657,000","323,208,000","270,300,000","279,800,000","273,400,000","249,500,000","221,000,000","237,800,000","248,500,000","219,400,000","224,000,000","201,900,000","170,900,000"
				GrossAccountsReceivable,"4,433,977,000","4,005,029,000","3,758,685,000","3,202,199,000","2,909,566,000","2,487,690,000","2,382,470,000","2,052,373,000","2,125,085,000","2,007,219,000","2,108,506,000","2,139,421,000","2,098,935,000","2,203,569,000","2,292,800,000","2,241,859,000","2,059,845,000","2,156,339,000","2,148,678,000","1,990,718,000","1,842,285,000","1,750,734,000","1,722,488,000","1,643,324,000","1,505,220,000","1,549,075,000","1,697,746,000","1,752,040,000","1,694,449,000","1,612,642,000","1,686,736,000","1,744,099,000","1,654,444,000","1,488,873,000","1,604,227,000","1,607,467,000","1,505,189,000","1,446,696,000",,,,"1,220,965,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-42,465,000","-41,542,000","-37,114,000","-35,430,000","-35,103,000","-38,113,000","-36,086,000","-34,183,000","-32,472,000","-32,838,000","-34,057,000","-39,175,000","-41,004,000","-41,131,000","-40,856,000","-39,399,000","-40,512,000","-42,409,000","-44,364,000","-42,514,000","-39,508,000","-39,543,000","-39,802,000","-40,693,000","-41,980,000","-43,455,000","-45,952,000","-45,611,000","-43,022,000","-41,051,000","-46,102,000","-44,312,000","-42,410,000","-39,292,000","-39,230,000","-36,581,000","-35,363,000","-34,560,000",,,,"-31,328,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"504,604,000","453,660,000","416,971,000","292,760,000","240,488,000","197,176,000","187,973,000","154,416,000","123,558,000","132,874,000","150,569,000","179,015,000","165,556,000","159,635,000","201,411,000","182,247,000","161,028,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
