name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"869,500,791","861,463,196","798,064,040","702,948,108","817,635,083","810,762,616","760,853,652","829,072,538"
TotalLiabilitiesNetMinorityInterest,"11,780,180","11,493,649","11,834,038","8,054,686","9,923,301","12,208,037","6,252,091","8,464,948"
TotalEquityGrossMinorityInterest,"857,720,611","849,969,547","786,230,002","694,893,422","807,711,782","798,554,579","754,601,561","820,607,590"
	StockholdersEquity,"857,720,611","849,969,547","786,230,002","694,893,422","807,711,782","798,554,579","754,601,561","820,607,590"
		CapitalStock,"718,537,151","718,537,151","718,742,397","760,483,423","765,971,776","811,590,926","822,989,040","831,421,885"
			CommonStock,"718,537,151","718,537,151","718,742,397","760,483,423","765,971,776","811,590,926","822,989,040","831,421,885"
		RetainedEarnings,"139,183,460","131,432,396","67,487,605","-65,590,001","41,740,006","-13,036,347","-68,387,479","-19,351,880"
TotalCapitalization,,"850,505,985","787,602,588",,,,,"820,987,921"
CommonStockEquity,"857,720,611","849,969,547","786,230,002","694,893,422","807,711,782","798,554,579","754,601,561","820,607,590"
NetTangibleAssets,"857,720,611","849,969,547","786,230,002","694,893,422","807,711,782","798,554,579","754,601,561","820,607,590"
InvestedCapital,,"850,505,985","787,602,588",,,,,"820,987,921"
TangibleBookValue,"857,720,611","849,969,547","786,230,002","694,893,422","807,711,782","798,554,579","754,601,561","820,607,590"
TotalDebt,,"536,438","1,372,586",,,,,"380,331"
NetDebt,,"477,842","1,372,586",,,,,"380,331"
ShareIssued,"64,025,316","64,025,316","64,043,874","64,981,921","65,582,991","67,085,535","68,183,726","68,911,795"
OrdinarySharesNumber,"64,025,316","64,025,316","64,043,874","64,981,921","65,582,991","67,085,535","68,183,726","68,911,795"
