name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
OperatingCashFlow,"397,141,000","62,859,000","130,220,000","172,201,000","31,861,000","-22,581,000","48,195,000","54,096,000","114,731,000","28,051,000","68,617,000","67,944,000","88,656,000","-24,673,000","45,377,000","86,296,000","62,734,000","-26,515,000","-9,539,000","40,987,000","23,969,000","-11,422,000","87,191,000","28,721,000","31,529,000","10,336,000","64,141,000","78,318,000","13,260,000","3,890,000","86,401,000","55,085,000","-6,209,000","-44,672,000","58,523,000","20,836,000","64,069,000","-14,915,000","35,531,000","55,488,000","28,060,000","-10,782,000","84,865,000","107,788,000","-64,737,000","25,833,000","-4,339,000","28,308,000","-4,250,000","36,638,000","-6,971,000","17,829,000","31,558,000","34,972,000","121,272,000","60,848,000","24,930,000","-21,290,000","38,438,000","50,485,000","49,792,000","47,129,000","39,495,000","39,952,000","34,852,000","-49,760,000","22,966,000","51,985,000","4,303,000","30,187,000","61,324,000","66,587,000","63,228,000","-36,378,000","39,315,000","19,964,000","20,181,000","-5,792,000","32,441,000","37,346,000","30,099,000","25,832,000","5,901,000","46,881,000","62,691,000","10,293,000","37,726,000","33,794,000","37,349,000","9,605,000","23,800,000","61,200,000","63,300,000","16,500,000","32,100,000","25,500,000","20,400,000","20,900,000","37,900,000","17,800,000","-7,300,000","4,500,000","29,900,000","28,100,000","14,300,000","6,400,000","22,000,000","26,100,000","8,100,000","-1,200,000","7,100,000","-800,000","11,300,000","4,400,000","19,200,000","13,200,000","14,000,000","4,600,000","27,800,000","10,300,000","-4,800,000","5,400,000","-10,600,000","2,800,000","5,200,000","8,200,000"
	CashFlowFromContinuingOperatingActivities,"397,141,000","62,859,000","130,220,000","172,201,000","31,861,000","-22,581,000","48,195,000","54,096,000","114,731,000","28,051,000","68,617,000","67,944,000","88,656,000","-24,673,000","45,377,000","86,296,000","62,734,000","-26,515,000","-9,539,000","40,987,000","23,969,000","-11,422,000","87,191,000","28,721,000","31,529,000","10,336,000","64,141,000","78,318,000","13,260,000","3,890,000","86,401,000","55,085,000","-6,209,000","-44,672,000","58,523,000","20,836,000","64,069,000","-14,915,000","35,531,000","55,488,000","28,060,000","-10,782,000","84,865,000","107,788,000","-64,737,000","25,833,000","-4,339,000","28,308,000","-4,250,000","36,638,000","-6,971,000","17,829,000","31,558,000","34,972,000","121,272,000","60,848,000","24,930,000","-21,290,000","38,438,000","50,485,000","49,792,000","47,129,000","39,495,000","39,952,000","34,852,000","-49,760,000","22,966,000","51,985,000","4,303,000","30,187,000","61,324,000","66,587,000","63,228,000","-36,378,000","39,315,000","19,964,000","20,181,000","-5,792,000","32,441,000","37,346,000","30,099,000","25,832,000","5,901,000","46,881,000","62,691,000","10,293,000","37,726,000","33,794,000","37,349,000","9,605,000","23,800,000","61,200,000","63,300,000","16,500,000","32,100,000","25,500,000","20,400,000","20,900,000","37,900,000","17,800,000","-7,300,000","4,500,000","29,900,000","28,100,000","14,300,000","6,400,000","22,000,000","26,100,000","8,100,000","-1,200,000","7,100,000","-800,000","11,300,000","4,400,000","19,200,000","13,200,000","14,000,000","4,600,000","27,800,000","10,300,000","-4,800,000","5,400,000","-10,600,000","2,800,000","5,200,000","8,200,000"
		NetIncomeFromContinuingOperations,"569,134,000","159,248,000","126,698,000","172,256,000","110,932,000","65,238,000","37,254,000","43,957,000","28,487,000","33,951,000","29,973,000","30,444,000","28,676,000","17,139,000","27,731,000","20,863,000","33,882,000","24,344,000","5,969,000","22,754,000","27,833,000","30,455,000","16,768,000","26,062,000","28,259,000","28,665,000","14,110,000","18,095,000","33,862,000","22,340,000","18,049,000","24,322,000","35,209,000","24,954,000","15,020,000","39,993,000","91,842,000","26,434,000","16,746,000","15,570,000","18,540,000","32,817,000","13,072,000","10,741,000","22,731,000","40,542,000","17,952,000","18,747,000","16,878,000","33,958,000","-17,527,000","18,666,000","6,028,000","-2,492,000","7,774,000","18,671,000","27,014,000","27,355,000","28,840,000","31,324,000","36,398,000","18,913,000","5,175,000","51,579,000","58,750,000","33,365,000","35,811,000","21,016,000","17,183,000","15,208,000","15,654,000","18,754,000","27,048,000","17,960,000","11,045,000","19,737,000","8,979,000","4,460,000","12,222,000","22,554,000","18,465,000","17,936,000","11,710,000","19,001,000","20,775,000","15,469,000","17,055,000","19,307,000","29,762,000","26,566,000","25,800,000","26,400,000","25,400,000","21,700,000","17,700,000","18,700,000","19,700,000","19,300,000","19,700,000","18,000,000","16,300,000","15,800,000","17,800,000","16,200,000","13,900,000","13,300,000","12,500,000","11,600,000","10,600,000","10,100,000","9,400,000","5,600,000","7,300,000","5,600,000","5,900,000","5,700,000","5,300,000","4,200,000","5,700,000","3,800,000","3,400,000","3,300,000","-45,100,000","-2,100,000","2,000,000","1,500,000"
		OperatingGainsLosses,"-64,716,000","-5,631,000","-2,347,000","-57,874,000","1,136,000","713,000","1,636,000","5,610,000","8,600,000","6,147,000","-85,000","2,541,000","5,769,000","15,406,000","-929,000","207,000","3,470,000","9,644,000","344,000","427,000","-1,782,000","973,000","1,284,000","-1,314,000","463,000","-2,945,000","-2,131,000","2,708,000","-15,393,000","1,000","-4,259,000","79,000","188,000","-1,413,000","781,000","-40,097,000","19,000","-3,003,000","1,236,000","69,000","80,000","26,000","-103,000","176,000","-7,000","-268,000","504,000","88,000","22,676,000","-22,512,000","-292,000","715,000","347,000","-87,000","-18,821,000","219,000","938,000","-1,517,000","509,000","-603,000","-425,000","-2,730,000","888,000","729,000","858,000","-85,000","1,948,000","-4,704,000","-2,835,000","357,000","3,017,000","19,223,000","-717,000","11,756,000","3,551,000","156,000","-230,000","250,000","891,000","3,035,000","7,608,000","1,748,000","1,776,000","-233,000","248,000","-6,000","254,000","1,407,000","39,000","-105,000","1,300,000","-100,000","-1,400,000","-100,000","100,000","-200,000","-700,000","-1,100,000","-1,900,000","-1,200,000","-300,000","100,000","-600,000","200,000","0","300,000",,,,,"-1,400,000","100,000",,,,,,,"3,800,000","-5,100,000","2,900,000","1,200,000","50,300,000","-1,600,000","1,400,000","600,000"
			GainLossOnSaleOfBusiness,,,"-3,001,000",,,,,,,,,,,,"0",,,,"0","140,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,"-5,507,000",,"-316,000","117,000","-936,000",,"153,000","-41,000","32,000",,"13,000","-74,000","37,000",,"-2,893,000","3,322,000","-676,000",,,,,,,,"-23,000",,,,"1,000",,"79,000","188,000","-1,413,000","781,000","-332,000","19,000","-3,003,000","1,236,000","69,000","80,000","26,000","-103,000","176,000","-7,000","-268,000","504,000","88,000","170,000","-6,000","-292,000","715,000","347,000","-87,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,"0","-357,000","-254,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-1,616,000","-124,000","288,000","-2,799,000","1,019,000","1,649,000","-9,994,000","5,457,000","8,641,000","6,115,000","854,000","2,528,000","5,843,000","15,369,000","-923,000","3,100,000","148,000","10,320,000","331,000","394,000","109,000","1,243,000","1,188,000","-1,122,000","995,000","-2,922,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"44,545,000","10,930,000","11,458,000","10,957,000","11,200,000","11,775,000","11,716,000","10,831,000","11,177,000","11,119,000","10,598,000","10,903,000","10,557,000","10,635,000","10,235,000","10,698,000","9,086,000","9,536,000","8,505,000","8,346,000","8,674,000","8,419,000","7,866,000","9,105,000","9,151,000","9,011,000","9,476,000","8,839,000","8,278,000","8,015,000","7,847,000","9,048,000","8,675,000","8,165,000","7,811,000","7,934,000","8,399,000","8,250,000","7,782,000","7,870,000","8,222,000","7,621,000","9,021,000","8,845,000","9,230,000","9,769,000","9,814,000","9,996,000","10,165,000","10,389,000","10,318,000","10,494,000","10,425,000","10,521,000","10,900,000","11,661,000","11,213,000","11,110,000","10,370,000","11,642,000","11,453,000","11,012,000","10,630,000","10,506,000","10,479,000","10,240,000","10,167,000","10,123,000","10,450,000","10,118,000","10,237,000","10,278,000","10,159,000","9,965,000","9,715,000","9,777,000","9,722,000","9,740,000","8,429,000","9,413,000","9,839,000","9,759,000","10,368,000","10,683,000","10,505,000","10,527,000","9,938,000","9,238,000","9,239,000","9,042,000","9,400,000","9,300,000","9,300,000","9,000,000","8,000,000","5,600,000","5,700,000","5,600,000","5,600,000","5,600,000","5,000,000","4,800,000","4,800,000","4,700,000","4,500,000","4,500,000","4,000,000","4,100,000","3,800,000","3,600,000","3,600,000","3,200,000","3,200,000","2,700,000","3,100,000","4,900,000","3,300,000","2,900,000","3,000,000","3,700,000","2,900,000","2,900,000","4,300,000","3,700,000","2,600,000","2,700,000"
			DepreciationAndAmortization,"44,545,000","10,930,000","11,458,000","10,957,000","11,200,000","11,775,000","11,716,000","10,831,000","11,177,000","11,119,000","10,598,000","10,903,000","10,557,000","10,635,000","10,235,000","10,698,000","9,086,000","9,536,000","8,505,000","8,346,000","8,674,000","8,419,000","7,866,000","9,105,000","9,151,000","9,011,000","9,476,000","8,839,000","8,278,000","8,015,000","7,847,000","9,048,000","8,675,000","8,165,000","7,811,000","7,934,000","8,399,000","8,250,000","7,782,000","7,870,000","8,222,000","7,621,000","9,021,000","8,845,000","9,230,000","9,769,000","9,814,000","9,996,000","10,165,000","10,389,000","10,318,000","10,494,000","10,425,000","10,521,000","10,900,000","11,661,000","11,213,000","11,110,000","10,370,000","11,642,000","11,453,000","11,012,000","10,630,000","10,506,000","10,479,000","10,240,000","10,167,000","10,123,000","10,450,000","10,118,000","10,237,000","10,278,000","10,159,000","9,965,000","9,715,000","9,777,000","9,722,000","9,740,000","8,429,000","9,413,000","9,839,000","9,759,000","10,368,000","10,683,000","10,505,000","10,527,000","9,938,000","9,238,000","9,239,000","9,042,000","9,400,000","9,300,000","9,300,000","9,000,000","8,000,000","5,600,000","5,700,000","5,600,000","5,600,000","5,600,000","5,000,000","4,800,000","4,800,000","4,700,000","4,500,000","4,500,000","4,000,000","4,100,000","3,800,000","3,600,000","3,600,000","3,200,000","3,200,000","2,700,000","3,100,000","4,900,000","3,300,000","2,900,000","3,000,000","3,700,000","2,900,000","2,900,000","4,300,000","3,700,000","2,600,000","2,700,000"
