name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
MarketCap,"2,730,393,560","4,949,265,460","4,771,251,869","3,491,288,020","5,494,722,999","2,651,117,789","1,463,894,091","1,105,831,849","584,880,658","329,885,001","771,774,905","365,603,929","402,344,758","550,479,792","478,429,507","806,884,947","728,800,019","839,277,404","590,108,481","505,176,855","1,110,429,206","951,256,059","768,625,747","981,874,035","868,031,251","643,014,156","986,736,725"
EnterpriseValue,"5,751,993,560","7,853,865,460","7,646,451,869","6,232,088,020","8,578,222,999","5,964,617,789","4,604,894,091","4,216,431,849","3,797,580,658","3,533,285,001","3,817,674,905","3,369,403,929","3,361,644,758","3,201,778,792","3,060,988,507","3,360,326,947","3,253,174,019","3,317,967,404","3,008,568,481","2,326,739,855","2,533,101,206","2,378,124,059","2,155,110,747","2,339,972,035","2,144,448,251","1,898,604,156","2,384,881,725"
PeRatio,,,,,,,,,,,,,,,,,,,"75.625","64.688","78.448","97.5","76.232","114.85","867.164","331.5","103.486"
ForwardPeRatio,"80","149.254","116.279","84.034",,,,,,,,,,,,"23.256","212.766","101.01","26.882","12.854","35.842","31.153","20.877","23.256","45.872","19.493","43.668"
PsRatio,"1.069","1.792","1.567","1.118","1.737","1.161","0.771","0.595","0.302","0.172","0.418","0.199","0.22","0.306","0.359","0.605","0.547","0.616","0.502","0.429","0.941","0.82","0.697","0.926","0.866","0.518","1.126"
PbRatio,"2.352","4.545","6.309","4.563","16.329","22.934","14.465","5.443","2.486","1.118","2.363","1.026","1.036","1.385","0.843","1.357","1.163","1.289","0.853","81.249","135.369","98.301",,,,,
EnterprisesValueRevenueRatio,"2.491","13.173","12.531","11.145","15.789","11.641","8.398","8.499","10.135","8.012","7.381","7.454","7.547","7.682","6.577","7.569","7.314","7.95","6.535",,"8.785","8.31","7.043","8.278","7.403","7.109","9.057"
EnterprisesValueEBITDARatio,"13.108","61.454","55.611","70.181","101.278","66.274","37.807","98.977","55.765","77.997","41.496","31.727","45.062","48.512","-90.487","54.244","53.885","58.3","24.234",,"51.532","45.016","27.289","47.923","35.357","43.3","-26.565"
