name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
TotalAssets,"1,100,276,000","1,081,061,000","1,094,487,000","569,260,000","560,333,000","529,227,000","501,637,000","488,848,000","482,067,000","446,380,000","429,590,000","448,909,000","433,799,000","391,573,000","318,842,000","290,263,000","275,189,000"
	CurrentAssets,"949,534,000","929,653,000","939,919,000","412,278,000","393,868,000","360,801,000","331,958,000","318,153,000","312,531,000","280,635,000","285,797,000","305,837,000","296,250,000","255,882,000","181,452,000","154,903,000","144,126,000"
		CashCashEquivalentsAndShortTermInvestments,"672,955,000","684,771,000","696,841,000","172,438,000","169,829,000","169,651,000","155,487,000","146,361,000","145,328,000","133,873,000","131,564,000","129,534,000","121,219,000","129,128,000","27,055,000","31,331,000","21,595,000"
			CashAndCashEquivalents,"121,174,000","187,205,000","600,077,000","131,448,000","104,316,000","94,081,000","88,436,000","76,755,000","65,635,000","48,392,000","71,160,000","67,092,000","49,220,000","129,128,000","27,055,000","31,331,000","21,595,000"
				CashFinancial,,,,,,,,,,,"14,673,000",,,,"27,055,000","31,331,000","21,595,000"
				CashEquivalents,,,,,,,,,,,"56,487,000",,,,,,
			OtherShortTermInvestments,"551,781,000","497,566,000","96,764,000","40,990,000","65,513,000","75,570,000","67,051,000","69,606,000","79,693,000","85,481,000","60,404,000","62,442,000","71,999,000",,,,
		Receivables,"62,048,000","66,826,000","58,231,000","62,232,000","51,894,000","47,018,000","39,853,000","33,230,000","35,260,000","30,156,000","32,034,000","51,447,000","48,265,000","22,315,000","41,592,000","36,824,000","30,762,000"
			AccountsReceivable,"62,048,000","66,826,000","58,231,000","62,232,000","51,894,000","47,018,000","39,853,000","33,230,000","35,260,000","30,156,000","32,034,000","51,447,000","48,265,000","22,315,000","41,592,000","36,824,000","30,762,000"
				GrossAccountsReceivable,"66,079,000","70,236,000","60,505,000","64,118,000","53,686,000","48,679,000","41,501,000","35,305,000","37,362,000","32,371,000","34,253,000","53,642,000","50,671,000","25,147,000","44,295,000",,
