name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009
				ChangeInPayable,"6,684,000","-1,291,000","11,685,000","-1,237,000","-2,473,000","811,000","4,519,000","-8,467,000","3,075,000","-7,908,000","-10,453,000","-6,317,000","399,000","1,982,000","1,203,000","-2,058,000","5,615,000","-3,843,000","4,834,000","-7,909,000","9,141,000","-1,640,000","1,671,000","-2,270,000","5,555,000","-6,701,000","4,962,000","1,292,000","3,905,000","-455,000","-1,268,000","1,318,000","2,457,000","-4,011,000","769,000","2,052,000","2,634,000","-11,338,000","12,496,000","359,000","-4,302,000","5,991,000","1,193,000","-882,000","635,000","344,000","-4,792,000","6,353,000","463,000","914,000","-713,000","337,000","-16,000"
				ChangeInAccruedExpense,,,,"0","0","0","0","0","0","-15,000","-192,000","-69,000","36,000","8,000","-4,000","1,000","-6,000","1,000","2,000","14,000","-12,000","-2,000","4,000","16,000","0","-3,000","2,000","-16,000","5,000","9,000","-7,000","17,000","-24,000",,,,,,,,"959,000","-479,000","723,000","-128,000","259,000","-1,641,000","1,409,000","554,000","465,000","29,000","-11,000","-29,000","-47,000"
					ChangeInInterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"959,000","-479,000","723,000","-128,000","259,000","-1,641,000","1,409,000","1,081,000","-62,000","29,000","-11,000","-29,000","-47,000"
			ChangeInOtherCurrentAssets,"6,564,000","6,537,000","-294,000","-220,000","541,000","-2,002,000","-1,435,000","-2,174,000","22,000","-528,000","-490,000","-242,000","-500,000","247,000","-932,000","48,000","-160,000","59,000","43,000","-158,000","91,000","133,000","24,000","164,000","-314,000","83,000","103,000","108,000","-91,000","103,000","-51,000","-250,000","29,000","-143,000","73,000","212,000","-183,000","132,000","58,000","1,313,000","19,097,000","635,000","143,000","-21,258,000","-356,000","227,000","-56,000",,,"-25,000","13,000",,
			ChangeInOtherCurrentLiabilities,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,
InvestingCashFlow,,,,,,,,,,,,,,,,,,,,,"6,288,000","26,686,000","12,577,000","-19,866,000","-21,864,000","57,336,000","-2,183,000","-41,816,000","4,270,000","-18,784,000","39,122,000","35,010,000","-68,557,000","-1,469,000","-1,384,000","-16,719,000","62,525,000","-44,988,000","-2,190,000","8,023,000","-2,534,000","-28,070,000","8,961,000","5,863,000","-13,229,000","11,568,000","4,153,000","957,000","951,000","12,613,000","-15,678,000","-5,873,000","1,823,000"
	CashFlowFromContinuingInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,534,000","-28,070,000","8,961,000","5,863,000","-13,229,000","11,568,000","4,153,000","957,000","951,000","12,613,000","-15,678,000","-5,873,000","1,823,000"
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,,,"6,288,000","26,686,000","12,577,000","-19,866,000","-21,864,000","57,336,000","-2,183,000","-41,816,000","4,270,000","-18,784,000","39,122,000","35,010,000","-68,557,000","-1,469,000","-1,384,000","-16,719,000","62,525,000","-44,988,000","-2,190,000","8,023,000","-2,534,000","-28,070,000","8,961,000","5,863,000","-13,229,000","11,568,000","4,153,000","957,000","951,000","12,613,000","-15,678,000","-5,873,000","1,823,000"
FinancingCashFlow,"725,052,000","80,094,000","238,893,000","396,859,000","9,206,000","-290,630,000","251,415,000","-37,879,000","-104,352,000","-106,779,000","161,202,000","11,735,000","-18,211,000","39,537,000","124,099,000","-56,876,000","33,492,000","-11,125,000","26,206,000","-116,222,000","40,729,000","-9,753,000","-3,931,000","45,011,000","6,860,000","15,694,000","-19,431,000","-26,608,000","119,464,000","25,605,000","2,330,000","-40,247,000","118,827,000","46,354,000","155,865,000","60,673,000","106,585,000","51,890,000","82,249,000","14,471,000","-9,806,000","68,064,000","66,698,000","6,634,000","80,234,000","-5,967,000","14,004,000","42,967,000","24,675,000","-49,898,000","-21,286,000","-25,272,000","-18,133,000"
	CashFlowFromContinuingFinancingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,806,000","68,064,000","66,698,000","6,634,000","80,234,000","-5,967,000","14,004,000","42,967,000","24,675,000","-49,898,000","-21,286,000","-25,272,000","-18,133,000"
		NetIssuancePaymentsOfDebt,"897,767,000","131,055,000","283,405,000","437,537,000","45,770,000","-246,569,000","306,050,000","12,616,000","-356,275,000","-61,209,000","203,084,000","31,634,000","-693,000","57,653,000","147,969,000","-39,626,000","50,261,000","6,900,000","47,200,000","-102,706,000","19,708,000","-25,864,000","24,787,000","2,799,000","21,992,000","30,988,000","-4,209,000","-9,858,000","68,641,000","39,792,000","17,491,000","-26,025,000","133,192,000","-1,218,000","170,538,000","16,979,000","18,100,000","-14,750,000","48,150,000","22,500,000","-1,900,000","19,800,000","74,217,000","15,383,000","28,300,000","0","20,000,000","52,236,000","-88,680,000","-74,897,000","-29,965,000","-24,961,000","-18,303,000"
			NetLongTermDebtIssuance,"897,767,000","131,055,000","283,405,000","437,537,000","45,770,000","-246,569,000","306,050,000","12,616,000","-356,275,000","-61,209,000","203,084,000","31,634,000","-693,000","57,653,000","147,969,000","-39,626,000","50,261,000","6,900,000","47,200,000","-102,706,000","19,708,000","-25,864,000","24,787,000","2,799,000","21,992,000","30,988,000","-4,209,000","-9,858,000","68,641,000","39,792,000","17,491,000","-26,025,000","133,192,000","-1,218,000","170,538,000","16,979,000","18,100,000","-14,750,000","48,150,000",,,,,"0","0","0","0",,,,"-29,965,000",,
				LongTermDebtIssuance,"1,991,575,000","296,555,000","620,205,000","962,295,000","112,520,000","1,486,638,000","797,389,000","306,163,000","51,843,000","363,300,000","397,030,000","154,060,000","137,568,000","288,464,000","803,841,000","345,650,000","160,461,000","165,250,000","98,600,000","125,650,000","186,600,000","96,500,000","136,250,000","152,755,000","126,300,000","105,200,000","56,550,000","155,850,000","237,250,000","76,550,000","33,550,000","69,536,000","400,967,000","153,167,000","231,798,000","84,481,000","131,400,000","65,300,000","107,650,000",,,,,,,,,,,,,,
				LongTermDebtPayments,"-1,093,808,000","-165,500,000","-336,800,000","-524,758,000","-66,750,000","-1,733,207,000","-491,339,000","-293,547,000","-408,118,000","-424,509,000","-193,946,000","-122,426,000","-138,261,000","-230,811,000","-655,872,000","-385,276,000","-110,200,000","-158,350,000","-51,400,000","-228,356,000","-166,892,000","-122,364,000","-111,463,000","-149,956,000","-104,308,000","-74,212,000","-60,759,000","-165,708,000","-168,609,000","-36,758,000","-16,059,000","-95,561,000","-267,775,000","-154,385,000","-61,260,000","-67,502,000","-113,300,000","-80,050,000","-59,500,000",,,,,"0","0","0","0",,,,"-29,965,000",,
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,900,000","19,800,000","74,217,000","15,383,000","28,300,000","0","20,000,000","367,542,000","-88,680,000","-104,862,000","0","46,570,000","-18,303,000"
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,900,000","57,700,000","74,217,000","15,383,000","28,300,000","0","20,000,000","174,000,000","0","0","0","0","0"
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-24,800,000",,,,,,,,"-88,680,000",,,,"-18,303,000"
		NetCommonStockIssuance,"-13,445,000","-13,445,000","0","0","0","0","-14,659,000","-14,846,000",,,,,,,,,,,,"4,121,000","37,588,000",,,"58,555,000",,,,"0","67,602,000",,,"0","2,920,000","61,250,000","0","56,791,000","101,580,000","78,660,000","43,825,000","0","648,000",,,"0",,,,"0","119,034,000","0","-13,530,000","0","0"
			CommonStockIssuance,,,,"0",,,,"0",,,,,,,,,,,,"4,121,000","37,588,000",,,"58,555,000",,,,"0","67,602,000",,,"0","2,920,000","61,250,000","0","56,791,000","101,580,000","78,660,000","43,825,000","0","0",,,"0",,,,"0",,,,"0",
			CommonStockPayments,"-13,445,000","-13,445,000","0","0","0","0","-14,659,000","-14,846,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-810,000","0","0","0","0","0","-13,530,000","0","0"
		CashDividendsPaid,"-146,615,000","-37,358,000","-38,291,000","-35,852,000","-35,114,000","-34,310,000","-33,846,000","-33,659,000","-17,817,000","-44,130,000","-40,820,000","-19,241,000","-17,215,000","-16,507,000","-22,339,000","-16,371,000","-16,754,000","-16,978,000","-20,959,000","-16,847,000","-16,186,000","-15,509,000","-28,239,000","-15,515,000","-14,558,000","-14,287,000","-15,149,000","-15,762,000","-15,888,000","-14,187,000","-14,193,000","-14,217,000","-14,356,000","-13,326,000","-13,092,000","-12,046,000","-12,102,000","-10,369,000","-8,805,000","-7,829,000","-7,858,000","-7,381,000","-6,580,000","-6,955,000","-6,583,000","-5,374,000","-5,028,000","-5,491,000",,,"0","0",
			CommonStockDividendPaid,"-146,615,000","-37,358,000","-38,291,000","-35,852,000","-35,114,000","-34,310,000","-33,846,000","-33,659,000","-17,817,000","-44,130,000","-40,820,000","-19,241,000","-17,215,000","-16,507,000","-22,339,000","-16,371,000","-16,754,000","-16,978,000","-20,959,000","-16,847,000","-16,186,000","-15,509,000","-28,239,000","-15,515,000","-14,558,000","-14,287,000","-15,149,000","-15,762,000","-15,888,000","-14,187,000","-14,193,000","-14,217,000","-14,356,000","-13,326,000","-13,092,000","-12,046,000","-12,102,000","-10,369,000","-8,805,000",,,,,,,,,,,,,,
		NetOtherFinancingCharges,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,506,000","-696,000","-871,000","-939,000","-1,794,000","-93,000","-593,000","-968,000","-3,778,000","-1,428,000","24,999,000","22,209,000","-311,000","170,000"
EndCashPosition,"175,363,000","174,332,000","301,477,000","244,343,000","234,845,000","184,082,000","271,165,000","184,430,000","120,093,000","119,144,000","133,223,000","84,208,000","110,654,000","76,150,000","53,705,000","45,705,000","72,207,000","48,356,000","77,130,000","62,558,000","12,827,000","4,614,000","5,709,000","10,947,000","3,167,000","5,335,000","6,871,000","5,468,000","6,487,000","3,068,000","5,740,000","5,135,000","11,392,000","12,810,000","31,891,000","16,309,000","12,936,000","8,950,000","21,420,000","13,891,000","18,070,000","30,121,000","25,447,000","46,350,000","44,117,000","43,866,000","41,389,000","61,219,000","71,380,000","24,802,000","0","0","0"
	ChangesInCash,"-8,719,000","-127,196,000","57,159,000","10,158,000","51,160,000","-87,059,000","86,543,000","64,256,000","904,000","-14,299,000","49,015,000","-26,446,000","34,504,000","22,445,000","8,000,000","-26,502,000","23,851,000","-28,774,000","14,572,000","-28,862,000","8,213,000","-1,095,000","-5,238,000","7,780,000","-2,168,000","-1,536,000","1,403,000","-1,019,000","3,419,000","-2,672,000","605,000","-6,257,000","-1,418,000","-19,081,000","15,582,000","3,373,000","3,986,000","-12,470,000","7,529,000","-4,179,000","-12,051,000","4,674,000","-20,903,000","2,233,000","251,000","2,477,000","-19,830,000","-10,161,000","46,578,000",,,,
	EffectOfExchangeRateChanges,"-1,031,000","51,000","-25,000","-660,000","-397,000","-24,000","192,000","81,000","45,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	BeginningCashPosition,"184,082,000","301,477,000","244,343,000","234,845,000","184,082,000","271,165,000","184,430,000","120,093,000","119,144,000","133,223,000","84,208,000","110,654,000","76,150,000","53,705,000","45,705,000","72,207,000","48,356,000","77,130,000","62,558,000","12,827,000","4,614,000","5,709,000","10,947,000","3,167,000","5,335,000","6,871,000","5,468,000","6,487,000","3,068,000","5,740,000","5,135,000","11,392,000","12,810,000","31,891,000","16,309,000","12,936,000","8,950,000","21,420,000","13,891,000","18,070,000","30,121,000","25,447,000","46,350,000","44,117,000","43,866,000","41,389,000","61,219,000","71,380,000","24,802,000","0","0","0","0"
InterestPaidSupplementalData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,702,000","1,304,000","1,714,000","1,176,000","2,913,000","0","167,000",,,"702,000","856,000",
IssuanceOfCapitalStock,,,,"0",,,,"0",,,,,,,,,,,,"4,121,000","37,588,000",,,"58,555,000",,,,"0","67,602,000",,,"0","2,920,000","61,250,000","0","56,791,000","101,580,000","78,660,000","43,825,000","0","0",,,"0",,,,"0",,,,"0",
IssuanceOfDebt,"1,991,575,000","296,555,000","620,205,000","962,295,000","112,520,000","1,486,638,000","797,389,000","306,163,000","51,843,000","363,300,000","397,030,000","154,060,000","137,568,000","288,464,000","803,841,000","345,650,000","160,461,000","165,250,000","98,600,000","125,650,000","186,600,000","96,500,000","136,250,000","152,755,000","126,300,000","105,200,000","56,550,000","155,850,000","237,250,000","76,550,000","33,550,000","69,536,000","400,967,000","153,167,000","231,798,000","84,481,000","131,400,000","65,300,000","107,650,000","23,500,000","22,900,000","57,700,000","74,217,000","15,383,000","28,300,000","0","20,000,000","174,000,000","0","0","0","0","0"
RepaymentOfDebt,"-1,093,808,000","-165,500,000","-336,800,000","-524,758,000","-66,750,000","-1,733,207,000","-491,339,000","-293,547,000","-408,118,000","-424,509,000","-193,946,000","-122,426,000","-138,261,000","-230,811,000","-655,872,000","-385,276,000","-110,200,000","-158,350,000","-51,400,000","-228,356,000","-166,892,000","-122,364,000","-111,463,000","-149,956,000","-104,308,000","-74,212,000","-60,759,000","-165,708,000","-168,609,000","-36,758,000","-16,059,000","-95,561,000","-267,775,000","-154,385,000","-61,260,000","-67,502,000","-113,300,000","-80,050,000","-59,500,000","-1,000,000","-24,800,000",,,"0","0","0","0","-121,764,000","-88,680,000","-74,897,000","-29,965,000","-24,961,000","-18,303,000"
RepurchaseOfCapitalStock,"-13,445,000","-13,445,000","0","0","0","0","-14,659,000","-14,846,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-810,000","0","0","0","0","0","-13,530,000","0","0"
FreeCashFlow,"-733,771,000","-207,290,000","-181,734,000","-386,701,000","41,954,000","203,571,000","-164,872,000","102,135,000","105,256,000","92,480,000","-112,187,000","-38,181,000","52,715,000","-17,092,000","-116,099,000","30,374,000","-9,641,000","-17,649,000","-11,634,000","132,911,000","-38,804,000","-18,028,000","-13,884,000","-17,365,000","12,836,000","-74,566,000","23,017,000","67,405,000","-120,315,000","-9,493,000","-40,847,000","-1,020,000","-51,688,000","-63,966,000","-138,899,000","-40,581,000","-165,124,000","-19,372,000","-72,530,000","-26,673,000","289,000","-35,320,000","-96,562,000","-10,264,000","-66,754,000","-3,124,000","-37,987,000","-54,085,000","20,952,000","62,087,000","36,964,000","31,145,000","16,310,000"
