name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,03/31/1991,12/31/1990,12/31/1989,01/31/1988,01/31/1987,01/31/1986
TotalAssets,"3,473,889,000","3,085,861,000","3,090,921,000","3,131,684,000","2,692,264,000","2,484,347,000","2,647,685,000","2,636,727,000","2,581,829,000","2,556,161,000","2,693,059,000","2,632,434,000","2,398,943,000","2,161,033,000","2,230,748,000","2,325,620,000","2,076,278,000","2,046,877,000","2,148,219,000","2,154,418,000","1,935,279,000","1,874,649,000","1,957,597,000","2,019,591,000","1,876,890,000","1,788,442,000","1,929,459,000","2,066,555,000","1,889,505,000","1,791,067,000","1,904,988,000","1,990,839,000","1,776,856,000","1,669,531,000","1,818,033,000","1,913,009,000","1,727,283,000","1,682,055,000","1,799,817,000","1,894,875,000","1,350,613,000","1,268,148,000","1,431,750,000","1,517,892,000","1,235,674,000","1,237,227,000","1,316,924,000","1,417,568,000","1,210,920,000","1,160,613,000","1,259,697,000","762,584,000","714,191,000","716,061,000","791,013,000","845,756,000","762,303,000","748,169,000","830,039,000","770,996,000","750,691,000","711,371,000","737,894,000","770,384,000","703,276,000","678,731,000","705,513,000","663,070,000","619,238,000","608,289,000","614,534,000","602,465,000","532,760,000","535,095,000","548,117,000","565,735,000","510,712,000","503,719,000","525,684,000","549,162,000","525,131,000","520,820,000","570,125,000","605,517,000","577,839,000","563,470,000","639,662,000","655,888,000","617,394,000","588,900,000","589,200,000","633,000,000","593,900,000","532,000,000","573,200,000","521,000,000","451,000,000","426,000,000","442,400,000","349,200,000","288,300,000","203,600,000","205,900,000","219,200,000","197,300,000","144,900,000","147,500,000","154,400,000","138,500,000","119,700,000","130,500,000","127,600,000","119,500,000","109,700,000","116,300,000","119,900,000","94,900,000","81,100,000","88,100,000","90,800,000","83,600,000","81,800,000","86,100,000","83,600,000","47,600,000","24,300,000","26,000,000","19,200,000"
	CurrentAssets,"2,320,128,000","1,961,400,000","1,980,861,000","2,022,062,000","1,695,355,000","1,484,445,000","1,644,119,000","1,631,469,000","1,590,379,000","1,546,730,000","1,690,827,000","1,695,094,000","1,490,384,000","1,441,806,000","1,501,845,000","1,621,453,000","1,371,724,000","1,337,397,000","1,438,941,000","1,451,741,000","1,300,501,000","1,240,156,000","1,349,009,000","1,406,825,000","1,261,925,000","1,181,265,000","1,314,494,000","1,441,410,000","1,273,336,000","1,157,335,000","1,271,336,000","1,346,218,000","1,139,166,000","1,021,102,000","1,161,815,000","1,260,984,000","1,066,900,000","1,015,451,000","1,140,970,000","1,237,595,000","910,962,000","828,177,000","993,715,000","1,082,679,000","838,289,000","838,004,000","916,700,000","1,015,618,000","808,842,000","755,298,000","867,775,000","500,232,000","456,316,000","456,703,000","530,449,000","585,887,000","502,535,000","487,228,000","572,464,000","582,365,000","559,105,000","517,808,000","549,433,000","584,551,000","517,501,000","493,991,000","520,990,000","478,584,000","434,042,000","457,699,000","463,072,000","445,966,000","376,086,000","377,528,000","389,617,000","405,548,000","354,590,000","345,561,000","366,343,000","387,452,000","362,393,000","357,199,000","404,767,000","436,985,000","408,529,000","392,535,000","464,127,000","479,711,000","443,668,000","415,100,000","430,600,000","456,200,000","421,800,000","371,000,000","412,500,000","382,900,000","337,600,000","318,100,000","331,600,000","275,600,000","227,700,000","159,000,000","163,800,000","178,000,000","159,100,000","112,400,000","118,700,000","125,500,000","110,300,000","93,600,000","106,400,000","104,800,000","96,900,000","86,700,000","91,100,000","95,200,000","76,400,000","61,900,000","68,900,000","71,500,000","64,500,000","62,500,000","65,600,000","62,800,000","36,300,000","16,400,000","22,600,000","16,300,000"
		CashCashEquivalentsAndShortTermInvestments,"110,607,000","118,268,000","137,201,000","96,787,000","93,875,000","146,067,000","92,600,000","79,573,000","51,236,000","74,454,000","60,150,000","55,915,000","77,273,000","82,894,000","67,612,000","72,000,000","58,073,000","80,496,000","66,667,000","51,034,000","47,421,000","56,010,000","35,910,000","30,544,000","32,856,000","35,229,000","28,505,000","21,851,000","16,251,000","24,447,000","16,691,000","16,865,000","19,457,000","19,478,000","29,229,000","25,531,000","22,033,000","73,770,000","45,961,000","35,207,000","18,057,000","15,673,000","21,022,000","18,627,000","35,535,000","126,498,000","99,871,000","87,757,000","74,096,000","58,093,000","65,317,000","45,303,000","45,743,000","41,444,000","8,773,000","5,844,000","7,475,000","9,405,000","620,000","40,363,000","40,374,000","34,340,000","790,000","7,204,000","675,000","27,650,000","42,222,000","5,615,000","6,665,000","85,144,000","37,256,000","16,548,000","10,369,000","36,339,000","16,413,000","12,304,000","19,138,000","25,880,000","7,299,000","7,794,000","6,311,000","9,132,000","8,399,000","5,449,000","3,869,000","4,781,000","7,894,000","7,858,000","6,882,000","7,500,000","7,300,000","7,100,000","6,100,000","6,700,000","8,500,000","6,700,000","3,700,000","7,900,000","14,400,000","6,100,000","3,900,000","5,000,000","4,600,000","22,200,000","37,300,000","3,800,000","3,200,000","2,200,000","1,800,000","1,700,000","1,600,000","1,000,000","3,700,000","1,100,000","2,800,000","700,000","5,800,000","900,000","2,300,000","1,500,000","2,500,000","2,200,000","3,900,000","5,500,000","4,500,000","8,800,000","17,500,000","10,900,000"
			CashAndCashEquivalents,"110,607,000","118,268,000","137,201,000","96,787,000","93,875,000","146,067,000","92,600,000","79,573,000","51,236,000","74,454,000","60,150,000","55,915,000","77,273,000","82,894,000","67,612,000","72,000,000","58,073,000","80,496,000","66,667,000","51,034,000","47,421,000","56,010,000","35,910,000","30,544,000","32,856,000","35,229,000","28,505,000","21,851,000","16,251,000","24,447,000","16,691,000","16,865,000","19,457,000","19,478,000","29,229,000","25,531,000","22,033,000","73,770,000","45,961,000","35,207,000","18,057,000","15,673,000","21,022,000","18,627,000","35,535,000","126,498,000","99,871,000","87,757,000","74,096,000","58,093,000","65,317,000","45,303,000","45,743,000","41,444,000","8,773,000","5,844,000","7,475,000","9,405,000","620,000","40,363,000","40,374,000","34,340,000","790,000","7,204,000","675,000","27,650,000","42,222,000","5,615,000","6,665,000","85,144,000","37,256,000","16,548,000","10,369,000","36,339,000","16,413,000","12,304,000","19,138,000","25,880,000","7,299,000","7,794,000","6,311,000","9,132,000","8,399,000","5,449,000","3,869,000","4,781,000","7,894,000","7,858,000","6,882,000","7,500,000","7,300,000","7,100,000","6,100,000","6,700,000","8,500,000","6,700,000","3,700,000","7,900,000","14,400,000","6,100,000","3,900,000","5,000,000","4,600,000","22,200,000","37,300,000","3,800,000","3,200,000","2,200,000","1,800,000","1,700,000","1,600,000","1,000,000","3,700,000","1,100,000","2,800,000","700,000","5,800,000","900,000","2,300,000","1,500,000","2,500,000","2,200,000","3,900,000","5,500,000","4,500,000","8,800,000","17,500,000","10,900,000"
		Receivables,"790,013,000","698,456,000","771,042,000","857,864,000","596,513,000","535,288,000","644,124,000","676,569,000","574,827,000","533,810,000","640,802,000","655,418,000","504,719,000","501,908,000","602,753,000","659,887,000","486,651,000","478,133,000","568,457,000","613,193,000","481,600,000","475,974,000","548,000,000","606,510,000","464,154,000","451,079,000","510,004,000","599,071,000","436,456,000","434,234,000","502,522,000","549,901,000","394,873,000","399,565,000","466,340,000","525,613,000","380,917,000","377,655,000","455,674,000","509,612,000","339,378,000","327,664,000","404,748,000","435,016,000","282,960,000","305,088,000","337,954,000","385,532,000","257,523,000","266,284,000","326,022,000","176,429,000","135,959,000","151,317,000","194,747,000","230,023,000","177,610,000","178,415,000","227,810,000","206,861,000","175,839,000","180,968,000","212,227,000","228,723,000","186,704,000","191,747,000","205,564,000","208,776,000","169,540,000","145,213,000","161,179,000","174,123,000","141,721,000","137,678,000","157,209,000","168,425,000","133,256,000","129,396,000","155,620,000","163,304,000","135,959,000","143,301,000","173,719,000","190,013,000","160,529,000","163,770,000","195,331,000","206,018,000","169,052,000","165,000,000","178,700,000","182,200,000","148,400,000","137,700,000","156,700,000","153,500,000","106,800,000","101,700,000","128,800,000","110,100,000","81,200,000","59,500,000","63,200,000","63,600,000","45,700,000","43,600,000","47,400,000","48,000,000","37,800,000","34,800,000","37,400,000","38,800,000","31,700,000","30,300,000","33,500,000","34,700,000","23,200,000","23,400,000","27,100,000","26,500,000","20,500,000","21,800,000","19,000,000","19,900,000","11,200,000","2,900,000","2,100,000","1,800,000"
			AccountsReceivable,"790,013,000","698,456,000","771,042,000","857,864,000","596,513,000","535,288,000","644,124,000","676,569,000","574,827,000","533,810,000","640,802,000","655,418,000","504,719,000","501,908,000","602,753,000","659,887,000","486,651,000","478,133,000","568,457,000","613,193,000","481,600,000","475,974,000","548,000,000","606,510,000","464,154,000","451,079,000","510,004,000","599,071,000","436,456,000","434,234,000","502,522,000","549,901,000","394,873,000","399,565,000","466,340,000","525,613,000","380,917,000","377,655,000","455,674,000","509,612,000","339,378,000","327,664,000","404,748,000","435,016,000","282,960,000","305,088,000","337,954,000","385,532,000","257,523,000","266,284,000","326,022,000","176,429,000","135,959,000","151,317,000","194,747,000","230,023,000","177,610,000","178,415,000","227,810,000","206,861,000","175,839,000","180,968,000","212,227,000","228,723,000","186,704,000","191,747,000","205,564,000","208,776,000","169,540,000","145,213,000","161,179,000","174,123,000","141,721,000","137,678,000","157,209,000","168,425,000","133,256,000","129,396,000","155,620,000","163,304,000","135,959,000","143,301,000","173,719,000","190,013,000","160,529,000","163,770,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,390,298,000","1,115,469,000","1,042,144,000","1,044,608,000","986,648,000","781,299,000","884,653,000","854,368,000","942,815,000","920,786,000","970,475,000","967,394,000","893,640,000","837,129,000","810,869,000","872,902,000","810,021,000","761,314,000","786,056,000","770,012,000","751,505,000","685,011,000","739,718,000","749,333,000","746,122,000","673,967,000","751,944,000","799,044,000","800,856,000","677,990,000","729,865,000","759,973,000","707,839,000","583,154,000","643,874,000","692,006,000","647,078,000","546,083,000","618,077,000","672,434,000","532,432,000","465,349,000","540,456,000","612,736,000","502,832,000","391,925,000","456,768,000","522,545,000","458,234,000","410,078,000","457,951,000","266,119,000","260,297,000","250,914,000","313,637,000","339,017,000","304,901,000","288,149,000","329,965,000","321,632,000","332,055,000","291,024,000","322,444,000","338,198,000","316,718,000","266,543,000","264,273,000","254,482,000","248,850,000","218,704,000","255,802,000","243,297,000","212,810,000","194,267,000","207,468,000","215,487,000","190,620,000","176,407,000","189,713,000","200,638,000","193,712,000","185,943,000","210,234,000","228,447,000","225,346,000","205,805,000","245,557,000","251,079,000","241,928,000","223,900,000","222,200,000","244,700,000","236,700,000","202,600,000","223,500,000","201,100,000","190,500,000","173,300,000","178,100,000","150,100,000","133,800,000","87,600,000","90,400,000","87,300,000","70,600,000","59,700,000","61,700,000","68,500,000","64,900,000","49,300,000","60,800,000","57,500,000","55,600,000","49,000,000","51,600,000","54,100,000","41,000,000","36,700,000","38,400,000","42,300,000","40,100,000","37,700,000","40,900,000","36,000,000","19,500,000","3,700,000","2,700,000","3,400,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,716,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,716,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"29,210,000","29,207,000","30,474,000","22,803,000","18,319,000","21,791,000","22,742,000","20,959,000","21,501,000","17,680,000","19,400,000","16,367,000","14,752,000","19,875,000","20,611,000","16,664,000","16,979,000","17,454,000","17,761,000","17,502,000","19,975,000","23,161,000","25,381,000","20,438,000","18,793,000","20,990,000","24,041,000","21,444,000","19,773,000","20,664,000","22,258,000","19,479,000","16,997,000","18,905,000","22,372,000","17,834,000","16,872,000","17,943,000","21,258,000","20,342,000","21,095,000","19,491,000","27,489,000","16,300,000","16,962,000","14,493,000","22,107,000","19,784,000","18,989,000","20,843,000","18,485,000","12,381,000","14,317,000","13,028,000","13,292,000","11,003,000","12,549,000","11,259,000","14,069,000","13,509,000","10,837,000","11,476,000","13,972,000","10,426,000","13,404,000","8,051,000","8,931,000","9,711,000","8,987,000","8,638,000","8,835,000","11,998,000","11,186,000","9,244,000","8,527,000","9,332,000","11,576,000","13,878,000","13,711,000",,"26,411,000","18,823,000","12,415,000","13,076,000","18,785,000","18,179,000","15,345,000","14,756,000","25,806,000","18,700,000","22,400,000","22,200,000","30,600,000","24,000,000","23,800,000","21,600,000","36,600,000","35,200,000","10,300,000","9,300,000","8,800,000","6,900,000","5,600,000","4,900,000","5,500,000","5,300,000","6,400,000","6,800,000","5,800,000","7,800,000","6,600,000","7,500,000","5,900,000","6,300,000","3,200,000","5,700,000","6,400,000","900,000","1,100,000","1,200,000","1,400,000","800,000","1,800,000","1,400,000","1,100,000","1,000,000","300,000","200,000"
