name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005
TotalAssets,"9,440,314,000","9,354,032,000","9,382,887,000","9,373,354,000","9,249,737,000","9,250,825,000","9,289,373,000","9,271,377,000","9,313,054,000","9,349,301,000","8,520,895,000","8,677,711,000","8,215,909,000","8,261,709,000","8,347,779,000","8,317,984,000","8,323,900,000","8,292,641,000","8,113,172,000","7,955,393,000","7,586,699,000","7,613,705,000","7,645,273,000","7,258,503,000","7,291,424,000","6,066,161,000","5,943,856,000","6,038,731,000","6,012,805,000","5,954,596,000","5,760,651,000","5,776,046,000","5,811,456,000","5,847,789,000","5,986,410,000","5,985,510,000","6,007,684,000","6,103,807,000","6,132,745,000","5,957,461,000","5,982,376,000","6,231,602,000","6,216,680,000","6,243,361,000","6,274,645,000","6,279,289,000","6,320,329,000","6,111,283,000","6,016,647,000","6,059,932,000","6,112,899,000","6,145,829,000","6,205,592,000","6,760,804,000","6,704,333,000","6,747,389,000","6,824,373,000","6,189,968,000","6,122,323,000","6,282,268,000","6,153,841,000","6,200,118,000","3,002,164,000","2,904,647,000"
	CurrentAssets,"462,527,000","464,180,000","479,896,000","463,650,000","319,146,000","306,810,000","336,556,000","311,599,000","314,060,000","293,953,000","320,755,000","440,679,000","284,206,000","275,432,000","296,138,000","288,863,000","315,008,000","285,646,000","272,776,000","274,875,000","185,678,000","208,257,000","251,063,000","209,508,000","201,166,000","183,542,000","91,430,000","155,275,000","95,681,000","95,963,000","87,230,000","86,404,000","85,129,000","115,628,000","218,314,000","251,556,000","359,125,000","437,726,000","433,345,000","225,536,000","217,762,000","467,380,000","407,054,000","387,658,000","362,837,000","322,943,000","330,539,000","67,308,000","137,858,000","114,976,000","103,472,000","80,334,000","64,452,000",,"34,534,000","31,764,000",,,,"79,412,000",,,,
		CashCashEquivalentsAndShortTermInvestments,"337,274,000","335,905,000","350,494,000","330,934,000","184,274,000","172,385,000","202,166,000","176,393,000","174,696,000","153,683,000","181,510,000","303,962,000","149,722,000","146,227,000","172,362,000","170,391,000","183,556,000","176,645,000","167,742,000","173,151,000","85,533,000","112,927,000","158,415,000","77,166,000","72,191,000","101,798,000","9,930,000","74,530,000","16,639,000","18,823,000","12,467,000","12,785,000","12,420,000","44,206,000","148,811,000","184,413,000","292,635,000","373,203,000","369,024,000","162,025,000","155,528,000","406,977,000","349,607,000","332,139,000","308,536,000","272,419,000","281,681,000","21,249,000","94,300,000","72,740,000","63,834,000","43,261,000","29,827,000","8,655,000","2,155,000","2,764,000","4,493,000","5,843,000","2,049,000","65,961,000","3,850,000","4,536,000","119,311,000","108,282,000"
			CashAndCashEquivalents,"337,274,000","335,905,000","350,494,000","330,934,000","184,274,000","172,385,000","202,166,000","176,393,000","174,696,000","153,683,000","181,510,000","303,962,000","149,722,000","146,227,000","172,362,000","170,391,000","183,556,000","176,645,000","167,742,000","173,151,000","85,533,000","112,927,000","158,415,000","77,166,000","72,191,000","101,798,000","9,930,000","74,530,000","16,639,000","18,823,000","12,467,000","12,785,000","12,420,000","44,206,000","148,811,000","184,413,000","292,635,000","373,203,000","369,024,000","162,025,000","155,528,000","406,977,000","349,607,000","332,139,000","308,536,000","272,419,000","281,681,000","21,249,000","94,300,000","72,740,000","63,834,000","43,261,000","29,827,000","8,655,000","2,155,000","2,764,000","4,493,000","5,843,000","2,049,000","65,961,000","3,850,000","4,536,000","119,311,000","108,282,000"
		Receivables,"125,253,000","128,275,000","129,402,000","132,716,000","134,872,000","134,425,000","134,390,000","135,206,000","139,364,000","140,270,000","139,245,000","136,717,000","134,484,000","129,205,000","123,776,000","118,472,000","113,876,000","109,001,000","105,034,000","101,724,000","100,145,000","95,330,000","92,648,000","89,751,000","86,424,000","81,744,000","81,500,000","80,745,000","79,042,000","77,140,000","74,763,000","73,619,000","72,709,000","71,422,000","69,503,000","67,143,000","66,490,000","64,523,000","1,356,000","1,984,000","1,495,000","1,722,000","1,558,000","1,290,000","1,943,000","1,591,000","1,921,000","1,256,000","969,000","1,841,000","1,530,000","1,215,000","1,189,000",,"688,000","553,000","25,328,000",,"17,463,000","13,451,000","12,007,000","7,747,000","72,034,000","65,803,000"
			AccountsReceivable,"125,253,000","128,275,000","129,402,000","132,716,000","134,872,000","134,425,000","134,390,000","135,206,000","139,364,000","140,270,000","139,245,000","136,717,000","134,484,000","129,205,000","123,776,000","118,472,000","113,876,000","109,001,000","105,034,000","101,724,000","100,145,000","95,330,000","92,648,000","89,751,000","86,424,000","81,744,000","81,500,000","80,745,000","79,042,000","77,140,000","74,763,000","73,619,000","72,709,000","71,422,000","69,503,000","67,143,000","66,490,000","64,523,000","1,356,000",,,,"1,558,000",,,,,,,,,,,,,,"21,510,000",,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,818,000",,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,833,000",,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,965,000","61,527,000","60,739,000","58,681,000","55,889,000","54,229,000","52,358,000","48,933,000","46,937,000","44,803,000","42,589,000","40,395,000","38,108,000","35,858,000","33,436,000",,"31,691,000","28,447,000",,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,"17,576,000",,,,,"0",,"42,591,000","42,551,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
