name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
OperatingCashFlow,"1,090,110,000","406,414,000","317,659,000","191,854,000","174,183,000","109,252,000","89,706,000","-24,294,000","78,762,000","124,506,000","132,412,000","103,915,000","184,822,000","260,694,000","215,743,000","229,432,000","174,943,000","370,572,000","215,722,000","189,204,000","185,466,000","225,862,000","185,031,000","32,433,000","82,180,000","87,424,000","168,140,000","145,418,000","159,504,000","210,638,000","299,197,000","213,415,000","260,302,000","181,221,000","240,672,000","222,977,000","78,640,000","201,249,000","185,976,000","178,177,000","126,969,000","155,977,000","217,843,000","100,181,000","172,991,000","140,622,000","114,454,000","138,431,000","107,563,000","152,874,000","147,907,000","175,334,000","119,273,000","149,161,000","224,379,000","255,526,000","138,559,000","206,303,000","186,572,000","179,056,000","185,030,000","91,633,000","131,735,000","90,561,000","132,070,000","125,509,000","103,342,000","78,996,000","78,065,000","65,342,000","70,434,000","61,499,000","49,128,000","32,222,000","31,971,000","36,010,000","39,362,000","18,134,000","30,058,000","33,120,000","30,558,000","15,456,000","35,563,000","30,276,000","30,465,000","33,294,000","27,288,000","28,134,000","15,952,000","2,734,000","26,700,000","7,400,000","18,100,000","400,000","9,200,000","3,000,000","21,100,000","11,700,000","35,000,000","2,800,000","25,400,000","19,200,000","14,100,000","7,900,000","10,200,000","6,200,000","6,800,000","5,000,000","3,100,000","1,700,000","2,400,000","3,900,000","2,600,000","2,300,000","2,400,000","1,300,000","0","600,000","2,400,000"
	CashFlowFromContinuingOperatingActivities,"1,090,110,000","406,414,000","317,659,000","191,854,000","174,183,000","109,252,000","89,706,000","-24,294,000","78,762,000","124,506,000","132,412,000","103,915,000","184,822,000","260,694,000","215,743,000","229,432,000","174,943,000","370,572,000","215,722,000","189,204,000","185,466,000","225,862,000","185,031,000","32,433,000","82,180,000","87,424,000","168,140,000","145,418,000","159,504,000","210,638,000","299,197,000","213,415,000","260,302,000","181,221,000","240,672,000","222,977,000","78,640,000","201,249,000","185,976,000","178,177,000","126,969,000","155,977,000","217,116,000","116,273,000","158,070,000","118,741,000","114,454,000","138,431,000","107,563,000","152,874,000","147,907,000","175,334,000","119,273,000","149,161,000","224,379,000","255,526,000","138,559,000","206,303,000","186,572,000","179,056,000","185,030,000","91,633,000","131,735,000","90,561,000","132,070,000","125,509,000","103,342,000","78,996,000","78,065,000","65,342,000","70,434,000","61,499,000","49,128,000","32,222,000","31,971,000","36,010,000","39,362,000","18,134,000","30,058,000","33,120,000","30,558,000","15,456,000","35,563,000","30,276,000","30,465,000","33,294,000","27,288,000","28,134,000","15,952,000","2,734,000","26,700,000","7,400,000","18,100,000","400,000","9,200,000","3,000,000","21,100,000","11,700,000","35,000,000","2,800,000","25,400,000","19,200,000","14,100,000","7,900,000","10,200,000","6,200,000","6,800,000","5,000,000","3,100,000","1,700,000","2,400,000","3,900,000","2,600,000","2,300,000","2,400,000","1,300,000","0","600,000","2,400,000"
		NetIncomeFromContinuingOperations,"-72,181,000","-456,808,000","891,366,000","-350,267,000","-156,472,000","27,151,000","-30,135,000","-680,048,000","-146,569,000","144,975,000","-1,805,320,000","-27,581,000","115,185,000","1,419,000","-1,764,422,000","48,539,000","-79,836,000","49,238,000","221,185,000","-127,700,000","69,550,000","170,111,000","-162,771,000","-41,971,000","-224,936,000","-91,710,000","-321,827,000","-300,948,000","-118,594,000","27,684,000","284,054,000","146,418,000","171,389,000","32,521,000","28,171,000","19,178,000","143,983,000","-75,610,000","52,962,000","-53,836,000","55,676,000","-41,800,000","-2,825,000","33,186,000","45,776,000","-33,431,000","-317,719,000","-8,168,000","9,052,000","77,579,000","-16,777,000","-29,818,000","-39,883,000","32,608,000","93,676,000","285,324,000","-34,582,000","1,740,000","34,311,000","58,915,000","64,206,000","73,137,000","427,000","51,330,000","51,549,000","55,396,000","42,682,000","24,665,000","21,661,000","22,003,000","14,543,000","12,879,000","8,189,000","6,620,000","4,633,000","16,737,000","4,591,000","9,454,000","4,893,000","9,222,000","7,310,000","4,341,000","-22,278,000","6,689,000","14,740,000","18,512,000","17,189,000","18,271,000","1,753,000","748,000","-9,400,000","12,700,000","-4,500,000","-9,000,000","-110,100,000","-66,900,000","-1,000,000","2,800,000","-35,000,000","2,800,000","2,300,000","6,600,000","4,500,000","2,700,000","2,800,000","2,600,000","1,700,000","900,000","1,000,000","800,000","700,000","700,000","800,000","400,000","400,000","400,000","400,000","200,000","200,000"
		OperatingGainsLosses,"990,195,000","876,797,000","-590,391,000","494,685,000","209,104,000","23,408,000","-63,736,000","233,222,000","122,762,000","-262,855,000","1,222,418,000","54,890,000","-154,835,000","99,413,000","260,617,000","6,248,000","143,781,000","34,684,000","189,368,000","147,748,000","-103,422,000","-187,918,000","342,573,000","-2,764,000","271,239,000","34,829,000","465,506,000","-51,028,000","169,438,000","-13,683,000","-330,650,000","-111,877,000","-274,437,000","55,346,000","57,325,000","39,466,000","-225,819,000","116,251,000","93,367,000","53,487,000","-131,217,000","63,442,000","37,249,000","-51,044,000","-42,000,000","54,645,000","29,176,000","-58,321,000","72,641,000","-113,825,000","-1,445,000","1,233,000","36,267,000","-30,610,000","-79,538,000","-301,431,000","311,376,000","-20,193,000","-33,823,000","-3,800,000","-16,150,000","70,160,000","-81,347,000","5,719,000","6,694,000","-1,062,000","3,110,000","22,192,000","7,057,000","4,877,000","8,344,000","5,598,000","5,824,000","7,254,000","604,000","-15,096,000","5,954,000","-1,645,000","3,549,000","-845,000","3,248,000","2,683,000","36,087,000","104,000","-4,450,000","-2,786,000","-17,029,000","-11,647,000","6,982,000","3,533,000","-29,200,000",,,,"116,400,000",,,,,,,,,,,,,,,,,"800,000","-800,000","-400,000","1,900,000","-200,000","-1,500,000","-400,000",
			GainLossOnSaleOfPPE,"6,173,000","1,996,000","0","2,000,000","2,177,000","3,029,000","2,730,000","5,667,000","5,524,000","5,413,000","1,193,711,000","16,202,000","12,770,000","12,659,000","441,750,000","6,549,000","54,922,000","11,773,000","217,544,000","42,568,000","5,193,000","4,420,000","6,307,000","6,082,000","7,059,000","10,628,000","11,432,000","12,366,000","12,330,000","11,491,000","14,308,000","13,444,000","9,332,000","9,995,000","5,852,000","11,692,000","19,156,000","15,218,000","21,230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"917,641,000","805,922,000","-590,414,000","492,763,000","209,370,000","18,484,000","-68,143,000","210,504,000","125,803,000","-133,246,000","31,544,000","5,332,000","-161,738,000","86,565,000","-191,948,000","-331,000","89,015,000","22,934,000","-27,969,000","105,282,000","-107,808,000","-169,738,000","336,736,000","-11,443,000","260,876,000","22,558,000","45,165,000","-64,075,000","160,017,000","-25,349,000","-341,197,000","-125,154,000","-2,069,000","42,266,000","56,434,000","33,404,000","-159,526,000","100,257,000","27,339,000","53,645,000","-135,777,000","52,056,000","68,202,000","-58,990,000","-48,139,000","40,036,000",,,,,,,,"-31,525,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-1,000","0","364,000","2,732,000","-1,799,000","378,000","-2,162,000","610,000","3,418,000","-41,000","2,042,000","251,000",,"5,640,000","4,521,000","14,738,000","-348,000","845,000","-636,000","1,621,000","7,151,000","1,022,000","4,607,000","919,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"361,776,000","85,604,000","92,427,000","93,116,000","90,629,000","88,383,000","91,439,000","98,122,000","104,626,000","179,986,000","1,226,492,000","137,751,000","141,505,000","138,718,000","147,909,000","164,268,000","176,328,000","169,580,000","162,924,000","232,433,000","152,665,000","149,821,000","149,678,000","131,491,000","122,390,000","163,601,000","215,919,000","656,207,000","151,898,000","147,393,000","165,716,000","142,450,000","158,352,000","128,683,000","128,753,000","141,418,000","120,736,000","114,942,000","148,330,000","124,340,000","108,802,000","100,151,000","97,092,000","132,300,000","78,294,000","72,216,000","546,469,000","98,291,000","92,198,000","96,298,000","104,191,000","94,875,000","91,046,000","84,320,000","69,625,000","79,685,000","78,322,000","72,199,000","72,140,000","57,592,000","52,015,000","47,858,000","52,624,000","46,652,000","37,239,000","34,973,000","34,817,000","33,308,000","30,852,000","30,199,000","32,288,000","26,590,000","22,712,000","22,452,000","22,592,000","22,475,000","21,493,000","21,196,000","19,929,000","19,975,000","19,571,000","18,244,000","20,791,000","19,724,000","19,506,000","19,513,000","20,239,000","17,861,000","17,631,000","18,531,000","19,100,000","19,100,000","20,100,000","19,400,000","20,000,000","14,800,000","12,900,000","12,500,000","17,800,000","13,600,000","12,300,000","12,700,000","5,700,000","5,500,000","5,800,000","5,300,000","5,100,000","3,700,000","3,100,000","3,000,000","2,500,000","2,600,000","2,700,000","2,300,000","1,200,000","1,200,000","1,100,000","800,000","800,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,291,000","92,198,000","96,298,000",,,,,"69,625,000","79,685,000","78,322,000","72,199,000","72,140,000","57,592,000","52,015,000","47,858,000","52,624,000","46,652,000","37,239,000","34,973,000","34,817,000","33,308,000","30,852,000","30,199,000","32,288,000","26,590,000","22,712,000","22,452,000","22,592,000","22,475,000","21,493,000","21,196,000","19,929,000","19,975,000","19,571,000","18,244,000","20,791,000","19,724,000","19,506,000","19,513,000","20,239,000","17,861,000","17,631,000","18,531,000","19,100,000","19,100,000","20,100,000","19,400,000","20,000,000","14,800,000","12,900,000","12,500,000","17,800,000","13,600,000","12,300,000","12,700,000","5,700,000","5,500,000","5,800,000","5,300,000","5,100,000","3,700,000","3,100,000","3,000,000","2,500,000","2,600,000","2,700,000","2,300,000","1,200,000","1,200,000","1,100,000","800,000","800,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,767,000","90,998,000","95,131,000",,,,,,,"77,463,000","71,570,000","71,530,000","57,001,000","51,465,000","47,332,000","52,018,000","46,243,000","36,833,000","34,567,000","34,416,000","32,900,000","30,436,000","29,762,000","31,973,000","26,306,000","22,444,000","22,248,000","22,437,000","21,869,000","21,276,000","20,967,000","19,700,000","19,716,000","19,304,000","18,100,000","20,606,000","19,330,000","18,998,000","18,639,000","19,496,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
